object_id,ein,TxExmptBndsArbtrg_BndRfrncCd,TxExmptBndsArbtrg_Frm8038TFldInd,TxExmptBndsArbtrg_RbtNtDYtInd,TxExmptBndsArbtrg_ExcptnTRbtInd,TxExmptBndsArbtrg_NRbtDInd,TxExmptBndsArbtrg_VrblRtIssInd,TxExmptBndsArbtrg_HdgIdntfdInBksAndRcInd,TxExmptBndsArbtrg_GrssPrcdsInvstdInGICInd,TxExmptBndsArbtrg_GrssPrcdsInvstdInd,TxExmptBndsArbtrg_WrttnPrcTMntrRqsInd
201931019349300333,141338498,A,false,true,false,false,false,false,0,false,0,false,true
201931019349300218,910236600,A,0,1,0,0,0,0,0,0,1
201920459349301537,590668483,A,0,0,0,0,0,0,0,0,0
201920459349301537,590668483,B,0,0,0,0,0,0,0,0,0
201940089349301129,596046500,A,false,false,false,false,false,false,false,false,true
201900999349300535,370661494,A,1,0,0,1,RABOBANK MUNICIPAL,CAP MKTS,2.000000000000,1,0,1
201900999349300535,370661494,B,0,0,0,0,1,1,MORGAN STANLEY,30.000000000000,0,0,0,0,1
201900999349300535,370661494,C,0,0,0,0,1,0,0,0,1
201900999349300535,370661494,D,0,0,0,0,1,0,0,0,1
201940569349300119,470376524,A,0,1,0,0,0,0,0,0,1
201900519349300615,237133739,A,0,0,0,1,1,0,0,0,1
201900519349300615,237133739,B,0,0,0,1,1,0,0,0,1
201930509349300228,750851900,A,0,0,1,1,1,0,0,0,1
201930509349300228,750851900,B,0,0,1,1,1,0,0,0,1
201930509349300228,750851900,C,0,0,1,1,1,0,0,0,1
201930749349300603,840402707,A,false,false,false,true,false,false,0,false,0,false,true
201930459349300823,222586208,R000010,A,1,1,0,0,0,1
201930459349300823,222586208,R000010,B,1,1,0,0,0,1
201930459349300823,222586208,R000010,C,1,0,0,0,0,1
201930459349300823,222586208,R000010,D,1,1,0,0,0,1
201900159349300855,362167773,A,0,0,0,1,1,1,WELLS FARGO,9.800000000000,0,0,0,0,0
201900159349300855,362167773,B,0,0,0,1,1,1,WELLS FARGO,6.750000000000,0,0,0,0,0
201900159349300855,362167773,C,0,0,0,0,0,0,0,0,0
201920089349300847,381627600,A,0,0,0,0,1,0,0,0,1
201930659349300838,520591694,A,0,1,0,0,0,0,0,0,1
201900219349300015,592961536,A,0,0,0,0,0,0,0,0,1
201940359349301054,231352664,A,0,0,1,0,1,0,0,0,1
201940359349301054,231352664,B,0,0,1,0,0,0,0,1,1
201900799349300340,540505922,A,0,0,0,0,1,1,SunTrust Bank,22,0,0,0,0,1
201900799349300340,540505922,B,0,0,0,0,0,0,0,0,1
201900799349300340,540505922,C,0,0,0,0,0,0,0,0,1
201900809349300240,030482006,RetDoc1053100001,A,1,0,0,0,0,0
201900809349300240,030482006,RetDoc1053100001,B,1,0,0,0,0,0
201900809349300240,030482006,RetDoc1053100001,C,1,0,0,0,0,0
201900809349300240,030482006,RetDoc1053100001,D,1,0,0,0,0,0
201930869349300133,930386858,A,0,0,0,1,0,0,0,0,1
201910919349300316,231352621,R000010,A,0,0,1,0,0,1,UBS Investment Bank,19.5,0,1,0,0,1
201910919349300316,231352621,R000010,B,0,0,1,0,0,0,0,0,1
201910919349300316,231352621,R000010,C,0,0,1,0,0,0,0,0,1
201910919349300316,231352621,R000010,D,0,0,0,1,0,0,0,0,1
201910889349300616,042111203,A,0,0,1,1,1,1,Barclay's,30,0,0,0,0,0
201910889349300616,042111203,B,0,1,0,1,0,0,0,0,0
201910889349300616,042111203,C,0,1,0,1,0,0,0,0,0
201930949349300013,221487354,A,false,true,false,false,false,false,0,false,0,false,true
201930949349300013,221487354,B,false,true,false,false,false,false,0,false,0,false,true
201930949349300013,221487354,C,false,true,false,false,false,false,0,false,0,false,true
201930949349300013,221487354,D,false,true,false,false,false,false,0,false,0,false,true
201920119349300102,131916574,A,0,0,0,1,0,0,0,0,1
201920919349300307,340714687,A,true,false,false,0,false,0,true
201920919349300307,340714687,B,false,false,true,true,true,false,0,false,0,true
201930659349300333,350868096,A,false,true,false,false,0,false,0,false,true
201900509349300600,750827421,A,true,false,false,false,true,false,true
201900509349300600,750827421,B,true,false,false,false,true,false,true
201920159349300102,620535755,A,0,0,0,0,0,0,0,0,1
201920159349300102,620535755,B,0,0,0,0,0,0,0,0,1
201940459349300519,340868798,A,0,0,1,0,1,0,0,0,1
201930959349300208,560529953,A,0,0,0,0,1,0,0,0,0
201930959349300628,042103585,RetDoc1053100001,A,0,0,0,1,1,1,RBS CITIZENS,29.000000000000,0,0,0,0,1
201930959349300628,042103585,RetDoc1053100001,B,0,0,0,1,1,1,RBS CITIZENS,20.000000000000,0,0,0,0,1
201930959349300628,042103585,RetDoc1053100001,C,0,0,0,1,1,1,RBS CITIZENS,30.000000000000,0,0,0,0,1
201930959349300628,042103585,RetDoc1053100001,D,0,0,0,1,0,0,0,0,1
201930979349300603,620485733,A,0,0,0,1,0,0,0,0,1
201930979349300603,620485733,B,0,0,0,1,1,1,SUNTRUST ROBINSON,HUMPHREY,12.000000000000,0,0,0,0,1
201930979349300603,620485733,C,0,0,0,1,0,0,0,0,1
201900079349300305,350868101,A,false,true,false,false,0,false,0,false,false
201910919349300006,540505977,A,true,true,false,0,false,0,false,true
201910919349300006,540505977,B,false,true,false,true,true,false,0,false,0,false,true
201910919349300006,540505977,C,false,true,false,true,true,false,0,false,0,false,true
201910919349300006,540505977,D,false,true,false,true,true,false,0,false,0,false,true
201900919349300850,160755807,A,0,0,0,1,0,0,0,0,0
201900919349300850,160755807,B,0,0,0,1,0,0,0,0,0
201900849349300635,344431169,IRS990ScheduleK1,A,false,true,true,false,false,false,true
201900849349300635,344431169,IRS990ScheduleK1,B,false,true,true,false,false,false,true
201900849349300635,344431169,IRS990ScheduleK1,C,false,true,true,false,false,false,true
201900849349300635,344431169,IRS990ScheduleK1,D,false,true,true,false,false,false,true
201910329349301231,751081109,A,false,true,false,false,0,false,0,false,true
201910329349301231,751081109,B,false,true,false,false,0,false,0,false,true
201930299349300218,042108346,A,0,0,0,0,1,1,SANTANDER BANK (2),10.000000000000,0,0,0,0,1
201940999349300919,350868086,A,false,true,false,false,true,false,false,false,true
201833179349306403,420681049,RetDoc1053100001,A,0,1,1,0,1,0,0,0,1
201833179349306403,420681049,RetDoc1053100001,B,0,1,1,0,1,1,BANKERS TRUST CO,10.500000000000,0,0,0,0,1
201833179349306403,420681049,RetDoc1053100001,C,0,1,0,0,1,1,BANKERS TRUST CO,10.400000000000,0,0,0,0,1
201833179349306403,420681049,RetDoc1053100001,D,0,1,0,0,1,1,BANKERS TRUST CO,8.900000000000,0,0,0,0,1
201921009349300802,951684793,A,0,1,1,0,1,0,0,0,1
201940999349300529,560529999,A,0,0,1,0,0,0,0,0,0
201940999349300529,560529999,B,0,0,0,1,0,0,0,0,0
201940999349300529,560529999,C,0,1,0,0,1,0,0,0,0
201900929349300835,250965430,A,0,1,0,1,0,0,0,1,1
201900929349300835,250965430,B,0,1,0,1,0,0,0,0,1
201900929349300865,240795495,RetDoc1053100001,A,0,0,0,1,0,0,0,0,1
201900929349300865,240795495,RetDoc1053100001,B,0,1,0,0,0,0,0,0,1
201900929349300865,240795495,RetDoc1053100001,C,0,1,0,0,0,0,0,0,1
201900929349300865,240795495,RetDoc1053100001,D,0,1,0,0,1,0,0,0,1
201900929349300910,390808497,A,0,0,0,1,0,0,0,0,1
201900929349300910,390808497,B,0,1,0,0,1,0,CHASE BANK,21.980000000000,0,0,0,0,1
201900929349300910,390808497,C,0,1,0,0,0,1,0,0,0,0,1
201900919349300420,410693979,A,0,1,0,0,0,0,0,0,1
201900919349300420,410693979,B,0,1,0,0,0,0,0,0,1
201900919349300420,410693979,C,0,0,1,0,0,0,0,0,1
201920849349300032,390806154,A,1,0,0,0,0,1
201920849349300032,390806154,B,1,0,0,0,0,1
201930859349300928,131740445,A,false,false,false,true,true,false,0,false,0,false,false
201930859349300928,131740445,B,false,false,false,true,false,false,0,false,0,false,false
201910889349300401,231352641,IRS990ScheduleK,A,false,true,false,false,0,false,0,false,true
201910889349300401,231352641,IRS990ScheduleK,B,false,true,false,false,0,false,0,false,true
201901019349300135,620465076,A,false,false,true,false,true,false,false,false,false
201901019349300135,620465076,B,false,false,true,false,true,false,false,false,false
201910959349301001,560530242,A,0,1,0,0,0,0,0,0,1
201910959349301001,560530242,B,0,0,1,0,0,0,0,0,1
201920949349300927,520591661,A,false,true,false,false,0,false,false,false,0,false,true
201920949349300927,520591661,B,false,true,false,false,false,false,0,false,false,false,0,false,true
201920949349300927,520591661,C,false,true,false,false,false,false,0,false,false,false,0,false,true
201900709349300125,340714629,A,false,false,true,false,false,false,0,false,0,false,false
201900779349300880,166031585,A,0,0,1,1,1,0,0,0,0
201920439349300852,112157078,A,0,0,0,1,0,0,0,0,0
201900109349301920,420681046,A,0,0,1,0,1,1,US BANK,6.500000000000,0,0,0,0,0
201900109349301920,420681046,B,0,0,1,0,1,1,US BANK,7.000000000000,0,0,0,0,0
201900109349301920,420681046,C,0,0,1,0,1,1,US BANK,7.000000000000,0,0,0,0,0
201901019349300960,410693968,A,0,1,1,0,1,0,0,0,1
201901019349300960,410693968,B,0,0,1,0,1,0,0,0,1
201910529349300116,231352692,A,0,0,0,1,1,1,BANK OF AMERICA,SWAP,19.400000000000,0,0,0,0,1
201910929349300631,951643992,A,false,false,true,true,false,false,0,false,0,false,true
201910929349300631,951643992,B,false,true,true,false,false,false,0,false,0,false,true
201910929349300631,951643992,C,false,true,false,false,false,false,0,false,0,false,true
201920859349300327,560556753,A,1,1,1,SUN TRUST,10.000000000000,0,0,0,0,0
201920859349300327,560556753,B,1,1,1,SUN TRUST,10.000000000000,0,0,0,0,0
201900989349300705,420680408,A,0,0,0,1,1,0,0,0,1
201900849349301450,160743942,A,0,1,0,0,1,1,M&T TRUST COMPANY,10.000000000000,0,0,0,0,0
201900849349301450,160743942,B,0,1,0,0,1,0,0,0,0
201940459349300149,620488046,A,0,0,0,0,1,0,0,0,1
201930929349300113,381308480,A,0,1,0,0,1,1,JP MORGAN CHASE,BANK,3.000000000000,0,0,0,0,0
201920529349300407,580568687,A,1,0,1,REGIONS BANK,10.000000000000,0,0,0,0,0
201901009349301060,911838771,A,0,0,1,1,0,0,0,0,0
201901009349301060,911838771,B,0,0,0,1,0,0,0,0,0
201940949349300339,042271070,A,0,1,0,0,1,0,0,0,0
201940949349300339,042271070,B,0,0,0,0,0,0,0,0,0
201910599349300706,344427516,A,false,false,true,false,true,false,0,false,0,false,true
201930869349300018,581216007,A,false,true,false,false,0,false,0,false,false
201920589349300232,250965212,A,1,0,0,0,0,1
201920589349300232,250965212,B,0,1,0,0,0,0,0,0,1
201930369349300113,131628149,R000010,A,1,0,0,0,0,0
201930369349300113,131628149,R000010,B,1,1,1,HSBC,7,0,1,0,0,0
201930369349300113,131628149,R000010,C,1,0,0,0,0,0
201930369349300113,131628149,R000010,D,1,1,0,0,0,0
201940949349300419,570324906,A,0,0,1,0,1,1,TD Bank,11.000000000000,1,0,0,0,1
201940949349300419,570324906,B,0,0,1,0,1,0,0,0,1
201930949349300733,570474291,A,0,0,1,0,1,1,Bank of America,15.000000000000,0,0,0,0,1
201930949349300733,570474291,B,0,0,1,0,1,1,Branch Banking &,Trust Company,14.000000000000,0,0,0,0,1
201930949349300733,570474291,C,0,0,1,0,1,1,Branch Banking &,Trust Company,0,0,0,0,1
201920639349300507,480777079,IRS990ScheduleK,A,false,true,false,false,0,false,0,false,true
201920639349300507,480777079,IRS990ScheduleK,B,true,true,false,0,false,0,false,true
201920639349300507,480777079,IRS990ScheduleK,C,false,true,false,false,0,false,0,true,true
201920639349300507,480777079,IRS990ScheduleK,D,false,true,false,false,0,false,0,false,true
201920379349300432,420680460,A,0,0,0,1,0,0,0,0,1
