object_id,ein,SkdH_FnnclAssstncPlcyInd,SkdH_WrttnPlcyInd,SkdH_MstHsptlsPlcyInd,SkdH_IndvHsptlTlrdPlcyInd,SkdH_AllHsptlsPlcyInd,SkdH_FPGRfrncFrCrInd,FrCrOthPrcntg_OthrInd,SkdH_Prcnt200Ind,FrCrOthPrcntg_FrCrOthrPct,SkdH_Prcnt100Ind,SkdH_Prcnt150Ind,SkdH_Prcnt200DInd,DscntdCrOthPrcntg_DscntdCrOthrPct,DscntdCrOthPrcntg_OthrInd,SkdH_Prcnt250Ind,SkdH_Prcnt300Ind,SkdH_Prcnt350Ind,SkdH_Prcnt400Ind,SkdH_FPGRfrncDscntdCrInd,SkdH_FrCrMdcllyIndgntInd,SkdH_FnnclAssstncBdgtInd,SkdH_ExpnssExcdBdgtInd,SkdH_UnblTPrvdCrInd,SkdH_AnnlCmmntyBnftRprtInd,SkdH_RprtPblcllyAvlblInd,FnnclAssstncAtCstTyp_ActvtsOrPrgrmsCnt,FnnclAssstncAtCstTyp_PrsnsSrvdCnt,FnnclAssstncAtCstTyp_TtlCmmntyBnftExpnsAmt,FnnclAssstncAtCstTyp_DrctOffsttngRvnAmt,FnnclAssstncAtCstTyp_NtCmmntyBnftExpnsAmt,FnnclAssstncAtCstTyp_TtlExpnsPct,UnrmbrsdMdcd_ActvtsOrPrgrmsCnt,UnrmbrsdMdcd_PrsnsSrvdCnt,UnrmbrsdMdcd_TtlCmmntyBnftExpnsAmt,UnrmbrsdMdcd_DrctOffsttngRvnAmt,UnrmbrsdMdcd_NtCmmntyBnftExpnsAmt,UnrmbrsdMdcd_TtlExpnsPct,UnrmbrsdCsts_ActvtsOrPrgrmsCnt,UnrmbrsdCsts_PrsnsSrvdCnt,UnrmbrsdCsts_TtlCmmntyBnftExpnsAmt,UnrmbrsdCsts_DrctOffsttngRvnAmt,UnrmbrsdCsts_NtCmmntyBnftExpnsAmt,UnrmbrsdCsts_TtlExpnsPct,TtlFnnclAssstncTyp_ActvtsOrPrgrmsCnt,TtlFnnclAssstncTyp_PrsnsSrvdCnt,TtlFnnclAssstncTyp_TtlCmmntyBnftExpnsAmt,TtlFnnclAssstncTyp_DrctOffsttngRvnAmt,TtlFnnclAssstncTyp_NtCmmntyBnftExpnsAmt,TtlFnnclAssstncTyp_TtlExpnsPct,CmmntyHlthSrvcs_ActvtsOrPrgrmsCnt,CmmntyHlthSrvcs_PrsnsSrvdCnt,CmmntyHlthSrvcs_TtlCmmntyBnftExpnsAmt,CmmntyHlthSrvcs_DrctOffsttngRvnAmt,CmmntyHlthSrvcs_NtCmmntyBnftExpnsAmt,CmmntyHlthSrvcs_TtlExpnsPct,HlthPrfssnsEdctn_ActvtsOrPrgrmsCnt,HlthPrfssnsEdctn_PrsnsSrvdCnt,HlthPrfssnsEdctn_TtlCmmntyBnftExpnsAmt,HlthPrfssnsEdctn_DrctOffsttngRvnAmt,HlthPrfssnsEdctn_NtCmmntyBnftExpnsAmt,HlthPrfssnsEdctn_TtlExpnsPct,SbsdzdHlthSrvcs_ActvtsOrPrgrmsCnt,SbsdzdHlthSrvcs_PrsnsSrvdCnt,SbsdzdHlthSrvcs_TtlCmmntyBnftExpnsAmt,SbsdzdHlthSrvcs_DrctOffsttngRvnAmt,SbsdzdHlthSrvcs_NtCmmntyBnftExpnsAmt,SbsdzdHlthSrvcs_TtlExpnsPct,Rsrch_ActvtsOrPrgrmsCnt,Rsrch_PrsnsSrvdCnt,Rsrch_TtlCmmntyBnftExpnsAmt,Rsrch_DrctOffsttngRvnAmt,Rsrch_NtCmmntyBnftExpnsAmt,Rsrch_TtlExpnsPct,CshAndInKndCntrbtns_ActvtsOrPrgrmsCnt,CshAndInKndCntrbtns_PrsnsSrvdCnt,CshAndInKndCntrbtns_TtlCmmntyBnftExpnsAmt,CshAndInKndCntrbtns_DrctOffsttngRvnAmt,CshAndInKndCntrbtns_NtCmmntyBnftExpnsAmt,CshAndInKndCntrbtns_TtlExpnsPct,TtlOthrBnfts_ActvtsOrPrgrmsCnt,TtlOthrBnfts_PrsnsSrvdCnt,TtlOthrBnfts_TtlCmmntyBnftExpnsAmt,TtlOthrBnfts_DrctOffsttngRvnAmt,TtlOthrBnfts_NtCmmntyBnftExpnsAmt,TtlOthrBnfts_TtlExpnsPct,TtlCmmntyBnfts_ActvtsOrPrgrmsCnt,TtlCmmntyBnfts_PrsnsSrvdCnt,TtlCmmntyBnfts_TtlCmmntyBnftExpnsAmt,TtlCmmntyBnfts_DrctOffsttngRvnAmt,TtlCmmntyBnfts_NtCmmntyBnftExpnsAmt,TtlCmmntyBnfts_TtlExpnsPct,TtlCmmnttyBldngActy_ActvtsOrPrgrmsCnt,TtlCmmnttyBldngActy_PrsnsSrvdCnt,TtlCmmnttyBldngActy_TtlCmmntyBnftExpnsAmt,TtlCmmnttyBldngActy_DrctOffsttngRvnAmt,TtlCmmnttyBldngActy_NtCmmntyBnftExpnsAmt,TtlCmmnttyBldngActy_TtlExpnsPct,PhysclImprvAndHsng_ActvtsOrPrgrmsCnt,PhysclImprvAndHsng_PrsnsSrvdCnt,PhysclImprvAndHsng_TtlCmmntyBnftExpnsAmt,PhysclImprvAndHsng_DrctOffsttngRvnAmt,PhysclImprvAndHsng_NtCmmntyBnftExpnsAmt,PhysclImprvAndHsng_TtlExpnsPct,EcnmcDvlpmnt_ActvtsOrPrgrmsCnt,EcnmcDvlpmnt_PrsnsSrvdCnt,EcnmcDvlpmnt_TtlCmmntyBnftExpnsAmt,EcnmcDvlpmnt_DrctOffsttngRvnAmt,EcnmcDvlpmnt_NtCmmntyBnftExpnsAmt,EcnmcDvlpmnt_TtlExpnsPct,CmmntySpprt_ActvtsOrPrgrmsCnt,CmmntySpprt_PrsnsSrvdCnt,CmmntySpprt_TtlCmmntyBnftExpnsAmt,CmmntySpprt_DrctOffsttngRvnAmt,CmmntySpprt_NtCmmntyBnftExpnsAmt,CmmntySpprt_TtlExpnsPct,EnvrnmntlImprvmnts_ActvtsOrPrgrmsCnt,EnvrnmntlImprvmnts_PrsnsSrvdCnt,EnvrnmntlImprvmnts_TtlCmmntyBnftExpnsAmt,EnvrnmntlImprvmnts_DrctOffsttngRvnAmt,EnvrnmntlImprvmnts_NtCmmntyBnftExpnsAmt,EnvrnmntlImprvmnts_TtlExpnsPct,LdrshpDvlpmnt_ActvtsOrPrgrmsCnt,LdrshpDvlpmnt_PrsnsSrvdCnt,LdrshpDvlpmnt_TtlCmmntyBnftExpnsAmt,LdrshpDvlpmnt_DrctOffsttngRvnAmt,LdrshpDvlpmnt_NtCmmntyBnftExpnsAmt,LdrshpDvlpmnt_TtlExpnsPct,CltnBldng_ActvtsOrPrgrmsCnt,CltnBldng_PrsnsSrvdCnt,CltnBldng_TtlCmmntyBnftExpnsAmt,CltnBldng_DrctOffsttngRvnAmt,CltnBldng_NtCmmntyBnftExpnsAmt,CltnBldng_TtlExpnsPct,HlthImprvmntAdvccy_ActvtsOrPrgrmsCnt,HlthImprvmntAdvccy_PrsnsSrvdCnt,HlthImprvmntAdvccy_TtlCmmntyBnftExpnsAmt,HlthImprvmntAdvccy_DrctOffsttngRvnAmt,HlthImprvmntAdvccy_NtCmmntyBnftExpnsAmt,HlthImprvmntAdvccy_TtlExpnsPct,WrkfrcDvlpmnt_ActvtsOrPrgrmsCnt,WrkfrcDvlpmnt_PrsnsSrvdCnt,WrkfrcDvlpmnt_TtlCmmntyBnftExpnsAmt,WrkfrcDvlpmnt_DrctOffsttngRvnAmt,WrkfrcDvlpmnt_NtCmmntyBnftExpnsAmt,WrkfrcDvlpmnt_TtlExpnsPct,OthrCmmnttyBldngActy_ActvtsOrPrgrmsCnt,OthrCmmnttyBldngActy_PrsnsSrvdCnt,OthrCmmnttyBldngActy_TtlCmmntyBnftExpnsAmt,OthrCmmnttyBldngActy_DrctOffsttngRvnAmt,OthrCmmnttyBldngActy_NtCmmntyBnftExpnsAmt,OthrCmmnttyBldngActy_TtlExpnsPct,BdDbtExpnsRprtdInd,BdDbtExpnsAmt,BdDbtExpnsAttrbtblAmt,RmbrsdByMdcrAmt,CstOfCrRmbrsdByMdcrAmt,MdcrSrplsOrShrtfllAmt,CstAccntngSystmInd,CstTChrgRtInd,OthrInd,WrttnDbtCllctnPlcyInd,FnnclAssstncPrvsnInd,HsptlFcltsCnt,FcltyNm
201531039349300443,590624458,1,1,X,-,-,1,-,X,-,-,-,-,-,-,-,-,-,-,0,1,1,0,-,0,-,-,-,17524000,813750,16710250,0.00570,-,-,77100798,69108009,7992789,0.00270,-,-,-,-,-,-,-,-,94624798,69921759,24703039,0.00840,-,-,4486984,3960688,526296,0.00020,-,-,18211626,4032544,14179082,0.00490,-,-,1628805,1628805,-,-,-,-,183943152,183808612,134540,0.00000,-,-,275531,100000,175531,0.00010,-,-,208546098,193530649,15015449,0.00520,-,-,303170896,263452408,39718488,0.01360,-,-,1589452,1365853,223599,0.00010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1589452,1365853,223599,0.00010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,60451883,0,215588675,238135694,-22547019,-,-,X,1,1,3,-
201531339349302918,231352685,true,true,X,-,-,true,X,-,300.,-,-,-,-,-,-,X,-,-,true,true,false,-,-,true,true,-,0,6129499,0,6129499,0.00120,-,0,316893570,247378143,69515427,0.01340,-,0,0,0,0,0.00000,-,0,323023069,247378143,75644926,0.01460,-,0,0,0,0,0.00000,-,0,112005971,46534213,65471758,0.01260,-,0,0,0,0,0.00000,-,0,564225537,531111800,33113737,0.00640,-,0,0,0,0,0.00000,-,0,676231508,577646013,98585495,0.01900,-,0,999254577,825024156,174230421,0.03360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,true,141284326,100835702,447411107,438431107,8980000,-,X,-,true,true,1,16
201541349349306829,720423889,1,1,-,-,X,1,-,-,-,X,-,X,-,-,-,-,-,-,1,1,1,1,0,1,1,-,-,314000,0,314000,0.0001,-,-,13770000,11437000,2333000,0.0024,-,-,0,0,-,0.00,0,0,14084000,11437000,2647000,0.0025,-,-,2438000,0,2438000,0.0025,-,-,2754000,2875000,-121000,0.00,-,-,0,0,0,0,-,-,0,0,0,0,-,-,10000,0,10000,0,0,0,5202000,2875000,2327000,0.0025,0,0,19286000,14312000,4974000,0.0050,0,0,1254000,-1254000,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1254000,-1254000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,928000,-64000,12202000,11772000,430000,-,X,-,1,1,1,-
201541969349301369,900790361,true,true,X,-,-,true,-,X,-,-,-,-,-,-,-,-,-,X,true,true,true,false,-,true,true,-,-,13878982,-,13878982,0.02590,-,-,21171794,13448058,7723736,0.01440,-,-,-,-,-,-,-,-,35050776,13448058,21602718,0.04030,-,-,1032897,2000,1030897,0.00190,-,-,447511,-,447511,0.00080,-,-,38242014,13448058,24793956,0.04630,-,-,-,-,-,-,-,-,806878,-,806878,0.00150,-,-,40529300,13450058,27079242,0.05050,-,-,75580076,26898116,48681960,0.09080,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,true,30351987,607040,112510231,143834824,-31324593,-,X,-,true,true,3,70
201511359349301281,951642394,true,true,-,-,X,true,-,X,-,-,-,-,-,-,-,-,X,-,true,true,true,true,false,true,true,-,-,3815991,-,3815991,0.00100,-,-,94368736,57556106,36812630,0.00930,-,-,-,-,-,-,-,-,98184727,57556106,40628621,0.01030,-,-,1537638,-,1537638,0.00040,-,-,18467756,4306160,14161596,0.00360,-,-,-,-,-,-,-,-,255426917,255426917,-,-,-,-,519475,-,519475,0.00010,-,-,275951786,259733077,16218709,0.00410,-,-,374136513,317289183,56847330,0.01440,-,660,221495,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,660,221495,-,-,-,-,-,-,-,-,-,true,21601080,1004624,243053578,313381462,-70327884,-,X,-,true,true,3,1
201531359349309423,660561027,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,16744195,19670296,-2926101,-,1,-,16744195,19670296,-2926101,-,2,950,5343,-,5343,0.00010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,950,5343,-,5343,0.00010,3,950,16749538,19670296,-2920758,0.00010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,1235856,-,7753813,2838323,4915490,-,-,-,false,-,1,1
201501969349301380,580566256,true,true,-,-,X,true,-,X,-,-,-,-,-,-,-,-,-,X,true,true,true,false,-,true,true,-,-,45454067,-,45454067,0.01520,-,-,127075355,101365544,25709811,0.00860,-,-,-,-,-,-,-,-,172529422,101365544,71163878,0.02380,-,-,1370200,3398,1366802,0.00050,-,-,325321648,58341740,266979908,0.08950,-,-,186424985,102142550,84282435,0.02830,-,-,422292081,-,422292081,0.14160,-,-,383736,-,383736,0.00010,-,-,935792650,160487688,775304962,0.26000,-,-,1108322072,261853232,846468840,0.28380,-,-,47280,-,47280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47280,-,47280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,true,74956708,1499000,340151399,359719316,-19567917,-,X,-,true,true,2,3
201540459349300244,131624158,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14672811,5669562,9003249,0.02570,-,-,-,-,-,-,-,-,14672811,5669562,9003249,0.02570,-,-,14672811,5669562,9003249,0.02570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,0,-,1,-
201521319349301792,160743209,true,true,-,-,-,true,-,X,-,-,-,-,-,-,-,-,-,X,true,true,true,true,false,true,true,-,-,22587530,4674348,17913182,0.00650,-,-,310646637,274342352,36304285,0.01310,-,-,4591049,2979292,1611757,0.00060,-,-,337825216,281995992,55829224,0.02020,-,-,1931286,306605,1624681,0.00060,-,-,104482651,10811407,93671244,0.03400,-,-,123253115,97456887,25796228,0.00940,-,-,321189861,321189861,0,-,-,-,474325,0,474325,0.00020,-,-,551331238,429764760,121566478,0.04420,-,-,889156454,711760752,177395702,0.06440,-,-,37588,0,37588,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19728,0,19728,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13978,0,13978,-,-,-,3882,0,3882,-,-,-,-,-,-,-,-,-,-,-,-,-,false,17864908,491661,183076614,192061713,-8985099,X,-,-,true,true,1,8
201521319349300017,620476822,1,1,X,-,-,1,-,X,-,-,-,-,-,-,X,-,-,-,1,1,1,1,0,1,1,-,-,127044688,0,127044688,0.03180,-,-,391990480,315483043,76507436,0.01920,-,-,0,0,-,-,-,-,519035168,315483043,203552124,0.05100,-,-,6336451,2454627,3881824,0.00100,-,-,112994582,27399812,85594770,0.02140,-,-,0,0,-,-,-,-,480861467,375613562,105247905,0.02640,-,-,0,0,-,-,-,-,600192500,405468001,194724499,0.04880,-,-,1119227668,720951044,398276623,0.09980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,30282804,731524,319061680,412302404,-93240724,-,X,-,1,0,2,10
