object_id,ein,DscrtnrySpndngAcctInd,HsngAllwncOrRsdncInd,PymntsFrUsOfRsdncInd,FrstClssOrChrtrTrvlInd,PrsnlSrvcsInd,IdmnfctnGrssUpPmtsInd,TrvlFrCmpnnsInd,ClbDsOrFsInd,WrttnPlcyRfTAndEExpnssInd,SbstnttnRqrdInd,CmpnstnSrvyInd,CmpnstnCmmttInd,BrdOrCmmttApprvlInd,IndpndntCnsltntInd,Frm990OfOthrOrgnztnsInd,WrttnEmplymntCntrctInd,SvrncPymntInd,SpplmntlNnqlRtrPlnInd,EqtyBsdCmpArrngmInd,CmpBsdOnRvnOfFlngOrgInd,CmpBsdOnRvRltdOrgsInd,CmpBsdNtErnsFlngOrgInd,CmpBsdNtErnsRltdOrgsInd,AnyNnFxdPymntsInd,IntlCntrctExcptnInd,RbttblPrsmptnPrcInd
201602219349302255,320237828,-,-,-,-,-,-,-,-,-,-,X,-,X,-,X,-,0,0,0,0,0,0,0,0,0,-
201632249349302773,204781979,-,-,-,-,-,-,-,-,-,1,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201622519349301112,756064033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false
201622569349300722,650267991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201602579349301200,410789397,-,X,-,-,-,-,-,-,true,true,-,-,X,-,-,X,false,false,false,false,false,false,false,false,false,-
201642529349300604,650267991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201622439349300602,200617900,-,-,-,-,-,-,-,-,-,-,X,-,X,X,X,X,0,1,0,0,0,0,0,0,0,-
201602459349300930,350715530,-,X,-,-,-,-,X,-,true,true,X,X,X,-,X,X,false,true,false,false,false,false,false,false,false,-
201613029349301206,750827409,-,X,-,-,X,-,-,-,false,true,X,X,X,X,X,X,false,false,false,false,false,false,false,false,false,-
201612959349300701,208757406,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201622889349301537,420680323,-,X,-,-,X,-,-,X,1,1,X,X,X,-,-,-,0,1,0,0,0,0,0,1,0,-
201632949349300148,480556726,-,X,-,-,-,-,-,-,1,1,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201613059349300756,133705284,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201613009349300146,111802808,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,true,false,false,false,false,false,false,false,false,false
201623029349300717,840600653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,0,0,0,0,0,0,0,0,0,-
201602609349300320,237417722,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201612669349300306,751786007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201612669349300781,463103295,-,X,-,-,-,-,-,-,1,1,X,X,X,X,X,-,1,0,0,0,0,0,0,0,0,-
201612639349300046,462795989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201642579349300429,200258004,-,-,-,-,-,-,X,X,1,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201622679349300547,850164940,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,X,false,false,false,false,false,false,false,false,false,-
201643029349301114,450231180,-,X,-,-,-,-,-,-,1,1,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201623069349300122,980149857,-,-,-,X,-,-,-,-,true,true,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201602919349300015,240795439,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,X,0,0,0,0,0,0,0,0,0,-
201642989349301074,710236867,-,X,-,-,-,-,-,-,1,1,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201622919349301112,951916051,-,X,-,-,-,-,-,-,1,1,X,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201632879349300938,900131526,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201633029349300128,208434503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,0,0,0,0,0,0,0,0,0,-
201602919349301055,344429091,-,X,-,-,-,-,X,X,true,true,X,X,X,-,-,X,true,false,false,false,false,false,false,false,false,-
201632749349300108,541743079,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201622599349300892,611124267,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,false,false,false,false,false,false,false,false,false,-
201602879349301310,541854399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201602779349300900,760765625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201622819349300402,381443369,-,X,-,-,-,-,X,X,true,true,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201602929349301000,562231069,-,X,-,-,-,-,-,-,1,0,-,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201602869349301460,452940053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201632879349300743,750855633,-,-,-,-,-,-,-,X,false,true,X,-,X,-,X,-,false,false,false,false,false,false,false,false,false,false
201602859349300515,203185510,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201602779349300960,264789471,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,-,false,false,false,false,false,false,false,false,false,-
201612949349300501,596605703,-,-,-,-,-,-,-,-,-,-,X,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
201613149349302221,420680408,-,X,-,-,-,-,-,X,0,1,X,-,X,-,-,X,1,0,0,0,0,0,0,0,0,-
201603199349310195,390978445,-,-,-,-,-,-,-,X,1,1,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201603199349305315,591092732,-,-,-,-,-,-,-,X,1,1,X,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
201603129349301210,470553011,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201603129349301015,420681049,-,X,-,-,-,-,-,X,1,1,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201643159349303234,810231774,-,X,-,X,X,-,X,X,1,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201643149349302579,912120259,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,1,0,0,0,0,0,0,0,-
201633139349302173,231501197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201623149349302402,370706154,-,-,-,-,-,-,-,-,-,-,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201603199349302670,421351526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,-
201633109349300603,942992642,-,-,-,-,-,X,-,-,true,true,-,-,-,-,-,-,true,true,false,false,false,false,false,true,false,-
201603129349302435,136171197,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,true,false,false,false,false,false,false,false,false,-
201603209349300635,470424785,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201613089349302451,560529972,-,-,-,-,-,-,-,X,1,1,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201603149349301725,480543766,-,X,-,-,-,-,-,-,true,true,X,-,X,X,-,X,false,false,false,false,false,false,false,false,false,-
201623099349301137,540129860,-,-,-,-,-,-,-,-,-,1,X,X,X,-,X,-,0,0,0,0,0,0,0,1,0,-
201613129349302061,231382408,-,X,-,-,-,-,-,-,true,true,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201603099349300500,362167792,-,X,-,-,-,-,X,-,true,true,-,X,X,-,X,-,false,false,false,false,false,false,false,false,false,false
201603099349301200,232215278,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,0,1,0,0,0,0,0,0,0,-
201603169349302535,900893455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,true,false,-
201603199349308345,910615846,-,X,-,-,X,X,X,-,1,1,X,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
201633129349300918,150532053,-,X,-,-,-,-,-,-,1,1,X,X,X,-,X,-,0,0,0,0,0,0,0,1,0,-
201623159349303032,231937954,-,X,-,-,-,-,-,-,1,1,-,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
201632889349300933,160909446,-,-,-,-,-,-,-,X,1,1,-,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201632889349301163,161476258,X,X,-,-,X,X,X,X,1,1,X,X,X,X,-,X,1,0,0,0,0,0,0,0,0,-
201632799349300248,231608264,-,-,-,-,-,-,-,-,-,true,-,-,-,-,-,-,true,false,false,false,false,false,false,false,false,-
201632799349301308,480543782,-,X,-,-,-,-,-,-,1,1,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201642819349300604,630329409,X,X,-,-,-,-,-,X,1,1,-,-,-,-,-,X,0,0,0,0,0,0,0,0,0,-
201632999349301133,750827409,-,X,-,-,X,-,-,-,false,true,X,X,X,X,X,X,false,false,false,false,false,false,false,false,false,-
201613159349304031,464139065,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201623149349302412,341726619,-,-,-,-,-,-,-,-,-,-,X,-,X,X,-,-,true,true,false,false,false,false,false,true,false,-
201633079349301018,208384273,-,X,-,-,-,-,-,-,1,0,X,X,X,-,X,X,0,1,0,0,0,0,0,0,0,-
201603079349301485,953104298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201603079349301215,591298070,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201623029349300217,640303086,-,X,-,-,X,X,-,X,1,1,X,X,X,-,X,X,0,1,0,0,0,0,0,0,0,-
201633139349300223,620476661,-,X,-,-,-,-,-,-,1,1,-,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201633139349301738,362310478,-,X,-,-,-,-,X,-,true,true,X,X,X,X,-,-,false,false,false,false,false,false,false,true,false,-
201622899349300307,942254303,-,X,-,X,-,-,-,-,1,1,-,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201603199349305795,710887547,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201623129349302022,460224589,-,X,-,-,-,-,X,-,true,true,X,X,X,-,X,X,false,false,false,false,false,false,false,false,false,-
201633079349301433,410694721,-,X,-,-,-,-,-,-,1,1,X,-,X,X,-,-,0,0,0,0,0,0,0,0,0,-
201633079349301198,570324916,-,X,-,-,X,-,-,X,1,1,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201633129349302363,391894395,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201643089349300434,861160864,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false
201612649349300006,161359213,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,X,0,0,0,1,0,1,0,0,0,-
201633129349301458,420730347,-,-,-,-,-,-,X,X,0,1,-,X,X,-,X,-,0,1,0,0,0,0,0,0,0,-
201623149349302467,364303682,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,-
201603199349305380,462693612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201633159349301618,541919810,-,-,-,-,-,-,X,-,1,1,-,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201613069349301216,620548917,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201603159349303160,640329300,-,X,-,-,-,-,-,X,1,1,-,X,X,-,-,X,0,1,0,0,0,0,0,0,0,-
201633149349300528,350885591,-,X,X,-,X,-,-,X,true,true,X,X,X,-,-,X,false,false,false,false,false,false,false,false,false,-
201623169349303237,942515428,-,-,-,X,-,-,X,-,1,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201623209349306522,260069167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201623199349310192,541954969,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,false
201623199349301242,550788917,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201613209349306051,060646520,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,X,0,0,0,0,0,0,0,0,0,-
201623199349302117,141423161,-,-,-,-,-,-,-,X,1,1,-,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201623199349302557,042104451,-,-,-,-,-,-,X,-,1,1,-,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201623199349305762,237065664,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201613199349308441,274188208,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201633169349301313,204273074,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201623209349303527,250965603,-,X,-,-,X,-,X,X,1,1,-,X,X,-,-,-,0,1,0,0,0,0,0,0,0,-
201623209349305232,980148939,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,false,false,false,false,false,false,false,true,false,-
201613199349309586,202834636,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0,1,0,0,-
201633209349305663,416059072,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201603199349310290,770495439,-,-,-,-,-,-,-,-,-,true,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false
201613209349304496,274967732,-,X,-,-,-,X,-,X,false,true,X,-,X,-,-,-,false,false,false,false,false,false,false,true,false,-
201613209349309971,204775521,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,1,0,0,0,0,0,0,0,0,-
201623169349302802,541863192,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,0,1,0,0,1,0,0,0,0,-
201623209349309182,112206183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201613209349309286,160743900,-,X,-,-,X,X,X,X,1,1,-,-,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201613209349304336,231352008,-,-,-,-,-,-,X,-,1,0,-,X,X,X,-,X,0,0,0,1,0,1,0,0,0,-
201623209349301597,203287316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201623209349302422,620789275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201623209349312427,263162145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,true,false,false,false,false,false,true,false,-
201613209349311661,112705352,-,-,-,-,-,-,-,-,-,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201623199349306692,264468758,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201633209349316463,650216638,-,-,-,X,-,-,-,-,true,true,X,X,X,X,-,-,false,false,false,false,false,false,false,false,false,-
201643199349305324,043250289,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201633209349304203,620497990,-,X,-,-,-,-,-,-,1,1,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201643169349302429,363157451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,0,0,0,0,0,0,0,0,0,-
201633209349302843,430471057,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201603209349306890,410706151,-,X,-,-,-,-,-,-,1,1,X,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
201603209349312985,470724387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,-
201613209349307101,237424429,-,X,-,-,-,-,-,-,1,1,-,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201633209349310688,351358522,-,-,-,-,-,-,-,-,-,true,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201643169349302144,570314415,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201643199349310564,560767736,-,X,-,-,-,-,-,-,true,true,X,-,X,-,-,X,false,false,false,false,false,false,false,false,false,-
201643199349310374,350868181,-,X,-,-,X,-,-,-,1,1,X,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
201643169349301529,580593438,-,X,-,-,-,-,-,X,true,false,-,X,X,-,-,X,false,false,false,true,false,false,false,false,false,-
201603269349300230,480548361,-,X,-,-,-,-,-,-,1,0,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201613339349300521,381977050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201613439349300326,590624459,-,X,-,-,-,-,X,X,true,true,X,X,X,X,-,-,false,true,false,false,false,false,false,false,false,-
201643519349300229,540575812,-,X,-,-,-,X,-,X,1,1,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201613499349300521,530196583,-,X,-,X,-,X,X,-,1,1,X,-,X,-,X,-,0,0,0,0,0,0,0,1,0,-
201633479349300138,710430687,-,X,-,-,-,-,-,-,true,true,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201643549349300654,590624401,-,X,-,-,X,-,-,X,1,1,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201623499349300007,541031437,-,-,-,-,-,-,X,-,1,1,-,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201643509349301279,431408945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201613519349300026,237034324,-,X,-,-,-,-,-,-,1,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201603479349301105,010802914,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false
201643209349307469,391620530,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201613409349300421,237069575,X,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201613489349300126,166031585,-,X,-,-,-,-,-,X,1,1,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201643209349300144,020223955,-,X,-,-,-,-,-,-,1,1,X,-,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201623489349300937,530196603,-,X,-,X,-,X,X,X,false,true,X,X,X,X,-,X,false,true,false,false,false,false,false,true,false,-
201623569349300222,840442429,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201633499349300213,237213309,-,-,-,X,-,-,X,X,true,true,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
201603559349301050,362170999,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,-
201643209349301519,956001907,-,X,-,-,-,-,-,-,1,1,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201603549349300425,251186257,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,false,false,false,false,false,false,false,false,false,-
201623569349300307,593086453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201603489349300425,980042539,X,X,-,-,X,-,-,-,1,1,-,X,X,X,-,X,0,0,0,0,0,0,0,0,0,-
201643359349300224,630771624,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201643199349306039,472237488,-,-,-,-,-,X,-,-,true,true,-,-,-,-,-,-,true,true,false,false,false,false,false,false,false,-
201623339349300732,610492351,-,X,-,-,-,-,X,-,true,true,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201603579349300010,160759798,-,X,-,-,-,-,-,-,1,1,-,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201643209349300414,550753754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,1,0,-
201643209349306134,472420967,-,-,-,-,-,-,-,-,-,1,-,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201643209349307744,251065148,-,X,-,X,-,-,X,X,1,1,X,X,X,-,-,X,0,0,0,0,0,1,0,0,0,-
201643199349310599,942933165,-,-,-,-,-,-,-,-,-,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201643209349300034,550357056,-,X,-,-,-,-,-,-,true,true,X,X,X,-,-,X,false,false,false,false,false,false,false,false,false,-
201613419349300801,141338309,X,-,-,-,-,-,-,X,1,1,-,X,X,-,X,X,1,0,0,0,0,0,0,0,0,-
201643209349312824,230973290,-,X,-,-,-,-,-,-,1,0,X,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201643209349306399,930433696,-,X,-,-,-,-,-,X,1,1,X,-,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201603169349303535,426081293,-,-,-,X,-,-,X,-,1,1,X,X,X,X,-,-,0,0,0,0,0,0,0,0,0,-
201643199349311789,131662715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,false,false,false,false,false,false,false,false,false,-
201623169349302652,362167773,X,-,-,-,-,-,-,-,0,1,X,X,X,X,X,-,0,0,0,0,0,0,0,0,0,-
