object_id,ein,DnrAdvsdFndsHldCnt,FndsAndOthrAccntsHldCnt,DnrAdvsdFndsCntrAmt,FndsAndOthrAccntsCntrAmt,DnrAdvsdFndsGrntsAmt,FndsAndOthrAccntsGrntsAmt,DnrAdvsdFndsVlEOYAmt,FndsAndOthrAccntsVlEOYAmt,DsclsdOrgLgCtrlInd,DsclsdFrChrtblPrpsInd,HstrcLndArInd,HstrcStrctrInd,PrtctnNtrlHbttInd,PrsrvtnOpnSpcInd,PrsrvtnPblcUsInd,TtlEsmntsCnt,TtlAcrgCnt,HstrcStrctrEsmntsCnt,HstrcStrctrEsmntsAftrCnt,MdfdEsmntsCnt,SttsEsmntsHldCnt,WrttnPlcyMntrngInd,StffHrsSpntEnfrcmntCnt,ExpnssIncrrdEnfrcmntAmt,Sctn170hRqrStsfdInd,ArtPblcExhbtnAmnts_RvnsInclddAmt,ArtPblcExhbtnAmnts_AsstsInclddAmt,HldWrksArt_RvnsInclddAmt,HldWrksArt_AsstsInclddAmt,SkdD_CllctnUsdPbExhbtnInd,SkdD_CllUsdSchlrlyRsrchInd,SkdD_CllctnUsdPrsrvtnInd,SkdD_CllUsdLnOrExchPrgInd,CllctnUsdOthrPrpss_OthrPrpssDsc,CllctnUsdOthrPrpss_CllctnUsdOthrPrpssInd,SkdD_SlctdAsstsSlInd,AgntTrstEtcInd,BgnnngBlncAmt,AddtnsDrngYrAmt,DstrbtnsDrngYrAmt,EndngBlncAmt,InclEscrwCstdlAcctLbInd,ExplntnPrvddInd,CYEndwmtFnd_BgnnngYrBlncAmt,CYEndwmtFnd_CntrbtnsAmt,CYEndwmtFnd_InvstmntErnngsOrLsssAmt,CYEndwmtFnd_GrntsOrSchlrshpsAmt,CYEndwmtFnd_OthrExpndtrsAmt,CYEndwmtFnd_AdmnstrtvExpnssAmt,CYEndwmtFnd_EndYrBlncAmt,CYMns1YrEndwmtFnd_BgnnngYrBlncAmt,CYMns1YrEndwmtFnd_CntrbtnsAmt,CYMns1YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns1YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns1YrEndwmtFnd_OthrExpndtrsAmt,CYMns1YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns1YrEndwmtFnd_EndYrBlncAmt,CYMns2YrEndwmtFnd_BgnnngYrBlncAmt,CYMns2YrEndwmtFnd_CntrbtnsAmt,CYMns2YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns2YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns2YrEndwmtFnd_OthrExpndtrsAmt,CYMns2YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns2YrEndwmtFnd_EndYrBlncAmt,CYMns3YrEndwmtFnd_BgnnngYrBlncAmt,CYMns3YrEndwmtFnd_CntrbtnsAmt,CYMns3YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns3YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns3YrEndwmtFnd_OthrExpndtrsAmt,CYMns3YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns3YrEndwmtFnd_EndYrBlncAmt,CYMns4YrEndwmtFnd_BgnnngYrBlncAmt,CYMns4YrEndwmtFnd_CntrbtnsAmt,CYMns4YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns4YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns4YrEndwmtFnd_OthrExpndtrsAmt,CYMns4YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns4YrEndwmtFnd_EndYrBlncAmt,SkdD_BrdDsgntdBlncEOYPct,SkdD_PrmnntEndwmntBlncEOYPct,SkdD_TrmEndwmntBlncEOYPct,SkdD_EndwmntsHldUnrltdOrgInd,SkdD_EndwmntsHldRltdOrgInd,SkdD_RltdOrgLstSchRInd,SkdD_TtlBkVlLndBldngsAmt,Lnd_InvstmntCstOrOthrBssAmt,Lnd_OthrCstOrOthrBssAmt,Lnd_BkVlAmt,Bldngs_InvstmntCstOrOthrBssAmt,Bldngs_OthrCstOrOthrBssAmt,Bldngs_DprctnAmt,Bldngs_BkVlAmt,LshldImprvmnts_InvstmntCstOrOthrBssAmt,LshldImprvmnts_OthrCstOrOthrBssAmt,LshldImprvmnts_DprctnAmt,LshldImprvmnts_BkVlAmt,Eqpmnt_InvstmntCstOrOthrBssAmt,Eqpmnt_OthrCstOrOthrBssAmt,Eqpmnt_DprctnAmt,Eqpmnt_BkVlAmt,OthrLndBldngs_InvstmntCstOrOthrBssAmt,OthrLndBldngs_OthrCstOrOthrBssAmt,OthrLndBldngs_DprctnAmt,OthrLndBldngs_BkVlAmt,SkdD_TtlBkVlScrtsAmt,ClslyHldEqtyIntrsts_BkVlAmt,FnnclDrvtvs_BkVlAmt,ClslyHldEqtyIntrsts_MthdVltnCd,FnnclDrvtvs_MthdVltnCd,TtlBkVlPrgrmRltdAmt,TtlBkVlOthrAsstsAmt,TtlLbltyAmt,FdrlIncmTxLbltyAmt,FtntTxtInd,TtlRvEtcAdtdFnclStmtAmt,NtUnrlzdGnsInvstAmt,DntdSrvcsAndUsFcltsAmt,RcvrsPrrYrGrntsAmt,OthrRvnAmt,RvnNtRprtdAmt,RvnSbttlAmt,InvstmntExpnssNtIncldAmt,OthrRvnsNtInclddAmt,RvnNtRprtdFnclStmtAmt,TtlRvnPrFrm990Amt,TtExpnsEtcAdtdFnclStmtAmt,DntdSrvcsUsFcltsAmt,PrrYrAdjstmntsAmt,LsssRprtdAmt,OthrExpnssInclddAmt,ExpnssNtRprtdAmt,ExpnssSbttlAmt,InvstmntExpnssNtIncld2Amt,OthrExpnssNtInclddAmt,ExpnssNtRptFnclStmtAmt,TtlExpnssPrFrm990Amt,TtExpnsEtcAdtdFnclStmtAmt,DntdSrvcsUsFcltsAmt,PrrYrAdjstmntsAmt,LsssRprtdAmt,OthrExpnssInclddAmt,ExpnssNtRprtdAmt,ExpnssSbttlAmt,InvstmntExpnssNtIncld2Amt,OthrExpnssNtInclddAmt,ExpnssNtRptFnclStmtAmt,TtlExpnssPrFrm990Amt
201532299349302483,581249683,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33612301,-,4526070,4526070,-,28935620,4808635,24126985,-,1125613,941140,184473,-,9613936,5983519,3630417,-,1666881,522525,1144356,-,-,-,-,-,-,-,1817104,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201532299349302568,030219309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29313869,116616,2340710,0,647827,0,31123368,27880258,104141,1836478,0,507008,0,29313869,24729696,131962,3368995,0,350395,0,27880258,24040705,117726,903730,0,332465,0,24729696,22798137,81914,1255349,0,94695,0,24040705,-,0.52030,0.47970,false,false,-,410273257,-,10474988,10474988,-,545231845,229902740,315329105,-,42370709,36131388,6239321,-,282402680,216729909,65672771,-,21784367,9227295,12557072,-,-,-,-,-,-,-,37975986,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201542269349301474,650000627,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61246,-,-,-,-,8848,52398,41080,20166,-,-,-,-,61246,41080,-,-,-,-,-,41080,41080,-,-,-,-,-,41080,41080,-,-,-,-,-,41080,1.00000,-,-,false,false,-,15458163,-,3592174,3592174,-,8617367,2055447,6561920,-,4222445,1521898,2700547,-,2754365,1468930,1285435,-,3996643,2678556,1318087,-,-,-,-,-,-,2765513,2500702,0,X,30411728,929023,-,-,198159,1127182,29284546,-,-,-,29284546,30302558,-,-,-,198159,198159,30104399,-,-,-,30104399,30302558,-,-,-,198159,198159,30104399,-,-,-,30104399
201530129349300863,410695509,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64604914,1783345,11221936,1410874,1180154,131903,74887264,51821028,1926745,13356634,1310855,1096101,92537,64604914,54849188,1503124,-2263930,1067088,1087693,112573,51821028,44748508,1353611,10967562,1155282,937502,130707,54849188,37156443,1069732,8721998,1148915,931426,119324,44748508,0.04530,0.46760,0.48710,1,0,-,73346747,-,2298917,2298917,-,105419492,39422638,65996854,-,-,-,-,-,25105072,20874115,4230957,-,820019,-,820019,-,-,-,-,-,-,-,798983,-,X,105388174,6681428,-,-,524752,7206180,98181994,193673,27494680,27688353,125870347,92027204,-,-,-,164967,164967,91862237,193673,27494680,27688353,119550590,92027204,-,-,-,164967,164967,91862237,193673,27494680,27688353,119550590
201510159349300611,042105776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92358903,494132,10325515,2411437,0,0,100767113,79159278,1113583,14744143,2658101,0,0,92358903,82713341,3262835,-4654081,2162817,0,0,79159278,70241537,1918676,12514389,1719499,241762,0,82713341,62729684,1638267,7566793,1549722,143485,0,70241537,0.64,0.22,0.14,0,0,-,78280271,0,9661970,9661970,0,109831723,49559006,60272717,0,0,0,0,0,17545697,9200113,8345584,0,0,0,0,-,-,-,-,-,-,-,5307652,-,-,107530341,0,0,0,0,0,107530341,0,0,0,107530341,107004849,0,0,0,0,0,107004849,0,0,0,107004849,107004849,0,0,0,0,0,107004849,0,0,0,107004849
201510159349301406,350867954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500,2274377,-,-,X,X,X,-,-,-,false,-,-,-,-,-,-,-,28190112,3150001,2649967,1407658,-,-,32582422,25140659,1054810,3609504,1614501,360,-,28190112,28097287,570229,-2195560,1331297,-,-,25140659,24605827,735744,4273601,1517885,-,-,28097287,22452776,610610,2976890,1434449,-,-,24605827,0.10000,0.90000,0.00000,false,false,-,73436936,-,4037507,4037507,-,89995075,47702100,42292975,-,6013464,1311988,4701476,-,36626278,18212994,18413284,-,4378192,386498,3991694,10595724,754234,0,F,-,-,-,8171546,-1389,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201510099349301501,592139553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3718177,-,294387,-,-,15256,3997308,3331815,-,400495,-,-,14133,3718177,3449067,-,-100568,-,-,16684,3331815,2892960,-,571135,-,-,15028,3449067,2611245,-,389552,-,100000,7837,2892960,1.00000,-,-,false,false,-,7043385,-,24750,24750,-,9357279,3441976,5915303,-,-,-,-,-,4911030,3807698,1103332,-,-,-,-,-,-,-,-,-,-,-,257336,-,X,12946613,156222,-,-,-,156222,12790391,18510,6932243,6950753,19741144,13188489,-,-,-,-,-,13188489,18510,6932243,6950753,20139242,13188489,-,-,-,-,-,13188489,18510,6932243,6950753,20139242
201530139349300813,132553815,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,535,-,-,-,-,-,-,-,-,-,-,-,-,82379,81844,535,-,-,-,-,-,-,-,-,-,-,43599,10000,-,X,2902641,-,70601,-,-,70601,2832040,-,-,0,2832040,2634921,70601,-,-,-,70601,2564320,-,-,0,2564320,2634921,70601,-,-,-,70601,2564320,-,-,0,2564320
201510129349300331,366069820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181510,-,3282,-,-,-,184792,178125,-,3385,-,-,-,181510,174768,-,3357,-,-,-,178125,176646,-,-1878,-,-,-,174768,181322,-,3324,-,8000,-,176646,-,0.91700,0.08300,0,0,-,5469724,-,799413,799413,-,7852099,3443464,4408635,-,255258,9627,245631,-,638509,626629,11880,-,46476,42311,4165,-,-,-,-,-,-,-,3582,-,X,13432447,89,-,-,56698,56787,13375660,-,-,0,13375660,13428304,-,-,-,56698,56698,13371606,-,-,0,13371606,13428304,-,-,-,56698,56698,13371606,-,-,0,13371606
201500149349300810,560530240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3937512,58804,116490,0,0,0,4112806,3901706,6364,29442,0,0,0,3937512,12023981,104594,-335777,0,7891092,0,3901706,11875756,198327,-50102,0,0,0,12023981,11534153,42595,363738,0,64730,0,11875756,0,1,0,1,0,-,4181793,1655882,0,1655882,117756,0,9641,108115,596823,0,45158,551665,6846163,0,4980032,1866131,0,0,0,0,0,0,0,-,-,2105537,-,3878708,-,-,22477253,0,0,0,0,0,22477253,0,0,0,22477253,22527589,0,0,0,0,0,22527589,0,0,0,22527589,22527589,0,0,0,0,0,22527589,0,0,0,22527589
