object_id,ein,LcnsdSttsCd
202030769349301243,530196583,AK
202030769349301243,530196583,AL
202030769349301243,530196583,CA
202030769349301243,530196583,CO
202030769349301243,530196583,CT
202030769349301243,530196583,DC
202030769349301243,530196583,FL
202030769349301243,530196583,GA
202030769349301243,530196583,HI
202030769349301243,530196583,IL
202030769349301243,530196583,KY
202030769349301243,530196583,LA
202030769349301243,530196583,MA
202030769349301243,530196583,MD
202030769349301243,530196583,ME
202030769349301243,530196583,MI
202030769349301243,530196583,MN
202030769349301243,530196583,MO
202030769349301243,530196583,MS
202030769349301243,530196583,NC
202030769349301243,530196583,ND
202030769349301243,530196583,NH
202030769349301243,530196583,NM
202030769349301243,530196583,NV
202030769349301243,530196583,NY
202030769349301243,530196583,OH
202030769349301243,530196583,OK
202030769349301243,530196583,OR
202030769349301243,530196583,PA
202030769349301243,530196583,RI
202030769349301243,530196583,SC
202030769349301243,530196583,TN
202030769349301243,530196583,UT
202030769349301243,530196583,VA
202030769349301243,530196583,WA
202030769349301243,530196583,WI
202030769349301243,530196583,WV
202041059349301334,260152908,CA
202041969349300229,042104230,MA
202111479349300326,720408946,AK
202111479349300326,720408946,AZ
202111479349300326,720408946,CO
202111479349300326,720408946,DC
202111479349300326,720408946,MA
202111479349300326,720408946,MS
202111479349300326,720408946,NH
202111479349300326,720408946,NY
202111479349300326,720408946,OR
202111479349300326,720408946,WA
202041119349300514,430662529,AR
202041119349300514,430662529,CT
202041119349300514,430662529,FL
202041119349300514,430662529,IN
202041119349300514,430662529,MD
202041119349300514,430662529,MA
202041119349300514,430662529,MI
202041119349300514,430662529,MN
202041119349300514,430662529,MS
202041119349300514,430662529,MO
202041119349300514,430662529,NH
202041119349300514,430662529,NY
202041119349300514,430662529,NC
202041119349300514,430662529,OH
202041119349300514,430662529,SC
202041119349300514,430662529,SD
202041119349300514,430662529,TN
202041119349300514,430662529,VA
202041119349300514,430662529,WA
202140999349301114,520591661,MD
202121339349303267,381624684,AL
202121339349303267,381624684,AR
202121339349303267,381624684,CO
202121339349303267,381624684,CT
202121339349303267,381624684,KY
202121339349303267,381624684,LA
202121339349303267,381624684,NC
202121339349303267,381624684,OH
202121339349303267,381624684,OR
202121339349303267,381624684,SC
202121339349303267,381624684,TN
202121339349303267,381624684,UT
202121339349303267,381624684,VA
202121339349303267,381624684,WA
202121339349303267,381624684,WV
202121339349303267,381624684,FL
202121339349303267,381624684,MI
202121339349303267,381624684,TX
202121339349303267,381624684,ME
202121339349303267,381624684,AZ
202121339349303267,381624684,CA
202121339349303267,381624684,DE
202121339349303267,381624684,GA
202121339349303267,381624684,ID
202121339349303267,381624684,IN
202121339349303267,381624684,IL
202121339349303267,381624684,IA
202121339349303267,381624684,KS
202121339349303267,381624684,MD
202121339349303267,381624684,MO
202121339349303267,381624684,MT
202121339349303267,381624684,NE
202121339349303267,381624684,NJ
202121339349303267,381624684,NM
202121339349303267,381624684,NY
202121339349303267,381624684,OK
202121339349303267,381624684,PA
202121339349303267,381624684,RI
202121339349303267,381624684,SD
202121339349303267,381624684,VT
202121339349303267,381624684,WI
202121339349303267,381624684,WY
202033219349315688,251065148,AL
202033219349315688,251065148,AK
202033219349315688,251065148,AR
202033219349315688,251065148,CA
202033219349315688,251065148,CO
202033219349315688,251065148,CT
202033219349315688,251065148,FL
202033219349315688,251065148,GA
202033219349315688,251065148,HI
202033219349315688,251065148,IL
202033219349315688,251065148,KS
202033219349315688,251065148,KY
202033219349315688,251065148,LA
202033219349315688,251065148,ME
202033219349315688,251065148,MD
202033219349315688,251065148,MA
202033219349315688,251065148,MI
202033219349315688,251065148,MN
202033219349315688,251065148,MO
202033219349315688,251065148,MS
202033219349315688,251065148,NH
202033219349315688,251065148,NJ
202033219349315688,251065148,NM
202033219349315688,251065148,NY
202033219349315688,251065148,NC
202033219349315688,251065148,ND
202033219349315688,251065148,OH
202033219349315688,251065148,OK
202033219349315688,251065148,OR
202033219349315688,251065148,PA
202033219349315688,251065148,RI
202033219349315688,251065148,SC
202033219349315688,251065148,TN
202033219349315688,251065148,UT
202033219349315688,251065148,VA
202033219349315688,251065148,WA
202033219349315688,251065148,WV
202033219349315688,251065148,WI
202031819349301673,460224600,SC
202031819349301673,460224600,OR
202031819349301673,460224600,MS
202031819349301673,460224600,KY
202011299349301501,420680335,IL
202110909349300531,570324906,SC
202011989349301536,236297362,NJ
202011989349301536,236297362,PA
202031839349301868,132642091,IL
202031839349301868,132642091,NY
202141339349301724,591083502,AL
202141339349301724,591083502,AK
202141339349301724,591083502,AR
202141339349301724,591083502,CA
202141339349301724,591083502,CO
202141339349301724,591083502,CT
202141339349301724,591083502,FL
202141339349301724,591083502,GA
202141339349301724,591083502,HI
202141339349301724,591083502,IL
202141339349301724,591083502,KS
202141339349301724,591083502,KY
202141339349301724,591083502,ME
202141339349301724,591083502,MD
202141339349301724,591083502,MA
202141339349301724,591083502,MI
202141339349301724,591083502,MN
202141339349301724,591083502,MS
202141339349301724,591083502,MO
202141339349301724,591083502,NV
202141339349301724,591083502,NH
202141339349301724,591083502,NM
202141339349301724,591083502,NY
202141339349301724,591083502,NC
202141339349301724,591083502,ND
202141339349301724,591083502,OH
202141339349301724,591083502,OK
202141339349301724,591083502,OR
202141339349301724,591083502,PA
202141339349301724,591083502,RI
202141339349301724,591083502,SC
202141339349301724,591083502,TN
202141339349301724,591083502,UT
202141339349301724,591083502,VA
202141339349301724,591083502,WA
202141339349301724,591083502,WV
202141339349301724,591083502,WI
202141339349301724,591083502,NJ
202121309349302407,362167048,AK
202121309349302407,362167048,CO
202121309349302407,362167048,MI
202121309349302407,362167048,WA
202041969349304299,560532296,NC
202141329349300324,560532314,AK
202141329349300324,560532314,AL
202141329349300324,560532314,AR
202141329349300324,560532314,AZ
202141329349300324,560532314,CA
202141329349300324,560532314,CO
202141329349300324,560532314,CT
202141329349300324,560532314,DE
202141329349300324,560532314,FL
202141329349300324,560532314,GA
202141329349300324,560532314,HI
202141329349300324,560532314,IA
202141329349300324,560532314,ID
202141329349300324,560532314,IL
202141329349300324,560532314,IN
202141329349300324,560532314,KS
202141329349300324,560532314,KY
