object_id,ein,RgnTxt,OffcsCnt,EmplyCnt,OfActvtsCndctdTxt,SpcfcSrvcsPrvddTxt,RgnTtlExpndtrsAmt
201903199349311450,980149857,Central America and the Caribbean,1,735,Program Services,Educational Services,33538440
201903199349311450,980149857,Central America and the Caribbean,1,0,Grantmaking,392140
201903199349311450,980149857,Central America and the Caribbean,1,0,Investments,62524941
201912889349300246,344429091,East Asia and the Pacific,Program Services,STUDY ABROAD,5899
201912889349300246,344429091,Europe (Including Iceland and Greenland),Program Services,STUDY ABROAD,24825
201912889349300246,344429091,South America,Program Services,STUDY ABROAD,5365
201912889349300246,344429091,South Asia,Program Services,STUDY ABROAD,1475
201912889349300246,344429091,SUB-SAHARAN AFRICA,Program Services,STUDY ABROAD,9535
201912889349300246,344429091,Central America and the Caribbean,Investments,3905058
201913519349300816,750827421,East Asia and the Pacific,Program services,Tuition aid,144262
201913519349300816,750827421,Central America and the Caribbean,Investments,13309963
201913519349300816,750827421,Central America and the Caribbean,Program services,Tuition aid,23940
201913519349300816,750827421,South America,Program services,Tuition aid,63870
201913519349300816,750827421,North America Not the United States,Program services,Tuition aid,29970
201913519349300816,750827421,Sub-Saharan Africa,Grant making,Seminary furnishings,19000
201913519349300816,750827421,Europe including Iceland and Greenland,Program services,Tuition aid,4250
201913519349300816,750827421,Middle East and North Africa,Program services,Tuition aid,1304
201912979349300626,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,2,PROGRAM SERVICES,"MISSIONARY SCHOOLS, EDUCATING MINISTERS;LISTTOTAL 36500;LISTTOTAL 75650;LISTTOTAL 0;LISTTOTAL 0;LISTTOTAL 0",15000
201912979349300626,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",6,PROGRAM SERVICES,"MISSIONARY SCHOOLS, EDUCATING MINISTERS;LISTTOTAL 53900;LISTTOTAL 18000;LISTTOTAL 0;LISTTOTAL 0;LISTTOTAL 0",98100
201912979349300626,631222148,"NORTH AMERICA - CANADA AND MEXICO, BUT",1,PROGRAM SERVICES,"MISSIONARY SCHOOLS, EDUCATING MINISTERS;LISTTOTAL 17000;LISTTOTAL 11000;LISTTOTAL 0;LISTTOTAL 0;LISTTOTAL 0",11000
201912979349300626,631222148,SOUTH AMERICA-PERU,1,PROGRAM SERVICES,"MISSIONARY SCHOOLS, EDUCATING MINISTERS;LISTTOTAL 2000",17000
201912979349300626,631222148,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS, C",2,PROGRAM SERVICES,"MISSIONARY SCHOOLS, EDUCATING MINISTERS;LISTTOTAL 6000",12000
202020979349300507,221487354,Central America and the Caribbean,1,Program Services,Conferences/Speaking,12657
202020979349300507,221487354,East Asia and the Pacific,34,Program Services,Conferences/Speaking,94741
202020979349300507,221487354,Europe (Including Iceland and Greenland),100,Program Services,Conferences/Speaking,157934
202020979349300507,221487354,Middle East and North Africa,5,Program Services,Conferences/Speaking,13361
202020979349300507,221487354,North America,29,Program Services,Conferences/Speaking,47690
202020979349300507,221487354,South America,4,Program Services,Conferences/Speaking,5848
202020979349300507,221487354,South Asia,2,Program Services,Conferences/Speaking,1282
202020979349300507,221487354,Sub-Saharan Africa,1,Program Services,Conferences/Speaking,12689
202020979349300507,221487354,East Asia and the Pacific,40,Program Services,Recruiting - Students,220833
202020979349300507,221487354,Europe (Including Iceland and Greenland),2,Program Services,Recruiting - Students,1406
202020979349300507,221487354,Middle East and North Africa,4,Program Services,Recruiting - Students,13681
202020979349300507,221487354,North America,5,Program Services,Recruiting - Students,9175
202020979349300507,221487354,South America,11,Program Services,Recruiting - Students,8218
202020979349300507,221487354,South Asia,17,Program Services,Recruiting - Students,120633
202020979349300507,221487354,Sub-Saharan Africa,1,Program Services,Recruiting - Students,7149
202020979349300507,221487354,Europe (Including Iceland and Greenland),5,Program Services,Field Research,13366
202020979349300507,221487354,Middle East and North Africa,2,Program Services,Field Research,1250
202020979349300507,221487354,Central America and the Caribbean,4,Program Services,Institutional Developm,1405
202020979349300507,221487354,East Asia and the Pacific,3,Program Services,Institutional Developm,18046
202020979349300507,221487354,Europe (Including Iceland and Greenland),11,Program Services,Institutional Developm,44433
202020979349300507,221487354,North America,1,Program Services,Institutional Developm,2157
202020979349300507,221487354,Central America and the Caribbean,0,Investments,17176469
202020979349300507,221487354,Europe (Including Iceland and Greenland),0,Investments,10539270
202041979349305184,042103542,North America,Program Services,Travel & Related Exp.,136198
202041979349305184,042103542,Central America and the Caribbean,Program Services,Travel & Related Exp.,20816
202041979349305184,042103542,East Asia and the Pacific,Program Services,Travel & Related Exp.,155898
202041979349305184,042103542,Europe (Including Iceland and Greenland),Program Services,Travel & Related Exp.,529823
202041979349305184,042103542,Middle East and North Africa,Program Services,Travel & Related Exp.,16616
202041979349305184,042103542,South America,Program Services,Travel & Related Exp.,37107
