object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt,VltnMthdUsdDsc
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,26731,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,25690,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,16175,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,14917,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,13671,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,11934,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,RUSSIA AND NEIGHBORING STATES,SPONSORED RESEARCH - SUB AWARD,78567,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,RUSSIA AND NEIGHBORING STATES,SPONSORED RESEARCH - SUB AWARD,34581,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,RUSSIA AND NEIGHBORING STATES,SPONSORED RESEARCH - SUB AWARD,16500,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,RUSSIA AND NEIGHBORING STATES,SPONSORED RESEARCH - SUB AWARD,12606,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,1251689,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,416289,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,101257,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,89600,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,85920,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,56358,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,45770,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,45243,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,41341,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,39441,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1539531,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1011240,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,840496,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,769696,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,682349,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,574585,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,449994,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,449196,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,299682,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,264619,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,255698,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,224845,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,220000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,176505,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,176410,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,161400,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,145041,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,141443,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,116300,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,100000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,98376,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,56788,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,44368,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,41131,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,39792,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,37598,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,35174,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,30416,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,26159,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,25008,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,22000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,19985,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,14975,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,14849,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,13200,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,13182,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,12400,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,10305,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,9828,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,8991,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,8280,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,7650,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,5483,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,5375579,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,3012323,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2765792,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2316526,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2170578,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1939031,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1865755,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1743219,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1503692,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1438989,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1430077,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1226771,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1180839,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1003908,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,970545,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,750615,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,746633,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,698931,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,666859,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,639465,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,594407,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,526002,WIRE TRANSFER,609885,VARIOUS ASSETS,APPRAISED
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,512267,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,511209,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,491756,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,483972,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,460589,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,424850,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,342734,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,335550,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,335276,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,320336,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,319191,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,295456,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,292056,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,284391,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,284017,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,267154,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,258113,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,235921,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,217947,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,205505,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,199388,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,194059,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,178164,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,174282,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,169540,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,163612,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,152338,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,142676,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,139194,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,136694,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,134587,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,134257,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,129983,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,128706,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,121133,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,115336,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,111767,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,100815,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,100670,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,91155,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,87853,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,82247,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,80112,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,76676,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,60108,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,58100,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,58044,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,55000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,52659,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,50096,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,49644,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,46000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,45376,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,41479,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,39680,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,38605,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,37861,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,36189,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,35278,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,33808,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,32055,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,31728,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,30758,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,27710,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,25000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,24987,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,21917,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,19316,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,19237,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,19000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,15062,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,13284,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,13263,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,12756,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,10958,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,9141,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,7258,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,5848,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,5226,WIRE TRANSFER,N/A,N/A
201943129349301834,522242995,Europe,Provide direct or indirect scholarship for educating Europian elite students.,6600,Wire
201903189349314195,480851998,central ame,food,25000,check
201943189349300649,237065664,East Asia and Pacific,MINISTRIES PROJECTS,825000,TRANSFER
201943179349307749,237065664,East Asia and Pacific,MINISTRIES PROJECTS,825000,TRANSFER
201943199349311814,116039909,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",PROMOTING JEWISH EDUCATION,70400,WIRE/CHECK
201943199349311814,116039909,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",PROMOTING JEWISH EDUCATION,237600,WIRE/CHECK
201943199349311814,116039909,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",PROMOTING JEWISH EDUCATION,20500,WIRE/CHECK
201943199349311814,116039909,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",PROMOTING JEWISH EDUCATION,5200,WIRE/CHECK
202031929349300133,030179403,Central America and the Caribbean,GENERAL SUPPORT,6911,Wire,0,N/A,N/A
202021959349300802,240772407,Europe,Collab. Research,23082,check,FMV
202021959349300802,240772407,North America,Collab. Research,11435,check,FMV
202021959349300802,240772407,North America,Collab. Research,36510,check,FMV
202031929349301603,362177139,SOUTH ASIA,SUBAWARD,90958,WIRE,0
202031929349301603,362177139,SOUTH ASIA,SUBAWARD,36180,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,150693,WIRE,0
202031929349301603,362177139,SUB-SAHARAN AFRICA,SUBAWARD,15000,WIRE,0
202031929349301603,362177139,SUB-SAHARAN AFRICA,SUBAWARD,43200,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,20544,WIRE,0
202031929349301603,362177139,SOUTH ASIA,SUBAWARD,36133,WIRE,0
202031929349301603,362177139,SOUTH ASIA,SUBAWARD,16378,WIRE,0
202031929349301603,362177139,SOUTH ASIA,SUBAWARD,118040,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,22532,WIRE,0
202031929349301603,362177139,SUB-SAHARAN AFRICA,SUBAWARD,18050,WIRE,0
202031929349301603,362177139,SOUTH ASIA,SUBAWARD,17104,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,13225,WIRE,0
202031929349301603,362177139,SOUTH ASIA,SUBAWARD,137329,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,17346,WIRE,0
202031929349301603,362177139,SUB-SAHARAN AFRICA,SUBAWARD,6000,WIRE,0
202031929349301603,362177139,NORTH AMERICA,SUBAWARD,290922,WIRE,0
202031929349301603,362177139,NORTH AMERICA,SUBAWARD,511237,WIRE,0
202031929349301603,362177139,SOUTH ASIA,SUBAWARD,103584,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,8072,WIRE,0
202031929349301603,362177139,CENTRAL AMERICA AND THE CARRIBEAN,SUBAWARD,11789,WIRE,0
202031929349301603,362177139,NORTH AMERICA,SUBAWARD,14629,WIRE,0
202031929349301603,362177139,NORTH AMERICA,SUBAWARD,5499,WIRE,0
202031929349301603,362177139,EAST ASIA AND THE PACIFIC,SUBAWARD,63847,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,4268,WIRE,0
202031929349301603,362177139,SOUTH AMERICA,SUBAWARD,34219,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,53987,WIRE,0
202031929349301603,362177139,NORTH AMERICA,SUBAWARD,1600,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,10000,WIRE,0
202031929349301603,362177139,SOUTH AMERICA,SUBAWARD,55944,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,22103,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,40642,WIRE,0
202031929349301603,362177139,NORTH AMERICA,SUBAWARD,87781,WIRE,0
202031929349301603,362177139,SUB-SAHARAN AFRICA,SUBAWARD,21000,WIRE,0
202031929349301603,362177139,SUB-SAHARAN AFRICA,SUBAWARD,6000,WIRE,0
202031929349301603,362177139,SUB-SAHARAN AFRICA,SUBAWARD,27756,WIRE,0
202031929349301603,362177139,EAST ASIA AND THE PACIFIC,SUBAWARD,44414,WIRE,0
202031929349301603,362177139,NORTH AMERICA,SUBAWARD,3008,WIRE,0
202031929349301603,362177139,EUROPE,SUBAWARD,17710,WIRE,0
202031929349301603,362177139,SUB-SAHARAN AFRICA,SUBAWARD,64291,WIRE,0
202022279349300317,136227366,Middle East and North Africa,TRANSMISSION,91500,WIRE TRANSFER,0
202001359349303745,941156617,CENTRAL AMERICA AND THE CARRIBEAN,DONATIONS TO SUPPORT PROGRAMS THAT BENEFIT STUDENTS AND COMMUNITIES IN EL SALVADOR,60000,CASH PAYMENTS TO RECIPIENT ORGANIZATIONS,BOOK
