InfInSkdOPrtXIInd|Schedule O contains a response to a question in Part XI
RcncltnRvnExpnssAmt|Revenue less expenses
NtUnrlzdGnsLsssInvstAmt|Net unrealized gains (losses) on investments
DntdSrvcsAndUsFcltsAmt|Donated services and use of facilities
InvstmntExpnsAmt|Investment expenses
PrrPrdAdjstmntsAmt|Prior period adjustments
OthrChngsInNtAsstsAmt|Other changes in net assets or fund balances
