GrssInvstmntIncm509_CrrntTxYrMns4YrsAmt,GrssInvstmntIncm509_CrrntTxYrMns3YrsAmt,GrssInvstmntIncm509_CrrntTxYrMns2YrsAmt,GrssInvstmntIncm509_CrrntTxYrMns1YrAmt,GrssInvstmntIncm509_CrrntTxYrAmt,GrssInvstmntIncm509_TtlAmt,Pst1975UBTI_CrrntTxYrMns4YrsAmt,Pst1975UBTI_CrrntTxYrMns3YrsAmt,Pst1975UBTI_CrrntTxYrMns2YrsAmt,Pst1975UBTI_CrrntTxYrMns1YrAmt,Pst1975UBTI_CrrntTxYrAmt,Pst1975UBTI_TtlAmt,InvstmntIncmAndUBTI_CrrntTxYrMns4YrsAmt,InvstmntIncmAndUBTI_CrrntTxYrMns3YrsAmt,InvstmntIncmAndUBTI_CrrntTxYrMns2YrsAmt,InvstmntIncmAndUBTI_CrrntTxYrMns1YrAmt,InvstmntIncmAndUBTI_CrrntTxYrAmt,InvstmntIncmAndUBTI_TtlAmt,NtIncmFrmOthrUBI_CrrntTxYrMns4YrsAmt,NtIncmFrmOthrUBI_CrrntTxYrMns3YrsAmt,NtIncmFrmOthrUBI_CrrntTxYrMns2YrsAmt,NtIncmFrmOthrUBI_CrrntTxYrMns1YrAmt,NtIncmFrmOthrUBI_CrrntTxYrAmt,NtIncmFrmOthrUBI_TtlAmt,OthrIncm509_CrrntTxYrMns4YrsAmt,OthrIncm509_CrrntTxYrMns3YrsAmt,OthrIncm509_CrrntTxYrMns2YrsAmt,OthrIncm509_CrrntTxYrMns1YrAmt,OthrIncm509_CrrntTxYrAmt,OthrIncm509_TtlAmt,TtlSpprtClndrYr_CrrntTxYrMns4YrsAmt,TtlSpprtClndrYr_CrrntTxYrMns3YrsAmt,TtlSpprtClndrYr_CrrntTxYrMns2YrsAmt,TtlSpprtClndrYr_CrrntTxYrMns1YrAmt,TtlSpprtClndrYr_CrrntTxYrAmt,TtlSpprtClndrYr_TtlAmt,SkdA_Frst5Yrs509Ind,SkdA_PblcSpprtCY509Pct,SkdA_PblcSpprtPY509Pct,SkdA_InvstmntIncmCYPct,SkdA_InvstmntIncmPYPct,SkdA_ThrtyThrPctSprtTstsCY509Ind,SkdA_ThrtyThrPctSprtTstsPY509Ind,GftsGrntsCntrsRcvd509_CrrntTxYrMns4YrsAmt,GftsGrntsCntrsRcvd509_CrrntTxYrMns3YrsAmt,GftsGrntsCntrsRcvd509_CrrntTxYrMns2YrsAmt,GftsGrntsCntrsRcvd509_CrrntTxYrMns1YrAmt,GftsGrntsCntrsRcvd509_CrrntTxYrAmt,GftsGrntsCntrsRcvd509_TtlAmt,SkdA_PrvtFndtn509Ind,GrssRcptsAdmssns_CrrntTxYrMns4YrsAmt,GrssRcptsAdmssns_CrrntTxYrMns3YrsAmt,GrssRcptsAdmssns_CrrntTxYrMns2YrsAmt,GrssRcptsAdmssns_CrrntTxYrMns1YrAmt,GrssRcptsAdmssns_CrrntTxYrAmt,GrssRcptsAdmssns_TtlAmt,GrssRcptsNnUnrltBs_CrrntTxYrMns4YrsAmt,GrssRcptsNnUnrltBs_CrrntTxYrMns3YrsAmt,GrssRcptsNnUnrltBs_CrrntTxYrMns2YrsAmt,GrssRcptsNnUnrltBs_CrrntTxYrMns1YrAmt,GrssRcptsNnUnrltBs_CrrntTxYrAmt,GrssRcptsNnUnrltBs_TtlAmt,TxRvLvdOrgnztnlBnft509_CrrntTxYrMns4YrsAmt,TxRvLvdOrgnztnlBnft509_CrrntTxYrMns3YrsAmt,TxRvLvdOrgnztnlBnft509_CrrntTxYrMns2YrsAmt,TxRvLvdOrgnztnlBnft509_CrrntTxYrMns1YrAmt,TxRvLvdOrgnztnlBnft509_CrrntTxYrAmt,TxRvLvdOrgnztnlBnft509_TtlAmt,GvtFrnSrvcFcltsVl509_CrrntTxYrMns4YrsAmt,GvtFrnSrvcFcltsVl509_CrrntTxYrMns3YrsAmt,GvtFrnSrvcFcltsVl509_CrrntTxYrMns2YrsAmt,GvtFrnSrvcFcltsVl509_CrrntTxYrMns1YrAmt,GvtFrnSrvcFcltsVl509_CrrntTxYrAmt,GvtFrnSrvcFcltsVl509_TtlAmt,Ttl509_CrrntTxYrMns4YrsAmt,Ttl509_CrrntTxYrMns3YrsAmt,Ttl509_CrrntTxYrMns2YrsAmt,Ttl509_CrrntTxYrMns1YrAmt,Ttl509_CrrntTxYrAmt,Ttl509_TtlAmt,AmntsRcvdDsqlfyPrsn_CrrntTxYrMns4YrsAmt,AmntsRcvdDsqlfyPrsn_CrrntTxYrMns3YrsAmt,AmntsRcvdDsqlfyPrsn_CrrntTxYrMns2YrsAmt,AmntsRcvdDsqlfyPrsn_CrrntTxYrMns1YrAmt,AmntsRcvdDsqlfyPrsn_CrrntTxYrAmt,AmntsRcvdDsqlfyPrsn_TtlAmt,SbstntlCntrbtrsAmt_CrrntTxYrMns4YrsAmt,SbstntlCntrbtrsAmt_CrrntTxYrMns3YrsAmt,SbstntlCntrbtrsAmt_CrrntTxYrMns2YrsAmt,SbstntlCntrbtrsAmt_CrrntTxYrMns1YrAmt,SbstntlCntrbtrsAmt_CrrntTxYrAmt,SbstntlCntrbtrsAmt_TtlAmt,SbstAndDsqlfyPrsnsTt_CrrntTxYrMns4YrsAmt,SbstAndDsqlfyPrsnsTt_CrrntTxYrMns3YrsAmt,SbstAndDsqlfyPrsnsTt_CrrntTxYrMns2YrsAmt,SbstAndDsqlfyPrsnsTt_CrrntTxYrMns1YrAmt,SbstAndDsqlfyPrsnsTt_CrrntTxYrAmt,SbstAndDsqlfyPrsnsTt_TtlAmt,SkdA_PblcSpprtTtl509Amt
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,366359,-,1.00000,1.00000,0,0.00000,X,-,32182,56244,76670,84798,116465,366359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32182,56244,76670,84798,116465,366359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,366359
