CtyNm|College or university name, city, state, or country; US city or foreign city
SttAbbrvtnCd|College or university name, city, state, or country; US address State
BsnssNmLn2Txt|College or university name, city, state, or country; Name; Business name line 2
CntryCd|College or university name, city, state, or country; Foreign address Country
BsnssNmLn1Txt|College or university name, city, state, or country; Name; Business name line 1
