object_id,ein,TxImpsdAmt,TxRmbrsdAmt,TtlBlncDAmt
201443159349302919,042104451,-,-,-
201403249349300010,237034324,-,-,-
201403499349301200,237410494,-,-,-
201403529349300205,580566143,-,-,101377
201423529349300412,370661211,-,-,-
201403469349300145,596046500,-,-,-
201423459349300407,204499806,-,-,64583
201443189349302089,581418202,-,-,-
201443509349300529,593086453,-,-,-
201423429349300102,560547511,-,-,-
201433189349305283,260030436,-,-,160400
201423129349300002,566049935,-,-,-
201443189349300214,410698301,-,-,-
201413379349300816,264663584,-,-,-
201443189349305919,480554341,-,-,-
201413219349312701,943200772,-,-,25000
201413199349300016,200471061,-,-,-
201443219349303494,311395941,-,-,-
201413399349300426,541919810,-,-,1707086
201423189349304887,810661056,-,-,-
201433189349304123,390821861,-,-,-
201423219349310327,430652649,-,-,-
201433239349300603,750827421,-,-,-
201433439349300608,410789397,-,-,-
201443369349300524,060646520,-,-,-
201423189349306322,591092732,-,-,-
201411259349301806,454971921,-,-,-
201401149349300730,260466209,-,-,-
201421339349202762,581633369,-,-,-
201401339349200505,391702887,-,-,34186
201402279349303295,571102885,-,-,-
201412379349300321,454620000,-,-,-
201442349349200419,946103067,-,-,-
201401809349200150,261073809,-,-,24485
201411929349200601,273936024,-,-,2600
201402549349300300,522242995,-,-,523248
201411359349305136,264078735,-,-,2700000
201422669349300042,850164940,-,-,7000000
201412659349300241,060943492,-,-,706794
201441359349307169,860265045,-,-,7500
201441609349300709,486106237,-,-,-
201421679349300807,020332032,-,-,-
201412029349300321,620481463,-,-,-
201422169349300037,341037893,-,-,-
201402559349300200,350715530,-,-,-
201422179349301372,630840844,-,-,-
201412879349300241,344429091,-,-,-
201412879349301026,630329409,-,-,-
201423149349302187,420686467,-,-,-
201413289349300436,610466713,-,-,500
201443179349304359,351065063,-,-,-
201443169349304464,880121831,-,-,4510000
201443159349300804,350885591,-,-,-
201423169349303627,350886846,-,-,-
201443169349303414,541031437,-,-,-
201443159349301729,450231180,-,-,-
201433179349304828,362167773,-,-,-
201423149349300402,362167792,-,-,500000
201403029349300540,150532053,-,-,143802
201443079349300249,410706151,-,-,-
201423039349300627,640303086,-,-,-
201412959349301051,350868181,-,-,-
201403159349302465,251065148,-,-,-
201443429349300414,166031585,-,-,-
201423519349300402,581494136,-,-,-
201403579349300325,521010577,-,-,2092754
201403459349300820,560767736,-,-,163554
201443189349304694,540646523,-,-,-
201413459349300011,450306841,-,-,-
201423389349300602,630329409,-,-,-
201403359349300030,160909446,-,-,-
201403189349307150,141338310,-,-,-
201403189349306245,470424785,-,-,-
201413369349300501,420680408,-,-,-
201413339349300001,530174589,-,-,-
201433189349306488,362167855,-,-,45000
201433049349200223,223510094,-,-,1285
201413149349301011,232215278,-,-,-
201413039349300626,560529972,-,-,-
201403099349301215,260069167,-,-,44000
201403149349302770,362310478,-,-,-
201423029349300927,386080947,-,-,-
201413159349301026,426081293,-,-,538
201443159349303059,250965576,-,-,-
201423179349304652,136171197,-,-,1500000
201423179349306192,640329300,-,-,-
201403179349306525,591298070,-,-,800000
201403179349201245,201184900,-,-,423
201403219349306145,540568200,-,-,-
201403219349306950,141423161,-,-,-
201403169349301835,390806325,-,-,-
201403179349302875,610444780,-,-,-
201403219349309665,650216638,-,-,302017397
201403179349303890,830434307,-,-,543792
201402049349300960,620730291,-,-,-
201413149349301031,461812625,-,-,-
201412879349300416,381359570,-,-,370000
201412879349300846,410694721,-,-,330682
201412189349300446,650473019,-,-,70000
201412889349300111,750891465,-,-,75000
201423179349305002,010275130,-,-,-
201423359349300102,056015988,-,-,-
201423179349305407,610492351,-,-,-
201422959349300427,480556726,-,-,-
201423189349307402,420681049,-,-,-
201423189349308742,237385525,-,-,46038
201423219349300047,020223955,-,-,-
201423459349300127,580644897,-,-,-
201423179349301647,480559090,-,-,-
201423289349300917,480543715,-,-,-
201422049349300312,273339369,-,-,-
201422099349300607,203185510,-,-,-
201421509349300402,202506183,-,-,191211
201421149349300337,582326346,-,-,-
201413189349302691,204775521,-,-,-
201433429349300128,020223339,-,-,-
201433429349300303,620485733,-,-,-
201433369349300703,590624459,-,-,-
201432909349300023,202884155,-,-,16700
201433119349301433,580685908,-,-,-
201433169349301303,263664845,-,-,-
201433219349308303,541863192,-,-,-
201432889349300313,420680323,-,-,-
201433359349300038,133459531,-,-,-
201443099349300809,381627600,-,-,274916
201443569349300704,231424055,-,-,-
201412839349300546,750855633,-,-,-
201443149349302659,800957275,-,-,-
201402879349300145,381443369,-,-,-
201422959349300417,410795255,-,-,-
201433179349305078,362166964,-,-,-
201422539349300442,112705352,-,-,-
201413509349300036,951916051,-,-,205000
