object_id,ein,GrntRcrdsMntndInd,Ttl501c3OrgCnt,TtlOthrOrgCnt
201602219349302255,320237828,1,0,3
201602599349300015,205614856,false,-,-
201622519349301112,756064033,true,1,0
201622569349300722,650267991,true,-,-
201602579349301200,410789397,true,-,-
201612449349300791,750891465,1,-,-
201642529349300604,650267991,true,-,-
201632419349300203,471994752,true,-,-
201622439349300602,200617900,1,-,-
201602459349300930,350715530,true,-,-
201613029349301206,750827409,true,-,-
201623009349300517,208096718,1,1,-
201622889349301537,420680323,1,-,-
201632949349300148,480556726,1,-,-
201613059349300756,133705284,1,0,0
201622659349300842,562538741,false,0,1
201612669349300781,463103295,1,-,-
201612649349300516,272190032,true,-,-
201602649349300650,616002351,1,-,-
201642579349300429,200258004,1,-,-
201622679349300547,850164940,true,-,-
201643029349301114,450231180,1,-,-
201623069349300122,980149857,true,1,-
201642989349301074,710236867,1,-,-
201622919349301112,951916051,1,-,-
201602779349300310,451732585,true,2,1
201602919349301055,344429091,true,-,-
201622599349300892,611124267,true,-,-
201602879349301310,541854399,1,1,-
201622729349300122,561065978,1,1,0
201632859349300403,480559090,1,-,-
201602889349300030,020344073,true,-,-
201622819349300402,381443369,true,-,-
201602929349301000,562231069,1,-,-
201632879349300743,750855633,true,0,0
201602779349300030,742226269,0,-,-
201612949349300501,596605703,1,3,-
201602799349300315,850303705,1,-,-
201613149349302221,420680408,1,-,-
201603199349310195,390978445,1,-,-
201603199349305315,591092732,1,-,-
201603189349300805,201612906,true,-,-
201603129349301015,420681049,1,-,-
201643159349303234,810231774,1,-,-
201633139349302173,231501197,true,-,-
201623149349302402,370706154,1,-,-
201603199349302670,421351526,1,-,-
201633109349300603,942992642,true,-,-
201603129349302435,136171197,true,-,-
201603069349301115,454620000,1,3,0
201613089349302451,560529972,1,-,-
201603149349301725,480543766,true,-,-
201623099349301137,540129860,1,-,-
201613129349302061,231382408,true,-,-
201603099349300500,362167792,true,0,0
201603099349301200,232215278,1,-,-
201603199349308345,910615846,1,-,-
201633129349300918,150532053,1,-,-
201623159349303032,231937954,1,-,-
201632889349300933,160909446,1,-,-
201632889349301018,362919340,true,-,-
201632889349301163,161476258,1,-,-
201622789349300447,042104775,true,0,0
201632799349300248,231608264,true,-,-
201642819349300604,630329409,1,-,-
201632999349301133,750827409,false,-,-
201622879349300977,522242995,1,-,-
201633159349302528,516017306,1,1,0
201633069349300533,237275328,0,-,-
201623149349302412,341726619,true,-,-
201633079349301018,208384273,1,-,-
201623029349300217,640303086,1,5,0
