object_id,ein,GrntRcrdsMntndInd,Ttl501c3OrgCnt,TtlOthrOrgCnt
202033039349301753,221821292,1,-,-
202121349349303522,042103552,true,36,1
202001019349300300,430654876,1,-,-
202001019349301400,340714818,1,-,-
202001079349300020,741196134,1,-,-
202030769349301243,530196583,1,1,0
202031959349303053,620476822,true,144,2
202031959349303373,042103578,true,4,-
202041059349300414,420680404,true,-,-
202041059349300924,363005527,1,-,-
202001279349300320,580566116,1,1,0
202003509349300130,470418641,1,-,-
202033189349301553,160743126,true,1,-
202131379349309148,450314233,false,-,-
202041059349301334,260152908,true,-,-
202041969349300214,042103552,true,34,1
202041969349300229,042104230,true,11,-
202041969349301239,042103637,true,-,-
202021359349303217,411968798,1,-,-
202121339349301872,480623882,true,-,-
202111349349303906,560530005,1,-,-
202111349349304581,340877803,true,-,-
202021329349302097,250965601,1,-,-
202021329349302117,540506306,1,-,-
202021329349302402,381673400,1,-,-
202140699349301559,930461940,1,-,-
202111479349300326,720408946,1,-,-
202121019349300307,231352674,1,-,-
202100849349300305,231352620,1,-,-
202100849349300905,591023117,true,-,-
202023309349300032,650216638,true,-,-
202021979349301962,550357072,1,-,-
202021979349302142,060761704,true,-,-
202031779349301703,131632522,1,-,-
202013189349303356,710236867,1,-,-
202041119349300514,430662529,true,12,1
202001339349303270,951667177,1,18,2
202140999349301114,520591661,true,-,-
202131379349308773,060646936,1,-,-
202121339349303267,381624684,true,0,0
202121339349306662,232215278,1,-,-
202011969349305526,590668483,1,-,-
202031969349303968,760690847,true,-,-
202120919349301707,610444708,1,-,-
202033219349315688,251065148,1,2,1
202002759349301235,020309681,true,-,-
202033289349300533,822571598,true,-,-
202021979349302682,570314390,1,-,-
202031819349301673,460224600,1,-,-
202012879349300626,020344073,1,-,-
202043189349304149,470724387,1,1,-
202041139349301229,630288878,true,26,-
202041759349300209,221815636,true,-,-
202041769349300729,560547498,1,-,-
202042899349300944,621504678,1,-,-
202130639349300633,660362666,true,-,-
202111279349302196,161532850,1,-,-
202111279349301021,480543715,false,-,-
202013519349300106,237410494,0,-,-
202041969349302614,942202421,true,0,0
202041969349302774,540505940,1,-,-
202031969349302758,381359081,1,1,0
202001979349300040,166054295,1,-,-
202041349349300219,232215278,1,-,-
202111049349301136,231352654,1,-,-
202111049349300726,420680400,1,-,-
202111049349301026,060653264,1,-,-
202011299349301501,420680335,1,-,-
202021349349301722,520643528,true,1,-
202101329349304420,562244952,1,1,0
202043379349300424,362310478,true,-,-
202012839349301966,954529650,1,-,-
202002879349300805,381443369,true,-,-
202111379349302866,640303093,true,-,-
202121319349304372,880121831,1,-,-
202101329349304880,010211497,1,4,1
202110909349300531,570324906,1,-,-
202041369349300424,541666531,1,1,-
202043149349301534,980149857,true,1,-
202023219349306272,770495799,1,1,-
202131309349301523,362167773,true,-,-
202131329349304783,361408475,true,34,2
202021979349303797,560603922,true,-,-
202031929349301853,061645496,true,-,-
202031069349301728,730555460,true,-,-
202031069349301763,741161940,1,-,-
202031839349302108,952988463,true,1,-
202111379349303921,362169157,true,-,-
202141339349301724,591083502,1,43,8
202041959349302114,370661227,1,-,-
202041969349303414,041679980,true,110,12
202013219349308856,201612906,true,1,-
202121309349302972,841383926,0,-,-
202121309349302407,362167048,1,24,5
202031969349300013,041081650,true,1,1
202031969349301328,135598093,true,397,0
202141319349303834,340714363,1,5,0
202101379349302530,042103578,true,4,-
202023249349301302,240795439,1,-,-
202111329349303741,860105586,0,1,-
202111329349303671,344428219,true,-,-
202111319349302911,231352354,1,2,0
202141339349302799,951644035,1,-,-
202041969349304299,560532296,false,-,-
202041969349304554,042105769,true,4,-
202141339349305074,620544854,1,-,-
202121309349301552,141423161,1,-,-
202043159349300524,620476661,1,-,-
202131389349300608,580531392,1,-,-
202033079349301723,770478893,false,0,0
202141329349301349,350868149,true,-,-
202141329349300324,560532314,1,-,-
202131389349300623,590668483,1,-,-
202111329349300246,310643552,1,-,-
202111329349300341,020222111,true,47,1
202111379349307901,956002998,1,-,-
202041969349304959,591392749,true,0,0
202041969349305454,381360586,1,-,-
202041969349305469,751596658,true,-,1
202111379349306046,720635884,true,23,-
202131349349307773,590936101,true,4,2
202131349349307918,823228207,false,-,-
202131379349310468,630315935,true,-,-
202041969349305854,042103629,1,2,-
202011979349300006,237227990,1,-,-
202111329349304701,364479457,1,-,-
202101309349302405,540646523,1,-,-
202111379349302186,341695897,true,-,-
202141329349303489,870212470,true,0,0
202141329349301879,362270695,1,-,-
202101379349300770,610470593,1,1,-
202101379349301535,610444671,true,-,-
202141319349301594,620483210,0,-,-
202141319349300829,200180768,false,-,-
202141319349301509,131740445,true,-,-
202141319349301709,310536715,true,11,0
202141319349302279,941156266,true,-,-
202041979349301944,231365966,1,-,-
202141279349302659,056015988,1,-,-
202011979349300521,135645885,1,-,-
202041969349302764,990113930,1,-,-
202141329349304604,042103638,1,-,-
202031979349301508,311308555,1,-,-
202141319349302784,475271468,1,-,-
202041369349304379,237179639,1,-,-
202041369349304414,464270721,1,-,-
202041909349301514,520591672,1,-,-
202031969349303743,590624412,true,-,-
202000659349300605,240795406,1,-,-
202022729349300852,610482955,true,-,-
202111379349309251,356071917,1,-,-
202011979349304111,440546278,true,-,-
202011979349305521,310725957,true,1,0
202141329349303694,741233796,1,-,-
202041909349302904,580566212,1,-,-
202121379349309792,930386839,1,-,-
202121379349309852,510305893,1,8,0
202101319349303300,750827409,0,-,-
202141379349306069,560529961,true,1,-
202131379349306793,030482006,1,-,-
202131379349305678,160743996,1,-,-
202031919349301023,060653264,1,-,-
202031979349304598,540946734,true,13,4
202031979349304848,560554207,1,-,-
202131379349303058,010275130,1,-,-
202131379349300153,560532138,true,26,2
202041979349304929,550419865,1,-,-
202041049349300129,520591661,true,-,-
202042819349300929,620518288,1,-,-
202041959349302509,810235407,1,-,-
202131319349303363,350868175,true,-,-
202131319349304243,362169145,1,-,-
202011979349303561,010275130,1,-,-
202002889349301720,344429091,true,3,-
202121349349300207,231352613,1,-,-
202041929349301619,160805158,1,-,-
202041979349305114,951642394,true,20,0
202041979349305584,231352630,1,103,8
202001369349300220,141338309,1,-,-
202141399349301034,134304343,1,-,-
202041979349302189,132673756,true,10,0
202011369349302321,840402510,1,-,-
202012749349300716,480914282,0,-,-
202011979349305591,453912932,1,-,-
202003159349304805,362539399,1,-,-
202041979349306034,060731360,true,-,-
202032669349301218,562244952,1,1,-
202022869349301562,362170999,1,-,-
202021969349302802,050259080,1,-,-
202131349349302538,520591421,1,-,-
202141379349301299,041679980,true,103,27
202141379349301954,580566116,1,1,0
202031359349300008,314379532,true,-,-
202040869349301204,390477970,1,-,-
202041539349301884,141713034,1,1,0
202041579349300314,314379459,1,-,-
202111379349311346,560547478,true,-,1
202041339349300214,540505906,1,-,-
202041979349303824,250983069,1,-,-
202041979349303554,580566256,true,240,20
202041979349305204,231386178,1,-,-
202121349349302167,520591613,1,-,-
202121349349302272,730774245,false,-,-
202141449349300904,231352236,1,-,-
202021969349305007,750859668,1,-,-
202031959349301503,141340095,true,55,13
202031959349301963,260812968,true,-,-
202033159349302308,390978445,1,-,-
202041019349300229,620570060,true,0,0
202041019349301414,941156485,1,-,-
202131379349303133,363649217,0,-,-
202131379349301558,350868202,true,10,-
202013179349301911,410693856,1,-,-
202031969349302593,042104258,true,-,-
202031969349302988,231382408,0,-,-
202031979349302223,720423889,1,83,101
202021979349303047,570314406,1,-,-
202021979349303727,830434307,1,-,-
202041969349300809,590624416,1,-,-
202131349349300908,314379507,1,-,-
202131349349302553,370661227,1,1,-
202023049349300317,473609601,false,-,-
202031959349301448,231352688,true,2,-
202031899349302268,590859121,true,1,0
202001909349300420,131624202,true,2,0
202041909349301649,352358696,1,3,0
202021979349306947,530204707,1,11,28
202021979349306452,630366652,1,-,-
202011889349301726,208096718,1,1,-
202021969349300847,231352256,1,-,-
202031959349302658,150532053,1,4,0
202001909349302225,440562048,true,-,-
202033149349300903,133705284,1,-,-
202032869349301923,264789471,true,3,0
202021969349304182,562247203,1,1,0
202021979349306267,520805606,1,-,-
202021979349305802,741109661,true,-,-
