object_id,ein,Dsc,BkVlAmt,MthdVltnCd
201730319349300408,231352664,Pelham Long Short Fund,2164643,F
201730319349300408,231352664,Pennant Windward Fund,1842669,F
201730319349300408,231352664,Pooled Income Fund,1411950,F
201730319349300408,231352664,Portfolio Advisors,2357991,F
201730319349300408,231352664,Silver Creek Low Vol Strat,1040033,F
201730319349300408,231352664,Tiger Eye Fund,2216497,F
201730319349300408,231352664,Timbervest,937447,F
201730319349300408,231352664,UBS Realty Fund,3759640,F
201730319349300408,231352664,Wexford Offshore Spectrum Fund,3028897,F
201740379349300034,570352247,CASH AND CASH EQUIVALENTS,532529,C
201740379349300034,570352247,STOCKS,24064,C
201740379349300034,570352247,MUTUAL FUNDS,5377499,C
201740379349300034,570352247,FIXED INCOME SECURITIES,1515,C
201740379349300034,570352247,ALTERNATIVE INVESTMENT REAL-ESTATE,50543,C
201740379349300034,570352247,ALTERNATIVE INVESTMENT LIMITED PARTNERSHIP,282705,C
201740379349300034,570352247,ALTERNATIVE INVESTMENT OTHER HELD AT GIFT BASIS,1151,C
201730469349300538,560529982,EQUITY SECURITIES,60984219,F
201730469349300538,560529982,BOND FUNDS,10753443,F
201730339349300208,231352698,DIVERSIFYING EQUITY,43008327,F
201730339349300208,231352698,US EQUITY SECURITIES,41528271,F
201730339349300208,231352698,NON US EQUITY SECURITIES,15449407,F
201730339349300208,231352698,US GOVERNMENT OBLIGATIONS,20133091,F
201730339349300208,231352698,PRIVATE EQUITY AND VENTURE CAP,13382626,F
201730339349300208,231352698,REAL ESTATE SECURITIES,5373176,F
201730339349300208,231352698,MONEY MARKET,4836822,F
201730739349300033,986001062,Non-directional,337337321,F
201730739349300033,986001062,Private Equity,754127293,F
201730739349300033,986001062,Unquoted spinout companies,105771918,F
201730739349300033,986001062,3rd Party Managed,97829158,F
201740689349300309,951684064,ALTERNATIVE STRATEGIES,35805665,F
201740689349300309,951684064,MUTUAL WATER COMPANY,75000,F
201740689349300309,951684064,PARTNERSHIP INTEREST,8049876,F
201710459349302586,350868086,Fund of funds,201055
201710459349302586,350868086,Funds of hedge funds,9511891
201710459349302586,350868086,Real estate and personal property,770000
201710459349302586,350868086,Private Equity,1749805
201710459349302586,350868086,Private Partnerships,6025174
201720389349301412,440545914,PRIVATE EQUITY,775813,F
201720389349301412,440545914,REAL ESTATE,7580044,F
201720389349301412,440545914,OIL AND GAS INTERESTS,6353000,F
201720389349301412,440545914,BENEFICIAL INT PERPETUAL TRUST,1118519,F
201720389349301412,440545914,INVESTMENT IN COLLEGEHILL,-156107,F
201720389349301412,440545914,FCC LICENSE,1200000,F
201720389349301412,440545914,OTHER,786229,F
201710459349303351,910617727,Financial derivatives and other financial products
201710459349303351,910617727,Closely-held equity interests
201730239349301008,240795495,SILCHESTER INTERNATIONAL INVESTORS,11166496,F
201730239349301008,240795495,ABS OFFSHORE SPC CLASS B,8620376,F
201730239349301008,240795495,STATE STREET GLOBAL ADVISORS,4229061,F
201730239349301008,240795495,GROSVENOR CAPITAL MANAGEMENT,13790047,F
201730239349301008,240795495,"MFS INTERNATIONAL GROWTH, LLC",10682177,F
201730239349301008,240795495,"IR&M CORE BOND FUND, LLC",12233671,F
201730239349301008,240795495,"PICTET EMERGING LOCAL CURRENCY DEBT FUND, LLC",2528408,F
201730239349301008,240795495,MERCER PIP IV LP,288963,F
201730239349301008,240795495,"ABBOTT CAPITAL PRIVATE EQUITY FUND VII, L.P.",895230,F
201730239349301008,240795495,"PARK STREET CAPITAL PRIVATE EQUITY FUND XI, L.P",336699,F
201730239349301008,240795495,MERCER HEDGE FUND INVESTORS SP-I,10003526,F
201730239349301008,240795495,"OAKTREE SENIOR LOAN FUND, L.P.",3778077,F
201710589349300526,410693977,Real Estate Funds,2831949,F
201710589349300526,410693977,Funds Held in trust,2735251,F
201710589349300526,410693977,Notes Receivable,122641,F
201710589349300526,410693977,Private Equity Funds,5737360,F
201710589349300526,410693977,Hedge Fund,11504291,F
201710589349300526,410693977,international equity funds,12136897,F
201710589349300526,410693977,domestic fixed income funds,1778476,F
201720529349300707,362167048,OTHER COMMINGLED FUNDS,155479725,F
201710809349300906,202394946,Barnabas Cash Equivalents,2732,F
201710809349300906,202394946,Barnabas Balanced Fund,1373428,F
201710809349300906,202394946,Barnabas Endowment Fund,14373,F
201710809349300906,202394946,Barnabas Core Fixed Income,15717,F
201710809349300906,202394946,Barnabas Global Asset Allocation,15661,F
201710809349300906,202394946,Barnabas Global Equities,24780,F
201710809349300906,202394946,Barnabas Large Cap US Equities,32876,F
201710809349300906,202394946,Barnabas Opportunistic Fixed Income,70383,F
201730479349301168,951643992,HEDGE FUNDS,102326918,F
201730479349301168,951643992,INTERNATIONAL EQUITY FUNDS,41030231,F
201730479349301168,951643992,REAL ESTATE,25500000,F
201730479349301168,951643992,VENTURE CAPITAL,7943898,F
201730479349301168,951643992,EMERGING MARKET EQUITIES,8413639,F
201730479349301168,951643992,PRIVATE EQUITY,14306868,F
201730479349301168,951643992,MEZZANINE DEBT FUNDS,1079777,F
201730479349301168,951643992,FIXED INCOME MUTUAL FUND,151797,F
201730479349301168,951643992,REAL ASSETS AND COMMODITIES,113329,F
201730479349301168,951643992,ALTERNATIVE MUTUAL FUND,120275,F
201730589349300438,610444763,Investments - Other,6962519,F
201710419349301101,131624158,Alt Inv-Private-Buyout funds,179146859,F
201710419349301101,131624158,Alt Inv-Private-Natural resources/other,168574559,F
201710419349301101,131624158,Alt Inv-Private-Real estate funds,137472961,F
201710419349301101,131624158,Alt Inv-Private-Venture capital funds,199399495,F
201710419349301101,131624158,Cash Equivalents,31531506,F
201700679349300145,986001141,Real Assets,93506000,F
201710449349302371,581438873,ALTERNATIVE INVESTMENTS,15199320,F
201710899349301151,481249429,PRIVATE EQUITY PARTNERSHIPS,12693760,F
201720489349301102,222212290,Hedge Funds,3542407,F
201720489349301102,222212290,Real Estate Funds,411300,F
201710679349300781,344431169,HEDGE FUNDS OF FUNDS,8670492,F
201710679349300781,344431169,PRIVATE EQUITY FUNDS,2473608,F
201710679349300781,344431169,LIMTED PARTNERSHIP INTERESTS,1804210,F
201710679349300781,344431169,REAL ESTATE FUNDS,2016780,F
201740469349302589,310820394,VANGUARD 500 INDEX SIGNAL,6266925,F
201710869349300231,370661494,MORTGAGES AND NOTES,443325,C
201710869349300231,370661494,OTHER,5865343,C
201710869349300231,370661494,REAL ESTATE & FARMS,11376159,F
201710869349300231,370661494,LIFE INSURANCE POLICIES,1320749,F
201730829349300518,540506306,Non-publicly traded investments,41848821,F
201740479349300444,410747165,Annuity Contracts,26357,F
201740479349300444,410747165,CSV of Life Insurance Policies,363601,F
201740479349300444,410747165,Dynamic Asset Allocation Overlay Fund,8344622,F
201740479349300444,410747165,Funds of Hedge Funds,5869380,F
201740599349300729,741109748,ALTERNATIVE INVESTMENTS,29393449,F
201740599349300729,741109748,ENDOWMENT FUND AND BENEFICIAL INT TRUSTS,12016122,C
201740599349300729,741109748,MINERAL RIGHTS AND ROYALTIES,4391622,F
201740599349300729,741109748,NATURAL RESOURCE FUND,1916404,F
201740599349300729,741109748,SHORT-TERM INVESTMENTS,3073201,F
201701089349300230,160743150,OTHER INVESTMENTS,35965186,F
201731089349300038,410708577,HEDGE FUND INVESTMENTS,15555676,F
201731079349301123,560554207,REAL ESTATE INVESTMENT TRUSTS,1028899,F
201731079349301123,560554207,ASSETS HELD IN CHARITABLE REMAINDER TRUSTS,1312694,F
201731079349301123,560554207,BENEFICIAL INTERESTS IN TRUSTS,13709128,F
201731079349301123,560554207,mutual funds,2937928,F
201731079349301123,560554207,ALTERNATIVE INVESTMENTS,35843825,F
201731079349301123,560554207,FIXED INCOME,48797,F
201731079349301123,560554207,Real estate held for investment,974028,F
201701089349301300,362722198,MARGIN ACCOUNT,-648017,F
201701089349301300,362722198,INVESTMENT CASH FUND,34082,F
201701089349301300,362722198,US BANK MONEY MARKET,14,F
201701089349301300,362722198,INVESTMENTS,33979829,F
201701089349301300,362722198,SECURITIES HELD - FAIR VALUE,-3032877,F
201701089349301300,362722198,OTHER,0,F
201721109349301007,381358014,Hedge Funds,46382572,F
201721109349301007,381358014,Private Equity Funds,10044625,F
201721109349301007,381358014,Charitable Remainder Trusts & Gift Annuities,11373803,F
201721079349301502,741109633,hedge funds,112046670,F
201721079349301502,741109633,private equity/venture capital,30484814,F
201721079349301502,741109633,real estate,21904637,F
201721079349301502,741109633,other alternative investments,13077399,F
201721079349301502,741109633,mineral and surface interests,443559,F
201740969349301254,042104149,BOND FUNDS,3410515,F
201740969349301254,042104149,REAL ASSETS,3332343,F
201740969349301254,042104149,OTHER FUNDS,9377564,F
201720989349300607,250965376,LIMITED PARTNERSHIPS,2287192,F
201720989349300607,250965376,HEDGE FUNDS,2259953,F
201711029349300736,750800689,EQUITY FUNDS WITHOUT DAILY LIQUIDITY,381920394,C
201711029349300736,750800689,DIVERSIFYING STRATEGIES FUNDS,282316410,C
201711029349300736,750800689,PRIVATE EQUITY FUNDS,164132197,C
201711029349300736,750800689,VENTURE CAPITAL,35947848,C
201711029349300736,750800689,EQUITY METHOD INVESTMENTS,19690907,F
201711029349300736,750800689,FUNDS HELD IN TRUST BY OTHERS,18516065,F
201711029349300736,750800689,FIXED INCOME FUNDS WITHOUT DAILY LIQ,12982957,C
201711029349300736,750800689,PARTNERSHIP INVESTMENTS - TIMBER,9053348,C
201711029349300736,750800689,PARTNERSHIP INVESTMENTS - REAL EST,5085443,C
201711029349300736,750800689,MINERAL RIGHTS,187,C
201711029349300736,750800689,OTHER INVESTMENTS,8,C
201701079349300530,237121060,INVESTMENTS HELD IN TRUST,15464080,F
201701079349300530,237121060,ALTERNATIVE INVESTMENTS,3630862,F
201701079349300530,237121060,LIMITED PARTNERSHIP INVESTMENT,294825,F
201711079349300946,953075415,securities,4555857,F
201740909349300524,340714818,ALTERNATIVE INVESTMENT FUNDS & PARTNERSHIPS,12194555,F
201740909349300524,340714818,"GOOD VENTURE ENTERPRISES, LLC",1000,F
201701309349303130,464932121,Financial derivatives and other financial products
201701309349303130,464932121,Closely-held equity interests
201701089349301005,570314406,Cash value of life insurance,550635,F
201701089349301005,570314406,Baptist Foundation,8024307,F
201701089349301005,570314406,Alternative investments,1402258,F
201701089349301005,570314406,Commodities,155083,F
201701089349301005,570314406,REITs,132658,F
201701039349300245,620481463,POOLED INVESTMENTS,1514493,F
201700979349300740,111630830,ALT. INV & INSTITUTIONAL FUNDS,265754358,F
201700979349300740,111630830,DOMESTIC INVESTMENTS,667275,F
201700979349300740,111630830,INTERNATIONAL INVESTMENTS,504685,F
201700979349300740,111630830,FIXED INCOME INVESTMENTS,924241,F
201701119349300805,420703280,CASH VALUE OF LIFE INSURANCE,318163,F
201701119349300805,420703280,ALTERNATIVE INVESTMENTS,19157415,F
201721089349300832,741161940,OTHER S/T INVESTMENTS,785264,F
201721089349300832,741161940,CORPORATE STOCKS & BONDS,754217,F
201721089349300832,741161940,MUTUAL FUNDS,2232790,F
201721089349300832,741161940,UNIT INVESTMENT TRUSTS,101647,F
201721089349300832,741161940,REAL EST & MINERAL INTS,1044393,F
201721089349300832,741161940,GOVERNMENT BONDS,99928,F
201721089349300832,741161940,MUNICIPAL OBLIGATIONS,83391,F
201721089349300832,741161940,INVESTMTS CARRIED AT NAV,104940092,F
201731029349301158,560530251,bonds,268557,F
201731029349301158,560530251,mutual funds,46109001,F
201731029349301158,560530251,corporate stocks,123082,F
201731029349301158,560530251,REAL ASSET FUNDS,110718,F
201701089349300705,030179424,EQUITY ALTERNATIVE INVESTMENTS,51086492,F
201701089349300705,030179424,OTHER ALTERNATIVE INVESTMENTS,499100,F
201701089349300705,030179424,HEDGE FUND ALTERNATIVE INVESTMENTS,48674715,F
201701089349300705,030179424,VENTURE CAPITAL ALT INVESTMENTS,26129388,F
201701089349300705,030179424,REAL ASSET ALTERNATIVE INVESTMENTS,6375177,F
201741519349300929,110461385,ALTERNATIVE INVESTMENTS,22485787,F
201741519349300929,110461385,AMOUNTS HELD BY BOND TRUSTEE,2724964,F
201711089349301151,042199867,OVERNIGHT SWEEP ACCOUNT W BANK,18754638,F
201711089349301151,042199867,REPURCHASE AGREEMENTS W BANK,148805,F
201730909349300418,362169145,COMMINGLED FUNDS,57284818,F
201730909349300418,362169145,HEDGE FUNDS,5013640,F
201730909349300418,362169145,COMMODITITES FUND,996437,F
201730909349300418,362169145,LIMITED PARTNERSHIPS,24272686,F
201721079349301457,141338498,CASH EQUIVALENTS- ST INVSTMNTS,1742974,F
201721079349301457,141338498,US PRIVATE EQUITY - MUT FUNDS,21926156,F
201721079349301457,141338498,FOREIGN PRIVATE EQUITY,20832787,F
201721079349301457,141338498,EMERGING MARKETS,4765566,F
201721079349301457,141338498,VENTURE CAPITAL,13696668,F
201721079349301457,141338498,OTHER,4159805,F
201711049349300601,560556753,EQUITY FUNDS,4679333,F
201711049349300601,560556753,HEDGE FUNDS,9140630,F
201711049349300601,560556753,LIMITED PARTNERSHIPS,11005911,F
201711049349300601,560556753,ANNUITY CONTRACTS,2309360,F
201731019349300333,756001300,MARKETABLE COMMODITIES,7558,F
201731019349300333,756001300,INVESTMENTS HELD IN TRUST,40701699,F
201731019349300333,756001300,OTHER,119750,F
201741429349300764,720408929,16134386
201741329349304499,741613878,PRIVATE EQUITY INVESTMENTS,218557087,F
201741329349304499,741613878,REAL ASSETS INVESTMENTS,144766157,F
201741329349304499,741613878,BAYLOR MEDICAL FOUNDATION,39176692,F
201741329349304499,741613878,JOINT VENTURE CHI,330106516,F
201741329349304499,741613878,BAYLOR CHI ST LUKES HEALTH JV,1750000,F
201741329349304499,741613878,BCM/BMGL,69266127,F
201741329349304499,741613878,OTHER INVESTMENTS,23606456,F
201741439349300024,540573801,CASH AND CASH EQUIVALENTS,751692,F
201741439349300024,540573801,FUNDS HELD IN TRUST BY OTHERS,6699176,F
201741439349300024,540573801,ALTERNATIVE INVESTMENTS,1330360,F
201741439349300024,540573801,FUNDS HELD FOR INVESTMENT IN LAND BUILDINGS AND EQUIPMENT,47460386,F
201741439349300024,540573801,FUNDS HELD IN RESERVE BY DEBT AGREEMENTS,8268000,F
201741359349307309,630288878,THIRTEEN PARTNERS,6060370,F
201741359349307309,630288878,PARK STREET CAPITAL PRIVATE EQUITY,1760432,F
201741359349307309,630288878,DAVIDSON KEMPNER LT DISTRESSED II LP,1415670,F
201741359349307309,630288878,DENHAM COMMODITY,653109,F
201741359349307309,630288878,LANDMARK EQUITY XV,394911,F
201741359349307309,630288878,ARCHIPELAGO,4347398,F
201741359349307309,630288878,"GEM REALTY FUND V, LP",751787,F
201741359349307309,630288878,WEATHERLOW OFFSHORE,7875705,F
201741359349307309,630288878,LANDMARK EQUITY XIV(LP),467805,F
201741359349307309,630288878,SIGULER GULF DISTRESSED LP,533992,F
201741359349307309,630288878,"WELSH, CARSON, ANDERSON & STOWE XII LP",480393,F
201741359349307309,630288878,VENTURE INVESTMENTS ASSOCIATES ENERGY II LP,473163,F
201741359349307309,630288878,DAVIDSON KEMPNER LT DISTRESSED III LP,203223,F
201741359349307309,630288878,"VISTA EQUITY PARTNERS VI, L.P.",179968,F
201741359349307309,630288878,GREENSPRING OPP. IV LP,90000,F
201741359349307309,630288878,SANDERSON INTERNATIONAL VALUE FUND,8729107,F
201741359349307309,630288878,VENTURE INVESTMENT ASSOCIATES ENERGY III LP,165000,F
201741359349307309,630288878,AG REALTY FUND IX LP,330000,F
201741359349307309,630288878,"AEW GLOBAL PROPERTY SECURITIES FUND, LP",2125573,F
201701049349300620,381308480,ALTERNATIVE INVESTMENTS,10768965,F
201701089349301120,370663573,CASH EQUIVALENTS,958175,F
201701089349301120,370663573,MUTUAL FUNDS,20561,F
201701089349301120,370663573,COMMON STOCKS,27871,F
201741329349305774,131740451,NONPUBLIC EQUITY FUNDS,165915842,F
201741329349305774,131740451,HEDGE FUNDS,180195107,F
201741329349305774,131740451,PRIVATE CAPITAL FUNDS,98866691,F
201741329349305774,131740451,PRIVATE REAL ASSETS,91601767,F
201741329349305774,131740451,OTHER,1833872,F
201701099349300125,942434925,FIXED INCOME SECURITIES (LEVEL 1),1264873,F
201701099349300125,942434925,STOCKS (LEVEL 1),281277,F
201701249349301410,240804602,BAY RESOURCE PARTNERS,42854,F
201701249349301410,240804602,BENEFICIAL INTERESTS IN ASSETS HELD BY OTHERS,56475068,F
201731249349301233,111630822,MUTUAL FUNDS,37567683,F
201731249349301233,111630822,LIMITED PARTNERSHIPS,42116198,F
201731249349301233,111630822,OTHER ALTERNATIVE INVESTMENTS,20232871,F
201711079349300031,250981156,COMMINGLED FUNDS,19491202,F
201711079349300031,250981156,FIXED INCOME,5007121,F
201701259349301880,421315493,RESTRICTED CASH,2243497,F
201701259349301880,421315493,REAL ESTATE,2109000,F
201701259349301880,421315493,EQUITY SECURITIES,1802048,F
201701259349301880,421315493,CASH AND CASH EQUIVALENTS,1498291,F
201701259349301880,421315493,CERTIFICATES OF DEPOSIT,322419,F
201701259349301880,421315493,LIMITED PARTNERSHIP INTERESTS,250000,F
201701259349301880,421315493,ANNUITIES,98004,F
201701259349301880,421315493,ART,17000,F
201701289349301840,041958460,Hedged equity funds,21162886,F
201701289349301840,041958460,Private equity and venture funds,6263485,F
201701289349301840,041958460,International equity funds,6243231,F
201701289349301840,041958460,Fixed income funds,4428428,F
201701289349301840,041958460,Commodity funds,2114829,F
201701289349302010,340714600,ALTERNATIVE INVESTMENTS,12862225,F
201701289349302010,340714600,PARTNERSHIPS,25000,C
201721019349300342,741143128,US EQUITIES,8162545,F
201721019349300342,741143128,INTL HEDGE FUND (HARBINGER),1116731,F
201721019349300342,741143128,MULTI-STRATEGY PRIVATE EQUITY,15247711,F
201721019349300342,741143128,US REAL ESTATE TRUST,11583530,F
201721019349300342,741143128,INTL HEDGE FUND (EAGLE GLOBAL),7508125,F
201721039349300317,750827465,FUNDS HELD IN TRUST BY OTHERS,81481933,F
201721039349300317,750827465,LIMITED PARTNERSHIPS,437228549,F
201721039349300317,750827465,INTEREST RATE CAP & DERIVATIVE,22191,F
201721039349300317,750827465,HEDGE FUNDS,387312140,F
201741229349301759,350868202,ALTERNATIVE INVESTMENTS,126953725,F
201701319349303070,620202000,MONEY MARKET FUNDS,5769499,F
201701319349303070,620202000,BENEFICIAL INTERESTS IN TRUSTS AND ENDOWMENTS,5243807,F
201701319349303070,620202000,MUTUAL BOND AND STOCK FUNDS,8955747,F
201711029349300706,350868158,Beneficial interest in community foundation & perpetual trusts,1697147,F
201711029349300706,350868158,Alternative investments,12412045,F
201711029349300706,350868158,RELIGIOUS AFFILIATE ENDOWMENT FUND POOL,157807781,F
201711029349300706,350868158,Catholic Endowment Fund,2030793,F
201721019349300832,952261113,Funds held in trust by others,710539,F
201721019349300832,952261113,Limited Partnerships,44534458,F
201731079349300043,060653264,MULTI STRATEGY FUNDS,116755507,F
201731079349300043,060653264,REAL ASSETS,1601737,F
201731079349300043,060653264,PRIVATE EQUITY,2637716,F
201731079349300043,060653264,LAND & OTHER,1117579,F
201701309349303620,362177139,REAL ESTATE,898443269,F
201701309349303620,362177139,VENTURE CAPITAL,3456589543,F
201701309349303840,956002998,MPIC - CLASS 1,3151370,F
201701309349303840,956002998,LOAN FUND CERTIFICATES,1152000,F
201701309349303840,956002998,OTHER,164052,F
201701039349301605,741159753,Baptist Foundation of Texas Managed Funds,135712314,F
201701039349301605,741159753,Assets Held by Others,40686040,F
201701039349301605,741159753,Baylor University Fund,1007255280,F
201701039349301605,741159753,Other,465623,F
201701079349301350,420680351,CSV - Life Insurance,2551655,F
201701079349301350,420680351,Fund of Hedge Funds,12611953,F
201721189349300927,453656162,PRIVATE EQUITY,9452266,F
201721189349300927,453656162,VENTURE CAPITAL,6876887,F
201721189349300927,453656162,REAL ESTATE,18955253,F
201721189349300927,453656162,ENDOWMENT HELD BY OTHERS,2003510,F
201721189349300927,453656162,SECURITIES HELD OUTSIDE,11103038,F
201741359349303614,410693970,REAL ESTATE FUNDS,43848473,F
201741359349303614,410693970,HEDGE FUNDS,109836362,F
201741359349303614,410693970,PRIVATE EQUITY,47759314,F
201741359349303614,410693970,FOREIGN EQUITY,16194110,F
201741159349301014,580593414,Flexible capital,10526819,F
201741159349301014,580593414,Beneficial interest in perpetual trust,50966048,F
201741159349301014,580593414,Beneficial interest in remainder trust,2164888,F
201741159349301014,580593414,Investments held in trust for others,3257464,F
201741159349301014,580593414,Real estate,472766,F
201741329349306924,042134818,COMMON FUND MULTI STRATEGY EQUITY FUND,1604151,F
201741329349306924,042134818,COMMON FUND MULTI STRATEGY BOND FUND,1253661,F
201701189349300940,381459365,SPLIT INTEREST AGREEMENTS,2954430,F
201721029349300737,061013935,YALE UNIVERSITY INVESTMENT POOL,36451788,F
201711039349300246,520591661,PRIVATE EQUITY AND LIMITED,0,F
201711039349300246,520591661,PARTNERSHIP INTERESTS AND,0,F
201711039349300246,520591661,HEDGE FUNDS,20773699
201721039349301352,350867977,HEDGE FUND,8923199,F
201721039349301352,350867977,VENTURE CAPITAL - ALT INVEST,2821263,F
201721039349301352,350867977,REALTY - ALT INVEST,4226737,F
201721039349301352,350867977,PRIVATE EQUITY - ALT INVEST,9203663,F
201721039349301352,350867977,NATURAL RESOURCES - ALT INVEST,17188202,F
201731079349300708,141338562,COMMON STOCKS,70235865,F
201731079349300708,141338562,INVESTMENTS UNDER SPLIT INTEREST AGREEMENTS,6868622,F
201731079349300708,141338562,CASH & CASH EQUIVALENTS,10999208,F
201731079349300708,141338562,CLOSELY HELD STOCKS,10732991,F
201731079349300708,141338562,EQUITY LONG/SHORT INVESTMENT FUNDS,133579782,F
201731079349300708,141338562,FIXED INCOME MUTUAL FUNDS,39444738,F
201731079349300708,141338562,FIXED INCOME COMMINGLED INVESTMENT FUNDS,18328670,F
201731079349300708,141338562,ABSOLUTE RETURN FUNDS,71072591,F
201731079349300708,141338562,PRIVATE EQUITY CAPITAL FUND,30658489,F
201731079349300708,141338562,PRIVATE EQUITY REAL ESTATE FUNDS,20429597,F
201731079349300803,750800653,"Oil, gas, mineral rights and interests",5720731,F
201731079349300803,750800653,Perpetual trusts held by others,10739279,F
201731079349300803,750800653,Beneficial interest in trusts,766101,F
201731079349300118,560529999,"CORPORATE STOCKS, BONDS AND NOTE",46637177,F
201731079349300118,560529999,INSURANCE CONTRACT,257688,C
201741049349300114,520591623,HEDGE FDS: MULTI-STRATEGY FDS,10908312,F
201741049349300114,520591623,HEDGE FDS: NONAGENCY RES MBS,7509631,F
201741049349300114,520591623,HEDGE FDS: LONG/SHORT,29068192,F
201741049349300114,520591623,PRIVATE EQUITY,37913854,F
201741049349300114,520591623,OTHER,1830280,F
201741089349300319,042103545,EQUITIES,905051910,F
201741089349300319,042103545,REAL ESTATE,76054906,F
201741089349300319,042103545,FIXED INCOME,127547500,F
201741089349300319,042103545,CASH,93936132,F
201721029349300812,951684793,Hedge Funds,10533047,F
201721039349300907,951643334,COMMINGLED FUNDS,138670000,F
201721039349300907,951643334,ALTERNATIVE INVESTMENT FUNDS,152436000,F
201721039349300907,951643334,REAL ESATE AND OTHER,2408000,F
201721029349300917,237223216,FIXED INCOME FUNDS,7239687,F
201721029349300917,237223216,GLOBAL EQUITY FUNDS,49171834,F
201721029349300917,237223216,HEDGED EQUITIES FUNDS,2640357,F
201721029349300917,237223216,RELATIVE VALUE FUNDS,4327337,F
201721029349300917,237223216,REAL ASSETS FUNDS,8554406,F
201721029349300917,237223216,PRIVATE EQUITY & VENTURE FUNDS,19061481,F
201721029349300917,237223216,LT SPLIT-INTEREST INVESTMENTS,1877784,F
201721029349300917,237223216,CASH IN SPLIT-INTEREST AGREEMT,558062,F
201711029349300446,272818359,Post-secondary school bond,995000,C
201721159349300917,231365954,HEDGE FUNDS,223841319,F
201721159349300917,231365954,PRIVATE EQUITY FUNDS,94179025,F
201721159349300917,231365954,REAL ASSET FUNDS,186811,F
201721159349300917,231365954,FUNDS HELD IN TRUSTS BY OTHERS,43130740,F
201721159349300917,231365954,OTHER,47257,F
201711029349300726,581363100,INVESTMENT IN ARTWORK AND BOOKS,4722981,F
201711029349300726,581363100,INTEREST IN PERPETUAL TRUSTS HELD BY THIRD PARTIES,1205197,F
201711029349300726,581363100,ASSETS HELD IN CHARITABLE REMAINDER UNITRUSTS,1358596,F
201711029349300726,581363100,INVESTMENT IN REAL ESTATE,458550,F
201711169349300341,570314390,Cash Surrender Value of Life Insurance,171841,F
201711169349300341,570314390,US Government Securities,1999578,F
201711169349300341,570314390,Other Fixed Income Investments,1977662,F
201711169349300341,570314390,Alternative Investments,1380030,C
201711169349300341,570314390,Equity securities held at cost,3615305,C
201711169349300341,570314390,Pooled income funds,46212,F
201711169349300341,570314390,Master Limited Partnership,1150597,F
201711169349300341,570314390,Corporate bonds,212348,F
201701249349301395,240795460,Alternative Investments (Hedge/PE/Real Asset),31111027,F
201741079349300819,231352615,OFFSHORE EQUITY FUND,1637297,F
201741079349300819,231352615,DOMESTIC EQUITY FUNDS,11484695,F
201741169349300129,361408475,MARKETABLE EQUITY INVESTMENTS,214424121,F
201741169349300129,361408475,PRIVATE EQUITY INVESTMENTS,54879488,F
201741169349300129,361408475,FIXED INCOME INVESTMENTS,86017668,F
201741169349300129,361408475,REAL ESTATE,17770377,F
201741169349300129,361408475,CASH CLEARING ACCOUNT,75672,F
201711229349300346,250965601,STOCKS,266703,F
201711229349300346,250965601,INVESTMENT IN LIMITED P-SHIP,5049497,F
201711229349300346,250965601,INT'L GROWTH EQUITY FUND,14571510,F
201711229349300346,250965601,INVEST. IN OTHER HEDGE FUNDS,21022266,F
201711229349300346,250965601,INVESTMENTS - REAL ESTATE,883743,C
201711229349300346,250965601,CASH SURRENDER VALUE OF LIFE INSURANCE POLICIES,397265,F
201711229349300346,250965601,SECURITIES HELD IN TRUST BY OTHERS,5654821,F
201711229349300346,250965601,COMMODITIES,65424,F
201711229349300346,250965601,ANNUITIES,4327304,F
201711239349301421,352158366,Funds held by others and irrevocable trusts,29102640
201711239349301421,352158366,CSV of Life Insurance,667277
201711239349301421,352158366,MEA Growth Pool,72333083
201721189349300207,150532078,REAL ASSETS,75350061,F
201721189349300207,150532078,INTERMEDIATE TERM INVESTMENTS,61371331,F
201721189349300207,150532078,CASH EQUIVALENTS,81928697,F
201721189349300207,150532078,EQUITY INVESTEMENTS,53478220,F
201721189349300207,150532078,FIXED INCOME INVESTMENTS,10611611,F
201721189349300207,150532078,PRIVATE EQUITY,88777539,F
201721189349300207,150532078,VENTURE CAPITAL,25372602,F
201721189349300207,150532078,HEDGE,340326809,F
201721189349300207,150532078,OTHER,985056,F
201701189349300215,420680344,HEDGE FUNDS,7812921,F
201701189349300215,420680344,REAL ESTATE,7695144,F
201701189349300215,420680344,PRIVATE EQUITY,5082949,F
201701189349300215,420680344,CO MINGLED FUNDS,4421477,F
201701189349300215,420680344,REAL ASSETS,2441167,F
201701189349300215,420680344,VENTURE PARTNERS,1684375,F
201701189349300215,420680344,NATURAL RESOURCES,1348796,F
201701189349300215,420680344,PRIVATE EQUITY,1036662,F
201701189349300215,420680344,INTERNATIONAL PRIVATE EQUITY,835337,F
201701189349300215,420680344,DISTRESSED DEBT,402390,F
201701189349300215,420680344,PELLA THEATRE CORPORATION,70000,F
201701189349300215,420680344,BELLA VISTA,3746,F
201731509349300403,850365964,ENDOWMENT,336093,F
201710909349300216,460224588,OTHER INVESTMENTS,1890337,F
201710909349300216,460224588,CSV OF LIFE INS POLICIES,1139199,C
201710909349300216,460224588,HEDGE FUNDS AND PARTNERSHIPS,13294831,F
201710909349300216,460224588,REAL ESTATE AND COMMODITIES FUNDS,3306359,F
201701039349300720,042105776,PARTNERSHIP INVESTMENTS,23647409,C
