object_id,ein,GrntRcrdsMntndInd,SbttlOffcsCnt,SbttlEmplysCnt,SbttlSpntAmt,CntnttnTtlOffcCnt,CntnttnTtlOffcCnt,CntnttnTtlEmplyCnt,CntnttnTtlEmplyCnt,CntntnSpntAmt,TtlOffcCnt,TtlEmplyCnt,TtlSpntAmt,Ttl501c3OrgCnt,TtlOthrOrgCnt,TrnsfrTFrgnCrpInd,IntrstInFrgnTrstInd,FrgnCrpOwnrshpInd,PssvFrgnInvstmstCInd,FrgnPrtnrshpInd,BycttCntrsInd
201530129349300863,410695509,1,0,0,494862,0,0,0,0,401512,0,0,896374,-,-,0,0,0,0,0,0
201510159349300611,042105776,-,-,-,-,-,-,-,-,-,1,1,651558,-,-,0,0,0,0,0,0
201510159349301406,350867954,false,-,-,-,-,-,-,-,-,0,0,188005,-,-,false,false,false,false,false,false
201500129349300710,131916574,-,0,0,12378843,0,0,0,0,0,0,0,12378843,-,-,0,0,0,0,0,0
201540129349301579,203467419,-,-,-,-,-,-,-,-,-,-,-,-,1,1,false,false,false,false,false,false
201500129349301310,390806297,-,1,1,845967,0,0,0,0,0,1,1,845967,-,-,0,0,0,0,0,0
201520149349301257,560532303,-,0,0,5770138,0,0,0,0,0,0,0,5770138,-,-,1,0,0,0,0,0
201520149349301262,620518288,-,-,1,415734,-,-,5,5,-,-,-,415734,-,0,false,false,false,false,false,false
201520129349301107,240795495,-,0,0,8484776,0,0,0,0,0,0,0,8484776,-,-,0,0,0,0,0,0
201540219349300119,610444671,-,-,-,-,-,-,-,-,-,-,2,32895031,-,-,true,false,true,true,true,false
201500219349300605,420698196,-,-,-,-,-,-,-,-,-,0,0,472711,-,-,0,0,0,0,0,0
201500199349300510,222212290,1,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0
201540209349300429,980426561,true,15,16710,983366207,-,-,-,-,-,15,16710,983366207,1,-,false,false,true,false,false,true
201520299349300007,430653369,-,-,-,2572711,-,-,-,-,-,-,-,2572711,-,-,true,false,true,true,true,false
201520279349300217,440545280,true,-,-,67967,-,-,-,-,-,-,-,67967,-,-,false,false,true,true,false,false
201500359349300125,131632522,-,-,-,2668573,-,-,-,-,-,-,-,2668573,-,-,false,false,true,false,false,false
201500309349301800,042111203,1,-,-,-,-,-,-,-,-,0,0,8180363,3,1,1,0,0,1,1,0
201510309349300546,340868798,-,1,4,723894,0,0,0,0,0,1,4,723894,-,-,0,0,0,0,0,0
201500349349300965,910473310,-,1,3,9828154,0,0,0,0,0,1,3,9828154,-,-,1,0,1,1,1,0
201530369349300718,362181973,-,-,-,-,-,-,-,-,-,0,0,11137421,-,-,true,false,true,false,true,false
201500309349300205,350845258,-,-,-,78133,-,-,-,-,-,-,-,78133,-,-,false,false,false,false,false,false
201530349349300408,410693977,-,0,0,10369291,0,0,0,0,0,0,0,10369291,-,-,1,0,0,1,1,0
