object_id,ein,SkdH_FnnclAssstncPlcyInd,SkdH_WrttnPlcyInd,SkdH_MstHsptlsPlcyInd,SkdH_IndvHsptlTlrdPlcyInd,SkdH_AllHsptlsPlcyInd,SkdH_FPGRfrncFrCrInd,FrCrOthPrcntg_OthrInd,SkdH_Prcnt200Ind,FrCrOthPrcntg_FrCrOthrPct,SkdH_Prcnt100Ind,SkdH_Prcnt150Ind,SkdH_Prcnt200DInd,DscntdCrOthPrcntg_DscntdCrOthrPct,DscntdCrOthPrcntg_OthrInd,SkdH_Prcnt250Ind,SkdH_Prcnt300Ind,SkdH_Prcnt350Ind,SkdH_Prcnt400Ind,SkdH_FPGRfrncDscntdCrInd,SkdH_FrCrMdcllyIndgntInd,SkdH_FnnclAssstncBdgtInd,SkdH_ExpnssExcdBdgtInd,SkdH_UnblTPrvdCrInd,SkdH_AnnlCmmntyBnftRprtInd,SkdH_RprtPblcllyAvlblInd,FnnclAssstncAtCstTyp_ActvtsOrPrgrmsCnt,FnnclAssstncAtCstTyp_PrsnsSrvdCnt,FnnclAssstncAtCstTyp_TtlCmmntyBnftExpnsAmt,FnnclAssstncAtCstTyp_DrctOffsttngRvnAmt,FnnclAssstncAtCstTyp_NtCmmntyBnftExpnsAmt,FnnclAssstncAtCstTyp_TtlExpnsPct,UnrmbrsdMdcd_ActvtsOrPrgrmsCnt,UnrmbrsdMdcd_PrsnsSrvdCnt,UnrmbrsdMdcd_TtlCmmntyBnftExpnsAmt,UnrmbrsdMdcd_DrctOffsttngRvnAmt,UnrmbrsdMdcd_NtCmmntyBnftExpnsAmt,UnrmbrsdMdcd_TtlExpnsPct,UnrmbrsdCsts_ActvtsOrPrgrmsCnt,UnrmbrsdCsts_PrsnsSrvdCnt,UnrmbrsdCsts_TtlCmmntyBnftExpnsAmt,UnrmbrsdCsts_DrctOffsttngRvnAmt,UnrmbrsdCsts_NtCmmntyBnftExpnsAmt,UnrmbrsdCsts_TtlExpnsPct,TtlFnnclAssstncTyp_ActvtsOrPrgrmsCnt,TtlFnnclAssstncTyp_PrsnsSrvdCnt,TtlFnnclAssstncTyp_TtlCmmntyBnftExpnsAmt,TtlFnnclAssstncTyp_DrctOffsttngRvnAmt,TtlFnnclAssstncTyp_NtCmmntyBnftExpnsAmt,TtlFnnclAssstncTyp_TtlExpnsPct,CmmntyHlthSrvcs_ActvtsOrPrgrmsCnt,CmmntyHlthSrvcs_PrsnsSrvdCnt,CmmntyHlthSrvcs_TtlCmmntyBnftExpnsAmt,CmmntyHlthSrvcs_DrctOffsttngRvnAmt,CmmntyHlthSrvcs_NtCmmntyBnftExpnsAmt,CmmntyHlthSrvcs_TtlExpnsPct,HlthPrfssnsEdctn_ActvtsOrPrgrmsCnt,HlthPrfssnsEdctn_PrsnsSrvdCnt,HlthPrfssnsEdctn_TtlCmmntyBnftExpnsAmt,HlthPrfssnsEdctn_DrctOffsttngRvnAmt,HlthPrfssnsEdctn_NtCmmntyBnftExpnsAmt,HlthPrfssnsEdctn_TtlExpnsPct,SbsdzdHlthSrvcs_ActvtsOrPrgrmsCnt,SbsdzdHlthSrvcs_PrsnsSrvdCnt,SbsdzdHlthSrvcs_TtlCmmntyBnftExpnsAmt,SbsdzdHlthSrvcs_DrctOffsttngRvnAmt,SbsdzdHlthSrvcs_NtCmmntyBnftExpnsAmt,SbsdzdHlthSrvcs_TtlExpnsPct,Rsrch_ActvtsOrPrgrmsCnt,Rsrch_PrsnsSrvdCnt,Rsrch_TtlCmmntyBnftExpnsAmt,Rsrch_DrctOffsttngRvnAmt,Rsrch_NtCmmntyBnftExpnsAmt,Rsrch_TtlExpnsPct,CshAndInKndCntrbtns_ActvtsOrPrgrmsCnt,CshAndInKndCntrbtns_PrsnsSrvdCnt,CshAndInKndCntrbtns_TtlCmmntyBnftExpnsAmt,CshAndInKndCntrbtns_DrctOffsttngRvnAmt,CshAndInKndCntrbtns_NtCmmntyBnftExpnsAmt,CshAndInKndCntrbtns_TtlExpnsPct,TtlOthrBnfts_ActvtsOrPrgrmsCnt,TtlOthrBnfts_PrsnsSrvdCnt,TtlOthrBnfts_TtlCmmntyBnftExpnsAmt,TtlOthrBnfts_DrctOffsttngRvnAmt,TtlOthrBnfts_NtCmmntyBnftExpnsAmt,TtlOthrBnfts_TtlExpnsPct,TtlCmmntyBnfts_ActvtsOrPrgrmsCnt,TtlCmmntyBnfts_PrsnsSrvdCnt,TtlCmmntyBnfts_TtlCmmntyBnftExpnsAmt,TtlCmmntyBnfts_DrctOffsttngRvnAmt,TtlCmmntyBnfts_NtCmmntyBnftExpnsAmt,TtlCmmntyBnfts_TtlExpnsPct,TtlCmmnttyBldngActy_ActvtsOrPrgrmsCnt,TtlCmmnttyBldngActy_PrsnsSrvdCnt,TtlCmmnttyBldngActy_TtlCmmntyBnftExpnsAmt,TtlCmmnttyBldngActy_DrctOffsttngRvnAmt,TtlCmmnttyBldngActy_NtCmmntyBnftExpnsAmt,TtlCmmnttyBldngActy_TtlExpnsPct,PhysclImprvAndHsng_ActvtsOrPrgrmsCnt,PhysclImprvAndHsng_PrsnsSrvdCnt,PhysclImprvAndHsng_TtlCmmntyBnftExpnsAmt,PhysclImprvAndHsng_DrctOffsttngRvnAmt,PhysclImprvAndHsng_NtCmmntyBnftExpnsAmt,PhysclImprvAndHsng_TtlExpnsPct,EcnmcDvlpmnt_ActvtsOrPrgrmsCnt,EcnmcDvlpmnt_PrsnsSrvdCnt,EcnmcDvlpmnt_TtlCmmntyBnftExpnsAmt,EcnmcDvlpmnt_DrctOffsttngRvnAmt,EcnmcDvlpmnt_NtCmmntyBnftExpnsAmt,EcnmcDvlpmnt_TtlExpnsPct,CmmntySpprt_ActvtsOrPrgrmsCnt,CmmntySpprt_PrsnsSrvdCnt,CmmntySpprt_TtlCmmntyBnftExpnsAmt,CmmntySpprt_DrctOffsttngRvnAmt,CmmntySpprt_NtCmmntyBnftExpnsAmt,CmmntySpprt_TtlExpnsPct,EnvrnmntlImprvmnts_ActvtsOrPrgrmsCnt,EnvrnmntlImprvmnts_PrsnsSrvdCnt,EnvrnmntlImprvmnts_TtlCmmntyBnftExpnsAmt,EnvrnmntlImprvmnts_DrctOffsttngRvnAmt,EnvrnmntlImprvmnts_NtCmmntyBnftExpnsAmt,EnvrnmntlImprvmnts_TtlExpnsPct,LdrshpDvlpmnt_ActvtsOrPrgrmsCnt,LdrshpDvlpmnt_PrsnsSrvdCnt,LdrshpDvlpmnt_TtlCmmntyBnftExpnsAmt,LdrshpDvlpmnt_DrctOffsttngRvnAmt,LdrshpDvlpmnt_NtCmmntyBnftExpnsAmt,LdrshpDvlpmnt_TtlExpnsPct,CltnBldng_ActvtsOrPrgrmsCnt,CltnBldng_PrsnsSrvdCnt,CltnBldng_TtlCmmntyBnftExpnsAmt,CltnBldng_DrctOffsttngRvnAmt,CltnBldng_NtCmmntyBnftExpnsAmt,CltnBldng_TtlExpnsPct,HlthImprvmntAdvccy_ActvtsOrPrgrmsCnt,HlthImprvmntAdvccy_PrsnsSrvdCnt,HlthImprvmntAdvccy_TtlCmmntyBnftExpnsAmt,HlthImprvmntAdvccy_DrctOffsttngRvnAmt,HlthImprvmntAdvccy_NtCmmntyBnftExpnsAmt,HlthImprvmntAdvccy_TtlExpnsPct,WrkfrcDvlpmnt_ActvtsOrPrgrmsCnt,WrkfrcDvlpmnt_PrsnsSrvdCnt,WrkfrcDvlpmnt_TtlCmmntyBnftExpnsAmt,WrkfrcDvlpmnt_DrctOffsttngRvnAmt,WrkfrcDvlpmnt_NtCmmntyBnftExpnsAmt,WrkfrcDvlpmnt_TtlExpnsPct,OthrCmmnttyBldngActy_ActvtsOrPrgrmsCnt,OthrCmmnttyBldngActy_PrsnsSrvdCnt,OthrCmmnttyBldngActy_TtlCmmntyBnftExpnsAmt,OthrCmmnttyBldngActy_DrctOffsttngRvnAmt,OthrCmmnttyBldngActy_NtCmmntyBnftExpnsAmt,OthrCmmnttyBldngActy_TtlExpnsPct,BdDbtExpnsRprtdInd,BdDbtExpnsAmt,BdDbtExpnsAttrbtblAmt,RmbrsdByMdcrAmt,CstOfCrRmbrsdByMdcrAmt,MdcrSrplsOrShrtfllAmt,CstAccntngSystmInd,CstTChrgRtInd,OthrInd,WrttnDbtCllctnPlcyInd,FnnclAssstncPrvsnInd,HsptlFcltsCnt,FcltyNm
201423179349301927,226019101,true,true,-,-,X,true,X,-,300.,-,-,-,500.,X,-,-,-,-,true,true,true,true,false,true,true,-,-,27036738,4885181,22151557,0.05120,-,-,34759118,27044603,7714515,0.01780,-,-,-,-,-,-,-,-,61795856,31929784,29866072,0.06900,-,-,699436,-,699436,0.00160,-,-,13374549,10025541,3349008,0.00770,-,-,31792455,25487724,6304731,0.01460,-,-,1925134,-,1925134,0.00440,-,-,-,-,-,-,-,-,47791574,35513265,12278309,0.02830,-,-,109587430,67443049,42144381,0.09730,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,true,20527638,18069999,92969157,159723445,-66754288,-,X,-,true,true,15,-
201443179349303609,210634462,true,true,-,-,-,true,-,X,-,-,-,-,500.,X,-,-,-,-,true,true,true,true,false,true,true,-,2889,69485732,42179000,27306732,0.03200,-,7498,167243788,115990000,51253788,0.06000,-,-,-,-,-,-,-,10387,236729520,158169000,78560520,0.09200,-,-,1522135,912253,609822,0.00070,-,-,50502496,23080378,27422118,0.03210,-,-,11057,-,11057,-,-,-,2701939,1009800,1692139,0.00200,-,-,250652,-,250652,0.00030,-,-,54988279,25002431,29985788,0.03510,-,10387,291717799,183171431,108546308,0.12710,26,1673,925494,164337,761157,0.00090,4,-,322337,155683,166654,0.00020,1,-,55000,-,55000,-,6,650,460956,8654,452302,0.00010,-,-,-,-,-,-,1,55,2120,-,2120,-,5,60,5478,-,5478,-,4,405,4561,-,4561,-,5,503,75042,-,75042,0.00010,-,-,-,-,-,-,true,66856816,-,150054280,171062986,-21008706,-,X,-,true,true,1,15
201433219349303453,470385129,true,true,-,-,-,true,-,-,-,X,-,-,-,-,X,-,-,-,true,true,true,true,false,true,true,-,-,5479550,-,5479550,0.03190,-,-,10432628,-,10432628,0.06070,-,-,-,-,-,-,-,-,15912178,-,15912178,0.09250,-,-,396692,40908,355784,0.00210,-,-,1679283,46000,1633283,0.00950,-,-,13709075,4300,13704775,0.07970,-,-,-,-,-,-,-,-,366084,-,366084,0.00210,-,-,16151134,91208,16059926,0.09340,-,-,32063312,91208,31972104,0.18590,-,-,1462796,-,1462796,0.00850,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1462796,-,1462796,0.00850,-,-,-,-,-,-,true,3547920,-,39230565,67481631,-28251066,-,X,-,true,true,1,-
201443189349301864,420680452,1,1,-,-,X,1,-,X,-,-,-,-,-,-,-,-,-,X,1,1,1,0,-,1,1,-,4983,10079921,-,10079921,0.01550,-,59620,79686516,64786525,14899991,0.02290,-,-,-,-,-,-,-,64603,89766437,64786525,24979912,0.03840,26,13613,1751094,608000,1143094,0.00180,14,2392,12431069,7519603,4911466,0.00750,1,-,20176906,15664294,4512612,0.00690,1,-,423418,-,423418,0.00070,-,-,1343303,-,1343303,0.00210,42,16005,36125790,23791897,12333893,0.01900,42,80608,125892227,88578422,37313805,0.05740,-,-,211964,-,211964,0.00030,-,-,-,-,-,-,-,-,-,-,-,-,-,-,211964,-,211964,0.00030,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,9870685,0,158037460,148642628,9394832,-,X,-,1,1,3,18
201433219349311983,550526150,1,1,-,-,X,1,-,X,-,-,-,X,-,-,-,-,-,-,1,1,1,0,-,1,1,-,-,43292223,-,43292223,0.04910,-,-,148985505,116579000,32406505,0.03670,-,-,4703016,1708105,2994911,0.00340,-,-,196980744,118287105,78693639,0.08920,-,-,3385979,86883,3299096,0.00370,-,-,47583802,6876819,40706983,0.04610,-,-,721942,671423,50519,0.00010,-,-,-,-,-,0.00000,-,-,224995,-,224995,0.00030,-,-,51916718,7635125,44281593,0.05020,-,-,248897462,125922230,122975232,0.13940,-,-,252746,31607,221139,0.00020,-,-,-,-,-,0.00000,-,-,-,-,-,0.00000,-,-,110141,-,110141,0.00010,-,-,3200,-,3200,0.00000,-,-,-,-,-,0.00000,-,-,-,-,-,0.00000,-,-,-,-,-,0.00000,-,-,75,-,75,0.00000,-,-,139330,31607,107723,0.00010,0,71098404,43448235,265242314,335594496,-70352182,-,X,-,1,1,3,13
201433189349300133,560554230,1,1,X,-,-,1,X,-,300.000000000000,-,-,-,-,-,-,-,-,-,0,0,1,1,0,1,1,-,-,33208772,0,33208772,0.04730,-,-,98408930,103525179,0,0.00000,-,-,9312915,6003475,3309440,0.00470,-,-,140930617,109528654,36518212,0.05200,-,-,3371513,520044,2851469,0.00410,-,-,2417770,0,2417770,0.00340,-,-,30894498,19305086,11589412,0.01650,-,-,993442,330383,663059,0.00090,-,-,729109,0,729109,0.00100,-,-,38406332,20155513,18250819,0.02590,-,-,179336949,129684167,54769031,0.07790,-,-,925042,0,925042,0.00130,-,-,750,0,750,0.00000,-,-,36920,0,36920,0.00010,-,-,49850,0,49850,0.00010,-,-,25000,0,25000,0.00000,-,-,5850,0,5850,0.00000,-,-,54250,0,54250,0.00010,-,-,1100,0,1100,0.00000,-,-,751322,0,751322,0.00100,-,-,0,0,0,-,1,30539203,0,157290009,168431998,-11141989,-,X,-,1,0,2,15
201433189349308163,141338413,true,true,-,-,-,true,X,-,130.,-,-,-,330.,X,-,-,-,-,true,true,true,false,-,true,true,-,-,2180583,944933,1235649,0.00400,-,-,37489762,25870004,11619758,0.03790,-,-,-,-,-,-,-,-,39670345,26814937,12855407,0.04190,-,-,1551253,886259,664994,0.00220,-,-,173327,-8525,181852,0.00060,-,-,8082533,7403335,679198,0.00220,-,-,111680,23655,88026,0.00030,-,-,-,-,-,-,-,-,9918793,8304724,1614070,0.00530,-,-,49589138,35119661,14469477,0.04720,-,-,212921,40000,172921,0.00060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212921,40000,172921,0.00060,true,2890555,1226444,67166866,82113968,-14947102,-,-,-,true,false,1,25
201403179349306545,111635088,true,true,-,-,X,true,X,-,300.,-,-,-,-,-,-,-,-,X,true,true,true,false,-,true,true,-,-,4740633,3880356,860277,0.00420,-,-,33741839,25092216,8649623,0.04180,-,-,410296,189871,220425,0.00110,-,-,38892768,29162443,9730325,0.04710,-,-,737018,-,737018,0.00360,-,-,841057,121456,719601,0.00350,-,-,17044569,13047518,3997051,0.01930,-,-,-,-,-,-,-,-,147383,-,147383,0.00070,-,-,18770027,13168974,5601053,0.02710,-,-,57662795,42331417,15331378,0.07420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,true,5468000,-,50846254,57745158,-6898904,-,X,-,true,true,1,-
201413119349301266,540715569,true,true,-,-,X,true,-,X,-,-,-,-,-,-,-,-,-,X,true,true,true,false,-,true,true,-,-,20340755,-,20340755,0.03410,-,-,92224054,66168668,26055386,0.04370,-,-,-,-,-,-,-,-,112564809,66168668,46396141,0.07780,-,-,465480,-,465480,0.00080,-,-,12917253,6584898,6332355,0.01060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1402964,-,1402964,0.00240,-,-,14785697,6584898,8200799,0.01380,-,-,127350506,72753566,54596940,0.09160,-,-,20946,-,20946,-,-,-,-,-,-,-,-,-,132,-,132,-,-,-,4191,-,4191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7252,-,7252,-,-,-,-,-,-,-,-,-,9371,-,9371,-,-,-,-,-,-,-,true,17498543,-,254366829,285906186,-31539357,X,-,-,true,true,3,62
201443189349300944,222325405,1,1,-,-,-,1,-,-,-,X,-,-,-,-,-,X,-,-,1,1,0,-,-,1,1,-,-,178430,-,178430,0.00100,-,-,16947940,12575764,4372176,0.02570,-,-,-,-,-,-,-,-,17126370,12575764,4550606,0.02670,-,-,10891183,725977,10165206,0.05960,-,-,755512,-,755512,0.00440,-,-,56344986,43279687,13065299,0.07670,-,-,-,-,-,-,-,-,119577,-,119577,0.00070,-,-,68111258,44005664,24105594,0.14140,-,-,85237628,56581428,28656200,0.16810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6778247,2930914,9809773,16989786,-7180013,-,X,-,1,0,1,6
