object_id,ein,TxImpsdAmt,TxRmbrsdAmt,TtlBlncDAmt
201801359349307430,841383926,-,-,-
201821359349309252,910564961,-,-,-
201821359349311907,453912932,-,-,-
201801359349312075,420707120,-,-,1730000
201821359349306337,341226547,-,-,-
201811349349302076,141340095,-,-,-
201801949349300610,650621012,-,-,60590
201811349349302346,231352256,-,-,60000
201841929349301304,251094922,-,-,-
201801869349300620,264078735,-,-,-
201811349349304986,314379585,-,-,-
201841669349300744,464671972,-,-,-
201821359349307692,550357039,-,-,-
201801359349307265,570314422,-,-,-
201831349349306088,710246213,-,-,-
201831349349308948,362182171,-,-,99860
201831359349302893,383519708,-,-,520000
201831359349305693,941156617,-,-,1075771
201811319349301821,231353385,-,-,-
201811319349304331,810235407,-,-,-
201811319349301886,440545286,-,-,-
201801459349300215,371332634,-,-,28171
201831349349306218,361408475,-,-,-
201801359349309915,810703802,-,-,-
201831319349302248,430654876,-,-,322682
201811349349304776,410711610,-,-,86000
201821949349300902,131624202,-,-,-
201811989349300986,381988915,-,-,-
201811319349304631,010215213,-,-,-
201811909349301136,362167854,-,-,-
201821359349302247,581357177,-,-,-
201811949349301011,362167817,-,-,686667
201801909349301065,560532297,-,-,-
201811349349308086,540505990,-,-,-
201831349349303133,231639911,-,-,-
201832119349300333,581554537,-,-,-
201821359349308577,610469267,-,-,-
201821359349309447,042103542,-,-,970357
201831319349304223,050258932,-,-,48571
201831669349300938,954663290,-,-,-
201801359349303010,626001104,-,-,-
201802139349300835,770495439,-,-,14158612
201821949349300412,952111210,-,-,-
201811319349302161,231177930,-,-,-
201811319349304956,200363127,-,-,-
201801979349300245,741554976,-,-,-
201831349349303718,042103558,-,-,-
201801979349301170,941156365,-,-,16905504
201841979349300874,580566256,-,-,-
201821319349302047,041286950,-,-,-
201831349349309408,210650678,-,-,-
201831359349306168,542110067,-,-,-
201831349349306738,430743910,-,-,25000
201831359349306203,620475697,-,-,-
201831359349306183,952798775,-,-,106331
201801359349305465,990272261,-,-,-
201831319349303833,590624364,-,-,-
201811359349304001,350868125,-,-,-
201831349349307418,363377698,-,-,-
201831359349311728,237172306,-,-,-
201841319349302139,314379532,-,-,-
201811359349303766,910565006,-,-,-
201801359349312415,560532129,-,-,-
201831359349301333,620497990,-,-,-
201811359349310451,370661219,-,-,-
201822229349301222,951643307,-,-,0
201831369349300148,760057699,-,-,90000
201831359349311388,231352630,19881,0,-
201831359349309423,951816009,-,-,-
201801359349305745,550357072,-,-,1480000
201831359349300338,041679980,-,-,-
201811359349309121,426081293,-,-,-
201811359349311201,200909475,-,-,-
201811359349301861,430654872,-,-,-
201831359349310403,951644037,-,-,200000
201831369349300733,941312349,-,-,835000
201811349349300206,560532138,-,-,555000
201811349349300001,580685908,-,-,-
201811319349301326,540505906,-,-,477177
201821319349304877,660277132,-,-,-
201831359349309978,480577656,-,-,64030
201831359349300728,050258809,-,-,100000
201831979349300933,135604699,-,-,-
201831249349300543,520591691,-,-,-
201831989349300538,620497613,-,-,-
201821919349300442,950948050,-,-,231000
201831279349300403,231433899,-,-,96909
201831349349309263,231416559,-,-,67718
201821929349300637,131810448,-,-,-
201831359349305763,530196603,-,-,-
201831359349307923,362270695,-,-,-
201831939349301313,952077629,-,-,-
201821949349300022,900790361,-,-,-
201831319349301758,131628206,-,-,0
201831349349300348,042463847,-,-,450000
201831349349300438,231543518,-,-,2986311
201831319349303993,350869045,-,-,-
201831349349304998,340714363,-,-,-
201841879349300409,111633516,-,-,-
201801359349311505,381374230,-,-,-
201801359349308810,250983069,-,-,-
201811319349303336,314379560,-,-,-
201831349349304773,730599209,-,-,-
201801359349308900,270869586,-,-,-
201801359349306295,210634501,-,-,3613525
201822239349300402,951246140,-,-,-
201811319349300836,951921340,-,-,65714
201811359349301941,231484178,-,-,-
201811359349301956,580566116,-,-,-
201811359349306706,231382408,-,-,-
201841789349300134,111630741,-,-,-
201811319349305006,231352685,-,-,1575953
201801359349306455,590949880,-,-,-
201831319349302708,410789397,-,-,-
201821639349300627,942202421,-,-,-
201821359349302197,166054295,-,-,193296
201821359349302312,410693970,-,-,-
201821359349302497,840404231,-,-,-
201821309349300822,150533561,-,-,-
201821359349305202,060646973,-,-,71766
201811349349302426,580566133,-,-,-
201811349349302671,430654854,-,-,-
201821299349300442,061395640,-,-,-
201821359349308192,150532081,-,-,-
201811349349307766,314379507,-,-,-
201821299349302197,020222111,-,-,-
201821359349308902,383906568,-,-,-
201821319349304612,910567740,-,-,-
201841319349302279,541061178,-,-,-
201831359349310943,952544535,-,-,160000
201811349349301926,201304472,-,-,-
201811349349304561,042103638,-,-,-
201801589349300010,660201206,-,-,-
201831359349304563,141713034,-,-,41000000
201801719349300500,986001269,-,-,-
201801359349306375,351065063,-,-,-
201801359349308180,042225850,-,-,-
201831359349310908,540946734,-,-,457947
201811379349300516,231608264,-,-,-
201811339349300701,240772407,-,-,32629
201811359349307786,240795686,-,-,-
201822829349301257,381443369,-,-,-
201811349349309436,391024723,-,-,-
201811359349308121,540505940,-,-,-
201821319349302252,042103578,-,-,-
201841319349303729,570352247,-,-,-
201821319349302762,951644026,-,-,-
201811349349301231,231352683,-,-,1185070
201821319349302992,131740451,-,-,0
201811359349304361,591146751,-,-,-
201812279349302226,113135077,-,-,156566
201841349349309199,910565553,-,-,-
201812919349301006,480556726,-,-,-
201841349349304959,951699394,-,-,1215576
201832269349301963,753140593,-,-,10165
201801569349300740,237410494,-,-,-
201811349349309161,880435559,-,-,-
201801669349301110,135562308,-,-,120000
201802429349300020,560530003,-,-,-
201801669349301570,591571122,-,-,4104710
201811349349301566,250969449,-,-,-
201841349349303329,231365971,-,-,-
201822719349301072,472654761,-,-,-
201831359349313528,273510935,-,-,-
201811359349310321,951890710,-,-,503472
201831349349310193,590936101,-,-,-
201831349349308528,042103594,-,-,500000
201831359349301718,430653611,-,-,8993
201831379349300318,341037893,-,-,-
201841349349308364,570314395,-,-,-
201821319349302002,520591421,-,-,56938
201802339349300415,461211285,-,-,-
201841349349302729,132673756,-,-,-
201841349349301409,237179639,-,-,-
201841349349301549,030220266,-,-,-
201841319349302989,710236896,-,-,750000
201841349349302874,131099420,-,-,-
201841349349303194,251114320,-,-,-
201841349349310329,951911219,-,-,-
201841349349303764,042104847,-,-,300916
201841349349310759,951667177,-,-,-
201841319349304409,310537177,-,-,-
201841319349304449,042103547,-,-,-
201841349349304989,820200906,-,-,-
201841349349307334,591083502,-,-,-
201841349349308164,251698677,-,-,-
201831359349301403,231386178,-,-,-
201811359349310926,610444671,-,-,-
201812489349301026,451171945,-,-,40000
201802789349300110,480543782,-,-,-
201811349349305886,580566199,-,-,-
201833029349301883,486106237,-,-,-
201802889349302250,113661893,-,-,17126
201803059349302315,930999148,-,-,-
201832899349300513,610510937,-,-,-
201802859349301420,350868181,-,-,-
201831349349301663,630417508,-,-,-
201821319349300917,540525605,-,-,-
201831349349301923,050306206,-,-,-
201821319349302287,530196584,-,-,-
201831319349302978,370661228,-,-,-
201831319349302993,132676570,-,-,310394
201831359349310188,820200907,-,-,-
201831319349303053,251035663,-,-,-
201831319349303178,362177139,-,-,148379
201831319349303838,061627882,-,-,-
201831349349307513,350868175,-,-,-
201831359349312208,131740468,-,-,-
201831349349309588,390806261,-,-,-
201831359349304023,470376525,-,-,-
201831359349312948,522347972,-,-,-
201831359349306798,310537516,-,-,-
201803169349302920,042104451,-,-,-
201832819349300513,630329409,-,-,-
201822979349301502,453085288,-,-,-
201802959349301135,410694721,-,-,402671
201823119349301532,541863192,-,-,-
201833099349301783,350886846,-,-,-
201812699349300991,471994752,-,-,4339
201812839349301356,910615846,-,-,-
201812839349301211,464932121,-,-,-
201812869349300611,273339369,-,-,63070550
201823119349300642,112705352,-,-,-
201823199349307747,560686603,-,-,300000
201812839349300841,362170999,-,-,-
201822569349300022,350715530,-,-,-
201822569349300787,590624416,-,-,-
201823199349309887,260069167,-,-,-
201823239349300917,953156658,-,-,179614
201803119349302915,208488048,-,-,17494
201813129349302176,020309681,-,-,138400
201843069349300939,420680323,-,-,-
201842889349301004,344429091,-,-,-
201842839349301279,161476258,-,-,-
201813069349300341,260030436,-,-,199650
201833039349300728,150532053,-,-,28760
201833059349301843,362310478,-,-,-
201843119349300639,591092732,-,-,-
