object_id,ein,TxImpsdAmt,TxRmbrsdAmt,TtlBlncDAmt
201533179349305948,620497990,-,-,-
201543149349301819,620511454,-,-,893549
201523209349309137,591092732,-,-,-
201543159349300809,560529972,-,-,-
201542549349300204,350715530,-,-,-
201502999349301160,204499806,-,-,49583
201512879349301636,410694721,-,-,347355
201522879349301422,344429091,-,-,-
201522969349300432,232215278,-,-,-
201503019349301075,150532053,-,-,115041
201542789349300519,620535755,-,-,-
201502819349301100,161476258,-,-,-
201502859349300720,630329409,-,-,-
201532829349300648,750855633,-,-,-
201522589349301212,237385525,-,-,46038
201513519349300001,560554199,-,-,-
201503179349307750,810661056,-,-,-
201513209349304156,470424785,-,-,-
201503209349305010,236408773,-,-,-
201503499349300910,237410494,-,-,-
201503429349300415,381360586,-,-,7073
201503219349200905,263897492,-,-,4032
201523179349307722,390806325,-,-,-
201523179349300947,042104258,-,-,-
201523179349307367,260030436,-,-,160400
201512949349300036,480556726,-,-,-
201503159349302510,410698301,-,-,-
201503139349301990,231382408,-,-,-
201503139349303035,750859801,-,-,-
201523159349303112,800957275,-,-,-
201513139349302806,451171945,-,-,200000
201503169349302985,810231774,-,-,-
201503159349300445,251065148,-,-,-
201503169349304560,350885591,-,-,-
201503169349304890,943200772,-,-,25000
201503149349302350,486106237,-,-,-
201503159349303900,580685908,-,-,-
201523159349300987,260069167,-,-,32000
201513169349303321,541919810,-,-,3019504
201523159349303777,386080947,-,-,-
201533179349305328,470377991,-,-,-
201543209349303109,274600814,-,-,-
201523229349200517,201184900,-,-,542
201523209349308027,362167855,-,-,30000
201543209349308314,591298070,-,-,500000
201533179349308878,640329300,-,-,-
201533229349300718,880121831,-,-,4500000
201533419349300518,590624401,-,-,-
201543209349305519,610444671,-,-,-
201513379349300701,150543658,-,-,-
201513379349300401,340737794,-,-,22513
201533359349301003,381627600,-,-,264800
201543219349300809,861120719,-,-,-
201513289349300321,390806297,-,-,-
201533439349300103,590624459,-,-,-
201513489349300201,560767736,-,-,166750
201533359349300443,850164940,-,-,-
201523449349300817,344427516,-,-,627048
201533559349300803,566049935,-,-,-
201533529349300538,750851900,-,-,-
201533379349300728,461812625,-,-,-
201543349349300469,350868181,-,-,-
201503489349301060,610492351,-,-,-
201513579349300041,420772559,-,-,-
201503559349300620,620485733,-,-,-
201513529349300801,362170999,-,-,-
201503569349300310,580644897,-,-,-
201523169349300212,362167792,-,-,500000
201523179349301942,570314374,-,-,-
201522879349300147,951916051,-,-,205000
201522879349301822,362515868,-,-,-
201522889349301517,420680323,-,-,-
201503159349301910,263664845,-,-,-
201513179349303146,311395941,-,-,-
201513099349301536,202884155,-,-,-
201512579349300606,113661893,-,-,50881
201533159349303253,420686467,-,-,-
201523559349300117,840442429,-,-,-
