object_id,ein,FrgnCntryCd
202001019349301400,340714818,AU
202030769349301243,530196583,IT
202031959349303053,620476822,HK
202031959349303053,620476822,HU
202031959349303053,620476822,IC
202031959349303053,620476822,IN
202031959349303053,620476822,AR
202031959349303053,620476822,ID
202031959349303053,620476822,IS
202031959349303053,620476822,JA
202031959349303053,620476822,KE
202031959349303053,620476822,KS
202031959349303053,620476822,MI
202031959349303053,620476822,MY
202031959349303053,620476822,AS
202031959349303053,620476822,MP
202031959349303053,620476822,MX
202031959349303053,620476822,MO
202031959349303053,620476822,WA
202031959349303053,620476822,NZ
202031959349303053,620476822,NI
202031959349303053,620476822,NO
202031959349303053,620476822,RP
202031959349303053,620476822,PL
202031959349303053,620476822,PO
202031959349303053,620476822,SN
202031959349303053,620476822,SI
202031959349303053,620476822,SF
202031959349303053,620476822,CE
202031959349303053,620476822,WZ
202031959349303053,620476822,SW
202031959349303053,620476822,SZ
202031959349303053,620476822,TW
202031959349303053,620476822,TZ
202031959349303053,620476822,TH
202031959349303053,620476822,TS
202031959349303053,620476822,TU
202031959349303053,620476822,UG
202031959349303053,620476822,AE
202031959349303053,620476822,UK
202031959349303053,620476822,VM
202031959349303053,620476822,ZA
202031959349303053,620476822,BD
202031959349303053,620476822,BC
202031959349303053,620476822,BR
202031959349303053,620476822,CA
202031959349303053,620476822,CI
202031959349303053,620476822,CH
202031959349303053,620476822,CO
202031959349303053,620476822,IV
202031959349303053,620476822,HR
202031959349303053,620476822,DA
202031959349303053,620476822,EG
202031959349303053,620476822,FR
202031959349303053,620476822,GM
202031959349303053,620476822,GH
202031959349303373,042103578,FR
202033189349301553,160743126,CJ
202041969349301239,042103637,FR
202041969349301239,042103637,IT
202041969349301239,042103637,MX
202021329349302117,540506306,CJ
202111479349300326,720408946,CJ
202111479349300326,720408946,EI
202111479349300326,720408946,UK
202100849349300305,231352620,AS
202100849349300305,231352620,EI
202100849349300305,231352620,GR
202100849349300305,231352620,IT
202100849349300305,231352620,NZ
202100849349300305,231352620,SF
202100849349300305,231352620,SP
202100849349300305,231352620,UK
202023309349300032,650216638,NU
202021979349302142,060761704,IT
202031779349301703,131632522,CJ
202023019349301807,840600653,MX
202041119349300514,430662529,AU
202041119349300514,430662529,CH
202041119349300514,430662529,GH
202041119349300514,430662529,GR
202041119349300514,430662529,NL
202041119349300514,430662529,SZ
202041119349300514,430662529,TH
202041119349300514,430662529,UK
202031969349303968,760690847,RP
202042899349300944,621504678,UK
202111049349301026,060653264,SN
202002879349300805,381443369,SN
202002879349300805,381443369,RP
202002879349300805,381443369,TH
202002879349300805,381443369,HK
202101329349304880,010211497,FR
202101329349304880,010211497,SP
202043149349301534,980149857,CS
202131329349304783,361408475,IT
202131329349304783,361408475,UK
202131329349304783,361408475,VM
202031069349301728,730555460,AU
202031069349301728,730555460,RW
202141339349301724,591083502,CJ
202041969349303414,041679980,CA
202041969349303414,041679980,UK
202121309349302407,362167048,RP
202101379349302530,042103578,FR
202111329349303741,860105586,SZ
202111329349303741,860105586,KZ
202111329349303741,860105586,RS
202111329349303741,860105586,CH
202111329349303741,860105586,AE
202111329349303671,344428219,GM
202041959349302569,237069639,UK
202111329349300341,020222111,IT
202111329349300341,020222111,SP
202111329349300341,020222111,UK
202111329349300341,020222111,FR
202111329349300341,020222111,GM
202111379349306046,720635884,CJ
202131349349307773,590936101,BR
202131349349307773,590936101,GM
202131349349307773,590936101,SN
202101379349301535,610444671,FR
