object_id,ein,NndscrmntryPlcyStmtInd,PlcyStmtInBrchrsEtcInd,PlcyPblczdVBrdcstMdInd,MntnRclCmpRcsInd,MntnSchlrshpsRcsInd,MntnCpyOfBrchrsEtcInd,MntnCpyOfAllSlInd,DscrmntRcStdntsRghtsInd,DscrmntRcAdmssPlcyInd,DscrmntRcEmplmFcltyInd,DscrmntRcSchsInd,DscrmntRcEdcPlcyInd,DscrmntRcUsOfFcltsInd,DscrmntRcAthltPrgInd,DscrmntRcOthrActyInd,GvrnmntFnnclAdRcvdInd,GvrnmntFnnclAdRvkdInd,CmplncWthRvPrc7550Ind
201743189349308204,362166946,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201713469349300626,166031585,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201723419349300107,237373765,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201743179349306639,132635819,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201703479349300920,910615846,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201703429349300225,750800653,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201713469349300631,943204136,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201713489349300116,390806263,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
201743189349305244,208091013,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201703179349301545,810231774,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201713189349308761,030197728,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201713199349303801,160743900,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201743189349312639,231352008,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
201743179349306289,230973290,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201733149349303423,042104451,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201733189349306558,231937954,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201743259349300804,370661231,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201743189349307114,370661491,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201713179349305811,250965603,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201733179349308223,850278946,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201703189349313305,451171945,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201733149349301638,470394397,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201703189349308925,480543728,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201733149349303603,410698301,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201713199349318201,953104298,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201713199349319176,566049935,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201743189349311234,472578950,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
201723429349300542,660498051,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201723489349300207,620548913,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201723469349300327,237032625,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201723199349317017,271503981,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201723389349300157,590624459,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201733189349311103,421351526,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201723429349300512,560530240,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201713149349301601,136171197,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201713149349301516,240795439,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201703179349301205,560767736,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201733149349304118,941570130,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201713189349310926,810994377,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201723389349300437,540575812,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1
201743459349300439,840442429,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201703189349312500,261901554,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
