object_id,ein,BndRfrncCd,PrcdrsCrrctvActnInd
201533179349305948,620497990,A,0
201533179349305948,620497990,B,0
201513099349301401,222325405,A,0
201513099349301401,222325405,B,0
201513099349301401,222325405,C,0
201513089349300746,470418641,A,0
201523209349309137,591092732,A,0
201543159349300439,160743905,A,1
201543159349300439,160743905,B,1
201533169349302013,391620530,A,1
201542549349300204,350715530,A,false
201512879349301636,410694721,A,1
201512879349301636,410694721,B,1
201512879349301636,410694721,C,1
201512879349301636,410694721,D,1
201543009349301269,350895832,A,1
201542789349300519,620535755,A,1
201542789349300519,620535755,B,1
201502589349300015,390813418,A,1
201522829349300632,381443369,A,true
201503209349304230,221487322,A,true
201503209349304230,221487322,B,true
201503209349304230,221487322,C,true
201513209349307126,410956618,A,1
201513209349307126,410956618,B,1
201513209349307126,410956618,C,1
201503429349300415,381360586,A,1
201503429349300415,381360586,B,1
201503179349303070,141338413,A,false
201503179349303070,141338413,B,false
201503179349303070,141338413,C,false
201503209349306050,150532254,A,0
201503209349306050,150532254,B,0
201503209349306050,150532254,C,0
201513179349303681,150533577,A,0
201513179349303681,150533577,B,0
201503209349312020,160960470,RetDoc1053100001,A,1
201503209349312020,160960470,RetDoc1053100001,B,1
201503209349312020,160960470,RetDoc1053100001,C,1
201503209349312020,160960470,RetDoc1053100001,D,1
201513199349300621,550526150,A,1
201513199349300621,550526150,B,1
201513199349300621,550526150,C,1
201513199349300621,550526150,D,1
201523179349307722,390806325,A,1
201523179349302927,581581103,A,0
201523179349300947,042104258,A,1
201513209349313401,350892672,IRS990ScheduleK,A,true
201513209349313401,350892672,IRS990ScheduleK,B,true
201523209349303212,210634462,A,true
201523209349303212,210634462,B,true
201523209349303212,210634462,C,true
201523209349303212,210634462,D,true
201513139349302081,250965270,A,0
201503159349302510,410698301,A,1
201503159349302510,410698301,B,1
201503159349302510,410698301,C,1
201503159349302510,410698301,D,1
201513109349300536,221487258,A,true
201503169349302985,810231774,A,0
201503169349302985,810231774,B,0
201503169349302985,810231774,C,0
201513169349302116,570314415,A,1
201513169349302116,570314415,B,1
201513159349300991,570324916,A,1
201523169349300112,111679599,A,0
201503159349303900,580685908,A,1
201533149349300713,042702102,A,0
201523169349300302,340753531,A,true
201523169349300302,340753531,B,true
201523169349300302,340753531,C,true
201543169349304754,370706154,A,0
201543169349304754,370706154,B,0
201543169349304754,370706154,C,0
201533169349301883,710236856,IRS990ScheduleK,A,true
201533169349301883,710236856,IRS990ScheduleK,B,true
201533169349301883,710236856,IRS990ScheduleK,C,true
201533169349301883,710236856,IRS990ScheduleK,D,true
201543169349305074,362167847,A,true
201543169349305074,362167847,B,true
201543149349300709,540715569,IRS990ScheduleK,A,true
201543149349300709,540715569,IRS990ScheduleK,B,true
201543149349300709,540715569,IRS990ScheduleK,C,true
201543149349300709,540715569,IRS990ScheduleK,D,true
201533179349305328,470377991,A,1
201533179349305328,470377991,B,1
201533179349305328,470377991,C,1
201543179349306324,362167773,A,0
201543179349306324,362167773,B,0
201543179349306324,362167773,C,0
201543179349304169,141338471,A,0
201543179349304169,141338471,B,0
201543179349304169,141338471,C,0
201543179349303559,111631796,A,true
201543069349301069,910570848,A,0
201533169349300648,340714585,RetDoc1053100001,A,1
201533169349300648,340714585,RetDoc1053100001,B,1
201533169349300648,340714585,RetDoc1053100001,C,1
201533169349300648,340714585,RetDoc1053100001,D,1
201533099349301533,810232122,A,1
