object_id,ein,GrntRcrdsMntndInd,Ttl501c3OrgCnt,TtlOthrOrgCnt
201931019349300333,141338498,true,-,-
201931019349300218,910236600,1,11,0
201900429349301195,846024048,0,-,-
201920709349301017,263161884,0,-,-
201900809349300610,480547702,true,-,-
201930599349300903,611312812,1,-,-
201920459349301537,590668483,1,-,-
201900999349300535,370661494,1,-,-
201900999349300230,750983821,1,-,-
201930099349300203,231424055,1,-,-
201940799349300809,383001876,1,1,0
201940569349300119,470376524,1,-,-
201930509349300228,750851900,1,9,0
201930749349300603,840402707,true,8,-
201930459349300823,222586208,1,-,-
201900159349300855,362167773,1,-,-
201930659349300838,520591694,1,-,-
201900219349300015,592961536,1,-,-
201900599349301365,640303093,true,-,-
201940359349301054,231352664,1,-,-
201900799349300340,540505922,1,-,-
201900809349300240,030482006,1,-,-
201930869349300133,930386858,1,3,0
201910919349300316,231352621,1,15,0
201910889349300616,042111203,1,8,1
201930529349300968,620570060,true,0,0
201920319349300137,030179299,true,0,0
201900929349300135,452208063,true,-,-
201930949349300013,221487354,true,-,-
201920119349300102,131916574,1,-,-
201920919349300307,340714687,true,-,-
201930659349300228,510109178,1,-,-
201930659349300333,350868096,true,-,-
201900509349300600,750827421,true,-,-
201920159349300102,620535755,1,-,-
201940459349300519,340868798,0,-,-
201910749349300116,941021164,1,-,-
201930959349300208,560529953,1,-,-
201930959349300628,042103585,1,-,-
201930979349300603,620485733,1,-,-
201930329349300928,370681530,1,-,-
201931009349300028,800477644,1,-,-
201900079349300305,350868101,true,-,1
201940159349301154,060647016,0,-,-
201910919349300006,540505977,true,5,0
201930639349300998,956002998,1,-,-
201900919349300850,160755807,1,-,-
201920589349300117,990240539,true,7,-
201900849349300635,344431169,true,-,-
201930679349301138,390833608,1,-,-
201910329349301231,751081109,true,-,-
201930299349300218,042108346,0,-,-
201940999349300919,350868086,true,-,-
201930749349301253,941339635,true,0,0
201833179349306403,420681049,1,-,-
201921009349300802,951684793,1,-,-
201940999349300529,560529999,1,14,0
201900929349300835,250965430,1,2,0
201940149349300984,610660795,1,-,-
201900929349300865,240795495,1,-,-
201900929349300910,390808497,1,-,-
201900919349300525,231627436,true,-,-
201900919349300420,410693979,1,-,-
201920849349300032,390806154,1,-,-
201930859349300928,131740445,true,-,-
201910589349301116,205892134,1,-,-
201910889349300401,231352641,true,-,-
201901019349300135,620465076,true,-,-
201940179349300129,620599339,1,-,-
201910959349301001,560530242,1,-,-
201920169349300722,233069199,1,-,-
201920949349300927,520591661,true,-,-
201920959349300347,370711798,0,-,-
201930109349300943,541370198,false,0,0
201900709349300125,340714629,true,-,-
201900779349300880,166031585,1,-,-
201920999349300147,314379515,true,-,-
201910299349301411,820309302,1,-,-
201940459349301644,452926542,0,-,-
201900149349301250,462711511,1,-,-
201910309349300731,731303821,1,-,-
201900109349301920,420681046,1,-,-
201900459349301750,981358092,true,-,-
201901019349300965,240795441,1,-,-
201901019349300960,410693968,1,-,-
201910869349300216,756001300,1,-,-
201910529349300116,231352692,1,-,-
201900939349300820,540646523,1,-,-
201910929349300631,951643992,true,8,-
201920859349300327,560556753,1,1,0
201900989349300705,420680408,1,-,-
201900849349301450,160743942,1,-,-
201940459349300149,620488046,1,-,-
201930929349300113,381308480,1,-,-
201920529349300407,580568687,1,-,-
201920319349301202,860711495,true,0,0
201901009349300800,942155109,1,-,-
201940949349300339,042271070,1,-,-
201910599349300706,344427516,true,-,-
201930859349300728,620475690,true,-,-
201930869349300018,581216007,true,-,-
201920539349301007,131740469,true,-,-
201920589349300232,250965212,1,1,0
201930369349300113,131628149,1,6,0
201940949349300419,570324906,1,-,-
201930949349300733,570474291,1,-,-
201910679349300516,208384273,1,-,-
201911009349300226,952592468,1,-,-
201920639349300507,480777079,true,1,0
201920379349300432,420680460,1,-,-
201910099349300526,386080947,1,-,-
201940719349300979,952962604,1,1,0
201930409349300208,201730126,true,-,-
201910729349300631,530196549,true,26,2
201911019349300016,237121060,true,-,-
201911019349300111,411607453,1,-,-
201911019349300236,941156628,true,-,-
201911019349300441,150545841,true,-,-
201911019349300506,042620216,1,-,-
201911019349301001,480730814,1,-,-
201930809349300813,135562314,true,-,-
201833189349305598,141423161,1,-,-
201930739349300018,530196583,1,1,0
201900579349301350,540505892,1,-,-
201910859349300346,610448560,1,-,-
201931009349300243,750926755,true,4,-
201910919349300611,340714818,1,-,-
201920379349300807,381393841,1,-,-
201930099349300013,590624401,1,-,-
201900649349300920,420680372,1,-,-
201940169349300519,560547511,1,-,-
201940469349300739,131632522,1,-,-
201900929349300215,420680389,1,-,-
201940329349301309,237373765,1,-,-
201910579349300546,237213309,true,10,-
201803199349310525,810231774,1,-,-
201940759349300009,581363100,1,-,-
201911009349300211,111630830,true,-,-
201940939349300234,590859121,true,1,-
201910779349300101,461256842,1,4,-
201940779349300324,231352668,true,-,-
201930919349300543,362166964,true,3,0
201921009349300427,240795506,1,-,-
201920859349301112,250965557,1,1,0
201940429349300884,161476258,1,-,-
201940789349300019,362167804,true,-,-
201910519349301206,231352620,1,-,-
201940429349301179,420686467,1,-,-
201940799349300539,560767736,true,-,-
201940619349300704,150533545,true,-,-
201900229349300515,430654855,1,-,-
201940769349300004,472856220,true,-,-
201900319349300410,310747997,1,-,-
201940819349301049,630400608,true,-,-
201940829349300304,820200907,1,-,-
201931059349300828,042103545,true,6,-
201803189349302700,370706154,1,-,-
201900499349300020,440545286,1,-,-
201900499349300015,610444650,true,42,-
201930169349300918,381619831,true,-,-
201930219349300313,112357063,1,-,-
201940459349301599,364479457,1,-,-
201900539349300810,591407629,false,-,-
201920399349301112,530199507,true,-,-
201900589349300105,202394946,true,-,-
201910429349300636,311601569,1,-,-
201940919349300214,160743996,1,-,-
201940929349300439,350867954,1,-,-
201900429349301130,800957275,1,1,0
201940979349300304,750859801,true,0,0
201930989349301213,930309970,1,-,-
201930989349301313,141338488,1,-,-
201920639349300857,410970173,1,-,-
201940939349301209,440556862,0,-,-
201940359349300349,561065978,1,-,-
201900959349300810,630288811,true,-,-
201901009349300325,363005527,1,-,-
201900529349300605,042002060,1,-,-
201900379349301120,390821861,1,-,-
201920609349300512,310840764,1,-,-
201910389349301501,952882724,1,-,-
201930649349300708,420707114,1,-,-
201940949349300609,741159753,true,27,19
201900539349300615,941585735,1,-,-
201920989349300232,596155069,1,-,-
201900529349301100,131662715,true,-,-
201910529349300536,431007642,1,-,-
201900949349301200,640428676,1,-,-
201940569349300114,042104778,1,-,-
201940569349300924,350868095,true,-,-
201940569349301059,610470593,1,-,-
201900379349300975,237099472,true,-,-
201900959349301150,350868158,true,-,-
201900959349301100,580685908,1,-,-
201920829349300207,562535892,1,1,-
201920899349300207,340714681,true,2,-
201940999349300414,362169157,true,-,-
201931059349301333,630288841,1,-,-
201910579349300426,202394341,true,-,-
201940929349300744,410695524,1,-,-
201910949349301021,410695527,1,-,-
201940329349300849,370864020,1,-,-
201940609349300904,430653369,true,-,-
201940609349301024,390477970,1,-,-
201803199349313400,410693856,1,-,-
201941899349300534,741554976,true,-,-
201803189349308010,541919810,1,-,-
201803199349320180,452880238,1,-,-
201932219349300908,475148345,true,-,-
201902039349301455,460499256,true,-,-
201901359349311240,570314365,1,1,0
201901359349310525,942514843,false,-,-
201902269349300845,061331677,true,-,-
201941939349300704,950948050,1,-,-
201823189349311097,750959996,true,0,0
201803199349316850,593722760,1,1,-
201901939349300030,461192687,1,23,-
201942279349300709,464588696,true,-,-
201932249349301563,592139553,false,-,-
201833389349300933,840442429,true,-,-
201942249349300934,951643307,true,2,-
201833559349300018,204811544,1,-,-
201813179349307921,850164940,true,-,-
201902269349300130,621599670,1,1,0
201823329349300907,020344073,true,-,-
201833589349300408,370706154,1,-,-
201911989349301166,850365964,true,-,-
201833199349318963,204775521,0,3,0
201823349349300717,560657294,1,-,-
201912279349301336,810351900,true,0,0
201902479349300920,770478893,false,0,0
201901139349300445,010211484,1,2,1
201901139349300240,931139187,1,-,-
201933159349301378,161554414,true,-,-
201843139349301719,450231180,1,-,-
201941349349302784,231639911,1,67,0
201913019349300216,620476661,1,-,-
201941349349303034,156019050,1,-,-
201813399349300511,237034324,1,-,-
201823519349300817,620548913,1,-,-
201942809349300764,610510937,1,-,-
201823179349303002,430471057,true,-,-
201941339349300414,453912932,1,-,-
201941339349300534,520591421,1,-,-
201823449349300542,480559090,1,-,-
201941349349310549,953127273,true,-,-
201823169349304802,461001797,true,0,4
201901309349301715,943185612,1,-,-
201903119349301020,136171197,true,-,-
201911359349311616,042103547,true,200,34
201931349349301633,391453493,0,-,-
201901099349300220,204574040,true,-,-
201931349349307733,591392749,true,0,0
201911359349311381,540505990,1,-,-
201823549349301102,237032625,false,-,-
201940089349300964,420680408,1,-,-
201940679349300414,201415351,0,1,0
201911359349311821,910565553,1,-,-
201912809349300901,010681650,true,-,1
201913059349300341,410693856,1,-,-
201930179349300818,480554341,1,-,-
201911359349300236,580531392,1,-,-
201931209349301243,160743140,true,12,5
201931349349307983,231653718,1,2,-
201933169349301968,204811544,1,-,-
201900739349300245,440589787,true,-,-
201903129349303170,472237488,true,-,-
201941359349300304,910564993,1,-,-
201901279349300215,930386908,1,-,-
201901269349300335,240795445,true,27,-
201900679349301000,620484185,1,-,-
201900749349301420,314379584,true,-,-
201900749349301245,860702049,false,-,-
201900369349300745,610444671,true,-,-
201930399349300443,620544854,1,-,-
201931349349309638,042103558,true,3,2
201901149349300335,941156617,1,5,0
201903129349301205,760252589,false,1,0
201911299349300841,810588012,true,2,0
201931209349301318,626001104,1,-,-
201911299349300846,660379122,true,0,0
201901159349300800,580619030,1,-,-
201911219349300636,943153995,false,0,0
201911209349300021,264556177,1,-,-
201901099349301000,931022351,1,-,-
201921149349300707,231352648,true,-,-
201940449349300979,470384159,0,-,-
201910739349301401,240795406,1,-,-
201910789349300721,956001907,1,-,-
201910249349300826,660177776,1,-,-
201930669349300313,221500484,1,-,-
201930399349300848,620814498,false,-,-
201920359349300107,056015988,1,-,-
201910469349301391,440545914,true,-,-
201920109349300147,233102135,true,-,-
201940309349301409,990255042,1,-,-
201940119349301209,522242995,1,-,-
201940709349300904,391319049,false,-,-
201920109349301707,362170142,1,-,-
201843189349301319,351148835,1,-,-
201920459349301587,591146751,true,-,-
201930449349300103,750950119,true,0,0
201930449349300038,390806325,1,-,-
201833179349301503,251065148,1,2,1
201910449349301681,943204136,1,-,-
201900449349301255,391399196,1,-,-
201910379349300961,251491411,true,-,-
201930539349300638,621669683,0,-,-
201910189349301356,566049935,1,-,-
201920449349301027,160909446,1,-,-
201920449349300622,430764111,1,0,0
201910249349301151,231501197,false,-,-
201910289349300681,420680466,1,-,-
201813189349311571,420730347,1,1,0
201803199349318125,263162145,true,4,0
201940729349300444,570314374,1,1,0
201940729349300424,611124267,true,0,1
201900679349300735,562244952,1,1,0
201920779349300837,620475691,1,-,-
201813189349307481,390806297,1,1,0
201813189349305706,640303094,false,1,0
201843199349309869,454620000,1,3,0
201930079349300353,344428207,true,-,-
201803189349308260,136192377,true,0,0
201813199349313631,137096544,true,1,0
201843169349304854,237065664,true,1,0
201843189349309659,391620530,1,-,-
201843489349300944,480914282,0,-,-
201803179349308380,472237488,true,-,-
201813189349311951,750818183,true,-,-
201833179349307968,136171197,true,1,-
201910789349300126,710239383,0,-,-
201843539349301019,952113260,1,-,-
201900739349300015,410693977,1,-,-
201833179349307053,954529650,1,-,-
201803199349307730,560529972,1,-,-
201910179349300701,272190032,true,-,-
201833189349310308,810994377,1,-,-
201931349349301278,591083502,1,36,1
201803199349312665,550753754,1,1,-
201833189349303213,591298070,0,-,-
201813189349309251,473609601,false,-,-
201931309349302053,560532144,1,-,-
201803389349300415,640329300,1,-,-
201803389349300605,370661231,true,-,-
201833189349308858,470377991,1,-,-
201833139349300423,610444825,1,-,-
201931349349306393,560623936,1,-,-
201813189349310886,470724387,1,1,-
201803189349311545,221508627,true,-,-
201931349349308178,314379459,1,-,-
201931349349308368,231352630,1,89,8
201940739349300829,420680335,1,-,-
201931029349300348,741193459,1,-,-
201931029349300523,237223216,true,-,-
201931029349300538,560554207,1,-,-
201931029349300713,370661217,1,-,-
201931279349300908,470376525,true,-,-
201813199349301541,581494136,false,-,-
