object_id,ein,DscrtnrySpndngAcctInd,HsngAllwncOrRsdncInd,PymntsFrUsOfRsdncInd,FrstClssOrChrtrTrvlInd,PrsnlSrvcsInd,IdmnfctnGrssUpPmtsInd,TrvlFrCmpnnsInd,ClbDsOrFsInd,WrttnPlcyRfTAndEExpnssInd,SbstnttnRqrdInd,CmpnstnSrvyInd,CmpnstnCmmttInd,BrdOrCmmttApprvlInd,IndpndntCnsltntInd,Frm990OfOthrOrgnztnsInd,WrttnEmplymntCntrctInd,SvrncPymntInd,SpplmntlNnqlRtrPlnInd,EqtyBsdCmpArrngmInd,CmpBsdOnRvnOfFlngOrgInd,CmpBsdOnRvRltdOrgsInd,CmpBsdNtErnsFlngOrgInd,CmpBsdNtErnsRltdOrgsInd,AnyNnFxdPymntsInd,IntlCntrctExcptnInd,RbttblPrsmptnPrcInd
201443179349303604,231352008,-,-,-,-,-,-,X,-,1,1,-,X,X,X,-,X,0,0,0,1,0,1,0,0,0,-
201403189349301725,900893455,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,false,false,false,false,false,false,false,true,false,-
201443159349302919,042104451,-,-,-,-,-,-,X,-,1,0,-,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201403249349300010,237034324,-,X,-,-,-,-,-,-,1,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201443189349301799,410693962,-,X,-,-,X,X,X,-,1,1,X,X,X,-,-,X,0,1,0,0,0,0,0,0,0,-
201403529349300205,580566143,X,X,-,-,X,X,-,-,1,1,X,X,X,X,X,X,0,1,0,0,0,0,0,0,0,-
201423529349300412,370661211,-,X,-,-,-,-,-,X,1,1,X,X,X,-,X,X,0,1,0,0,0,0,0,0,0,-
201423529349300507,611312812,-,X,-,-,-,-,-,-,1,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201403469349300145,596046500,-,X,-,X,-,X,X,X,true,true,X,X,X,-,X,-,false,false,false,false,false,false,false,false,false,-
201443189349302089,581418202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,-
201443509349300529,593086453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201423219349311822,274967732,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,false,false,false,false,false,false,false,true,false,-
