object_id,ein,SkdH_FnnclAssstncPlcyInd,SkdH_WrttnPlcyInd,SkdH_MstHsptlsPlcyInd,SkdH_IndvHsptlTlrdPlcyInd,SkdH_AllHsptlsPlcyInd,SkdH_FPGRfrncFrCrInd,FrCrOthPrcntg_OthrInd,SkdH_Prcnt200Ind,FrCrOthPrcntg_FrCrOthrPct,SkdH_Prcnt100Ind,SkdH_Prcnt150Ind,SkdH_Prcnt200DInd,DscntdCrOthPrcntg_DscntdCrOthrPct,DscntdCrOthPrcntg_OthrInd,SkdH_Prcnt250Ind,SkdH_Prcnt300Ind,SkdH_Prcnt350Ind,SkdH_Prcnt400Ind,SkdH_FPGRfrncDscntdCrInd,SkdH_FrCrMdcllyIndgntInd,SkdH_FnnclAssstncBdgtInd,SkdH_ExpnssExcdBdgtInd,SkdH_UnblTPrvdCrInd,SkdH_AnnlCmmntyBnftRprtInd,SkdH_RprtPblcllyAvlblInd,FnnclAssstncAtCstTyp_ActvtsOrPrgrmsCnt,FnnclAssstncAtCstTyp_PrsnsSrvdCnt,FnnclAssstncAtCstTyp_TtlCmmntyBnftExpnsAmt,FnnclAssstncAtCstTyp_DrctOffsttngRvnAmt,FnnclAssstncAtCstTyp_NtCmmntyBnftExpnsAmt,FnnclAssstncAtCstTyp_TtlExpnsPct,UnrmbrsdMdcd_ActvtsOrPrgrmsCnt,UnrmbrsdMdcd_PrsnsSrvdCnt,UnrmbrsdMdcd_TtlCmmntyBnftExpnsAmt,UnrmbrsdMdcd_DrctOffsttngRvnAmt,UnrmbrsdMdcd_NtCmmntyBnftExpnsAmt,UnrmbrsdMdcd_TtlExpnsPct,UnrmbrsdCsts_ActvtsOrPrgrmsCnt,UnrmbrsdCsts_PrsnsSrvdCnt,UnrmbrsdCsts_TtlCmmntyBnftExpnsAmt,UnrmbrsdCsts_DrctOffsttngRvnAmt,UnrmbrsdCsts_NtCmmntyBnftExpnsAmt,UnrmbrsdCsts_TtlExpnsPct,TtlFnnclAssstncTyp_ActvtsOrPrgrmsCnt,TtlFnnclAssstncTyp_PrsnsSrvdCnt,TtlFnnclAssstncTyp_TtlCmmntyBnftExpnsAmt,TtlFnnclAssstncTyp_DrctOffsttngRvnAmt,TtlFnnclAssstncTyp_NtCmmntyBnftExpnsAmt,TtlFnnclAssstncTyp_TtlExpnsPct,CmmntyHlthSrvcs_ActvtsOrPrgrmsCnt,CmmntyHlthSrvcs_PrsnsSrvdCnt,CmmntyHlthSrvcs_TtlCmmntyBnftExpnsAmt,CmmntyHlthSrvcs_DrctOffsttngRvnAmt,CmmntyHlthSrvcs_NtCmmntyBnftExpnsAmt,CmmntyHlthSrvcs_TtlExpnsPct,HlthPrfssnsEdctn_ActvtsOrPrgrmsCnt,HlthPrfssnsEdctn_PrsnsSrvdCnt,HlthPrfssnsEdctn_TtlCmmntyBnftExpnsAmt,HlthPrfssnsEdctn_DrctOffsttngRvnAmt,HlthPrfssnsEdctn_NtCmmntyBnftExpnsAmt,HlthPrfssnsEdctn_TtlExpnsPct,SbsdzdHlthSrvcs_ActvtsOrPrgrmsCnt,SbsdzdHlthSrvcs_PrsnsSrvdCnt,SbsdzdHlthSrvcs_TtlCmmntyBnftExpnsAmt,SbsdzdHlthSrvcs_DrctOffsttngRvnAmt,SbsdzdHlthSrvcs_NtCmmntyBnftExpnsAmt,SbsdzdHlthSrvcs_TtlExpnsPct,Rsrch_ActvtsOrPrgrmsCnt,Rsrch_PrsnsSrvdCnt,Rsrch_TtlCmmntyBnftExpnsAmt,Rsrch_DrctOffsttngRvnAmt,Rsrch_NtCmmntyBnftExpnsAmt,Rsrch_TtlExpnsPct,CshAndInKndCntrbtns_ActvtsOrPrgrmsCnt,CshAndInKndCntrbtns_PrsnsSrvdCnt,CshAndInKndCntrbtns_TtlCmmntyBnftExpnsAmt,CshAndInKndCntrbtns_DrctOffsttngRvnAmt,CshAndInKndCntrbtns_NtCmmntyBnftExpnsAmt,CshAndInKndCntrbtns_TtlExpnsPct,TtlOthrBnfts_ActvtsOrPrgrmsCnt,TtlOthrBnfts_PrsnsSrvdCnt,TtlOthrBnfts_TtlCmmntyBnftExpnsAmt,TtlOthrBnfts_DrctOffsttngRvnAmt,TtlOthrBnfts_NtCmmntyBnftExpnsAmt,TtlOthrBnfts_TtlExpnsPct,TtlCmmntyBnfts_ActvtsOrPrgrmsCnt,TtlCmmntyBnfts_PrsnsSrvdCnt,TtlCmmntyBnfts_TtlCmmntyBnftExpnsAmt,TtlCmmntyBnfts_DrctOffsttngRvnAmt,TtlCmmntyBnfts_NtCmmntyBnftExpnsAmt,TtlCmmntyBnfts_TtlExpnsPct,TtlCmmnttyBldngActy_ActvtsOrPrgrmsCnt,TtlCmmnttyBldngActy_PrsnsSrvdCnt,TtlCmmnttyBldngActy_TtlCmmntyBnftExpnsAmt,TtlCmmnttyBldngActy_DrctOffsttngRvnAmt,TtlCmmnttyBldngActy_NtCmmntyBnftExpnsAmt,TtlCmmnttyBldngActy_TtlExpnsPct,PhysclImprvAndHsng_ActvtsOrPrgrmsCnt,PhysclImprvAndHsng_PrsnsSrvdCnt,PhysclImprvAndHsng_TtlCmmntyBnftExpnsAmt,PhysclImprvAndHsng_DrctOffsttngRvnAmt,PhysclImprvAndHsng_NtCmmntyBnftExpnsAmt,PhysclImprvAndHsng_TtlExpnsPct,EcnmcDvlpmnt_ActvtsOrPrgrmsCnt,EcnmcDvlpmnt_PrsnsSrvdCnt,EcnmcDvlpmnt_TtlCmmntyBnftExpnsAmt,EcnmcDvlpmnt_DrctOffsttngRvnAmt,EcnmcDvlpmnt_NtCmmntyBnftExpnsAmt,EcnmcDvlpmnt_TtlExpnsPct,CmmntySpprt_ActvtsOrPrgrmsCnt,CmmntySpprt_PrsnsSrvdCnt,CmmntySpprt_TtlCmmntyBnftExpnsAmt,CmmntySpprt_DrctOffsttngRvnAmt,CmmntySpprt_NtCmmntyBnftExpnsAmt,CmmntySpprt_TtlExpnsPct,EnvrnmntlImprvmnts_ActvtsOrPrgrmsCnt,EnvrnmntlImprvmnts_PrsnsSrvdCnt,EnvrnmntlImprvmnts_TtlCmmntyBnftExpnsAmt,EnvrnmntlImprvmnts_DrctOffsttngRvnAmt,EnvrnmntlImprvmnts_NtCmmntyBnftExpnsAmt,EnvrnmntlImprvmnts_TtlExpnsPct,LdrshpDvlpmnt_ActvtsOrPrgrmsCnt,LdrshpDvlpmnt_PrsnsSrvdCnt,LdrshpDvlpmnt_TtlCmmntyBnftExpnsAmt,LdrshpDvlpmnt_DrctOffsttngRvnAmt,LdrshpDvlpmnt_NtCmmntyBnftExpnsAmt,LdrshpDvlpmnt_TtlExpnsPct,CltnBldng_ActvtsOrPrgrmsCnt,CltnBldng_PrsnsSrvdCnt,CltnBldng_TtlCmmntyBnftExpnsAmt,CltnBldng_DrctOffsttngRvnAmt,CltnBldng_NtCmmntyBnftExpnsAmt,CltnBldng_TtlExpnsPct,HlthImprvmntAdvccy_ActvtsOrPrgrmsCnt,HlthImprvmntAdvccy_PrsnsSrvdCnt,HlthImprvmntAdvccy_TtlCmmntyBnftExpnsAmt,HlthImprvmntAdvccy_DrctOffsttngRvnAmt,HlthImprvmntAdvccy_NtCmmntyBnftExpnsAmt,HlthImprvmntAdvccy_TtlExpnsPct,WrkfrcDvlpmnt_ActvtsOrPrgrmsCnt,WrkfrcDvlpmnt_PrsnsSrvdCnt,WrkfrcDvlpmnt_TtlCmmntyBnftExpnsAmt,WrkfrcDvlpmnt_DrctOffsttngRvnAmt,WrkfrcDvlpmnt_NtCmmntyBnftExpnsAmt,WrkfrcDvlpmnt_TtlExpnsPct,OthrCmmnttyBldngActy_ActvtsOrPrgrmsCnt,OthrCmmnttyBldngActy_PrsnsSrvdCnt,OthrCmmnttyBldngActy_TtlCmmntyBnftExpnsAmt,OthrCmmnttyBldngActy_DrctOffsttngRvnAmt,OthrCmmnttyBldngActy_NtCmmntyBnftExpnsAmt,OthrCmmnttyBldngActy_TtlExpnsPct,BdDbtExpnsRprtdInd,BdDbtExpnsAmt,BdDbtExpnsAttrbtblAmt,RmbrsdByMdcrAmt,CstOfCrRmbrsdByMdcrAmt,MdcrSrplsOrShrtfllAmt,CstAccntngSystmInd,CstTChrgRtInd,OthrInd,WrttnDbtCllctnPlcyInd,FnnclAssstncPrvsnInd,HsptlFcltsCnt,FcltyNm
201543169349301839,263162145,true,true,-,-,X,true,-,X,-,-,-,-,-,-,-,-,-,X,true,true,true,true,false,true,true,-,10978,11435043,-,11435043,0.03380,-,13788,39026846,23441007,15585839,0.04600,-,-,-,-,-,-,-,24766,50461889,23441007,27020882,0.07980,25,53776,332942,9747,323195,0.00100,5,609,1372669,2700,1369969,0.00400,2,393,3340,-,3340,-,2,197,84564,-,84564,0.00020,10,55752,153526,-,153526,0.00050,44,110727,1947041,12447,1934594,0.00570,44,135493,52408930,23453454,28955476,0.08550,5,48137,238801,-,238801,0.00070,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,48122,231447,-,231447,0.00070,1,15,7354,-,7354,-,-,-,-,-,-,-,false,8794034,-,65212299,76772274,-11559975,-,X,-,true,true,1,29
201611349349307526,660561027,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,20377454,18135116,2242338,0.04800,1,-,20377454,18135116,2242338,0.04800,2,425,6500,-,6500,0.00010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,425,6500,-,6500,0.00010,3,425,20383954,18135116,2248838,0.04810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,2590531,-,8179556,2614002,5565554,-,-,-,false,-,1,-
201621349349301252,160743209,true,true,-,-,-,true,-,X,-,-,-,-,-,-,-,-,-,X,true,true,true,true,false,true,true,-,-,22587530,4674348,17913182,0.00650,-,-,310646637,274342352,36304285,0.01310,-,-,4591049,2979292,1611757,0.00060,-,-,337825216,281995992,55829224,0.02020,-,-,1931286,306605,1624681,0.00060,-,-,104482651,10811407,93671244,0.03400,-,-,123253115,97456887,25796228,0.00940,-,-,321189861,321189861,0,-,-,-,474325,0,474325,0.00020,-,-,551331238,429764760,121566478,0.04420,-,-,889156454,711760752,177395702,0.06440,-,-,37588,0,37588,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19728,0,19728,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13978,0,13978,-,-,-,3882,0,3882,-,-,-,-,-,-,-,-,-,-,-,-,-,false,17864908,491661,183076614,192061713,-8985099,X,-,-,true,true,1,8
201601319349302115,231352685,1,1,-,-,X,1,X,-,300,-,-,-,-,-,-,X,-,-,1,1,0,-,-,1,1,0,0,2568414,0,2568414,0.01,0,0,313453707,247703199,65750508,0.01,0,0,0,0,0,0,0,0,316022121,247703199,68318922,0.02,0,0,0,0,0,0,0,0,110667105,47192112,63474993,0.01,0,0,0,0,0,-,0,0,648696073,523881201,124814872,0.02,0,0,0,0,0,0,0,0,759363178,571073313,188289865,0.03,0,0,1075385299,818776512,256608787,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,135749681,100986716,457096388,453313688,3782700,-,X,-,1,1,1,16
201640439349301729,131624158,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15274672,6916922,8357750,0.02270,-,-,-,-,-,-,-,-,15274672,6916922,8357750,0.02270,-,-,15274672,6916922,8357750,0.02270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,0,-,1,-
201601309349301480,620476822,1,1,X,-,-,1,-,X,-,-,-,-,-,-,X,-,-,-,1,1,1,0,-,1,1,-,-,102423571,-,102423571,0.02440,-,-,430290274,326509739,103780535,0.02480,-,-,-,-,-,-,-,-,532713845,326509739,206204106,0.04920,-,-,5121299,646186,4475113,0.00110,-,-,122872479,31553601,91318878,0.02180,-,-,-,-,-,-,-,-,483347599,356193044,127154555,0.03030,-,-,-,-,-,-,-,-,611341377,388392831,222948546,0.05320,-,-,1144055222,714902570,429152652,0.10240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,18706751,358012,364145399,433527721,-69382322,-,X,-,1,1,2,14
201611379349307081,951642394,true,true,-,-,X,true,-,X,-,-,-,-,-,-,-,-,X,-,true,true,true,true,false,true,true,-,-,4522800,-,4522800,0.00110,-,-,182887128,127156362,55730766,0.01310,-,-,-,-,-,-,-,-,187409928,127156362,60253566,0.01420,-,-,1058121,-,1058121,0.00020,-,-,23968713,3850784,20117929,0.00470,-,-,-,-,-,-,-,-,248524016,248524016,-,-,-,-,542627,-,542627,0.00010,-,-,274093477,252374800,21718677,0.00500,-,-,461503405,379531162,81972243,0.01920,-,-,227748,-,227748,0.00010,-,-,-,-,-,-,-,-,6408,-,6408,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1560,-,1560,-,-,-,-,-,-,-,-,-,219780,-,219780,0.00010,-,-,-,-,-,-,true,41254403,-,249436980,317967757,-68530777,-,X,-,true,true,3,1
201601349349301625,160743209,true,true,-,-,-,true,-,X,-,-,-,-,-,-,-,-,-,X,true,true,true,true,false,true,true,-,-,20472423,4725384,15747039,0.00520,-,-,352053350,297908895,54144455,0.01810,-,-,2578318,1752273,826045,0.00030,-,-,375104091,304386552,70717539,0.02360,-,-,1525490,21200,1504290,0.00050,-,-,111675724,11638120,100037604,0.03340,-,-,98454036,65386224,33067812,0.01100,-,-,192358182,192358182,0,0.00000,-,-,466737,0,466737,0.00020,-,-,404480169,269403726,135076443,0.04510,-,-,779584260,573790278,205793982,0.06870,-,-,74714,0,74714,0.00000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15781,0,15781,0.00000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12859,0,12859,0.00000,-,-,3658,0,3658,0.00000,-,-,42416,0,42416,0.00000,-,-,-,-,-,-,false,20103567,473019,212141596,223416162,-11274566,X,-,-,true,true,1,8
201611379349302081,720423889,1,1,-,-,X,1,-,-,-,X,-,X,-,-,-,-,-,-,1,1,1,1,0,1,1,-,-,600000,0,600000,0.0006,-,-,12789000,14917000,0,0,-,-,0,0,0,0,0,0,13389000,14917000,600000,0.0006,-,-,3662000,0,3662000,0.0037,-,-,2670000,2775000,0,0,-,-,0,0,0,-,-,-,0,0,0,-,-,-,21000,0,21000,0,0,0,6353000,2775000,3683000,0.0037,0,0,19742000,17692000,4283000,0.0043,0,0,1203000,-1203000,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1203000,-1203000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1132000,0,11504000,11099000,405000,-,X,-,1,1,1,-
201600979349300030,590624458,1,1,X,-,-,1,-,X,-,-,-,-,-,-,-,-,-,-,0,1,1,0,-,0,-,-,-,9057000,-,9057000,0.00290,-,-,117171108,116875058,296050,0.00010,-,-,-,-,-,-,-,-,126228108,116875058,9353050,0.00300,-,-,3614320,2847678,766642,0.00020,-,-,19386507,3927126,15459381,0.00500,-,-,1395413,1395413,-,-,-,-,168032743,164138378,3894365,0.00130,-,-,106440,100000,6440,0.00000,-,-,192535423,172408595,20126828,0.00650,-,-,318763531,289283653,29479878,0.00950,-,-,1833602,1611518,222084,0.00010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1833602,1611518,222084,0.00010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,76570336,-,236572929,276644870,-40071941,-,-,X,1,1,3,-
