object_id,ein,OfAssstncTxt,RgnTxt,RcpntCnt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
201632419349300203,471994752,MISSIONARY,Central America,1,7884,DIRECT DEPOSIT,N/A,ACTUAL
201623069349300122,980149857,Stipends,Central America and the Caribbean,144,388508
201642989349301074,710236867,TUITION AND FEES,CENTRAL AMERICA AND THE CARIBBEAN,60,2442344
201603129349302435,136171197,HONORARIUM EUROPE,Europe (Including Iceland and Greenland),5,4500,CHECK
201603129349302435,136171197,HONORARIUM NORTH AMERICA,North America,1,1000,CHECK
201603129349302435,136171197,HONORARIUM SOUTH AMERICA,South America,4,2000,CHECK
201603129349302435,136171197,STIPENDS EUROPE,Europe (Including Iceland and Greenland),33,67682,CHECK
201603149349301725,480543766,SCHOLARSHIPS,Europe (Including Iceland and Greenland),15,172464,CHECK
201623029349300217,640303086,FINANCIAL ASSISTANCE,Central America and the Caribbean,6,109186,CREDITED TO STUDENT ACCOUNT
201623029349300217,640303086,FINANCIAL ASSISTANCE,East Asia and the Pacific,13,184483,CREDITED TO STUDENT ACCOUNT
201623029349300217,640303086,FINANCIAL ASSISTANCE,Europe (Including Iceland & Greenland),17,310181,CREDITED TO STUDENT ACCOUNT
201623029349300217,640303086,FINANCIAL ASSISTANCE,Middle East and North Africa,1,5670,CREDITED TO STUDENT ACCOUNT
201623029349300217,640303086,FINANCIAL ASSISTANCE,North America,4,75492,CREDITED TO STUDENT ACCOUNT
201623029349300217,640303086,FINANCIAL ASSISTANCE,Russia and Neighboring States,1,13079,CREDITED TO STUDENT ACCOUNT
201623029349300217,640303086,FINANCIAL ASSISTANCE,South America,6,107410,CREDITED TO STUDENT ACCOUNT
201623029349300217,640303086,FINANCIAL ASSISTANCE,South Asia,3,29625,CREDITED TO STUDENT ACCOUNT
201623029349300217,640303086,FINANCIAL ASSISTANCE,Sub-Saharan Africa,3,28000,CREDITED TO STUDENT ACCOUNT
201633079349301433,410694721,TUITION ASSISTANCE AND SCHOLARSHIPS,EAST ASIA AND THE PACIFIC,11,208118,CREDIT STUDENT ACCOUNT,0,N/A,N/A
201633079349301433,410694721,TUITION ASSISTANCE AND SCHOLARSHIPS,EUROPE (INCLUDING ICELAND & GREENLAND),21,267461,CREDIT STUDENT ACCOUNT,0,N/A,N/A
201633079349301433,410694721,TUITION ASSISTANCE AND SCHOLARSHIPS,MIDDLE EAST AND NORTH AFRICA,2,41000,CREDIT STUDENT ACCOUNT,0,N/A,N/A
201633079349301433,410694721,TUITION ASSISTANCE AND SCHOLARSHIPS,NORTH AMERICA,3,51500,CREDIT STUDENT ACCOUNT,0,N/A,N/A
201633079349301433,410694721,TUITION ASSISTANCE AND SCHOLARSHIPS,SOUTH AMERICA,1,26284,CREDIT STUDENT ACCOUNT,0,N/A,N/A
201633079349301433,410694721,TUITION ASSISTANCE AND SCHOLARSHIPS,SOUTH ASIA,2,31593,CREDIT STUDENT ACCOUNT,0,N/A,N/A
201633079349301433,410694721,TUITION ASSISTANCE AND SCHOLARSHIPS,SUB-SAHARAN AFRICA,7,155122,CREDIT STUDENT ACCOUNT,0,N/A,N/A
201623209349303527,250965603,THE UNIVERSITY PROVIDED EDUCATION GRANTS FOR TUITION AND FEES FOR INTERNATIONAL STUDENTS,KOREA,4,45135,STUDENT ACCOUNTS ARE CREDITED WITH SCHOLARSHIP,N/A,N/A
