object_id,ein,RgnTxt,OffcsCnt,EmplyCnt,OfActvtsCndctdTxt,RgnTtlExpndtrsAmt
201741329349304304,560532138,East Asia & Pacific,0,0,Investment book value,948067
201741329349300834,516000297,Europe (Including Iceland and Greenland),Investments,58738106
201741329349300834,516000297,Central America and the Caribbean,Investments,355095281
201741359349305979,580566133,Central America and the Caribbean,0,0,Program Services,Education - Study Abroad,159988
201741359349305979,580566133,East Asia and the Pacific,0,0,Program Services,Education - Study Abroad,71998
201741359349305979,580566133,Europe (including Iceland and Greenland),0,0,Program Services,Education - Study Abroad,364103
201741359349305979,580566133,Middle East and North Africa,0,0,Program Services,Education - Study Abroad,3236
201741359349305979,580566133,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Education - Study Abroad,3457
201741359349305979,580566133,South America,0,0,Program Services,Education - Study Abroad,23083
201741359349304934,041843040,East Asia and the Pacific,Program Services,Int'l Student Scholars,221509
201741359349304934,041843040,Europe (Including Iceland and Greenland),Program Services,Int'l Student Scholars,95119
201741359349304934,041843040,Middle East and North Africa,Program Services,Int'l Student Scholars,148985
201741359349304934,041843040,Russia and the Newly Independent States,Program Services,Int'l Student Scholars,27386
201741359349304934,041843040,South Asia,Program Services,Int'l Student Scholars,84728
201741359349304934,041843040,Sub-Saharan Africa,Program Services,Int'l Student Scholars,196359
201741359349304934,041843040,Central America and the Caribbean,Program Services,College Study Program,59051
201741359349304934,041843040,East Asia and the Pacific,Program Services,College Study Program,1064973
201741359349304934,041843040,Europe (Including Iceland and Greenland),4,8,Program Services,College Study Program,6340828
201741359349304934,041843040,Middle East and North Africa,Program Services,College Study Program,56292
201741359349304934,041843040,North America,Program Services,College Study Program,18272
201741359349304934,041843040,Russia and the Newly Independent States,Program Services,College Study Program,29555
201741359349304934,041843040,South America,Program Services,College Study Program,192209
201741359349304934,041843040,South Asia,Program Services,College Study Program,26767
201741359349304934,041843040,Sub-Saharan Africa,Program Services,College Study Program,138340
201741359349304934,041843040,Europe (Including Iceland and Greenland),Fundraising,9824
201741359349304934,041843040,East Asia and the Pacific,Fundraising,152281
201741359349304934,041843040,Middle East and North Africa,Fundraising,196
201741359349304934,041843040,Central America and the Caribbean,Grantmaking,15450
201741359349304934,041843040,East Asia and the Pacific,Grantmaking,38626
201741359349304934,041843040,Europe (Including Iceland and Greenland),Grantmaking,122371
201741359349304934,041843040,Middle East and North Africa,Grantmaking,1000
201741359349304934,041843040,North America,Grantmaking,3400
201741359349304934,041843040,South America,Grantmaking,11500
201741359349304934,041843040,South Asia,Grantmaking,8000
201741359349304934,041843040,Sub-Saharan Africa,Grantmaking,2850
201741359349304934,041843040,Central America and the Caribbean,Investments,519262581
201741359349304934,041843040,Europe (Including Iceland and Greenland),Investments,54649
201731359349303298,231352630,EUROPE,0,0,PROGRAM SERVICES,ATHLETICS,33895
201731359349303298,231352630,NORTH AMERICA,0,0,PROGRAM SERVICES,ATHLETICS,3180
201731359349303298,231352630,EUROPE,0,0,FUNDRAISING,470
201731359349303298,231352630,EAST ASIA AND THE PACIFIC,0,0,FUNDRAISING,51713
201731359349303298,231352630,SOUTH ASIA,0,0,FUNDRAISING,5058
201731359349303298,231352630,SOUTH ASIA,0,0,PROGRAM SERVICES,CONFERENCES/TRAVEL,600
201731359349303298,231352630,EUROPE,0,0,PROGRAM SERVICES,CONFERENCES/TRAVEL,45122
201731359349303298,231352630,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,CONFERENCES/TRAVEL,20511
201731359349303298,231352630,SOUTH AMERICA,0,0,BUSINESS,3464
201731359349303298,231352630,SUB-SAHARAN AFRICA,0,0,BUSINESS,1158
201731359349303298,231352630,CENTRAL AMERICA,0,0,PROGRAM SERVICES,CONFERENCES/TRAVEL,2193
201731359349303298,231352630,RUSSIA,0,0,FUNDRAISING,1000
201731359349303298,231352630,MIDDLE EAST & NORTH AFRICA,0,0,PROGRAM SERVICES,CONFERENCES/TRAVEL,35774
201731359349303298,231352630,SOUTH ASIA,0,0,PROGRAM SERVICES,RECRUITING,26894
201731359349303298,231352630,EUROPE,0,0,PROGRAM SERVICES,RECRUITING,30438
201731359349303298,231352630,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,RECRUITING,120352
201731359349303298,231352630,SOUTH AMERICA,0,0,PROGRAM SERVICES,RECRUITING,10506
201731359349303298,231352630,NORTH AMERICA,0,0,PROGRAM SERVICES,RECRUITING,3247
201731359349303298,231352630,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,RECRUITING,7299
201731359349303298,231352630,CENTRAL AMERICA,0,0,PROGRAM SERVICES,RECRUITING,1515
201731359349303298,231352630,MIDDLE EAST & NORTH AFRICA,0,0,PROGRAM SERVICES,RECRUITING,411
201731359349303298,231352630,SOUTH ASIA,0,0,PROGRAM SERVICES,RESEARCH,5818
201731359349303298,231352630,EUROPE,0,0,PROGRAM SERVICES,RESEARCH,245583
201731359349303298,231352630,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,RESEARCH,482847
201731359349303298,231352630,SOUTH AMERICA,0,0,PROGRAM SERVICES,RESEARCH,10262
201731359349303298,231352630,NORTH AMERICA,0,0,PROGRAM SERVICES,RESEARCH,64135
201731359349303298,231352630,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,RESEARCH,419137
201731359349303298,231352630,CENTRAL AMERICA,0,0,PROGRAM SERVICES,RESEARCH,7459
201731359349303298,231352630,MIDDLE EAST & NORTH AFRICA,0,0,PROGRAM SERVICES,RESEARCH,10089
201731359349303298,231352630,EUROPE,0,0,PROGRAM SERVICES,STUDY ABROAD,548406
201731359349303298,231352630,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDY ABROAD,24640
201731359349303298,231352630,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,ATHLETICS,377
201731359349303298,231352630,CENTRAL AMERICA,0,0,PROGRAM SERVICES,STUDY ABROAD,173012
201731359349303298,231352630,NORTH AMERICA,0,0,PROGRAM SERVICES,CONFERENCES/TRAVEL,221533
201731359349303298,231352630,RUSSIA,0,0,PROGRAM SERVICES,RECRUITING,4200
201731359349303298,231352630,NORTH AMERICA,0,0,PROGRAM SERVICES,STUDY ABROAD,110591
201731359349303298,231352630,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDY ABROAD,880
201731359349303298,231352630,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,STUDY ABROAD,26
201731359349303298,231352630,CENTRAL AMERICA,0,0,PROGRAM SERVICES,ATHLETICS,24139
201731359349303298,231352630,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,ATHLETICS,76
201731359349303298,231352630,NORTH AMERICA,0,0,FUNDRAISING,28
201731359349303298,231352630,CENTRAL AMERICA,0,0,FUNDRAISING,681
201731359349303298,231352630,MIDDLE EAST AND NORTH AFRICA,0,0,FUNDRAISING,396
201731359349303298,231352630,RUSSIA,0,0,PROGRAM SERVICES,RESEARCH,13630
201731359349303298,231352630,SOUTH ASIA,0,0,PROGRAM SERVICES,STUDY ABROAD,2067
201731359349303298,231352630,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,STUDY ABROAD,369
201731359349303298,231352630,SOUTH ASIA,0,0,BUSINESS,2908
201731359349303298,231352630,EUROPE,0,0,BUSINESS,125735
201731359349303298,231352630,EAST ASIA AND THE PACIFIC,0,0,BUSINESS,49509
201731359349303298,231352630,NORTH AMERICA,0,0,BUSINESS,39712
201731359349303298,231352630,CENTRAL AMERICA,0,0,BUSINESS,2804
201731359349303298,231352630,MIDDLE EAST AND NORTH AFRICA,0,0,BUSINESS,7829
201731049349301208,381359569,CENTRAL AMERICA AND THE CARIBBEAN,1,2,PROGRAM SERVICES,GUATEMALA SEM ABROAD,275973
201731359349303678,141340095,Central America and Carribean,0,0,Investments,47699000
201731359349303678,141340095,East Asia and the Pacific,0,0,Investments,1062000
201731359349303678,141340095,Europe (including Iceland),0,0,Investments,3541000
201731359349303678,141340095,North America,0,0,Investments,13472000
201731359349303678,141340095,Sub-Saharan Africa,0,0,Investments,11306000
201731359349303678,141340095,Europe,0,0,Program Services,Study Abroad,0
201731359349303678,141340095,East Asia and Pacific,0,0,Program Services,Study Abroad,0
201731359349303678,141340095,South Asia,0,0,Program Service,Study Abroad,0
201731359349303678,141340095,East Asia and the Pacific,0,0,Program Service,Subcontract,74547
201731359349303678,141340095,Europe,0,0,Program Service,Subcontract,690127
201731359349303678,141340095,North America,0,0,Program Service,Subcontract,121209
201731359349303678,141340095,South America,0,0,Program Services,Subcontract,25432
201741329349303204,361557840,Europe (including Iceland and Greenland),0,0,Program Services,"Study Abroad Programs ($48,022) and Student Recruitment Activities ($116,819)",164841
201741329349303204,361557840,East Asia and the Pacific,0,0,Program Services,Student Recruitment Activity,12500
201741329349303204,361557840,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Student Recruitment Activity,1971
201741329349303204,361557840,South America,0,0,Program Services,Study Abroad Programs,45156
201741359349304639,910565553,Central America and the Caribbean,0,0,Program Services,Student study tours and service trips,181086
201741359349304639,910565553,East Asia and the Pacific,0,0,Program Services,Student study tours and service trips,133908
201741359349304639,910565553,Europe (including Iceland and Greenland),0,0,Program Services,Student study tours,277871
201741359349304639,910565553,Middle East and North Africa,0,0,Program Services,Student study tour,38084
201741359349304639,910565553,South America,0,0,Program Services,Student service trip,10416
201741359349304639,910565553,South Asia,0,0,Program Services,Student study tour,69356
201741359349304639,910565553,Sub-Saharan Africa,0,0,Program Services,Student service trip,10514
201741359349304639,910565553,Europe (including Iceland and Greenland),0,0,Grantmaking,Student financial aid,15314
201741359349304639,910565553,Middle East and North Africa,0,0,Grantmaking,Student financial aid,63478
201740939349300854,240795506,EUROPE,0,1,PROGRAM SERVICES,"PROFESSIONAL DEVELOPMENT, GRANT RESEARCH",2000
201740939349300854,240795506,EAST ASIA AND THE PACIFIC,0,1,PROGRAM SERVICES,RECRUITMENT,7500
201740939349300854,240795506,SUB SAHARAN AFRICA,1,0,PROGRAM SERVICES,STUDY ABROAD,3191
201740939349300854,240795506,EUROPE,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,354350
201740939349300854,240795506,CENTRAL AMERICA/ CARIBBEAN,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,3001530
201740939349300854,240795506,NORTH AMERICA,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,42528
201740939349300854,240795506,SUB-SAHARAN AFRICA,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,22683
201740939349300854,240795506,SOUTH AMERICA,0,1,PROGRAM SERVICES,"PROFESSIONAL DEVELOPMENT, GRANT RESEARCH",1500
201740939349300854,240795506,MIDDLE EAST AND NORTH AFRICA,0,1,PROGRAM SERVICES,RECRUITMENT,27500
201740939349300854,240795506,NORTH AMERICA,0,1,PROGRAM SERVICES,PROFESSIONAL DEVELOPMENT,1611
201740939349300854,240795506,CENTRAL AMERICA/ CARIBBEAN,0,2,PROGRAM SERVICES,STRATEGIC INITIATIVE,4300
201740939349300854,240795506,SUB-SAHARAN AFRICA,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,12116
201711019349300821,160755807,CANADA,1,53,PROGRAM SERVICES,EDUCATION,1118755
201741329349301269,133643485,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,INTERNATIONAL SUMMER RESIDENCIES FOR OUR STUDENTS,11663
201741329349301269,133643485,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,INTERNATIONAL SUMMER RESIDENCIES FOR OUR STUDENTS,27303
201741329349301269,133643485,RUSSIA AND NEIGHBORING STATES,0,0,PROGRAM SERVICES,INTERNATIONAL SUMMER RESIDENCIES FOR OUR STUDENTS,18700
201633499349301218,596046500,EAST ASIA,1,5,PROGRAM SERVICE,STUDENT RECRUITMENT,159229
201633499349301218,596046500,SOUTH ASIA,1,PROGRAM SERVICE,STUDENT RECRUITMENT,6000
201633499349301218,596046500,EUROPE,1,PROGRAM SERVICE,STUDENT RECRUITMENT,4500
201633499349301218,596046500,SOUTH AMERICA,6,PROGRAM SERVICE,STUDENT RECRUITMENT,172000
201730459349301328,420680372,"East Asia and the Pacific - Australia, Brunei, Burma, Cambodia,",2,60,Program Services,Operating Higher education Courses for the purpose of delivering Bachelor Degrees,2756328
201730459349301328,420680372,Central America and the Caribbean,0,0,investments,416968
201711189349300736,060646587,Central America and the Caribbean,Program Services,STUDY AWAY PROGRAM,31000
201711189349300736,060646587,Central America and the Caribbean,Program Services,TRAVEL,1000
201711189349300736,060646587,East Asia and the Pacific,Program Services,STUDY AWAY PROGRAM,626000
201711189349300736,060646587,East Asia and the Pacific,Program Services,SERVICES,2000
201711189349300736,060646587,Europe (Including Iceland and Greenland),Program Services,HONORARIUM,1000
201711189349300736,060646587,Europe (Including Iceland and Greenland),Program Services,SERVICES,12000
201711189349300736,060646587,Europe (Including Iceland and Greenland),Program Services,TRAVEL,16000
201711189349300736,060646587,Europe (Including Iceland and Greenland),Program Services,STUDY AWAY PROGRAM,3329000
201711189349300736,060646587,Middle East and North Africa,Program Services,STUDY AWAY PROGRAM,16000
201711189349300736,060646587,North America,Program Services,STUDY AWAY PROGRAM,50000
201711189349300736,060646587,South America,Program Services,STUDY AWAY PROGRAM,16000
201711189349300736,060646587,South Asia,Program Services,STUDY AWAY PROGRAM,17000
201711189349300736,060646587,Sub-Saharan Africa,Program Services,TRAVEL,1000
201633209349316908,330728290,East Asia and the Pacific,8,Program Service,Missionary/Theological Seminars,254677
201711039349301161,941156628,East Asia and the Pacific,3,59,Program Services,INSTRUCTION AND RECRUITING,3260793
201711039349301161,941156628,Central America and the Caribbean,Investments,25737509
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,35932
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,ALUMNI RELATIONS,8549
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,CONFERENCES & SEMINARS,224330
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,CULTURAL EXCHANGE,1503
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,INSTRUCTION/TEACHING,19860
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,76272
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,5,PROGRAM SERVICES,RESEARCH,150633
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDENT RECRUITMENT,4455
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,19133
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,TRAINING & CLINICAL PRACTICE,13894
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,GRANTMAKING,472974
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,2314536887
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,1,11,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,1984622
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,ALUMNI RELATIONS,56184
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,CONFERENCES & SEMINARS,1572487
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,CULTURAL EXCHANGE,86415
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,INSTRUCTION/TEACHING,320547
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,2,16,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,3625992
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,3,PROGRAM SERVICES,RESEARCH,602542
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDENT RECRUITMENT,177698
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,135031
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,TRAINING & CLINICAL PRACTICE,75447
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,FUNDRAISING,89346
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,GRANTMAKING,3357781
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,0,0,INVESTMENTS,4747943
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,8,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,788432
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,ALUMNI RELATIONS,131208
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,CONFERENCES & SEMINARS,3270025
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,2,PROGRAM SERVICES,CULTURAL EXCHANGE,119328
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,INSTRUCTION/TEACHING,136952
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,25,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,6222281
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,6,PROGRAM SERVICES,RESEARCH,1301335
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,STUDENT RECRUITMENT,81382
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,787687
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,TRAINING & CLINICAL PRACTICE,53091
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,FUNDRAISING,135882
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,GRANTMAKING,5869765
201741359349303454,060646973,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,INVESTMENTS,225546426
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,1,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,32336
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,ALUMNI RELATIONS,8697
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,1,PROGRAM SERVICES,CONFERENCES & SEMINARS,248943
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,CULTURAL EXCHANGE,4323
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,INSTRUCTION/TEACHING,28539
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,2,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,35896
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,1,2,PROGRAM SERVICES,RESEARCH,221723
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,STUDENT RECRUITMENT,9019
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,45618
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,TRAINING & CLINICAL PRACTICE,7314
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,0,0,GRANTMAKING,686122
201741359349303454,060646973,NORTH AMERICA,0,2,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,30758
201741359349303454,060646973,NORTH AMERICA,0,0,PROGRAM SERVICES,ALUMNI RELATIONS,27609
201741359349303454,060646973,NORTH AMERICA,0,0,PROGRAM SERVICES,CONFERENCES & SEMINARS,704207
201741359349303454,060646973,NORTH AMERICA,0,0,PROGRAM SERVICES,CULTURAL EXCHANGE,14242
201741359349303454,060646973,NORTH AMERICA,0,0,PROGRAM SERVICES,INSTRUCTION/TEACHING,18098
201741359349303454,060646973,NORTH AMERICA,0,12,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,86914
201741359349303454,060646973,NORTH AMERICA,0,6,PROGRAM SERVICES,RESEARCH,74062
201741359349303454,060646973,NORTH AMERICA,0,0,PROGRAM SERVICES,STUDENT RECRUITMENT,72581
201741359349303454,060646973,NORTH AMERICA,0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,8691
201741359349303454,060646973,NORTH AMERICA,0,0,PROGRAM SERVICES,TRAINING & CLINICAL PRACTICE,1310
201741359349303454,060646973,NORTH AMERICA,0,0,FUNDRAISING,6193
201741359349303454,060646973,NORTH AMERICA,0,0,GRANTMAKING,576915
201741359349303454,060646973,NORTH AMERICA,0,0,INVESTMENTS,62922889
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,0,0,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,9823
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,0,0,PROGRAM SERVICES,CONFERENCES & SEMINARS,40324
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,0,0,PROGRAM SERVICES,CULTURAL EXCHANGE,18797
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,0,0,PROGRAM SERVICES,INSTRUCTION/TEACHING,3591
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,0,0,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,11905
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,0,2,PROGRAM SERVICES,RESEARCH,166243
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,14811
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,0,0,GRANTMAKING,673162
201741359349303454,060646973,SOUTH AMERICA,0,0,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,175288
201741359349303454,060646973,SOUTH AMERICA,0,0,PROGRAM SERVICES,ALUMNI RELATIONS,18126
201741359349303454,060646973,SOUTH AMERICA,0,0,PROGRAM SERVICES,CONFERENCES & SEMINARS,166915
201741359349303454,060646973,SOUTH AMERICA,0,0,PROGRAM SERVICES,CULTURAL EXCHANGE,31816
201741359349303454,060646973,SOUTH AMERICA,0,0,PROGRAM SERVICES,INSTRUCTION/TEACHING,13640
201741359349303454,060646973,SOUTH AMERICA,0,9,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,61940
201741359349303454,060646973,SOUTH AMERICA,0,1,PROGRAM SERVICES,RESEARCH,272639
201741359349303454,060646973,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDENT RECRUITMENT,66893
201741359349303454,060646973,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,44823
201741359349303454,060646973,SOUTH AMERICA,0,0,PROGRAM SERVICES,TRAINING & CLINICAL PRACTICE,10565
201741359349303454,060646973,SOUTH AMERICA,0,0,GRANTMAKING,1938272
201741359349303454,060646973,SOUTH AMERICA,0,0,INVESTMENTS,4287501
201741359349303454,060646973,SOUTH ASIA,0,0,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,38403
201741359349303454,060646973,SOUTH ASIA,0,0,PROGRAM SERVICES,ALUMNI RELATIONS,33259
201741359349303454,060646973,SOUTH ASIA,0,0,PROGRAM SERVICES,CONFERENCES & SEMINARS,86293
201741359349303454,060646973,SOUTH ASIA,0,0,PROGRAM SERVICES,CULTURAL EXCHANGE,1810
201741359349303454,060646973,SOUTH ASIA,0,0,PROGRAM SERVICES,INSTRUCTION/TEACHING,12372
201741359349303454,060646973,SOUTH ASIA,0,3,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,39376
201741359349303454,060646973,SOUTH ASIA,0,1,PROGRAM SERVICES,RESEARCH,179063
201741359349303454,060646973,SOUTH ASIA,0,0,PROGRAM SERVICES,STUDENT RECRUITMENT,74358
201741359349303454,060646973,SOUTH ASIA,0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,50559
201741359349303454,060646973,SOUTH ASIA,0,0,PROGRAM SERVICES,TRAINING & CLINICAL PRACTICE,16638
201741359349303454,060646973,SOUTH ASIA,0,0,FUNDRAISING,16614
201741359349303454,060646973,SOUTH ASIA,0,0,GRANTMAKING,720078
201741359349303454,060646973,SOUTH ASIA,0,0,INVESTMENTS,55230
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,3,PROGRAM SERVICES,ACADEMIC COLLABORATIONS,71926
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,ALUMNI RELATIONS,10209
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,1,PROGRAM SERVICES,CONFERENCES & SEMINARS,266011
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,CULTURAL EXCHANGE,30970
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,1,PROGRAM SERVICES,INSTRUCTION/TEACHING,154235
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,3,PROGRAM SERVICES,OTHER MISSION RELATED ACTIVITIES,48975
201741359349303454,060646973,SUB-SAHARAN AFRICA,1,32,PROGRAM SERVICES,RESEARCH,2189150
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,STUDENT RECRUITMENT,62094
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,STUDY ABROAD & OTHER EDUCATIONAL PROGRAMS,35884
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,TRAINING & CLINICAL PRACTICE,268484
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,0,FUNDRAISING,12482
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,0,GRANTMAKING,1469455
201741359349303454,060646973,SUB-SAHARAN AFRICA,0,0,INVESTMENTS,339956006
201700939349300975,410695524,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Community Service-13 Students,21221
201700939349300975,410695524,Central America and the Caribbean,0,0,Program Services,January Term-15 Students,66541
201700939349300975,410695524,East Asia and the Pacific,0,0,Program Services,January Term-45 Students,267207
201700939349300975,410695524,Europe (including Iceland and Greenland),0,0,Program Services,January Term-96 Students,450497
201700939349300975,410695524,South America,0,0,Program Services,January Term-26 Students,129067
201700939349300975,410695524,Sub-Saharan Africa,0,0,Program Services,January Term-12 Students,47717
201700939349300975,410695524,Europe (including Iceland and Greenland),0,0,Program Services,Student Teaching-7 Students,16866
201700939349300975,410695524,Central America and the Caribbean,0,0,Program Services,Study Abroad-2 Students,29950
201700939349300975,410695524,East Asia and the Pacific,0,0,Program Services,Study Abroad-13 Students,172435
201700939349300975,410695524,Europe (including Iceland and Greenland),0,0,Program Services,Study Abroad-66 Students,1156563
201700939349300975,410695524,Middle East and North Africa,0,0,Program Services,Study Abroad-1 Student,21610
