object_id,ein,RgnTxt,OffcsCnt,EmplyCnt,OfActvtsCndctdTxt,RgnTtlExpndtrsAmt
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,CURATORIAL FEE,20654
201711029349300736,750800689,EUROPE,5,PROGRAM SERVICES,STUDY ABROAD,2966131
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,RECRUITING,25389
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,EXHIBIT PREPARATION,510439
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,CONFERENCE,68839
201711029349300736,750800689,EUROPE,INVESTMENTS,62509541
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,MEMBER TOUR,3357
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,RESEARCH,34550
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,PROGRAM DEVELOPMENT,5572
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,LECTURES/MEETINGS,5528
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,FACULTY DEVELOPMENT,425
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,TEACHING,7979
201711029349300736,750800689,EUROPE,PROGRAM SERVICES,TEACHING/RECRUITING,4398
201711029349300736,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,CONFERENCE,440
201711029349300736,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,RECRUITING,28775
201711029349300736,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,STUDY ABROAD,141206
201711029349300736,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,RESEARCH,3222
201711029349300736,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,LECTURE,1293
201711029349300736,750800689,MIDDLE EAST AND NORTH AFRICA,FUNDRAISING,ALUMNI REL/FUNDRAIS,8064
201711029349300736,750800689,NORTH AMERICA,PROGRAM SERVICES,CONFERENCE,47694
201711029349300736,750800689,NORTH AMERICA,FUNDRAISING,ALUMNI REL/FUNDRAIS,2399
201711029349300736,750800689,NORTH AMERICA,PROGRAM SERVICES,RESEARCH/CONFERENCE,15143
201711029349300736,750800689,NORTH AMERICA,PROGRAM SERVICES,RESEARCH,1469
201711029349300736,750800689,NORTH AMERICA,PROGRAM SERVICES,LECTURES,3127
201711029349300736,750800689,NORTH AMERICA,INVESTMENTS,30665304
201711029349300736,750800689,NORTH AMERICA,PROGRAM SERVICES,RECRUITING,10810
201711029349300736,750800689,RUSSIA AND THE NEWLY INDEPENDENT STATES,PROGRAM SERVICES,RESEARCH/CONFERENCE,6448
201711029349300736,750800689,SOUTH AMERICA,PROGRAM SERVICES,CONFERENCE,18296
201711029349300736,750800689,SOUTH AMERICA,PROGRAM SERVICES,RESEARCH/CONFERENCE,3692
201711029349300736,750800689,SOUTH AMERICA,PROGRAM SERVICES,STUDY ABROAD,361946
201711029349300736,750800689,SOUTH AMERICA,PROGRAM SERVICES,RESEARCH,13049
201711029349300736,750800689,SOUTH AMERICA,PROGRAM SERVICES,RECRUITING,10345
201711029349300736,750800689,SOUTH ASIA,PROGRAM SERVICES,RESEARCH/CONFERENCE,28564
201711029349300736,750800689,SOUTH ASIA,PROGRAM SERVICES,RECRUITING,8646
201711029349300736,750800689,SOUTH ASIA,FUNDRAISING,ALUMNI REL/FUNDRAIS,4366
201711029349300736,750800689,SOUTH ASIA,PROGRAM SERVICES,STUDY ABROAD,1223
201711029349300736,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,CONFERENCE,7525
201711029349300736,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,RESEARCH/CONFERENCE,2536
201711029349300736,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,STUDY ABROAD,20113
201711029349300736,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,RECRUITING,2167
201701079349300530,237121060,South America,Send agents to seminar,5623
201701079349300530,237121060,Central America and the Caribbean,Program Services,EDUCATIONAL COURSES,13871
201701079349300530,237121060,Central America and the Caribbean,Program Services,RESEARCH,5853
201701079349300530,237121060,Central America and the Caribbean,Investments,3441458
201711079349300946,953075415,East Asia and the Pacific,0,0,PROGRAM SERVICES,FIELD TRIPS,279259
201711079349300946,953075415,Europe (Including Iceland & Greenland),0,0,PROGRAM SERVICES,FIELD TRIPS,340819
201711079349300946,953075415,Middle East and North Africa,0,0,PROGRAM SERVICES,FIELD TRIPS,373678
201711079349300946,953075415,Sub-Saharan Africa,0,0,PROGRAM SERVICES,FIELD TRIPS,342029
201711079349300946,953075415,Sub-Saharan Africa,0,0,PROGRAM SERVICES,FIELD TRIPS,88528
201740909349300524,340714818,EUROPE,2,18,PROGRAM SERVICES,"ACADEMIC, INSTRUCTION, AND SUPPORT SERVICES, CHRISTIAN OUTREACH",3726719
201740909349300524,340714818,CENTRAL AMERICA AND CARIBBEAN,0,0,PROGRAM SERVICES,"INSTITUTIONAL SUPPORT,CHRISTIAN OUTREACH",122080
201740909349300524,340714818,SOUTH AMERICA,0,0,PROGRAM SERVICES,CHRISTIAN OUTREACH,141541
201740909349300524,340714818,NORTH AMERICA,0,0,PROGRAM SERVICES,CHRISTIAN OUTREACH,16472
201740909349300524,340714818,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,CHISTIAN OUTREACH,5917
201740909349300524,340714818,CENTRAL AMERICA AND CARIBBEAN,0,0,INVESTMENTS,8160713
201740909349300524,340714818,EUROPE,0,0,SCHOLARSHIPS AND FINANCIAL AID,ACADEMIC INSTRUCTIONS,1458215
201740909349300524,340714818,EUROPE,0,0,GENERAL SUPPORT,OPERATING SUPPORT,1348453
201711029349300116,042300472,Europe (Including Iceland and Greenland),1,10,Program Services,VALENCIA CAMPUS,10153010
201711029349300116,042300472,Europe (Including Iceland and Greenland),Program Services,STUDY ABROAD,39486
201711029349300116,042300472,Central America and the Caribbean,Investments,88171699
201711029349300116,042300472,Central America and the Caribbean,9,Program Services,STUDY ABROAD,34083
201711029349300116,042300472,South America,4,Program Services,STUDY ABROAD,51083
201711029349300116,042300472,South Asia,Program Services,STUDY ABROAD,163936
201711029349300116,042300472,North America,3,Program Services,STUDY ABROAD,140728
201701089349301005,570314406,Central America and the Caribbean,0,0,Program Services,Study Abroad,26080
201701089349301005,570314406,Middle East and North Africa,0,0,Program Services,Study Abroad,23746
201701089349301005,570314406,South America,0,0,Program Services,Study Abroad,46408
201701089349301005,570314406,South Asia,0,0,Program Services,Study Abroad,15144
201701089349301005,570314406,Europe (Including Iceland & Greenland),0,0,Program Services,Study Abroad,34051
201700979349300740,111630830,Europe (Including Iceland and Greenland),3,98,Program Services,Instruction,8069903
201700979349300740,111630830,South America,3,Program Services,Instruction,165543
201700979349300740,111630830,East Asia and the Pacific,2,Program Services,Instruction,23473
201700979349300740,111630830,Central America and the Caribbean,Investments,114818097
201700979349300740,111630830,Europe (Including Iceland and Greenland),Conduct board meetings,91424
201700979349300740,111630830,East Asia and the Pacific,6,Program Services,Recruiting,86121
201700979349300740,111630830,South Asia,Program Services,Recruiting,23010
201700979349300740,111630830,Middle East and North Africa,Program Services,Recruiting,6991
201700979349300740,111630830,Europe (Including Iceland and Greenland),2,Program Services,Recruiting,54876
201700979349300740,111630830,Russia and the Newly Independent States,Program Services,Recruiting,6277
201700979349300740,111630830,North America,Program Services,Recruiting,4792
201700979349300740,111630830,South America,Program Services,Recruiting,6145
201700979349300740,111630830,Europe (Including Iceland and Greenland),Investments,2321704
201701089349300625,590624440,East Asia and the Pacific,0,0,Programs - Australia,Semester study abroad,315141
201701089349300625,590624440,Europe,0,1,"Programs - Asturias, Spain",Semester study abroad,66605
201701089349300625,590624440,Europe,0,0,Programs - London,Semester study abroad,482540
201701089349300625,590624440,Europe,0,0,Programs - Germany,Semester study abroad,61992
201701089349300625,590624440,South America,0,0,Programs - Argentina & Peru,Semester study abroad,85023
201701089349300625,590624440,Europe,0,0,Programs - Italy,Semester study abroad,239319
201701089349300625,590624440,Europe,0,0,"Program - Lancaster, U.K.",Semester study abroad,14178
201701089349300625,590624440,Europe,0,0,"Programs - Hollins, France",Semester study abroad,231458
201701089349300625,590624440,East Asia and the Pacific,0,0,"Programs-China,Hong Kong,Japan","Semester,ShortTrm&Study Abroad",139637
201701089349300625,590624440,Europe,0,0,"Programs - Germany, Poland",Short term study abroad,44601
201701089349300625,590624440,Europe,0,0,"Programs - Ireland, Scotland",Semester/ShortTrm Study Abroad,87296
201701089349300625,590624440,Middle East and North Africa,0,0,Programs - Israel & Jordan,Semester study abroad,71370
201701089349300625,590624440,Europe,0,0,"Programs - Balkans, Greece",Semester study abroad,107710
201701089349300625,590624440,South Asia,0,0,Programs - India,Semester study abroad,37525
201701089349300625,590624440,East Asia and the Pacific,0,0,Programs - Samoa & Tibet,Semester study abroad,77250
201701089349300625,590624440,Europe,0,0,Programs - Spain,Summer study abroad,211736
201701089349300625,590624440,Central America/Caribbean,0,0,Programs - Costa Rica,Summer&short term study abroad,119846
201701089349300625,590624440,Central America/Caribbean,0,0,Programs - Bahamas,Short term study abroad,16744
201701089349300625,590624440,North America,0,0,Program - Mexico,Short term study abroad,0
201701089349300625,590624440,South America,0,0,Program - Brazil/Chile,Short term study abroad,0
201701089349300625,590624440,East Asia and the Pacific,0,0,Programs - Vietnam,Short term study abroad,32905
201701089349300625,590624440,Europe,0,0,Programs - London/English Art,Short term study abroad,39551
201701089349300625,590624440,Europe,0,0,Programs - Croatia & Czech Rep,Short term study abroad,35597
201701089349300625,590624440,Central American and Caribbean,0,0,Programs - Dominican Republic,Short term study abroad,33408
201701089349300625,590624440,Europe,0,0,Programs - Netherlands,Short term study abroad,253
201701089349300625,590624440,East Asia and the Pacific,0,0,Programs - China & Japan,Short term study abroad,60152
201701119349300805,420703280,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDY ABROAD,4934
201701119349300805,420703280,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDY ABROAD,39483
201701119349300805,420703280,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,STUDY ABROAD,479259
201701119349300805,420703280,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,STUDY ABROAD,41150
201701119349300805,420703280,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDY ABROAD,135094
201701119349300805,420703280,SOUTH ASIA,0,0,PROGRAM SERVICES,STUDY ABROAD,53866
201701119349300805,420703280,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,STUDY ABROAD,18299
201701119349300805,420703280,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,13400280
201701089349300705,030179424,EAST ASIA & THE PACIFIC,0,0,PROGRAM SERVICES,STUDENTS STUDYING ABROAD,273871
201701089349300705,030179424,EUROPE,0,0,PROGRAM SERVICES,STUDENTS STUDYING ABROAD,455839
201701089349300705,030179424,MIDDLE EAST & NORTH AFRICA,0,0,PROGRAM SERVICES,STUDENTS STUDYING ABROAD,15804
201701089349300705,030179424,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDENTS STUDYING ABROAD,23200
201701089349300705,030179424,CENTRAL AMERICA & THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDENTS STUDYING ABROAD,37544
201701089349300705,030179424,EAST ASIA & THE PACIFIC,0,0,PROGRAM SERVICES,VOLUNTEERING,45560
201701089349300705,030179424,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,VOLUNTEERING,16330
201701089349300705,030179424,CENTRAL AMERICA & THE CARIBBEAN,0,0,INVESTMENTS,43965705
201701089349300705,030179424,SUB-SAHARAN AFRICA,0,0,INVESTMENTS,982573
201701089349300705,030179424,EAST ASIA & THE PACIFIC,0,0,PROGRAM SERVICES,FACULTY DEVELOPMENT,7309
201701089349300705,030179424,EUROPE,0,0,PROGRAM SERVICES,FACULTY DEVELOPMENT,27545
201701089349300705,030179424,EAST ASIA & THE PACIFIC,0,0,PROGRAM SERVICES,SCHOLARSHIPS FOR INTERNATIONAL STUDY,75289
201701089349300705,030179424,EUROPE,0,0,PROGRAM SERVICES,SCHOLARSHIPS FOR INTERNATIONAL STUDY,59500
201701089349300705,030179424,MIDDLE EAST & NORTH AFRICA,0,0,PROGRAM SERVICES,SCHOLARSHIPS FOR INTERNATIONAL STUDY,7500
201701089349300705,030179424,RUSSIA AND NEIGHBORING STATES,0,0,PROGRAM SERVICES,SCHOLARSHIPS FOR INTERNATIONAL STUDY,8540
201701089349300705,030179424,EAST ASIA & THE PACIFIC,0,1,PROGRAM SERVICES,INSTRUCTION,16045
201701089349300705,030179424,EUROPE,1,6,PROGRAM SERVICES,INSTRUCTION,249756
201701089349300705,030179424,SOUTH AMERICA,0,0,PROGRAM SERVICES,BUSINESS DEVELOPMENT,5500
201711009349301451,251120678,CENTRAL AMERICA & THE CARIBBEAN,PROGRAM SERVICES,"STUDY ABROAD PROGRAMS, 83 PARTICIPANTS",227009
201711009349301451,251120678,EUROPE (INCLUDING ICELAND AND GREENLAND),PROGRAM SERVICES,"STUDY ABROAD PROGRAMS, 68 PARTICIPANTS",445499
201711089349301151,042199867,Europe (Including Iceland and Greenland),Program Services,Study Abroad,62559
201711089349301151,042199867,Europe (Including Iceland and Greenland),Grantmaking,Scholarships,170900
201730909349300418,362169145,Europe (Including Iceland and Greenland),Grantmaking,Study Abroad,136102
201721079349301457,141338498,Europe (Including Iceland and Greenland),Program Services,SERVICE TRIPS,1493
201721079349301457,141338498,Central America and the Caribbean,Program Services,SERVICE TRIPS,12266
201721079349301457,141338498,South America,Program Services,SERVICE TRIPS,694
201721079349301457,141338498,Sub-Saharan Africa,Program Services,SERVICE TRIPS,1389
201721079349301457,141338498,North America,Program Services,SERVICE TRIPS,2420
201721079349301457,141338498,Europe (Including Iceland and Greenland),Program Services,SCHOLARSHIPS,660079
201721079349301457,141338498,Middle East and North Africa,Program Services,SCHOLARSHIPS,2500
201721079349301457,141338498,South America,Program Services,SCHOLARSHIPS,157172
201721079349301457,141338498,Sub-Saharan Africa,Program Services,SCHOLARSHIPS,134581
201721079349301457,141338498,East Asia and the Pacific,Program Services,SCHOLARSHIPS,113322
201721079349301457,141338498,South Asia,Program Services,SCHOLARSHIPS,14000
201721079349301457,141338498,North America,Program Services,SCHOLARSHIPS,306603
201721079349301457,141338498,Europe (Including Iceland and Greenland),Program Services,STUDY ABROAD PROGRAM,607894
201721079349301457,141338498,East Asia and the Pacific,Program Services,STUDY ABROAD PROGRAM,115969
201721079349301457,141338498,Central America and the Caribbean,Investments,24145897
201701089349300750,850297355,"Europe (Including Iceland & Greenland) - Albania, Andorra, Austria, Belgium",0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,2390065
201701089349300750,850297355,"East Asia and the Pacific - Australia, Brunei, Burma, Cambodia,",0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,1035236
201701089349300750,850297355,"North America - Canada and Mexico, but but not the United States",0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,837992
201701089349300750,850297355,"Central America and the Caribbean - Antigua & Barbuda, Aruba, Bahamas,",0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,352850
201701089349300750,850297355,"Sub-Saharan Africa - Angola, Benin, Botswana, Burkina, Faso,",0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,341725
201701089349300750,850297355,"Russia and Neighboring States - Armenia, Azerbijan, Belarus,",0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,172700
201711049349300601,560556753,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,12275317
201711049349300601,560556753,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,INVESTMENTS,295452
201701099349300840,221494428,East Asia and the Pacific,0,0,Program Services,Student recruitment,22800
201701099349300840,221494428,Europe (Including Iceland and Greenland),0,0,Program Services,Student Recruitment,370
201701099349300840,221494428,Central America and the Caribbean,0,0,Program Services,Student Recruitement,1055
201701099349300840,221494428,Middle East and North Africa,0,0,Program Services,student recruitment,4850
201701099349300840,221494428,North America (Canada & Mexico only),0,0,Program Services,student recruitment & conference,1351
201701099349300840,221494428,South America,0,0,Program Services,student recruitment & conference,191
201741329349304499,741613878,Europe (Including Iceland and Greenland),Grantmaking,Grants for pediat aids,696853
201741329349304499,741613878,Sub-Saharan Africa,Grantmaking,GRANTS FOR PEDIAT AIDS,5408762
201741329349304499,741613878,South America,Grantmaking,GRANTS FOR PEDIAT AIDS,390350
201741329349304499,741613878,Europe (Including Iceland and Greenland),Investments,INVESTMENTS,525287
201701089349300025,160743045,EUROPE,0,7,PROGRAM SERVICES,VARIOUS SEMESTER LONG ACADEMIC COURSES AND 3 WEEK TRAVEL COURSES,310698
201701089349300025,160743045,SUB-SAHARAN AFRICA,1,7,PROGRAM SERVICES,SEMESTER LONG ACADEMIC COURSES,312473
201701089349300025,160743045,CENTRAL AMERICA,0,1,PROGRAM SERVICES,3 WEEK ACADEMIC TRAVEL COURSE,26309
201701089349300025,160743045,CAYMAN ISLANDS,0,0,INVESTMENT,POINTER OFFSHORE LTD,470851
201701089349300025,160743045,VARIOUS COUNTRIES,0,0,INVESTMENT,"SIRE PARTNERS, LP",202674
201701049349300620,381308480,"Central America and the Caribbean - Antigua & Barbuda, Aruba, Bahamas,",0,0,INVESTMENTS,N/A,7544153
201741359349308519,381368367,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,SCHOLARSHIPS,87524
201741359349308519,381368367,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,SCHOLARSHIPS,40243
201741359349308519,381368367,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,SCHOLARSHIPS AND TRANSLATION SOCIETY GRANTS,28260
201741359349308519,381368367,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,SCHOLARSHIPS,18100
201741359349308519,381368367,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,SCHOLARSHIPS,22590
201741359349308519,381368367,NORTH AMERICA,0,0,PROGRAM SERVICES,SCHOLARSHIPS AND TRANSLATION SOCIETY GRANTS,12209
201741329349305774,131740451,Europe (Including Iceland and Greenland),1,15,Program Services,GLOBAL STUDIES,4364595
201741329349305774,131740451,Europe (Including Iceland and Greenland),1,2,Program Services,STUDY ABROAD,285221
201741329349305774,131740451,Sub-Saharan Africa,2,Program Services,LAW SCH. PROGRAM,112808
201741329349305774,131740451,Europe (Including Iceland and Greenland),3,Program Services,LAW SCH. PROGRAM,116199
201741329349305774,131740451,Sub-Saharan Africa,1,Program Services,GLOBAL STUDIES,729474
201741329349305774,131740451,East Asia and the Pacific,10,Program Services,GLOBAL STUDIES,322059
201741329349305774,131740451,Central America and the Caribbean,Program Services,INVESTMENTS,211329866
201741329349305774,131740451,Europe (Including Iceland and Greenland),Grantmaking,37225
201731249349301233,111630822,Europe (Including Iceland and Greenland),1,5,Program Services,INSTRUCTIONAL,1091270
201731249349301233,111630822,Central America and the Caribbean,Investments,17537195
201711079349300031,250981156,NORTH AMERICA,0,0,PROGRAM SERVICES,FACULTY/STAFF TRAVELING OUTSIDE OF THE US,7497
201711079349300031,250981156,NORTH AMERICA,0,0,PROGRAM SERVICES,FACULTY/STAFF TRAVELING OUTSIDE OF THE US INCLUDING STUDENTS ATTENDING CONFERENCE,2948
201711079349300031,250981156,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,FACULTY/STAFF TRAVELING OUTSIDE OF THE US,11796
201711079349300031,250981156,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDENT TRAVEL,1400
201711079349300031,250981156,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,STUDY ABROAD PROGRAM,GERMANY/CZEH AND LONDON TRAVEL ABROAD,527384
201711079349300031,250981156,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,STUDENT TRAVEL,500
201711079349300031,250981156,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDENT TRAVEL,150
201711079349300031,250981156,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,N/A,13352471
201701319349301740,042104329,Europe (including Iceland and Greenland),0,0,Grantmaking,Scholarships,120700
201701319349301740,042104329,East Asia and the Pacific,0,0,Grantmaking,Scholarships,243705
201701319349301740,042104329,South Asia,0,0,Grantmaking,Scholarships,14280
201701319349301740,042104329,"North America (including Canada and Mexico, but not the United States)",0,0,Grantmaking,Scholarships,17280
201701319349301740,042104329,South America,0,0,Grantmaking,Scholarships,30720
201701319349301740,042104329,Sub-Saharan Africa,0,0,Grantmaking,Scholarships,16660
201701319349301740,042104329,Middle East and North Africa,0,0,Grantmaking,Scholarships,10490
201701319349301740,042104329,Europe (including Iceland and Greenland),0,0,Program Services,Educational/Research,31879
201701319349301740,042104329,East Asia and the Pacific,0,0,Program Services,Educational/Research,31192
201701319349301740,042104329,Central America and the Caribbean,0,0,Program Services,Educational/Research,7300
201701319349301740,042104329,Central America and the Caribbean,0,0,Investments,3442825
201701289349301840,041958460,Europe (including Iceland and Greenland),2,2,Program Services,Study abroad program for approximately 123 students,814729
201701289349301840,041958460,Europe (including Iceland and Greenland),0,0,Grantmaking,592260
201701289349301840,041958460,Central America and the Caribbean,0,0,Investments,13277364
201701289349302010,340714600,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,STUDY ABROAD PROGRAM,42000
201701289349302010,340714600,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,6105287
201701289349302010,340714600,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,INVESTMENTS,946708
201721019349300342,741143128,Europe (Including Iceland and Greenland),Program services,EDUCATION PROGRAM,60536
201721019349300342,741143128,Europe (Including Iceland and Greenland),Program services,EDUCATION PROGRAM,119749
201721019349300342,741143128,Europe (Including Iceland and Greenland),Program services,EDUCATION PROGRAM,262061
201721019349300342,741143128,Europe (Including Iceland and Greenland),Program services,EDUCATION PROGRAM,92303
201721019349300342,741143128,East Asia and the Pacific,Program services,EDUCATION PROGRAM,42570
201721019349300342,741143128,East Asia and the Pacific,Program services,EDUCATION PROGRAM,34256
201721019349300342,741143128,East Asia and the Pacific,Program services,EDUCATION PROGRAM,82159
201701289349301015,952882724,"NORTH AMERICA - CANADA AND MEXICO, BUT BUT NOT THE UNITED STATES",0,3,PROGRAM SERVICES - EDUCATION
201701289349301015,952882724,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",0,0,PROGRAM SERVICES - EDUCATION
201701289349301015,952882724,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",0,0,PROGRAM SERVICES - EDUCATION
201701289349301015,952882724,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",0,0,PROGRAM SERVICES - EDUCATION
201701289349301015,952882724,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES - EDUCATION
201701289349301015,952882724,SOUTH AMERICA,0,0,PROGRAM SERVICES - EDUCATION
201721039349300317,750827465,Central America and the Caribbean,0,0,Program Services,"STUDY ABROAD, RECRUITING, RESEARCH, SERVICE LEARNING, CONFERENCES, INSTRUCTIONAL DEVELOPMENT",237673
201721039349300317,750827465,East Asia and the Pacific,0,0,Program Services,"STUDY ABROAD, RECRUITING, CONFERENCES, RESEARCH",212319
201721039349300317,750827465,Europe (Including Iceland and Greenland),0,1,Program Services,"STUDY ABROAD, RECRUITING, INSTRUCTIONAL DEVELOPMENT, ATHLETIC COMPETITION, CONFERENCES, RESEARCH",1894922
201721039349300317,750827465,Middle East and North Africa,0,0,Program Services,CONFERENCES,5974
201721039349300317,750827465,North America (Canada & Mexico only),0,0,Program Services,"RECRUITING, RESEARCH, CONFERENCES, STUDY ABROAD, ATHLETIC COMPETITION",134561
201721039349300317,750827465,South America,0,0,Program Services,"STUDY ABROAD, RECRUITING, RESEARCH, CONFERENCE",347408
201721039349300317,750827465,South Asia,0,0,Program Services,RESEARCH,3333
201721039349300317,750827465,Russia and Neighboring States,0,0,Program Services,"STUDY ABROAD, RESEARCH",3169
201721039349300317,750827465,Central America and the Caribbean,Investments,435434107
201721039349300317,750827465,Europe (Including Iceland and Greenland),Investments,19007620
201721039349300317,750827465,North America (Canada & Mexico only),Investments,2278723
201721039349300317,750827465,Sub-Saharan Africa,0,0,Program Services,"STUDY ABROAD, RESEARCH, CONFERENCES",119308
201721039349300317,750827465,East Asia and the Pacific,Grantmaking,13306
201721039349300317,750827465,North America (Canada & Mexico only),Grantmaking,45215
201721039349300317,750827465,Central America and the Caribbean,0,0,Grantmaking,8837
201721039349300317,750827465,Europe (Including Iceland and Greenland),0,0,Grantmaking,7000
201741229349301759,350868202,Central America and the Caribbean,Investments,41320158
201741229349301759,350868202,North America,Investments,6376104
201711029349300706,350868158,Europe (Including Iceland and Greenland),1,17,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,2289474
201711029349300706,350868158,South America,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,106925
201711029349300706,350868158,East Asia and the Pacific,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,124488
201711029349300706,350868158,Central America and the Caribbean,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,12
201711029349300706,350868158,Sub-Saharan Africa,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,29717
201711029349300706,350868158,Central America and the Caribbean,Investments,1130743
201711029349300706,350868158,Middle East and North Africa,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,183
201721019349300832,952261113,Central America and the Caribbean,1,1,Program services,Education,281038
201721019349300832,952261113,Europe (including Iceland and Greenland),1,1,Program services,Education,20336
201721019349300832,952261113,South America,1,1,Program services,Education,208859
201721019349300832,952261113,South Asia,1,1,Program services,Education,293321
201721019349300832,952261113,Sub-Saharan Africa,1,1,Program services,Education,289274
201721019349300832,952261113,Central America and the Caribbean,0,0,Investments,15272263
201721019349300832,952261113,East Asia and the Pacific,0,0,Investments,3572409
201721019349300832,952261113,Europe (including Iceland and Greenland),0,0,Investments,5936337
201721019349300832,952261113,Middle East and North Africa,0,0,Investments,19471
201731089349300033,750926755,Europe (Including Iceland and Greenland),1,22,Program Services,Rome Campus,2299225
201731089349300033,750926755,Central America and the Caribbean,Investments,2981342
201731079349300043,060653264,East Asia and the Pacific,1,3,Program Services,EXPENSES FOR A CULINARY EDUCATIONAL PROGRAM IN THE COUNTRY OF SINGAPORE,1507418
201731079349300043,060653264,Europe (including Iceland and Greenland),0,0,Program Services,"INTERNATIONAL COURSES FOR STUDENTS MATRICULATED IN THE INSTITUTE'S FOUR YEAR BACHELOR'S PROGRAM STUDIES. AS PART OF THE STUDENT'S EDUCATIONAL EXPERIENCE, THEY ARE TAKEN ON A 3 WEEK TRIP TO EITHER SPAIN, ITALY, FRANCE, PERU & CHINA",1193199
201731079349300043,060653264,East Asia and the Pacific,0,0,Grantmaking,SCHOLARSHIPS TO FOREIGN STUDENTS,625048
201741019349300209,020263136,"Europe (Including Iceland & Greenland) - Albania, Andorra, Austria, Belgium",0,0,International Education Programs,Expenditures,93135
201701309349303620,362177139,EUROPE (INCLUDING ICELAND & GREENLAND),2,31,PROGRAM SERVICES,INSTRUCTION,19810050
201701309349303620,362177139,RUSSIA AND NEIGHBORING STATES,PROGRAM SERVICES,INSTRUCTION,60788
201701309349303620,362177139,EAST ASIA AND THE PACIFIC,2,23,PROGRAM SERVICES,INSTRUCTION,19148265
201701309349303620,362177139,SOUTH ASIA,PROGRAM SERVICES,INSTRUCTION,124551
