object_id,ein,GrntRcrdsMntndInd,Ttl501c3OrgCnt,TtlOthrOrgCnt
201423169349301652,204811544,1,-,-
201443179349303604,231352008,1,-,-
201443159349302919,042104451,1,-,-
201403249349300010,237034324,1,-,-
201443189349301799,410693962,1,4,0
201403499349301200,237410494,false,-,-
201403529349300205,580566143,1,-,-
201423529349300412,370661211,1,-,-
201423529349300507,611312812,1,-,-
201423459349300407,204499806,false,0,0
201443399349300804,410970173,true,-,-
201443189349302089,581418202,1,-,-
201423219349311822,274967732,true,2,0
201423429349300102,560547511,1,-,-
201423519349300952,610660795,1,-,-
201423129349300002,566049935,1,-,-
201443189349306249,133705284,0,0,0
201443189349300214,410698301,1,23,0
201443189349300934,237275366,1,1,1
201443229349301409,237424429,1,-,-
201423219349308422,237275328,0,-,-
201443189349305919,480554341,1,-,-
201433449349300008,620202000,1,-,-
201413399349300426,541919810,1,-,-
201433189349302568,610461768,false,-,-
201423189349304887,810661056,1,-,-
201433189349304123,390821861,1,-,-
201443219349305534,591407629,false,-,-
201423219349310327,430652649,1,-,-
201403439349300910,030197728,false,-,-
201433219349301053,470489031,1,-,-
201433239349300603,750827421,true,-,-
201433439349300608,410789397,true,-,-
201443369349300524,060646520,1,-,-
201423189349306322,591092732,1,-,-
201433219349304933,263162145,true,7,0
201430929349300603,640902475,1,-,-
201440929349300539,270115197,true,-,-
201412259349303556,260536138,true,-,-
201411259349301806,454971921,1,-,-
201401209349301165,942514843,true,-,-
201412379349300121,616002351,1,-,-
201431259349300328,237242844,true,-,-
201412379349300321,454620000,true,3,-
201401339349300200,460515673,-,-,-
201412469349300551,610470593,1,-,-
201402549349300300,522242995,true,-,-
201442669349300809,311695478,1,-,-
201422669349300042,850164940,1,-,-
201422749349301027,630338081,1,-,-
201441609349300709,486106237,1,-,-
201421679349300807,020332032,1,-,-
201442269349303034,480851998,true,-,-
201401699349300610,137096544,true,1,0
201401629349300200,263453472,false,-,-
201412029349300321,620481463,1,-,-
201402559349300200,350715530,true,-,-
201412179349300006,134304343,1,-,-
201402869349300200,480548361,1,-,-
201412899349300621,562231069,1,-,-
201412809349300031,237428512,false,0,1
201402879349301520,954529650,1,-,-
201412879349300241,344429091,true,3,-
201412879349300626,550370901,true,-,-
201412879349301026,630329409,1,-,-
201403009349300885,316064854,true,-,-
201442879349300724,350868095,-,-,-
201422819349300432,620819352,1,-,-
201433179349304223,421351526,1,1,0
201423149349302187,420686467,1,-,-
201443179349306519,200180768,1,-,-
201413289349300436,610466713,1,-,-
201443179349304359,351065063,1,-,-
201433149349301113,390978445,1,-,-
201443159349300979,942515428,1,-,-
201443169349304464,880121831,1,-,-
201443159349300804,350885591,true,7,-
201443179349306614,131662715,true,-,-
201433179349304333,250965603,1,1,-
201433179349305423,391620530,1,-,-
201423169349304852,810231774,1,-,-
201423169349303627,350886846,1,-,-
201443169349303414,541031437,1,-,-
