object_id,ein,OfAssstncTxt,RgnTxt,RcpntCnt,CshGrntAmt,MnnrOfCshDsbrsmntTxt,NnCshAssstncAmt,DscrptnOfNnCshAsstTxt,VltnMthdUsdDsc
201403529349300205,580566143,Financial assistance/scholarships,East Asia and the Pacific,12,374757,Posted to student account,FMV
201403529349300205,580566143,Financial assistance/scholarships,Europe,10,270987,Posted to student account,FMV
201403529349300205,580566143,Financial assistance/scholarships,Russia & the Newly Independent States -,4,109817,Posted to student account,FMV
201403529349300205,580566143,Financial assistance/scholarships,South America,1,34778,Posted to student account,FMV
201403529349300205,580566143,Financial assistance/scholarships,South Asia,4,141613,Posted to student account,FMV
201403529349300205,580566143,Financial assistance/scholarships,Sub-Saharan Africa,3,77556,Posted to student account,FMV
201403529349300205,580566143,Financial assistance/scholarships,"North America - Canada and Mexico, but",2,39403,Posted to student account,FMV
201433469349300968,980042539,"We are a Canadian organization, all of our grants and assistance to individuals are paid in Canada, which is outside the US. The amounts include general scholarships and awards, Masters awards PhD awards, Post Doctoral awards, and other trust scholarships and bursaries.","North America (including Canada and Mexico, but not the United States)",9700,21942572,"Cheques, direct deposit, or application to student accounts",0
201423129349300002,566049935,CASH GRANT,AUSTRALIA/NEW ZELAND,2,3250,TRAVEL COMMITTEE APPROVAL,NEED AND ACADEMIC BASED QUALIFICATION
201423129349300002,566049935,CASH GRANT,AFRICA,7,4250,TRAVEL COMMITTEE APPROVAL,NEED AND ACADEMIC BASED QUALIFICATION
201423129349300002,566049935,CASH GRANT,COSTA RICA,6,8750,TRAVEL COMMITTEE APPROVAL,NEED AND ACADEMIC BASED QUALIFICATION
201433189349304123,390821861,SCHOLARSHIPS FOR GRADUATE STUDENTS,SUB SAHARAN AFRICA - MALAWI,10,64210,GRANTS AND SCHOLARSHIPS
201433189349304123,390821861,SCHOLARSHIP,"SUB-SAHARAN AFRICA - GHANA, KENYA, UGANDA",4,145422,GRANTS AND SCHOLARSHIPS,FMV
201433189349304123,390821861,CASH,SUB SAHARAN AFRICA - MALAWI,2,11260,WIRE TRANSFER
201433239349300603,750827421,Student Aid,East Asia and the Pacific,150,369462,Tuition discount for online courses,Fair market value
201433239349300603,750827421,Student Aid,Central America and the Caribbean,1,760,wire tfr,Fair market value
201433239349300603,750827421,Student Aid for Study Tour,Middle East and North Africa,36,55000,Traveltuition discount,Fair market value
201441609349300709,486106237,DOCTORAL SCHOLARSHIP ASSISTANCE,EAST ASIA AND THE PACIFIC -,5,40890,CASH PAYMENT TO KANSAS STATE UNIVERSITY
201422819349300432,620819352,"CASH SCHOLARSHIPS FOR NON-U.S. CITIZENS ATTENDING EMMANUEL CHRISTIAN SEMINARY IN CARTER COUNTY, TENNESSEE",NORTH AMERICA,1,4494,SCHOLARSHIP CREDITED DIRECTLY TO STUDENT'S ACCOUNT,0,N/A,CASH PAID
201422819349300432,620819352,"CASH SCHOLARSHIPS FOR NON-U.S. CITIZENS ATTENDING EMMANUEL CHRISTIAN SEMINARY IN CARTER COUNTY, TENNESSEE",SOUTH AMERICA,4,40642,SCHOLARSHIP CREDITED DIRECTLY TO STUDENT'S ACCOUNT,0,N/A,CASH PAID
201422819349300432,620819352,"CASH SCHOLARSHIPS FOR NON-U.S. CITIZENS ATTENDING EMMANUEL CHRISTIAN SEMINARY IN CARTER COUNTY, TENNESSEE",CENTRAL AMERICA AND THE CARIBBEAN,1,6215,SCHOLARSHIP CREDITED DIRECTLY TO STUDENT'S ACCOUNT,0,N/A,CASH PAID
