object_id,ein,FrgnCntryCd
201703429349300225,750800653,UK
201733149349303183,131624135,EI
201733149349303183,131624135,VI
201733149349303183,131624135,CJ
201733179349302768,362169147,CJ
201733149349303603,410698301,CJ
201733149349303603,410698301,SZ
201723199349317017,271503981,CA
201723389349300157,590624459,CJ
201713149349301601,136171197,MX
201723389349300437,540575812,CA
201743199349316699,221487307,CJ
201723199349310852,710236856,CJ
201723259349300002,041843040,FR
201723259349300002,041843040,GM
201723259349300002,041843040,IT
201723259349300002,041843040,SZ
201713189349305446,416011702,GM
201713189349305446,416011702,CJ
201713189349305446,416011702,EI
201713189349305446,416011702,MX
201723179349302037,430471057,CJ
201703469349300115,620812782,IT
201733329349300768,750851900,UK
201713199349307426,581581103,CJ
201713199349317036,111631796,CJ
201713199349317036,111631796,CA
201713199349317036,111631796,EI
201743199349304204,953797687,BE
201743199349304204,953797687,BC
201743199349304204,953797687,HK
201743199349304204,953797687,IN
201743199349304204,953797687,IS
201743199349304204,953797687,JA
201743199349304204,953797687,SF
201743199349304204,953797687,TW
201743199349304204,953797687,TH
201743199349304204,953797687,AE
201743199349304204,953797687,UK
201703139349301520,370706154,CJ
201820089349300342,010211497,SP
201820089349300342,010211497,FR
201820089349300342,010211497,UK
201840389349301314,410693960,CJ
201800449349301720,951958142,AS
201800449349301720,951958142,UK
201702879349300015,770495439,OC
201713129349301526,340714585,CA
201713129349301526,340714585,CJ
201713129349301526,340714585,GR
201713129349301526,340714585,TU
201713129349301526,340714585,LU
201713129349301526,340714585,KS
201713129349301526,340714585,UK
201713129349301526,340714585,SA
201713129349301526,340714585,GM
201713129349301526,340714585,EI
201713129349301526,340714585,BE
201713129349301526,340714585,IT
201713129349301526,340714585,IS
201713129349301526,340714585,SW
201820369349300447,150532239,FR
201820369349300447,150532239,SP
201820369349300447,150532239,UK
201820439349300202,042104258,IT
201840379349300034,430653369,CJ
201800249349301300,420680466,GM
201800249349301300,420680466,IT
201800249349301300,420680466,MT
201800249349301300,420680466,UK
201742839349301309,350868181,EI
201800549349300820,150532204,UK
201820439349300532,131624158,VI
201820439349300532,131624158,CJ
201820439349300532,131624158,UK
201820439349300532,131624158,CA
201820669349300807,910473310,CJ
201820669349300807,910473310,CS
201820689349300622,430652667,BR
201820689349300622,430652667,CH
201820689349300622,430652667,CY
201820689349300622,430652667,EZ
201820689349300622,430652667,FR
201820689349300622,430652667,IN
201820689349300622,430652667,EI
201820689349300622,430652667,LG
201820689349300622,430652667,MY
201820689349300622,430652667,MX
201820689349300622,430652667,NL
201820689349300622,430652667,PL
201820689349300622,430652667,SN
201820689349300622,430652667,SP
201820689349300622,430652667,TH
201820689349300622,430652667,UK
201820689349300622,430652667,SF
201800859349300215,941156599,CJ
201810859349300711,362170136,IN
201840589349300829,221487307,CJ
201840249349300129,381369604,CA
201820509349300632,362167048,RP
201820859349300777,640303086,UK
201820729349300307,750851900,UK
201820889349300107,741159753,CJ
201820889349300107,741159753,SP
201820889349300107,741159753,UK
201840449349300149,340868798,IT
201840749349300514,930391586,CS
201830659349300008,930401259,AU
201830949349300223,952944594,OC
201821029349300147,741143128,CJ
201810979349300416,160743045,TZ
201810979349300416,160743045,CJ
201810979349300416,160743045,UK
201820659349300327,560530242,IT
201811019349301311,941156628,CH
201811019349301311,941156628,RP
201811019349301311,941156628,TH
201840249349301509,860294012,OC
201810589349300521,344428219,GM
201830729349300643,530196549,BE
201830729349300643,530196549,SP
201801019349301035,750926755,IT
201800879349300705,237223216,FR
201800879349300705,237223216,IT
201800879349300705,237223216,UK
201800609349300110,231352692,CJ
201800609349300110,231352692,BD
201800609349300110,231352692,VI
201810949349300111,231352621,FR
201840959349300959,910236600,IT
201830719349300503,131632522,CJ
201820949349300602,760690847,OC
201800719349300110,460224588,CJ
201800719349300110,460224588,EI
201820999349300432,620518288,BE
201820739349300342,710239576,UK
201801029349300930,750800689,UK
201820979349300602,381367080,EI
201810819349301201,340714818,AU
201810579349301301,350868074,UK
201840879349300324,930386858,GM
201840579349301209,390833608,CJ
201820579349300852,231352620,AS
201820579349300852,231352620,EI
201820579349300852,231352620,GR
201820579349300852,231352620,IT
201820579349300852,231352620,NZ
