object_id,ein,GrntRcrdsMntndInd,Ttl501c3OrgCnt,TtlOthrOrgCnt
201713469349300626,166031585,1,-,-
201723419349300107,237373765,1,-,-
201713179349308351,462711511,1,-,-
201703479349300920,910615846,1,-,-
201703429349300225,750800653,1,-,-
201713469349300631,943204136,1,-,-
201713489349300116,390806263,1,-,-
201703179349301545,810231774,1,-,-
201703189349310400,452880238,1,-,-
201713189349308761,030197728,false,-,-
201703189349308560,581418202,1,1,-
201713199349303801,160743900,1,-,-
201743189349312639,231352008,0,-,-
201743179349306289,230973290,1,-,-
201733149349303423,042104451,1,-,-
201733189349306558,231937954,1,-,-
201743259349300804,370661231,true,-,-
201743189349307114,370661491,1,-,-
201713179349305811,250965603,1,2,0
201743179349308264,320237828,1,2,4
201703489349300545,460623034,true,-,-
201703189349313305,451171945,true,-,-
201703189349308925,480543728,true,-,-
201733149349303603,410698301,1,25,0
201713199349319176,566049935,1,-,-
201723489349300207,620548913,1,-,-
201723469349300327,237032625,false,-,-
201743199349313719,204811544,1,-,-
201723389349300157,590624459,true,-,-
201733189349311103,421351526,1,-,-
201723479349300827,350869063,1,-,-
201723429349300512,560530240,1,-,-
201713149349301601,136171197,true,-,-
201723199349309337,810661056,1,6,59
201723199349310802,274967732,true,35,-
201713149349301516,240795439,1,-,-
201703179349301205,560767736,true,-,-
201733149349304118,941570130,1,1,0
201723199349307467,202884155,true,0,0
201713189349310926,810994377,1,-,-
201723389349300437,540575812,1,-,-
201733189349313563,473609601,false,-,-
201733179349307033,471994752,true,-,-
201733149349300543,390978445,1,-,-
201743459349300439,840442429,true,-,-
201723199349310332,770495799,true,1,0
201703189349306125,020223955,1,-,-
201723329349300802,560530251,1,-,-
201723329349300722,350868101,true,-,-
201713139349300211,200617900,1,-,-
201723259349300002,041843040,true,4,-
201713199349309401,930433696,1,0,0
201743199349307739,231352626,1,-,-
201723329349300637,750808791,true,0,0
201713189349303286,390806325,1,-,-
201723179349302037,430471057,true,-,-
201733229349300208,741994810,true,1,0
201713469349300511,201730126,true,0,0
201703349349300500,510109178,1,-,-
201733329349300768,750851900,true,15,0
201743349349300024,237034324,1,-,-
