RgnTxt|General Information on Accounts and Activities Outside the United States; Region
OffcsCnt|General Information on Accounts and Activities Outside the United States; Number of offices in the region
EmplyCnt|General Information on Accounts and Activities Outside the United States; Number of employees or agents in region
OfActvtsCndctdTxt|General Information on Accounts and Activities Outside the United States; Activities conducted in region (by type) (i.e., fundraising, program services, grants to recipients located in the region)
SpcfcSrvcsPrvddTxt|General Information on Accounts and Activities Outside the United States; If activity listed in (d) is a program service, describe specific type of service(s) in region
RgnTtlExpndtrsAmt|General Information on Accounts and Activities Outside the United States; Total expenditures in region
