object_id,ein,GrntRcrdsMntndInd,Ttl501c3OrgCnt,TtlOthrOrgCnt
201533179349305948,620497990,1,-,-
201533179349309518,476025325,1,-,-
201503079349301720,381359083,true,-,-
201543149349301819,620511454,1,-,-
201523209349309137,591092732,1,-,-
201543159349300809,560529972,1,-,-
201533169349302013,391620530,1,-,-
201542599349300814,616002351,1,-,-
201542549349300204,350715530,true,-,-
201502999349301160,204499806,false,0,0
201512879349301636,410694721,1,-,-
201522879349301212,350869063,1,-,-
201522969349300717,411407214,true,1,0
201523009349300737,237050293,1,1,0
201522879349301422,344429091,true,3,-
201542609349300404,362919340,true,-,-
201533009349300718,750917417,true,-,-
201522969349300432,232215278,1,-,-
201543029349301494,462711511,1,-,-
201512789349300866,770495799,true,1,-
201542789349300519,620535755,1,-,-
201542759349300634,020344073,true,-,-
201502819349301100,161476258,1,-,-
201502859349300720,630329409,1,-,-
201532829349300648,750855633,true,0,0
201503179349307680,620476661,1,-,-
201522589349301212,237385525,true,-,1
201522829349300632,381443369,true,-,-
201513519349300001,560554199,1,-,-
201503179349300525,201612906,true,-,-
201502869349300700,710236867,true,-,-
201503279349300010,941339635,1,-,-
201503179349307750,810661056,1,6,2
201503209349305010,236408773,true,-,-
201503499349300910,237410494,false,-,-
201503429349300415,381360586,1,-,-
201513459349300336,060646520,1,-,-
201503209349313585,830306202,true,-,-
201513179349302526,311813143,true,1,-
201513209349302236,591407629,false,-,-
201523179349307722,390806325,1,-,-
201523179349300947,042104258,1,-,-
201512949349300036,480556726,1,-,-
201503159349302510,410698301,1,27,0
201503139349301990,231382408,true,-,-
201503139349303035,750859801,true,0,0
201523159349303112,800957275,1,-,-
201513139349302806,451171945,false,-,-
201503169349302985,810231774,1,-,-
201502949349300400,460515673,-,-,-
201513169349302116,570314415,1,-,-
201503159349300445,251065148,1,3,3
201503169349304560,350885591,true,7,-
201503149349302635,200617900,1,-,-
201503149349302350,486106237,1,-,-
201503139349301900,341726619,true,-,-
201503159349303900,580685908,1,-,-
201523159349301977,753128625,false,0,0
201513169349303321,541919810,1,-,-
201523159349303777,386080947,1,-,-
201543159349301319,550357056,false,-,-
201543169349304754,370706154,1,-,-
201533169349301933,541854399,1,1,0
201543169349300044,410696906,1,-,-
201533179349305328,470377991,1,-,-
201543179349306324,362167773,1,-,-
201533229349300418,270932196,true,-,-
201543179349303829,581418202,1,-,1
201533039349301233,942992642,true,-,-
201533209349311038,200180768,1,-,-
201533169349302953,231937954,1,-,-
201543169349301839,263162145,true,4,1
201543139349301679,341226547,1,-,-
201523209349308027,362167855,1,-,-
201543209349308314,591298070,1,-,-
201533179349308878,640329300,1,1,-
201533159349300908,430471057,true,-,-
201523149349303137,420681049,1,-,-
201533209349314783,610461768,false,-,-
201533229349300718,880121831,1,-,-
201533419349300518,590624401,1,-,-
201543209349305519,610444671,true,-,-
201513379349300701,150543658,1,-,-
201513379349300401,340737794,true,-,-
201513289349300401,202184996,false,2,-
