object_id,ein,BndRfrncCd,TtlPrcdsAmt,IssncCstsFrmPrcdsAmt,CptlExpndtrsAmt,OthrSpntPrcdsAmt,SbstntlCmpltnYr,CrrntRfndngInd,AdvncRfndngInd,FnlAllctnMdInd,AdqtBksAndRcMntInd
201602459349300930,350715530,A,0,0,37700000,0,0,0,133000,0,0,6470986,0,0,2012,true,false,true,true
201622889349301537,420680323,A,7275000,13200000,1039039,167475,-12775,11998711,2005,1,0,1,1
201622889349301537,420680323,B,10013000,34700000,10710000,345351,-94566,23550083,2008,1,0,1,1
201622889349301537,420680323,C,4900000,60765,67620,4906855,0,0,1,1
201622889349301537,420680323,D,781762,8771762,889500,7706827,175435,1,0,1,1
201632949349300148,480556726,A,490000,6370000,248425,4092368,165316,1863891,2014,1,0,1,1
201642579349300429,200258004,A,286427,5700000,2009,0,0,1,1
201643029349301114,450231180,A,375000,2040000,30500,2009500,2008,0,0,1,1
201643029349301114,450231180,B,392845,6500000,37680,5973494,488826,2014,1,0,1,1
201643029349301114,450231180,C,145087,1820000,23420,1796580,2015,0,0,1,1
201642989349301074,710236867,A,1135000,1,0,1,1
201602919349301055,344429091,A,2365000,0,45825000,0,0,0,0,0,0,0,0,0,2014,true,false,true,true
201602919349301055,344429091,B,675000,0,18515000,0,0,0,0,0,0,0,0,0,2014,false,true,true,true
201622819349300402,381443369,A,11580000,5400000,6180000,2013,true,false,true,true
201612949349300501,596605703,A,400000,28404134,2066550,517198,13133144,2013,0,1,1,1
201613149349302221,420680408,A,882866,8001039,145753,35853,4472294,3347139,2013,1,0,1,1
201613149349302221,420680408,B,6684630,8000000,29342,35853,5988894,1945911,2013,0,0,0,1
201603199349310195,390978445,A,5078460,10000000,10000000,2011,0,0,1,1
201603199349305315,591092732,A,0,0,1,1
201603189349300805,201612906,A,18137118,5500000,1124579,85848303,11265939,true,false,true,true
201603129349301015,420681049,RetDoc1053100001,A,2020000,15448068,658223,160000,14629845,2011,0,0,1,1
201603129349301015,420681049,RetDoc1053100001,B,1045531,2924672,2924672,2012,1,0,1,1
201603129349301015,420681049,RetDoc1053100001,C,445000,8023261,368960,108612,7545689,2014,0,0,1,1
201603129349301015,420681049,RetDoc1053100001,D,3000000,13406617,299697,124785,12982134,2016,0,0,1,1
201643159349303234,810231774,A,2800000,25400,2774600,2008,0,0,1,1
201643159349303234,810231774,B,4250000,85000,4165000,2013,0,0,1,1
201643159349303234,810231774,C,12315000,12315000,2003,1,0,1,1
201633139349302173,231501197,00000009,A,1450000,1450000,26170,1423830,false,false,true,true
201633139349302173,231501197,00000009,D,1455000,1455000,26260,1428740,false,false,true,true
201623149349302402,370706154,A,134750,13600000,15250,1,0,1,1
201623149349302402,370706154,B,138693,9541307,1,0,1,1
201623149349302402,370706154,C,4721810,5278190,2017,0,0,0,0
201603129349302435,136171197,A,0,0,560847693,0,0,0,3363364,0,0,928107,502383016,54173206,2018,false,true,false,true
201603129349302435,136171197,B,34760000,0,103566283,0,0,0,1518634,0,0,0,102047649,0,1997,true,false,true,true
201603129349302435,136171197,C,0,0,27609791,0,0,0,129958,0,0,25292991,0,2186842,2015,false,false,false,true
201603149349301725,480543766,A,1471185,0,15000000,0,0,0,138591,0,856385,0,0,0,2013,true,false,true,true
201623099349301137,540129860,A,3011341,15000000,270355,31129,2310835,12395726,2012,1,0,1,1
201603199349308345,910615846,A,27150000,415000,26735000,2008,1,0,1,1
201632889349301163,161476258,A,997693,0,38200000,0,0,0,328200,0,0,4913319,32958481,0,2015,1,0,1,1
201632799349301308,480543782,A,525000,2675000,133750,55581,2485669,2013,1,0,1,1
201642819349300604,630329409,A,3850000,25995000,1622988,1816796,22555216,2008,0,0,0,0
201642819349300604,630329409,B,1850000,3375000,96050,3278950,2009,0,0,0,0
201642819349300604,630329409,C,754670,5000000,60715,4939285,2011,0,0,0,0
201623029349300217,640303086,A,15000000,128148,14871852,2015,0,0,1,1
201623129349302022,460224589,A,false,false,true,true
201623129349302022,460224589,B,false,false,true,true
201633079349301433,410694721,A,2600000,5000000,99000,26500,4874500,2008,0,0,1,1
201633079349301433,410694721,B,4576602,8936602,172187,8764415,2010,1,0,1,1
201633079349301433,410694721,C,860000,6705000,505928,134100,6064972,2014,1,0,1,1
201633079349301433,410694721,D,375000,12400000,90613,12309387,2015,1,0,1,1
201633079349301198,570324916,A,0,0,2227683,0,0,0,0,0,2227683,0,0,0,0,1,1
201633129349301458,420730347,A,3660000,23083276,241704,83035,22058537,700000,2005,0,0,1,1
201633129349301458,420730347,B,6245000,14132740,156560,24693,224550,13726938,2004,0,1,1,1
201633149349300528,350885591,A,25000000,0,40000000,10130572,0,0,160120,23000,0,39750000,0,0,2007,false,false,true,true
201623199349302117,141423161,A,535000,17804994,321122,17483872,2014,1,0,1,1
201623199349302117,141423161,B,550000,7300000,146600,7183400,2014,1,0,1,1
201623199349302557,042104451,A,1075944,50000000,1000000,98200,50000000,0,0,1,0
201623209349303527,250965603,RetDoc1053100001,A,10498787,686558,273166,97858,9500000,2008,0,0,1,1
