object_id,ein,BndRfrncCd,PrcdrsCrrctvActnInd
201602459349300930,350715530,A,false
201622889349301537,420680323,A,1
201622889349301537,420680323,B,1
201622889349301537,420680323,C,1
201622889349301537,420680323,D,1
201632949349300148,480556726,A,0
201642579349300429,200258004,A,0
201643029349301114,450231180,A,0
201643029349301114,450231180,B,0
201643029349301114,450231180,C,0
201602919349301055,344429091,A,true
201602919349301055,344429091,B,true
201622819349300402,381443369,A,true
201612949349300501,596605703,A,1
201613149349302221,420680408,A,1
201613149349302221,420680408,B,1
201603199349310195,390978445,A,0
201603199349305315,591092732,A,0
201603189349300805,201612906,A,true
201603129349301015,420681049,RetDoc1053100001,A,1
201603129349301015,420681049,RetDoc1053100001,B,1
201603129349301015,420681049,RetDoc1053100001,C,1
201603129349301015,420681049,RetDoc1053100001,D,1
201643159349303234,810231774,A,0
201643159349303234,810231774,B,0
201643159349303234,810231774,C,0
201633139349302173,231501197,00000009,A,true
201633139349302173,231501197,00000009,D,true
201623149349302402,370706154,A,0
201623149349302402,370706154,B,0
201623149349302402,370706154,C,0
201603129349302435,136171197,A,false
201603129349302435,136171197,B,false
201603129349302435,136171197,C,false
201603149349301725,480543766,A,true
201623099349301137,540129860,A,0
201603199349308345,910615846,A,0
201632889349301163,161476258,A,0
201632799349301308,480543782,A,0
201642819349300604,630329409,A,0
201642819349300604,630329409,B,0
201642819349300604,630329409,C,0
201623029349300217,640303086,A,0
201623129349302022,460224589,A,false
201623129349302022,460224589,B,false
201633079349301433,410694721,A,1
201633079349301433,410694721,B,1
201633079349301433,410694721,C,1
201633079349301433,410694721,D,1
201633079349301198,570324916,A,1
201633129349301458,420730347,A,0
201633129349301458,420730347,B,0
201633149349300528,350885591,A,true
201623199349302117,141423161,A,1
201623199349302117,141423161,B,1
201623199349302557,042104451,A,1
201623209349303527,250965603,RetDoc1053100001,A,1
201623209349303527,250965603,RetDoc1053100001,B,1
201623209349303527,250965603,RetDoc1053100001,C,1
201623209349303527,250965603,RetDoc1053100001,D,1
201613209349303511,350886846,A,0
201623169349302802,541863192,RetDoc1053100001,A,1
201623169349302802,541863192,RetDoc1053100001,B,1
201623169349302802,541863192,RetDoc1053100001,C,1
201623169349302802,541863192,RetDoc1053100001,D,1
201613209349309286,160743900,A,0
201633209349304203,620497990,A,0
201633209349304203,620497990,B,0
201633209349302843,430471057,A,false
201633209349302843,430471057,B,false
201603209349312985,470724387,A,1
201613209349307101,237424429,A,0
201643169349302144,570314415,A,1
201643169349302144,570314415,B,1
201643199349310374,350868181,RetDoc1053100001,A,0
201643199349310374,350868181,RetDoc1053100001,B,0
201643199349310374,350868181,RetDoc1053100001,C,0
201643199349310374,350868181,RetDoc1053100001,D,0
201643169349301529,580593438,A,false
201603269349300230,480548361,A,0
201613439349300326,590624459,A,true
201613439349300326,590624459,B,true
201613439349300326,590624459,C,true
201613439349300326,590624459,D,true
201613499349300521,530196583,A,1
201613499349300521,530196583,B,1
201613499349300521,530196583,C,1
201643549349300654,590624401,A,1
201643549349300654,590624401,B,1
201643509349301279,431408945,A,0
201643209349307469,391620530,A,1
201643209349300144,020223955,A,0
201643209349300144,020223955,B,0
201623489349300937,530196603,IRS990ScheduleK1,A,true
201623489349300937,530196603,IRS990ScheduleK1,B,true
201623489349300937,530196603,IRS990ScheduleK1,C,true
201623489349300937,530196603,IRS990ScheduleK1,D,true
201603559349301050,362170999,A,1
201603559349301050,362170999,B,1
201643209349301519,956001907,A,1
201643549349300659,470418641,A,0
201603579349300010,160759798,A,0
201603579349300010,160759798,B,0
201643209349300034,550357056,A,false
201643209349300034,550357056,B,false
201643209349300034,550357056,C,false
201643209349300034,550357056,D,false
201613419349300801,141338309,A,0
201643209349312824,230973290,A,0
201623169349302652,362167773,A,0
201623169349302652,362167773,B,0
201623169349302652,362167773,C,0
201700319349300800,010263385,A,1
201700319349300800,010263385,B,1
201700319349300800,010263385,C,1
201700319349300800,010263385,D,1
201720419349300832,390806202,A,1
201720419349301672,042104258,A,1
201720119349300012,131916574,A,1
201740069349300269,750827421,A,true
201740069349300269,750827421,B,true
201710109349300626,620475691,A,0
201710109349300626,620475691,B,0
201710109349300626,620475691,C,0
201730129349300613,390806325,A,1
201740069349300159,350868101,A,false
201740109349300209,362177133,A,1
201740109349300209,362177133,B,0
201700129349300035,420680400,A,1
201700129349300035,420680400,B,1
201740169349300564,370661211,A,0
201740169349300564,370661211,B,0
201730139349301653,560532303,A,true
201730139349301653,560532303,B,true
201730139349301653,560532303,C,true
201700319349300510,610510937,A,0
201700319349300510,610510937,B,0
