object_id,ein,DscrtnrySpndngAcctInd,HsngAllwncOrRsdncInd,PymntsFrUsOfRsdncInd,FrstClssOrChrtrTrvlInd,PrsnlSrvcsInd,IdmnfctnGrssUpPmtsInd,TrvlFrCmpnnsInd,ClbDsOrFsInd,WrttnPlcyRfTAndEExpnssInd,SbstnttnRqrdInd,CmpnstnSrvyInd,CmpnstnCmmttInd,BrdOrCmmttApprvlInd,IndpndntCnsltntInd,Frm990OfOthrOrgnztnsInd,WrttnEmplymntCntrctInd,SvrncPymntInd,SpplmntlNnqlRtrPlnInd,EqtyBsdCmpArrngmInd,CmpBsdOnRvnOfFlngOrgInd,CmpBsdOnRvRltdOrgsInd,CmpBsdNtErnsFlngOrgInd,CmpBsdNtErnsRltdOrgsInd,AnyNnFxdPymntsInd,IntlCntrctExcptnInd,RbttblPrsmptnPrcInd
202033039349301753,221821292,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,0,1,0,0,0,0,0,0,0,-
202121349349303522,042103552,-,X,-,-,X,-,X,-,true,true,X,X,X,X,X,X,true,true,false,false,false,false,false,false,false,-
202001019349300300,430654876,-,X,-,-,X,-,-,-,1,1,X,X,X,-,X,X,0,1,0,0,0,0,0,0,0,-
202001019349301400,340714818,-,X,-,-,-,-,-,-,1,1,-,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
202001079349300020,741196134,-,X,-,-,-,-,-,-,1,0,-,X,-,-,-,-,0,0,0,0,0,0,0,1,0,-
202030769349301243,530196583,-,X,-,X,-,X,-,-,1,1,X,-,X,-,X,-,0,0,0,0,0,0,0,1,0,-
202031959349303053,620476822,-,-,-,X,-,-,X,X,true,true,X,X,X,X,X,X,true,true,false,false,false,false,false,true,true,true
202031959349303373,042103578,-,X,-,X,X,-,-,-,true,true,X,X,X,X,-,X,false,false,false,false,false,false,false,false,false,-
202041059349300414,420680404,X,X,-,-,X,-,-,-,true,true,X,X,X,-,-,-,true,false,false,false,false,false,false,false,false,-
202041059349300924,363005527,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,1,0,-
202001279349300320,580566116,-,X,-,-,-,-,-,-,1,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202131379349308268,510192025,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
202041059349301334,260152908,-,X,-,X,-,-,X,X,true,true,X,X,X,X,X,-,false,true,false,false,false,false,false,false,false,-
202041969349300214,042103552,-,X,-,-,X,-,X,-,true,true,X,X,X,X,X,X,true,true,false,false,false,false,false,false,false,-
202041969349300229,042104230,-,-,-,-,-,-,-,-,-,-,X,-,X,-,X,X,false,false,false,false,false,false,false,false,false,-
202041969349301239,042103637,-,X,-,-,X,-,X,-,true,true,X,X,X,X,-,X,false,false,false,false,false,true,false,true,false,-
202021359349303207,540714277,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,false,false,false,false,false,false,false,false,false,-
202121339349303292,941712371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
202021329349302097,250965601,X,X,-,-,-,-,-,X,1,1,X,X,X,X,X,X,1,0,0,0,0,0,0,0,0,-
202021329349302117,540506306,X,X,-,-,X,X,X,-,1,0,X,-,X,-,X,-,0,0,0,0,0,0,0,0,0,-
202140699349301559,930461940,-,-,-,-,-,-,-,-,-,-,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
202111479349300326,720408946,-,X,-,-,-,-,X,X,1,1,-,-,X,-,-,-,1,0,0,0,0,0,0,0,0,-
202121019349300307,231352674,-,X,-,X,-,-,X,X,1,1,X,X,X,-,-,-,1,1,0,0,0,0,0,1,0,-
202100849349300305,231352620,-,X,-,-,-,-,-,-,1,1,X,-,X,-,X,-,0,0,0,0,0,0,0,0,0,-
202100849349300905,591023117,X,X,-,-,-,-,-,X,true,true,X,X,X,X,X,-,false,true,false,false,false,false,false,false,false,-
202023219349322552,941186175,-,-,-,-,-,-,-,-,-,-,X,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
202023309349300032,650216638,-,-,-,X,-,-,-,-,false,true,X,X,X,X,-,-,false,false,false,false,false,false,false,false,false,-
202021979349302142,060761704,-,X,-,-,-,-,X,-,true,true,X,X,X,-,X,-,false,true,false,false,false,false,false,true,false,-
202031779349301703,131632522,-,-,-,-,-,-,-,-,-,-,X,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
202023019349300422,541547408,-,X,-,-,-,X,-,-,1,1,-,-,-,-,-,-,1,1,0,0,0,0,0,1,0,-
202013189349303356,710236867,-,X,-,-,-,-,-,-,1,1,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
202041119349300514,430662529,-,X,-,-,-,-,-,-,true,true,X,X,X,X,-,X,true,false,false,false,false,false,false,true,false,-
202001339349303270,951667177,-,X,-,-,-,-,X,X,1,1,X,X,X,X,-,-,0,1,0,0,0,0,0,0,0,-
202140999349301114,520591661,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,false,false,false,false,false,false,false,false,false,-
202131379349308773,060646936,-,X,-,-,-,-,-,-,1,1,X,X,X,X,X,X,1,1,0,0,0,0,0,1,0,-
202121339349303267,381624684,-,X,-,X,-,X,X,X,true,true,X,X,X,-,-,X,false,false,false,false,false,false,false,false,false,-
202121339349306662,232215278,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,0,1,0,0,0,0,0,0,0,-
202011969349305526,590668483,-,X,-,-,-,-,-,-,1,1,-,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202032759349301513,521547103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,-
202120919349301707,610444708,-,X,-,-,-,X,-,X,1,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202111379349303531,231352118,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,-,1,1,0,0,0,0,0,1,0,-
202023219349304897,262037695,-,-,-,-,-,-,-,X,1,1,X,X,X,X,-,X,1,1,0,0,0,0,0,1,0,-
202033219349315688,251065148,-,X,-,X,-,-,X,X,1,1,X,X,X,-,-,X,0,0,0,0,0,1,0,0,0,-
202002759349301235,020309681,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
202101339349305120,010211494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,true,true,false,false,false,false,false,false,false,-
202021979349302682,570314390,-,X,-,-,X,-,-,-,1,1,X,-,X,-,X,X,0,0,0,0,0,0,0,0,0,-
202031819349301673,460224600,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
202012879349300626,020344073,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202131039349301228,131635274,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,false,false,false,false,false,-,-,true,false,-
202043189349304149,470724387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,-
202041139349301229,630288878,-,-,-,X,-,-,X,-,true,true,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
202041759349300209,221815636,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
202041769349300729,560547498,-,X,-,-,-,X,-,-,1,1,-,-,X,-,X,-,0,0,0,0,0,0,0,0,0,-
202130639349300633,660362666,-,-,-,-,-,-,X,X,false,true,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
202111279349301021,480543715,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,X,false,false,false,false,false,false,false,false,false,-
202041969349302614,942202421,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,X,false,false,false,false,false,false,false,false,false,false
202041969349302774,540505940,-,X,-,-,-,-,-,X,1,1,X,X,X,X,X,X,0,1,0,0,0,0,0,0,0,-
202031969349302758,381359081,-,X,-,-,X,-,-,-,1,1,X,X,X,X,X,-,0,0,0,0,0,0,0,0,0,-
202041349349300219,232215278,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,1,1,0,0,0,0,0,0,0,-
202111049349301136,231352654,-,X,-,-,-,-,-,-,1,0,X,X,X,X,X,-,1,0,0,0,0,0,0,1,0,-
202111049349300726,420680400,-,X,-,-,X,-,X,X,0,1,X,X,X,-,X,X,0,0,0,0,0,0,0,1,0,-
202111049349301026,060653264,-,X,-,-,X,-,-,-,1,1,-,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
202003239349301515,362169147,-,X,-,X,X,-,-,X,1,1,X,X,X,X,X,-,1,1,0,0,0,0,0,1,0,-
202011299349301501,420680335,-,X,-,-,-,-,X,-,1,1,X,X,X,-,-,X,0,0,0,0,0,0,0,1,0,-
202021349349301722,520643528,-,X,-,-,-,-,-,-,true,true,X,X,X,-,-,X,false,false,false,false,false,false,false,false,false,-
202101419349300900,133716314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
202043379349300424,362310478,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,true,false,false,false,false,false,false,false,false,-
202002879349300730,231352691,-,X,-,-,X,-,-,X,1,1,X,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
202002879349300805,381443369,-,X,-,-,-,-,X,X,true,true,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
202111379349302866,640303093,-,-,-,-,-,-,X,-,true,true,-,-,X,-,-,X,false,false,false,false,false,false,false,false,false,-
202121319349304372,880121831,-,X,-,-,X,-,X,-,1,1,X,-,X,-,-,-,1,0,0,0,0,0,0,0,0,-
202101329349304880,010211497,-,X,-,X,-,X,X,-,1,1,X,X,X,X,X,X,0,1,0,0,0,0,0,1,0,-
