object_id,ein,GrntRcrdsMntndInd,SbttlOffcsCnt,SbttlEmplysCnt,SbttlSpntAmt,CntnttnTtlOffcCnt,CntnttnTtlOffcCnt,CntnttnTtlEmplyCnt,CntnttnTtlEmplyCnt,CntntnSpntAmt,TtlOffcCnt,TtlEmplyCnt,TtlSpntAmt,Ttl501c3OrgCnt,TtlOthrOrgCnt,TrnsfrTFrgnCrpInd,IntrstInFrgnTrstInd,FrgnCrpOwnrshpInd,PssvFrgnInvstmstCInd,FrgnPrtnrshpInd,BycttCntrsInd
201503079349301720,381359083,true,-,-,274138,-,-,-,-,-,-,-,274138,-,-,false,false,false,false,false,false
201523209349309137,591092732,-,0,0,321000,0,0,0,0,0,0,0,321000,-,-,0,0,0,0,0,0
201542599349300409,541954969,-,-,25,145206,-,-,-,-,-,-,25,145206,-,-,false,false,false,false,false,true
201542549349300204,350715530,-,-,19,461369,-,-,-,-,-,-,19,461369,-,-,false,false,false,false,false,false
201512879349301636,410694721,1,3,9,9170640,2,2,14,14,2487234,5,23,11657874,-,-,1,0,1,1,0,0
201522879349301422,344429091,-,-,-,4177949,-,-,-,-,-,-,-,4177949,-,-,true,false,true,true,true,false
201542789349300519,620535755,1,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0
201522829349300632,381443369,true,1,1,15000,-,-,-,-,-,1,1,15000,-,-,false,false,false,false,false,false
201503209349304230,221487322,-,2,1,221858,-,-,-,-,-,2,1,221858,-,-,true,false,false,false,true,false
201503279349300010,941339635,-,0,0,4538,0,0,0,0,0,0,0,4538,-,-,0,0,0,0,0,0
201503209349304045,221494442,-,0,2,1460209,-,-,-,-,-,0,2,1460209,-,-,true,false,true,false,false,false
201503419349300410,204984268,false,-,9,114498,-,-,-,-,-,-,9,114498,-,-,false,false,false,false,false,false
201523179349302927,581581103,-,1,2,0,0,0,0,0,0,1,2,0,-,-,1,0,1,1,1,0
201523179349301747,540506331,-,0,0,1844640,0,0,0,0,0,0,0,1844640,-,-,0,0,0,0,1,0
201523179349300947,042104258,1,-,-,-,-,-,-,-,-,1,24,4581844,-,-,0,0,0,0,0,0
201513159349303306,953797687,1,1,110,4954476,0,0,0,0,46775308,1,110,51729784,1,3,0,0,1,0,0,1
201503159349302510,410698301,-,0,30,1903466,0,0,0,0,0,0,30,1903466,-,-,0,0,0,0,0,0
201503139349302695,742568941,-,-,-,773969989,-,-,-,-,-,-,-,773969989,-,-,true,false,true,false,true,false
201503159349300445,251065148,0,0,3,830914,0,0,0,0,0,0,3,830914,-,-,0,0,0,0,0,0
201523159349300987,260069167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false
201533169349301883,710236856,-,-,-,18808115,-,-,-,-,-,-,-,18808115,-,-,false,false,false,false,true,false
201533179349305328,470377991,-,0,0,456366,0,0,0,0,0,0,0,456366,-,-,1,0,0,0,1,0
201543179349303559,111631796,true,-,-,181818496,-,-,-,-,-,-,-,181818496,-,-,true,false,true,true,false,false
201533169349300648,340714585,1,2,7,41334089,0,0,0,0,1036739689,2,7,1078073778,12,7,1,0,1,1,1,1
201533169349306368,135564934,-,-,-,60166280,-,-,-,-,-,-,-,60166280,-,-,false,false,true,false,false,false
