object_id,ein,RgnTxt,OffcsCnt,EmplyCnt,OfActvtsCndctdTxt,SpcfcSrvcsPrvddTxt,RgnTtlExpndtrsAmt
201500439349301035,042104258,Europe (including Iceland and Greenland),1,12,Program Services,"We offer semester based programs in Italy, France and the Balkans. Expenditures are reported using accrual based accounting. Employee compensation is processed through our campus payroll system. Other program costs are managed by the program directors. Funds are wired periodically at the request of the program leaders and approved by the Global Education administrator. The program leaders pay local expenses. Expense documentation is submitted to the Controller's Office for review. Costs recorded at the time of the wires are for tuition, room, board and incidentals of the students. We also offer International Seminar courses which are run for 2-4 week periods on a subject related to that country. In country expenses are for food, lodging, transportation and entrance fees. The Global Education Office approves students to attend non-Gordon programs at other organizations or foreign colleges or universities. Funds are sent on behalf of those students directly to those programs.",1932675
201500439349301035,042104258,Europe (including Iceland and Greenland),0,0,Program Services,"Missions and service learning trips: Goal of trips is to help students serve overseas for a period of time ranging from 3-10 weeks over semester or summer breaks. They are student led/staff advised. In country costs are for food, housing, transportation and service project expenses. Where possible, funds are wired for these costs based on approvals from the Dean of Chapel. Per Diem advances based on State Department rates are issued to trip leaders to pay in country costs. Trip leaders must document the expenses with detailed itineraries and have approval from the Dean of Chapel.",21600
201500439349301035,042104258,Europe (including Iceland and Greenland),0,0,Fundraising,8668
201500439349301035,042104258,Central America and the Caribbean,0,0,Program Services,"We offer semester based programs in Italy, France and the Balkans. Expenditures are reported using accrual based accounting. Employee compensation is processed through our campus payroll system. Other program costs are managed by the program directors. Funds are wired periodically at the request of the program leaders and approved by the Global Education administrator. The program leaders pay local expenses. Expense documentation is submitted to the Controller's Office for review. Costs recorded at the time of the wires are for tuition, room, board and incidentals of the students. We also offer International Seminar courses which are run for 2-4 week periods on a subject related to that country. In country expenses are for food, lodging, transportation and entrance fees. The Global Education Office also approves students to attend non-Gordon programs at other organizations or foreign colleges or universities. Funds are sent on behalf of those students directly to those programs.",160469
201500439349301035,042104258,Central America and the Caribbean,0,0,Program Services,"Missions and service learning trips: Goal of trips is to help students serve overseas for a period of time ranging from 3-10 weeks over semester or summer breaks. They are student led/staff advised. In country costs are for food, housing, transportation and service project expenses. Where possible, funds are wired for these costs based on approvals from the Dean of Chapel. Per Diem advances based on State Department rates are issued to trip leaders to pay in country costs. Trip leaders must document the expenses with detailed itineraries and have approval from the Dean of Chapel.",77794
201500439349301035,042104258,South Asia,0,0,Program Services,"We offer semester based programs in Italy, France and the Balkans. Expenditures are reported using accrual based accounting. Employee compensation is processed through our campus payroll system. Other program costs are managed by the program directors. Funds are wired periodically at the request of the program leaders and approved by the Global Education administrator. The program leaders pay local expenses. Expense documentation is submitted to the Controller's Office for review. Costs recorded at the time of the wires are for tuition, room, board and incidentals of the students. We also offer International Seminar courses which are run for 2-4 week periods on a subject related to that country. In country expenses are for food, lodging, transportation and entrance fees. The Global Education Office also approves students to attend non-Gordon programs at other organizations or foreign colleges or universities. Funds are sent on behalf of those students directly to those programs.",33772
201500439349301035,042104258,South Asia,0,0,Program Services,"Missions and service learning trips: Goal of trips is to help students serve overseas for a period of time ranging from 3-10 weeks over semester or summer breaks. They are student led/staff advised. In country costs are for food, housing, transportation and service project expenses. Where possible, funds are wired for these costs based on approvals from the Dean of Chapel. Per Diem advances based on State Department rates are issued to trip leaders to pay in country costs. Trip leaders must document the expenses with detailed itineraries and have approval from the Dean of Chapel.",58958
201500439349301035,042104258,Middle East and North Africa,0,0,Program Services,"We offer semester based programs in Italy, France and the Balkans. Expenditures are reported using accrual based accounting. Employee compensation is processed through our campus payroll system. Other program costs are managed by the program directors. Funds are wired periodically at the request of the program leaders and approved by the Global Education administrator. The program leaders pay local expenses. Expense documentation is submitted to the Controller's Office for review. Costs recorded at the time of the wires are for tuition, room, board and incidentals of the students. We also offer International Seminar courses which are run for 2-4 week periods on a subject related to that country. In country expenses are for food, lodging, transportation and entrance fees. The Global Education Office also approves students to attend non-Gordon programs at other organizations or foreign colleges or universities. Funds are sent on behalf of those students directly to those programs.",88246
201500439349301035,042104258,Middle East and North Africa,0,0,Program Services,"Missions and service learning trips: Goal of trips is to help students serve overseas for a period of time ranging from 3-10 weeks over semester or summer breaks. They are student led/staff advised. In country costs are for food, housing, transportation and service project expenses. Where possible, funds are wired for these costs based on approvals from the Dean of Chapel. Per Diem advances based on State Department rates are issued to trip leaders to pay in country costs. Trip leaders must document the expenses with detailed itineraries and have approval from the Dean of Chapel.",2610
201500439349301035,042104258,Sub-Saharan Africa,0,0,Program Services,"We offer semester based programs in Italy, France and the Balkans. Expenditures are reported using accrual based accounting. Employee compensation is processed through our campus payroll system. Other program costs are managed by the program directors. Funds are wired periodically at the request of the program leaders and approved by the Global Education administrator. The program leaders pay local expenses. Expense documentation is submitted to the Controller's Office for review. Costs recorded at the time of the wires are for tuition, room, board and incidentals of the students. We also offer International Seminar courses which are run for 2-4 week periods on a subject related to that country. In country expenses are for food, lodging, transportation and entrance fees. The Global Education Office also approves students to attend non-Gordon programs at other organizations or foreign colleges or universities. Funds are sent on behalf of those students directly to those programs.",140143
201500439349301035,042104258,Sub-Saharan Africa,0,0,Program Services,"Missions and service learning trips: Goal of trips is to help students serve overseas for a period of time ranging from 3-10 weeks over semester or summer breaks. They are student led/staff advised. In country costs are for food, housing, transportation and service project expenses. Where possible, funds are wired for these costs based on approvals from the Dean of Chapel. Per Diem advances based on State Department rates are issued to trip leaders to pay in country costs. Trip leaders must document the expenses with detailed itineraries and have approval from the Dean of Chapel.",43782
201500439349301035,042104258,East Asia and the Pacific,0,0,Program Services,"We offer semester based programs in Italy, France and the Balkans. Expenditures are reported using accrual based accounting. Employee compensation is processed through our campus payroll system. Other program costs are managed by the program directors. Funds are wired periodically at the request of the program leaders and approved by the Global Education administrator. The program leaders pay local expenses. Expense documentation is submitted to the Controller's Office for review. Costs recorded at the time of the wires are for tuition, room, board and incidentals of the students. We also offer International Seminar courses which are run for 2-4 week periods on a subject related to that country. In country expenses are for food, lodging, transportation and entrance fees. The Global Education Office also approves students to attend non-Gordon programs at other organizations or foreign colleges or universities. Funds are sent on behalf of those students directly to those programs.",123471
201500439349301035,042104258,East Asia and the Pacific,0,0,Program Services,The President and admissions staff traveled on behalf of the College for student recruitment and program development.,66230
201500439349301035,042104258,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,"Missions and service learning trips: Goal of trips is to help students serve overseas for a period of time ranging from 3-10 weeks over semester or summer breaks. They are student led/staff advised. In country costs are for food, housing, transportation and service project expenses. Where possible, funds are wired for these costs based on approvals from the Dean of Chapel. Per Diem advances based on State Department rates are issued to trip leaders to pay in country costs. Trip leaders must document the expenses with detailed itineraries and have approval from the Dean of Chapel.",4880
201500439349301035,042104258,South America,0,0,Program Services,"We offer semester based programs in Italy, France and the Balkans. Expenditures are reported using accrual based accounting. Employee compensation is processed through our campus payroll system. Other program costs are managed by the program directors. Funds are wired periodically at the request of the program leaders and approved by the Global Education administrator. The program leaders pay local expenses. Expense documentation is submitted to the Controller's Office for review. Costs recorded at the time of the wires are for tuition, room, board and incidentals of the students. We also offer International Seminar courses which are run for 2-4 week periods on a subject related to that country. In country expenses are for food, lodging, transportation and entrance fees. The Global Education Office also approves students to attend non-Gordon programs at other organizations or foreign colleges or universities. Funds are sent on behalf of those students directly to those programs.",94389
