object_id,ein,RgnTxt,OffcsCnt,EmplyCnt,OfActvtsCndctdTxt,SpcfcSrvcsPrvddTxt,RgnTtlExpndtrsAmt
201540989349300024,410695524,Central America and the Caribbean,0,0,Program Services,Study Abroad-2 Students,36350
201540989349300024,410695524,East Asia and the Pacific,0,0,Program Services,Study Abroad-25 Students,397076
201540989349300024,410695524,Europe (including Iceland and Greenland),0,0,Program Services,Study Abroad-48 Students,844483
201540989349300024,410695524,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Study Abroad-1 Student,12850
201540989349300024,410695524,South America,0,0,Program Services,Study Abroad-7 Students,101923
201540989349300024,410695524,South Asia,0,0,Program Services,Study Abroad-12 Students,203066
201540989349300024,410695524,Sub-Saharan Africa,0,0,Program Services,Study Abroad-7 Students,104635
201540989349300024,410695524,Central America and the Caribbean,0,0,Investments,1502752
201500979349300030,362169145,Europe (Including Iceland and Greenland),0,0,Grantmaking,Study abroad,24283
201510989349300631,420680389,Central America and the Caribbean,0,0,Program Services,May Term course travel,138383
201510989349300631,420680389,East Asia and the Pacific,0,0,Program Services,Student semester abroad and May Term course travel,82200
201510989349300631,420680389,Europe (including Iceland and Greenland),0,0,Program Services,Student semester abroad and May Term course travel,275457
201510989349300631,420680389,Middle East and North Africa,0,0,Program Services,May Term course travel,2603
201510989349300631,420680389,South America,0,0,Program Services,May Term course travel,6500
201510859349300331,135562314,Europe (Including Iceland and Greenland),7,Program Services,TRAVEL COURSES,34096
201510859349300331,135562314,South America,6,Program Services,TRAVEL COURSES,9265
201510859349300331,135562314,East Asia and the Pacific,5,Program Services,TRAVEL COURSES,39633
201510859349300331,135562314,East Asia and the Pacific,4,Fundraising,90281
201510859349300331,135562314,Europe (Including Iceland and Greenland),Program Services,STUDENT RECRUITMENT,5269
201510859349300331,135562314,Europe (Including Iceland and Greenland),1,Program Services,"CONFERENCES, OTHER",2106
201510859349300331,135562314,East Asia and the Pacific,Program Services,STUDENT RECRUITMENT,2700
201520839349300852,420707114,NORTH AMERICA,0,0,INVESTMENTS,2023275
201520989349300612,042104229,Europe (Including Iceland and Greenland),Program Services,STUDY ABROAD
201520989349300612,042104229,East Asia and the Pacific,Program Services,STUDY ABROAD
201520989349300612,042104229,Middle East and North Africa,Program Services,STUDY ABROAD
201520989349300612,042104229,South America,Program Services,STUDY ABROAD
201520989349300612,042104229,Sub-Saharan Africa,Program Services,STUDY ABROAD
201520989349300612,042104229,North America,Program Services,STUDY ABROAD
201520989349300612,042104229,Central America and the Caribbean,Program Services,STUDY ABROAD
201520919349300232,340714818,EUROPE,2,27,STUDENT STUDY ABROAD PROGRAMS,"INSTRUCTION, STUDENT HOUSING, ADMINISTRATION.",3972567
201520919349300232,340714818,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",0,0,CHRISTIAN OUTREACH,PILGRIMAGE,2125
201520919349300232,340714818,CENTRAL AMERICA AND CARIBBEAN,0,0,"INSTITUTIONAL SUPPORT,CHRISTIAN OUTREACH",MISSIONS,174203
201520919349300232,340714818,SOUTH AMERICA,0,0,CHRISTIAN OUTREACH,MISSIONS,54377
201520919349300232,340714818,NORTH AMERICA,0,0,CHRISTIAN OUTREACH,CHRISTIAN CONFERENCE,1750
201520919349300232,340714818,AFRICA,0,0,EDUCATIONAL GRANTS,INSTRUCTION AND ADMIN,1274
201520919349300232,340714818,RUSSIA AND NEIGHBORING STATES,0,0,STUDENT STUDY ABROAD PROGRAMS,"ACADEMIC, INSTRUCTION AND ADMIN SUPPORT",1315
201520919349300232,340714818,CENTRAL AMERICA AND CARIBBEAN,0,0,INVESTMENTS,7134104
201520919349300232,340714818,EUROPE,0,0,SCHOLARSHIPS AND FINANCIAL AID,ACADEMIC INSTRUCTIONS,1010593
201520919349300232,340714818,EUROPE,0,0,GENERAL SUPPORT,OPERATING SUPPORT,1817197
201520869349300342,381358014,Central America and the Caribbean,0,0,Program Services,Higher Education,86136
201520869349300342,381358014,East Asia and the Pacific,0,1,Program Services,Higher Education,820284
201520869349300342,381358014,Europe (including Iceland and Greenland),0,9,Program Services,Higher Education,1663079
201520869349300342,381358014,Middle East and North Africa,0,0,Program Services,Higher Education,13250
201520869349300342,381358014,"North America (including Canada and Mexico, but not the United States)",0,1,Program Services,Higher Education,141378
201520869349300342,381358014,South America,0,5,Program Services,Higher Education,305192
201520869349300342,381358014,South Asia,0,0,Program Services,Higher Education,99556
201520869349300342,381358014,Sub-Saharan Africa,0,5,Program Services,Higher Education,233650
201500909349300210,820200907,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,6347
201500909349300210,820200907,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,8413
201500909349300210,820200907,EUROPE,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,70010
201500909349300210,820200907,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,111
201500909349300210,820200907,NORTH AMERICA - CANADA AND MEXICO,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,16324
201500909349300210,820200907,RUSSIA AND NEIGHBORING STATES,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,54
201500909349300210,820200907,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,3177
201500909349300210,820200907,SOUTH ASIA,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,312
201520869349300737,410693979,C. America & Caribbean,0,0,Investments,79748000
201520869349300737,410693979,C. America & Carribean,0,0,Program Service,Intl Studies,789000
201520869349300737,410693979,East Asia & the Pacific,0,0,Program Service,Intl Studies,1001000
201520869349300737,410693979,Europe,0,0,Program Service,Intl Studies,2458000
201520869349300737,410693979,Middle East & N. Africa,0,0,Program Service,Intl Studies,195000
201520869349300737,410693979,North America,0,0,Program Service,Intl Studies,61000
201520869349300737,410693979,Russia & New States,0,0,Program Service,Intl Studies,97000
201520869349300737,410693979,South America,0,0,Program Service,Intl Studies,298000
201520869349300737,410693979,South Asia,0,0,Program Service,Intl Studies,354000
201520869349300737,410693979,Sub-Saharan Africa,0,0,Program Service,Intl Studies,72000
201520869349300737,410693979,Europe,0,0,Program Service,Music Tours,692000
201520869349300737,410693979,Europe,0,0,Program Service,Alumni Study Travel,338000
201520869349300737,410693979,East Asia & the Pacific,0,0,Program Service,Alumni Study Travel,62000
201501059349300730,030179424,EAST ASIA & THE PACIFIC,0,0,PROGRAM SERVICES,STUDENTS STUDYING ABROAD,207523
201501059349300730,030179424,EUROPE,0,0,PROGRAM SERVICES,STUDENTS STUDYING ABROAD,314685
201501059349300730,030179424,CENTRAL AMERICA & THE CARIBBEAN,0,0,PROGRAM SERVICES,VOLUNTEERING,25586
201501059349300730,030179424,CENTRAL AMERICA & THE CARIBBEAN,0,0,INVESTMENTS,41672215
201501059349300730,030179424,SUB-SAHARAN AFRICA,0,0,INVESTMENTS,729060
201501059349300730,030179424,EUROPE,0,0,PROGRAM SERVICES,FACULTY DEVELOPMENT,24523
201501059349300730,030179424,EAST ASIA & THE PACIFIC,0,0,PROGRAM SERVICES,FACULTY DEVELOPMENT,13763
201501059349300730,030179424,EAST ASIA & THE PACIFIC,0,0,PROGRAM SERVICES,SCHOLARSHIPS FOR INTERNATIONAL STUDY,17300
201501059349300730,030179424,EUROPE,0,0,PROGRAM SERVICES,SCHOLARSHIPS FOR INTERNATIONAL STUDY,41775
201501059349300730,030179424,SOUTH AMERICA,0,0,PROGRAM SERVICES,SCHOLARSHIPS FOR INTERNATIONAL STUDY,5500
201501059349300730,030179424,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,SCHOLARSHIPS FOR INTERNATIONAL STUDY,2000
201501059349300730,030179424,EAST ASIA & THE PACIFIC,0,1,PROGRAM SERVICES,INSTRUCTION,16065
201501059349300730,030179424,EUROPE,1,4,PROGRAM SERVICES,INSTRUCTION,120545
201501059349300825,480543772,Sub-Saharan Africa,Program Services,SCHOLARSHIPS,6900
201501059349300825,480543772,South America,Program Services,SCHOLARSHIPS,46125
201501059349300825,480543772,Europe (Including Iceland and Greenland),Program Services,SCHOLARSHIPS,13800
201501059349300825,480543772,Russia and the Newly Independent States,Program Services,SCHOLARSHIPS,8625
201511039349300316,741143128,Europe (Including Iceland and Greenland),0,0,Program Services,EDUCATION PROGRAM,95134
201511039349300316,741143128,Europe (Including Iceland and Greenland),0,0,Program Services,EDUCATION PROGRAM,180550
201511039349300316,741143128,Europe (Including Iceland and Greenland),0,0,Program Services,EDUCATION PROGRAM,277394
201511039349300316,741143128,Europe (Including Iceland and Greenland),0,0,Program Services,EDUCATION PROGRAM,171437
201511039349300316,741143128,East Asia and the Pacific,0,0,Program Services,EDUCATION PROGRAM,129079
201531129349300433,210634981,Sub-Saharan Africa,Grantmaking,39726
201531129349300433,210634981,East Asia and the Pacific,Grantmaking,43157
201531129349300433,210634981,North America,Grantmaking,43508
201521059349301277,953075415,EAST ASIA & THE PACIFIC,0,2,PROGRAM SERVICES,FIELD TRIPS,93623
201521059349301277,953075415,EUROPE,0,25,PROGRAM SERVICES,FIELD TRIPS,1405039
201521059349301277,953075415,MIDDLE EAST & NORTH AFRICA,0,3,PROGRAM SERVICES,FIELD TRIPS,174272
201521059349301277,953075415,SOUTH ASIA,0,2,PROGRAM SERVICES,FIELD TRIPS,13271
201521059349301277,953075415,SUB SAHARAN AFRICA,0,6,PROGRAM SERVICES,FIELD TRIPS,823033
201541059349301134,590624440,East Asia and the Pacific,0,1,Programs- Australia,Study abroad,233365
201541059349301134,590624440,Europe,0,1,"Program-Asturias, Spain",Study abroad,75528
201541059349301134,590624440,Europe,0,0,Program-London,Study abroad,545686
201541059349301134,590624440,Europe,0,0,Program-Germany,Study abroad,48406
201541059349301134,590624440,South America,0,0,Program-Argentina,Study abroad,124125
201541059349301134,590624440,Europe,0,0,"Program-RAP Trinity,Italy",Study abroad,327041
201541059349301134,590624440,Europe,0,0,"Program-Lancaster, U.K.",Study abroad,34111
201541059349301134,590624440,Europe,0,0,"Program-Hollins, France",Study abroad,44204
201541059349301134,590624440,East Asia and the Pacific,0,0,Program-Hong Kong,Study abroad,5379
201541059349301134,590624440,Europe,0,0,Program-Greece,Study abroad,108879
201541059349301134,590624440,East Asia and the Pacific,0,0,"Program-Shanghai, China",Study abroad,313110
201541059349301134,590624440,East Asia and the Pacific,0,0,Program-Japan,Study abroad,433
201541059349301134,590624440,South Asia,0,0,Program-India,Study abroad,11615
201541059349301134,590624440,Europe,0,0,Program-Switzerland,Study abroad,41896
201541059349301134,590624440,South America,0,0,Program-Ecuador,Study abroad,18222
201541059349301134,590624440,South Asia,0,0,Program-India,Study abroad,18892
201541059349301134,590624440,Sub-Saharan Africa,0,0,"Programs-Kenya, Rwanda &Tanzan",Study abroad,72710
201541059349301134,590624440,East Asia and the Pacific,0,0,Program-Samoa,Study abroad,18522
201541059349301134,590624440,Europe,0,0,Program-Spain,Summer study abroad,151654
201541059349301134,590624440,Central America/Caribbean,0,0,Program-Costa Rica,Study abroad short term,147164
201541059349301134,590624440,Central America/Caribbean,0,0,Program-Bahamas,Study abroad short term,28259
201541059349301134,590624440,Central America/Caribbean,0,0,Program-Cuba,Study abroad short term,42199
201541059349301134,590624440,North America,0,0,Program-Mexico,Study abroad short term,24921
201541059349301134,590624440,East Asia and the Pacific,0,0,Program-China,Study abroad short term,12279
201541059349301134,590624440,East Asia and the Pacific,0,0,Program-Japan,S-T study abroad,0
201541059349301134,590624440,Europe,0,0,Program-Germany,Study abroad short term,49358
201541059349301134,590624440,Europe,0,0,Program-Croatia,Study abroad short term,40611
201501049349300005,160755807,CANADA,1,71,PROGRAM SERVICES,EDUCATION,1366667
201521049349300802,251120678,CENTRAL AMERICA & THE CARIBBEAN,PROGRAM SERVICES,"STUDY ABROAD PROGRAMS, 70 PARTICIPANTS",174077
201521049349300802,251120678,EUROPE (INCLUDING ICELAND & GREENLAND),PROGRAM SERVICES,"STUDY ABROAD PROGRAMS, 43 PARTICIPANTS",164338
201521049349300802,251120678,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,"STUDY ABROAD PROGRAMS, 10 PARTICIPANTS",28174
201521049349300802,251120678,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,"STUDY ABROAD PROGRAMS, 12 PARTICIPANTS",26638
201541009349300909,160743989,"North America (including Canada and Mexico, but not the United States)",0,156,Program Services,Student Teacher mentors,142935
201521109349300332,340714687,East Asia and the Pacific,Program Services,EDUCATIONAL EXPERIENCE,11237
201521109349300332,340714687,Europe (Including Iceland and Greenland),Program Services,EDUCATIONAL EXPERIENCE,15197
201521109349300332,340714687,North America,Program Services,EDUCATIONAL EXPERIENCE,19845
201521109349300332,340714687,South America,Program Services,EDUCATIONAL EXPERIENCE,9261
201521109349300332,340714687,Russia and the Newly Independent States,Program Services,EDUCATIONAL EXPERIENCE,10126
201521109349300332,340714687,Central America and the Caribbean,Investments,7393755
201521109349300512,350868127,East Asia and the Pacific,0,0,Grantmaking,Student financial aid,94158
201521109349300512,350868127,Europe (including Iceland and Greenland),0,0,Grantmaking,Student financial aid,371518
201521109349300512,350868127,Middle East and North Africa,0,0,Grantmaking,Student financial aid,41350
201521109349300512,350868127,South America,0,0,Grantmaking,Student financial aid,85520
201521109349300512,350868127,Sub-Saharan Africa,0,0,Grantmaking,Student financial aid,186150
201521109349300512,350868127,Central America and the Caribbean,0,0,Grantmaking,Student financial aid,1000
201521109349300512,350868127,Europe (including Iceland and Greenland),0,0,Program Services,Student study abroad,161227
201521109349300512,350868127,Central America and the Caribbean,0,0,Program Services,Student study abroad,140535
201521109349300512,350868127,East Asia and the Pacific,0,0,Program Services,Faculty study and research,1500
201521109349300512,350868127,Europe (including Iceland and Greenland),0,0,Program Services,Faculty study and research,43423
201521109349300512,350868127,Central America and the Caribbean,0,0,Program Services,Faculty study and research,2342
201521109349300512,350868127,Middle East and North Africa,0,0,Program Services,Recruiting,11273
201521109349300512,350868127,Sub-Saharan Africa,0,0,Program Services,Recruiting,9394
201521109349300512,350868127,"North America (including Canada and Mexico, but not the United States)",0,0,Speaking at Seminars or Conferences,Speaking at seminars or conferences,988
201521109349300512,350868127,Central America and the Caribbean,0,0,Speaking at Seminars or Conferences,Speaking at seminars or conferences,753
201521109349300512,350868127,Russia and the newly independent States,0,0,Speaking at Seminars or Conferences,Speaking at seminars or conferences,762
201531039349300733,111630830,Europe (including Iceland and Greenland),3,107,Program Services,Instruction,7282431
201531039349300733,111630830,South America,0,2,Program Services,Instruction,50787
201531039349300733,111630830,Middle East and North Africa,0,1,Program Services,Instruction,43640
201531039349300733,111630830,East Asia and the Pacific,0,2,Program Services,Instruction,31612
201531039349300733,111630830,Central America and the Caribbean,0,3,Program Services,Instruction,14967
201531039349300733,111630830,Central America and the Caribbean,Investments,124962500
201531059349300523,750800691,Europe (Including Iceland and Greenland),Program Services,INSTRUCTION,275146
201531059349300523,750800691,South America,Program Services,Instruction,175177
201531059349300523,750800691,East Asia and the Pacific,Program Services,Instruction,98527
201531059349300523,750800691,Central America and the Caribbean,Program Services,Instruction,69687
201531059349300523,750800691,Central America and the Caribbean,Investments,5745203
201511049349300316,042199867,Europe (Including Iceland and Greenland),0,0,Program Services,STUDY ABROAD,80830
201511019349300016,350867977,Central America and the Caribbean,5,Program Services,EDUCATION,134604
201511019349300016,350867977,East Asia and the Pacific,1,Program Services,EDUCATION,4993
201511019349300016,350867977,Europe (Including Iceland and Greenland),13,Program Services,EDUCATION,807783
201511019349300016,350867977,Middle East and North Africa,1,Program Services,EDUCATION,62240
201511019349300016,350867977,Russia and the Newly Independent States,1,Program Services,EDUCATION,18726
201511019349300016,350867977,South America,2,Program Services,EDUCATION,39581
201511019349300016,350867977,Central America and the Caribbean,Investments,N/A,26342310
201521009349300537,750800689,CENTRAL AMERICA AND THE CARIBBEAN,PROGRAM SERVICES,ALUMNI REL/RECRUIT,6103
201521009349300537,750800689,CENTRAL AMERICA AND THE CARRIBEAN,PROGRAM SERVICES,CONFERENCE,9179
201521009349300537,750800689,CENTRAL AMERICA AND THE CARRIBEAN,PROGRAM SERVICES,STUDY ABROAD,101494
201521009349300537,750800689,CENTRAL AMERICA AND THE CARRIBEAN,INVESTMENTS,245699997
201521009349300537,750800689,CENTRAL AMERICA AND THE CARRIBEAN,PROGRAM SERVICES,RESEARCH/CONFERENCE,40580
201521009349300537,750800689,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,RESEARCH/CONFERENCE,124508
201521009349300537,750800689,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,RECRUITING,28495
201521009349300537,750800689,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,CONFERENCE,49200
201521009349300537,750800689,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,STUDY ABROAD,1026974
201521009349300537,750800689,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,RESEARCH,4714
201521009349300537,750800689,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,ALUMNI REL/RECRUIT,21068
201521009349300537,750800689,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,RECRUITING/LECTURE,2397
201521009349300537,750800689,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,LECTURES,8428
201521009349300537,750800689,EUROPE,3,PROGRAM SERVICES,RESEARCH/CONFERENCE,307311
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,ART SCOUTING,14765
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,CONFERENCE/RECRUIT,3598
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,CURATORIAL FEE,13334
201521009349300537,750800689,EUROPE,5,PROGRAM SERVICES,STUDY ABROAD,3471832
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,RECRUITING,4044
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,PREPARE EXHIBITION,20711
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,CONFERENCE,103062
201521009349300537,750800689,EUROPE,INVESTMENTS,63565174
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,MEMBER TOUR,56683
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,RESEARCH,86739
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,ALUMNI RELATIONS,3528
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,ALUMNI REL/RECRUIT,3068
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,LECTURES/MEETINGS,37404
201521009349300537,750800689,EUROPE,PROGRAM SERVICES,FACULTY DEVELOPMENT,4688
201521009349300537,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,CONFERENCE,6964
201521009349300537,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,RECRUITING,341
201521009349300537,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,STUDY ABROAD,122213
201521009349300537,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,RESEARCH,10590
201521009349300537,750800689,MIDDLE EAST AND NORTH AFRICA,PROGRAM SERVICES,RESEARCH/CONFERENCE,18151
201521009349300537,750800689,NORTH AMERICA,PROGRAM SERVICES,CONFERENCE,21479
201521009349300537,750800689,NORTH AMERICA,PROGRAM SERVICES,ALUMNI REL/RECRUIT,5086
201521009349300537,750800689,NORTH AMERICA,PROGRAM SERVICES,RESEARCH/CONFERENCE,46535
201521009349300537,750800689,NORTH AMERICA,PROGRAM SERVICES,RESEARCH,1674
201521009349300537,750800689,NORTH AMERICA,PROGRAM SERVICES,LECTURES,5673
201521009349300537,750800689,NORTH AMERICA,PROGRAM SERVICES,FACULTY DEVELOPMENT,6920
201521009349300537,750800689,NORTH AMERICA,INVESTMENTS,2938265
201521009349300537,750800689,RUSSIA AND THE NEWLY INDEPENDENT STATES,PROGRAM SERVICES,CONFERENCE,2647
201521009349300537,750800689,RUSSIA AND THE NEWLY INDEPENDENT STATES,PROGRAM SERVICES,RESEARCH/CONFERENCE,24106
201521009349300537,750800689,RUSSIA AND THE NEWLY INDEPENDENT STATES,PROGRAM SERVICES,STUDY ABROAD,26107
201521009349300537,750800689,RUSSIA AND THE NEWLY INDEPENDENT STATES,PROGRAM SERVICES,RESEARCH/PRESENT,5096
201521009349300537,750800689,SOUTH AMERICA,PROGRAM SERVICES,CONFERENCE,10779
201521009349300537,750800689,SOUTH AMERICA,PROGRAM SERVICES,LECTURES,3379
201521009349300537,750800689,SOUTH AMERICA,PROGRAM SERVICES,RESEARCH/CONFERENCE,8101
201521009349300537,750800689,SOUTH AMERICA,PROGRAM SERVICES,STUDY ABROAD,83910
201521009349300537,750800689,SOUTH AMERICA,PROGRAM SERVICES,RESEARCH,3921
201521009349300537,750800689,SOUTH AMERICA,PROGRAM SERVICES,RECRUITING,6466
201521009349300537,750800689,SOUTH ASIA,PROGRAM SERVICES,RESEARCH/CONFERENCE,19630
201521009349300537,750800689,SOUTH ASIA,PROGRAM SERVICES,RECRUITING,6483
201521009349300537,750800689,SOUTH ASIA,PROGRAM SERVICES,CONFERENCE,8446
201521009349300537,750800689,SOUTH ASIA,PROGRAM SERVICES,RESEARCH,8014
201521009349300537,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,CONFERENCE,4500
201521009349300537,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,RESEARCH/CONFERENCE,19598
201521009349300537,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,STUDY ABROAD,118511
201521009349300537,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,RESEARCH,19676
201521009349300537,750800689,SUB-SAHARAN AFRICA,PROGRAM SERVICES,RECRUITING,4500
201501039349300415,141338498,Sub-Saharan Africa,Program Services,Service Trip,2081
201501039349300415,141338498,South America,Program Services,Service Trip,14130
201501039349300415,141338498,Central America and the Caribbean,Program Services,Service Trip,6456
201501039349300415,141338498,Central America and the Caribbean,Investments,8897500
201501039349300415,141338498,Europe (Including Iceland and Greenland),Program Services,SCHOLARSHIPS,645387
201501039349300415,141338498,North America,Program Services,SCHOLARSHIPS,194510
201501039349300415,141338498,South America,Program Services,SCHOLARSHIPS,240216
201501039349300415,141338498,Middle East and North Africa,Program Services,SCHOLARSHIPS,36000
201501039349300415,141338498,Sub-Saharan Africa,Program Services,SCHOLARSHIPS,107250
201501039349300415,141338498,East Asia and the Pacific,Program Services,SCHOLARSHIPS,52793
201501059349300245,362167770,Europe (including Iceland and Greenland),1,1,Program Services,Academic Programs Study,173773
201501059349300245,362167770,Central America and the Caribbean,0,0,Investments,6826084
201501059349300245,362167770,East Asia and the Pacific,0,0,Investments,AACP Investments,790920
201501059349300245,362167770,Central America and the Caribbean,0,0,Investments,Wynnchurch Investments,575630
201501059349300245,362167770,Central America and the Caribbean,0,0,Grantmaking,126000
201501059349300245,362167770,East Asia and the Pacific,0,0,Grantmaking,1719386
201501059349300245,362167770,Europe (including Iceland and Greenland),0,0,Grantmaking,1601287
201501059349300245,362167770,Middle East and North Africa,0,0,Grantmaking,189500
201501059349300245,362167770,"North America (including Canada and Mexico, but not the United States)",0,0,Grantmaking,778950
201501059349300245,362167770,Russia and the newly independent States,0,0,Grantmaking,214650
201501059349300245,362167770,South America,0,0,Grantmaking,369450
201501059349300245,362167770,South Asia,0,0,Grantmaking,49000
201501059349300245,362167770,Sub-Saharan Africa,0,0,Grantmaking,1206300
201501049349301110,231352674,N/A,N/A,N/A
201511059349301106,420680412,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,STUDY ABROAD,292897
201511059349301106,420680412,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDY ABROAD,123045
201511059349301106,420680412,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDY ABROAD,43635
201521049349301262,382395931,MIDDLE EAST AND N. AFRICA,1,60,PROGRAM SERVICES,ACAD. FAC & LIAISONS,2859581
201521049349300007,560529999,Europe (including Iceland and Greenland),0,2,Program Services,"Study Abroad (AUS, CZ, HU)",89000
201521049349300007,560529999,Sub-Saharan Africa,0,2,Program Services,Study Abroad (S. Africa),88000
201521049349300007,560529999,South America,0,2,Program Services,Study Abroad (Ecuador),83500
201521049349300007,560529999,South America,0,2,Program Services,Study Abroad (Chile),35500
201521049349300007,560529999,Europe (including Iceland and Greenland),0,2,Program Services,Study Abroad (multi),100000
201521049349300007,560529999,East Asia and the Pacific,0,3,Program Services,Study Abroad (Japan),87000
201521049349300007,560529999,South America,0,2,Program Services,Study Abroad (ARG/CHI),52000
201521049349300007,560529999,Europe (including Iceland and Greenland),0,2,Program Services,Study Abroad (Spain),53000
201521049349300007,560529999,East Asia and the Pacific,0,2,Program Services,Study Abroad (New Zealand),47000
201521049349300007,560529999,Europe (including Iceland and Greenland),0,2,Program Services,Study Abroad (AUS/CZE),40000
201521049349300007,560529999,Europe (including Iceland and Greenland),0,2,Program Services,Study Abroad (Italy),58000
201541049349300039,237121060,Europe (Including Iceland and Greenland),Program Services,EDUCATIONAL COURSE,6717
201541049349300039,237121060,Central America and the Caribbean,Program Services,EDUCATIONAL COURSE,11338
201541049349300039,237121060,East Asia and the Pacific,Program Services,EDUCATIONAL COURSE,10171
201541049349300039,237121060,Europe (Including Iceland and Greenland),Send agents to seminar,14875
201541049349300039,237121060,East Asia and the Pacific,Send agents to seminar,19493
201541049349300039,237121060,Middle East and North Africa,Send agents to seminar,3277
201541009349300504,590624401,EUROPE (INCLUDING ICELAND & GREENLAND) -,0,0,PROGRAM SERVICES,TO SPONSOR STUDY ABROAD,337260
201541009349300504,590624401,EAST ASIA AND THE PACIFIC -,0,0,PROGRAM SERVICES,TO SPONSOR STUDY ABROAD,182769
201541009349300504,590624401,CENTRAL AMERICA AND THE CARIBBEAN -,0,0,PROGRAM SERVICES,TO SPONSOR STUDY ABROAD,90964
201541009349300504,590624401,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES.,TO SPONSOR STUDY ABROAD.,27554
201541009349300504,590624401,SOUTH AMERICA,0,0,PROGRAM SERVICES,TO SPONSOR STUDY ABROAD.,112729
201511039349300821,741109633,EUROPE,0,0,PROGRAM SERVICES,RESEARCH & RECRUITING,82257
201511039349300821,741109633,CENTRAL AMERICA & CARIBBEAN,0,0,PROGRAM SERVICES,RESEARCH & RECRUITING,21635
201511039349300821,741109633,EAST ASIA & THE PACIFIC,0,0,PROGRAM SERVICES,RESEARCH & RECRUITING,68575
201511039349300821,741109633,MIDDLE EAST & NORTH AFRICA,0,0,PROGRAM SERVICES,RESEARCH & RECRUITING,15467
201511039349300821,741109633,NORTH AMERICA,0,0,PROGRAM SERVICES,RESEARCH & RECRUITING,11977
201511039349300821,741109633,SOUTH AMERICA,0,0,PROGRAM SERVICES,RESEARCH & RECRUITING,3764
201511039349300821,741109633,SOUTH ASIA,0,0,PROGRAM SERVICES,RESEARCH & RECRUITING,1000
201511049349301106,750827465,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,"STUDY ABROAD, RECRUITING, RESEARCH, SERVICE LEARNING, CONFERENCES",93803
201511049349301106,750827465,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,"STUDY ABROAD, RECRUITING, CONFERENCES, RESEARCH",279573
201511049349301106,750827465,EUROPE (INCLUDING ICELAND AND GREENLAND),0,1,PROGRAM SERVICES,"STUDY ABROAD, RECRUITING, STUDENT DEVELOPMENT, ATHLETIC COMPETITION, CONFERENCES, RESEARCH",2146572
201511049349301106,750827465,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,CONFERENCES,19275
