object_id,ein,DnrAdvsdFndsHldCnt,FndsAndOthrAccntsHldCnt,DnrAdvsdFndsCntrAmt,FndsAndOthrAccntsCntrAmt,DnrAdvsdFndsGrntsAmt,FndsAndOthrAccntsGrntsAmt,DnrAdvsdFndsVlEOYAmt,FndsAndOthrAccntsVlEOYAmt,DsclsdOrgLgCtrlInd,DsclsdFrChrtblPrpsInd,HstrcLndArInd,HstrcStrctrInd,PrtctnNtrlHbttInd,PrsrvtnOpnSpcInd,PrsrvtnPblcUsInd,TtlEsmntsCnt,TtlAcrgCnt,HstrcStrctrEsmntsCnt,HstrcStrctrEsmntsAftrCnt,MdfdEsmntsCnt,SttsEsmntsHldCnt,WrttnPlcyMntrngInd,StffHrsSpntEnfrcmntCnt,ExpnssIncrrdEnfrcmntAmt,Sctn170hRqrStsfdInd,ArtPblcExhbtnAmnts_RvnsInclddAmt,ArtPblcExhbtnAmnts_AsstsInclddAmt,HldWrksArt_RvnsInclddAmt,HldWrksArt_AsstsInclddAmt,SkdD_CllctnUsdPbExhbtnInd,SkdD_CllUsdSchlrlyRsrchInd,SkdD_CllctnUsdPrsrvtnInd,SkdD_CllUsdLnOrExchPrgInd,CllctnUsdOthrPrpss_OthrPrpssDsc,CllctnUsdOthrPrpss_CllctnUsdOthrPrpssInd,SkdD_SlctdAsstsSlInd,AgntTrstEtcInd,BgnnngBlncAmt,AddtnsDrngYrAmt,DstrbtnsDrngYrAmt,EndngBlncAmt,InclEscrwCstdlAcctLbInd,ExplntnPrvddInd,CYEndwmtFnd_BgnnngYrBlncAmt,CYEndwmtFnd_CntrbtnsAmt,CYEndwmtFnd_InvstmntErnngsOrLsssAmt,CYEndwmtFnd_GrntsOrSchlrshpsAmt,CYEndwmtFnd_OthrExpndtrsAmt,CYEndwmtFnd_AdmnstrtvExpnssAmt,CYEndwmtFnd_EndYrBlncAmt,CYMns1YrEndwmtFnd_BgnnngYrBlncAmt,CYMns1YrEndwmtFnd_CntrbtnsAmt,CYMns1YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns1YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns1YrEndwmtFnd_OthrExpndtrsAmt,CYMns1YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns1YrEndwmtFnd_EndYrBlncAmt,CYMns2YrEndwmtFnd_BgnnngYrBlncAmt,CYMns2YrEndwmtFnd_CntrbtnsAmt,CYMns2YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns2YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns2YrEndwmtFnd_OthrExpndtrsAmt,CYMns2YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns2YrEndwmtFnd_EndYrBlncAmt,CYMns3YrEndwmtFnd_BgnnngYrBlncAmt,CYMns3YrEndwmtFnd_CntrbtnsAmt,CYMns3YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns3YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns3YrEndwmtFnd_OthrExpndtrsAmt,CYMns3YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns3YrEndwmtFnd_EndYrBlncAmt,CYMns4YrEndwmtFnd_BgnnngYrBlncAmt,CYMns4YrEndwmtFnd_CntrbtnsAmt,CYMns4YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns4YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns4YrEndwmtFnd_OthrExpndtrsAmt,CYMns4YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns4YrEndwmtFnd_EndYrBlncAmt,SkdD_BrdDsgntdBlncEOYPct,SkdD_PrmnntEndwmntBlncEOYPct,SkdD_TrmEndwmntBlncEOYPct,SkdD_EndwmntsHldUnrltdOrgInd,SkdD_EndwmntsHldRltdOrgInd,SkdD_RltdOrgLstSchRInd,SkdD_TtlBkVlLndBldngsAmt,Lnd_InvstmntCstOrOthrBssAmt,Lnd_OthrCstOrOthrBssAmt,Lnd_BkVlAmt,Bldngs_InvstmntCstOrOthrBssAmt,Bldngs_OthrCstOrOthrBssAmt,Bldngs_DprctnAmt,Bldngs_BkVlAmt,LshldImprvmnts_InvstmntCstOrOthrBssAmt,LshldImprvmnts_OthrCstOrOthrBssAmt,LshldImprvmnts_DprctnAmt,LshldImprvmnts_BkVlAmt,Eqpmnt_InvstmntCstOrOthrBssAmt,Eqpmnt_OthrCstOrOthrBssAmt,Eqpmnt_DprctnAmt,Eqpmnt_BkVlAmt,OthrLndBldngs_InvstmntCstOrOthrBssAmt,OthrLndBldngs_OthrCstOrOthrBssAmt,OthrLndBldngs_DprctnAmt,OthrLndBldngs_BkVlAmt,SkdD_TtlBkVlScrtsAmt,ClslyHldEqtyIntrsts_BkVlAmt,FnnclDrvtvs_BkVlAmt,ClslyHldEqtyIntrsts_MthdVltnCd,FnnclDrvtvs_MthdVltnCd,TtlBkVlPrgrmRltdAmt,TtlBkVlOthrAsstsAmt,TtlLbltyAmt,FdrlIncmTxLbltyAmt,FtntTxtInd,TtlRvEtcAdtdFnclStmtAmt,NtUnrlzdGnsInvstAmt,DntdSrvcsAndUsFcltsAmt,RcvrsPrrYrGrntsAmt,OthrRvnAmt,RvnNtRprtdAmt,RvnSbttlAmt,InvstmntExpnssNtIncldAmt,OthrRvnsNtInclddAmt,RvnNtRprtdFnclStmtAmt,TtlRvnPrFrm990Amt,TtExpnsEtcAdtdFnclStmtAmt,DntdSrvcsUsFcltsAmt,PrrYrAdjstmntsAmt,LsssRprtdAmt,OthrExpnssInclddAmt,ExpnssNtRprtdAmt,ExpnssSbttlAmt,InvstmntExpnssNtIncld2Amt,OthrExpnssNtInclddAmt,ExpnssNtRptFnclStmtAmt,TtlExpnssPrFrm990Amt,TtExpnsEtcAdtdFnclStmtAmt,DntdSrvcsUsFcltsAmt,PrrYrAdjstmntsAmt,LsssRprtdAmt,OthrExpnssInclddAmt,ExpnssNtRprtdAmt,ExpnssSbttlAmt,InvstmntExpnssNtIncld2Amt,OthrExpnssNtInclddAmt,ExpnssNtRptFnclStmtAmt,TtlExpnssPrFrm990Amt
201733189349312788,262616570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23287,-,-,-,-,-,-,-,-,-,-,-,-,140326,117039,23287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201733189349301618,473530185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1200942,-,-,-,-,0,1200942,-,-,0,1200942,467689,-,-,-,-,0,467689,-,-,0,467689,467689,-,-,-,-,0,467689,-,-,0,467689
201703189349300425,742841146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5370000,-,-,1672720,-,-,-,-,-,1672720,-,-,-,1672720,908596,-,-,-,-,-,908596,-,-,-,908596,908596,-,-,-,-,-,908596,-,-,-,908596
201703179349306700,133459531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188326,164426,23900,-,-,-,-,-,-,9353,8803,-,X,780261,-,77952,-,-,77952,702309,-,-109406,-109406,592903,783370,77952,-,-,-,77952,705418,-,-109406,-109406,596012,783370,77952,-,-,-,77952,705418,-,-109406,-109406,596012
201703179349308695,203695075,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80923,-,-,-,-,-,-,-,-,53487,15671,37816,-,63407,29687,33720,-,51071,41684,9387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201713199349318906,113811029,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,3229,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201713469349300626,166031585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000643,356723,866890,240775,7976,0,6975505,6367499,46817,-160229,247275,6169,0,6000643,6326951,196669,135253,285900,5474,0,6367499,5751895,182147,711572,289525,29138,0,6326951,5093152,203327,747821,292405,0,0,5751895,0,0.65,0.35,0,0,-,24332294,0,1846798,1846798,0,32925501,13439260,19486241,0,0,0,0,0,9086924,7829497,1257427,0,1741828,0,1741828,-,-,-,-,-,-,-,198359,0,X,15850094,709643,0,0,632307,1341950,14508144,0,4337952,4337952,18846096,16350034,0,0,0,632307,632307,15717727,0,4337952,4337952,20055679,16350034,0,0,0,632307,632307,15717727,0,4337952,4337952,20055679
201723419349300107,237373765,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1369179,208890,4381,-,-,-,1582450,1476680,19492,82262,-,4775,-,1369179,1386619,13164,84783,-,7886,-,1476680,1369179,-,43662,-,26222,-,1386619,1501929,-,-12336,-,120414,-,1369179,-,0.72000,0.28000,0,0,-,20765127,-,114285,114285,-,27661330,8751447,18909883,-,-,-,-,-,2266554,1793190,473364,-,2539333,1271738,1267595,-,-,-,-,-,-,-,516855,-,X,13023070,-,-,-,-,0,13023070,-,-,0,13023070,13307595,-,-,-,-,0,13307595,-,-,0,13307595,13307595,-,-,-,-,0,13307595,-,-,0,13307595
201703419349300440,850387957,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10337,-,-,-,-,-,-,-,-,-,-,-,-,34937,24600,10337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,309748,-,-,-,-,-,309748,-,-,-,309748,198789,-,-,-,-,-,198789,-,-,-,198789,198789,-,-,-,-,-,198789,-,-,-,198789
201713179349308351,462711511,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1253991,-,287600,287600,-,512400,9306,503094,-,490532,118572,371960,-,106861,56516,50345,-,40992,-,40992,-,-,-,-,-,-,-,-,-,-,2183396,-,15000,-,-,15000,2168396,-,-,0,2168396,1334847,15000,-,-,-,15000,1319847,-,-,0,1319847,1334847,15000,-,-,-,15000,1319847,-,-,0,1319847
