object_id,ein,NndscrmntryPlcyStmtInd,PlcyStmtInBrchrsEtcInd,PlcyPblczdVBrdcstMdInd,MntnRclCmpRcsInd,MntnSchlrshpsRcsInd,MntnCpyOfBrchrsEtcInd,MntnCpyOfAllSlInd,DscrmntRcStdntsRghtsInd,DscrmntRcAdmssPlcyInd,DscrmntRcEmplmFcltyInd,DscrmntRcSchsInd,DscrmntRcEdcPlcyInd,DscrmntRcUsOfFcltsInd,DscrmntRcAthltPrgInd,DscrmntRcOthrActyInd,GvrnmntFnnclAdRcvdInd,GvrnmntFnnclAdRvkdInd,CmplncWthRvPrc7550Ind
201602519349300000,611531458,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201642449349301354,611622648,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201612479349300601,850474926,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201612599349301401,330611334,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201642529349200634,946112260,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201602579349301200,410789397,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201612439349200126,237178313,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201612449349300791,750891465,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201632419349300203,471994752,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201622519349300787,480851998,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201622439349300602,200617900,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201612399349200206,263216231,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201602459349300930,350715530,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201612379349300526,953921204,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201633149349201903,465430698,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201613029349301206,750827409,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201612959349300701,208757406,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201623019349300972,270497639,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201622889349301537,420680323,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201602609349300105,582533742,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201602999349300145,330606003,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201603199349204150,454072571,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201632949349300148,480556726,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201612999349300146,330934393,true,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201613059349300756,133705284,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201613009349300146,111802808,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true
201613009349200816,462929994,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
201602609349300320,237417722,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201612669349300306,751786007,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201602679349200205,261353976,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201622659349300842,562538741,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201612669349300781,463103295,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201632569349300928,208913609,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,true
201612649349300516,272190032,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201602649349300650,616002351,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201612639349300046,462795989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201642579349300429,200258004,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201622679349300547,850164940,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201643029349301114,450231180,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201623069349300122,980149857,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201602919349300015,240795439,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201642989349301074,710236867,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201622919349301112,951916051,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201623029349200602,541779894,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201633029349301093,942881684,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201602939349200805,270023016,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201633029349300518,263664845,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201613029349300501,561388743,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201613139349201181,454047696,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
201613159349201461,050459858,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201602919349301055,344429091,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201602879349300925,942401323,true,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201632749349300108,541743079,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201602939349300415,462298596,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201622599349300892,611124267,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201642809349301014,452494161,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201622729349300122,561065978,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201632859349300403,480559090,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201642889349301169,800257911,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
201602889349300030,020344073,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201622819349300402,381443369,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201602929349301000,562231069,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201613149349201246,455460170,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,-
201632879349300743,750855633,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201622849349301117,461549605,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201602859349300515,203185510,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201612949349300501,596605703,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201602799349300315,850303705,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
201613149349302221,420680408,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201603199349310195,390978445,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201633129349302543,752760831,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201603199349305315,591092732,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201643209349206149,300690032,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201643199349204099,260252842,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201603129349301015,420681049,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201643159349303234,810231774,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201643149349302579,912120259,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
201633139349302173,231501197,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201623149349302402,370706154,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201603199349302670,421351526,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201633109349300603,942992642,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201603129349302435,136171197,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201603209349300635,470424785,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201603069349301115,454620000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
201603179349300045,273002117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201613089349302451,560529972,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201613549349200311,020502992,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201643289349200019,946108651,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201633219349200103,263897492,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201603149349301725,480543766,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201603169349302320,510205293,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201623099349301137,540129860,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201643199349205154,383693897,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201613129349302061,231382408,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201603099349301200,232215278,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201633129349300503,272918042,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201603199349308345,910615846,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201623159349303032,231937954,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201632889349300933,160909446,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201632889349301018,362919340,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201603209349200015,592850837,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201632889349301163,161476258,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201622789349300447,042104775,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201632589349301463,943109801,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201632789349200203,464091111,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201622819349200537,271231580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201632799349300248,231608264,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201602919349301375,570650419,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
201632799349301308,480543782,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201642819349300604,630329409,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201633159349201678,271109209,true,true,true,true,true,true,true,-,-,-,-,-,-,-,-,-,-,true
201632999349301133,750827409,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201622879349301617,263031521,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201603129349302145,200551778,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201633129349301688,460229820,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201623149349302412,341726619,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201603199349310725,954469618,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201603229349200500,392030941,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201633079349301018,208384273,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201603079349301485,953104298,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201603079349301215,591298070,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201633209349201598,651199528,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201623029349300217,640303086,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201643149349303139,270005794,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201633139349300223,620476661,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201633139349301738,362310478,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201603179349300000,460515673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201622899349300307,942254303,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201623129349302022,460224589,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201633079349301433,410694721,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
