object_id,ein,NndscrmntryPlcyStmtInd,PlcyStmtInBrchrsEtcInd,PlcyPblczdVBrdcstMdInd,MntnRclCmpRcsInd,MntnSchlrshpsRcsInd,MntnCpyOfBrchrsEtcInd,MntnCpyOfAllSlInd,DscrmntRcStdntsRghtsInd,DscrmntRcAdmssPlcyInd,DscrmntRcEmplmFcltyInd,DscrmntRcSchsInd,DscrmntRcEdcPlcyInd,DscrmntRcUsOfFcltsInd,DscrmntRcAthltPrgInd,DscrmntRcOthrActyInd,GvrnmntFnnclAdRcvdInd,GvrnmntFnnclAdRvkdInd,CmplncWthRvPrc7550Ind
201911019349300646,930741999,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201931019349300333,141338498,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201931019349300218,910236600,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900809349300610,480547702,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201910189349300636,931071753,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201920459349301537,590668483,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201940089349301129,596046500,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201900999349300535,370661494,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900999349300230,750983821,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201930099349300203,231424055,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201940569349300119,470376524,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201940149349300759,952540850,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201930509349300228,750851900,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930749349300603,840402707,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201930459349300823,222586208,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930609349301043,930386890,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201930389349300333,931040479,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201900159349300855,362167773,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
201930659349300838,520591694,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900219349300015,592961536,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900599349301365,640303093,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201940359349301054,231352664,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900799349300340,540505922,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900809349300230,020222154,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900809349300240,030482006,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
201930869349300613,200940772,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930869349300133,930386858,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201910919349300316,231352621,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201910889349300616,042111203,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930529349300968,620570060,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201920319349300137,030179299,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201920119349300102,131916574,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201920919349300307,340714687,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201900889349300810,370673484,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930659349300228,510109178,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930659349300333,350868096,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201900509349300600,750827421,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201920159349300102,620535755,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201940459349300519,340868798,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201910749349300116,941021164,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930959349300208,560529953,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930959349300628,042103585,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930979349300603,620485733,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201930329349300928,370681530,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201931009349300028,800477644,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900079349300305,350868101,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201940159349301154,060647016,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201910919349300006,540505977,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201930639349300998,956002998,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900919349300850,160755807,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201803179349304965,042702102,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201910939349300726,411365561,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201900849349300635,344431169,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201930679349300303,261901554,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true
201930679349301138,390833608,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201910329349301231,751081109,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201930299349300218,042108346,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201940999349300919,350868086,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201930749349301253,941339635,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201833179349306403,420681049,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201921009349300802,951684793,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201940999349300529,560529999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900929349300835,250965430,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201940149349300984,610660795,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201920929349300012,541743079,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true
201900929349300865,240795495,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
201900929349300910,390808497,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
