object_id,ein,SttsWhrCpyOfRtrnIsFldCd
201423179349303212,452494161,CA
201433149349302058,020267883,NH
201423169349301652,204811544,IL
201443179349303604,231352008,AK
201443179349303604,231352008,AZ
201443179349303604,231352008,CO
201443179349303604,231352008,KY
201443179349303604,231352008,MD
201443179349303604,231352008,MA
201443179349303604,231352008,MI
201443179349303604,231352008,NH
201443179349303604,231352008,NY
201443179349303604,231352008,OH
201443179349303604,231352008,OK
201443179349303604,231352008,OR
201443179349303604,231352008,WA
201413189349305481,200551778,CA
201443159349302919,042104451,MA
201443189349301799,410693962,MN
201443189349301799,410693962,CA
201403499349301200,237410494,MA
201403529349300205,580566143,GA
201423529349300507,611312812,KY
201403469349300145,596046500,FL
201443399349300804,410970173,MN
201443189349302089,581418202,GA
201443509349300529,593086453,FL
201423519349300952,610660795,KY
201443189349306249,133705284,NY
201443189349300214,410698301,MN
201443189349300214,410698301,CA
201443219349311099,416059072,MN
201443219349307489,953608910,CA
201423219349308422,237275328,WA
201413219349312701,943200772,CA
201433219349305503,620789275,TN
201433449349300008,620202000,TN
201413399349300426,541919810,AK
201413399349300426,541919810,CO
201413399349300426,541919810,KY
201413399349300426,541919810,ME
201413399349300426,541919810,MD
201413399349300426,541919810,MN
201413399349300426,541919810,MS
201413399349300426,541919810,NH
201413399349300426,541919810,NY
201413399349300426,541919810,OR
201413399349300426,541919810,SC
201413399349300426,541919810,VA
201413399349300426,541919810,WA
201413399349300426,541919810,WI
201433189349302568,610461768,KY
201443219349305534,591407629,FL
201433239349300603,750827421,MI
201433239349300603,750827421,PA
201433239349300603,750827421,NH
201433239349300603,750827421,MD
201433439349300608,410789397,MN
201423189349306322,591092732,FL
201433219349304933,263162145,IN
201440999349300719,383888609,MI
201440929349300539,270115197,CA
201442279349300649,522441035,VA
201411079349300616,593506589,FL
201430989349300923,274332028,MN
201431139349300603,202197046,MD
201402379349300020,383790195,TN
201401329349304310,264789471,IN
201402279349303295,571102885,SC
201401339349304940,113661893,AZ
201401339349300200,460515673,CA
201411359349305136,264078735,CA
201421339349305372,651230483,FL
201421359349301412,061804570,IL
201442669349300809,311695478,PA
201441609349300709,486106237,KS
201421679349300807,020332032,NH
201432259349301133,541744996,VA
201412059349300006,273438569,VA
201401629349300200,263453472,CA
201402619349300535,592548486,FL
201442269349304524,262616570,CA
201402559349300200,350715530,IN
201442559349300864,510205293,TN
201432179349301198,931226663,OR
201422179349301372,630840844,AL
201412179349300006,134304343,CA
201412969349300241,237456795,MN
201442939349300274,541776238,VA
201402879349301520,954529650,CA
201412979349301111,237008276,CA
201412879349300626,550370901,WV
201412879349301026,630329409,GA
201402959349300715,621149976,TN
201442889349301139,752760831,IL
201442889349301139,752760831,KY
201442889349301139,752760831,LA
201442889349301139,752760831,MA
201442889349301139,752760831,MD
201442889349301139,752760831,ME
201442889349301139,752760831,MI
201442889349301139,752760831,MO
201442889349301139,752760831,NH
201442889349301139,752760831,NY
201442889349301139,752760831,OH
201442889349301139,752760831,OR
201442889349301139,752760831,SC
201442889349301139,752760831,WA
201442879349300724,350868095,IN
201422819349300432,620819352,TN
201423149349302187,420686467,MA
201423149349302187,420686467,MD
201423149349302187,420686467,MI
201423149349302187,420686467,MN
201423149349302187,420686467,NH
201423149349302187,420686467,NY
201423149349302187,420686467,SC
201413289349300436,610466713,KY
201423119349301492,364303682,IL
201443179349304359,351065063,IN
201433179349306808,954230730,CA
201443159349300979,942515428,AK
201443159349300979,942515428,CA
201443159349300979,942515428,MD
201443159349300979,942515428,NH
201443159349300804,350885591,IN
201423169349301022,161359213,NY
201433179349304333,250965603,PA
201433179349305423,391620530,WI
201423169349303627,350886846,IN
201443169349303414,541031437,VA
201443149349301499,731303821,OK
201403029349300540,150532053,NY
201403029349300540,150532053,IL
201403029349300540,150532053,AL
201403029349300540,150532053,AK
201403029349300540,150532053,AZ
201403029349300540,150532053,AR
201403029349300540,150532053,CA
201403029349300540,150532053,CO
201403029349300540,150532053,CT
201403029349300540,150532053,DE
201403029349300540,150532053,FL
201403029349300540,150532053,GA
201403029349300540,150532053,ID
201403029349300540,150532053,IN
201403029349300540,150532053,IA
201403029349300540,150532053,KS
201403029349300540,150532053,KY
201403029349300540,150532053,LA
201403029349300540,150532053,ME
201403029349300540,150532053,MD
201403029349300540,150532053,MA
201403029349300540,150532053,MI
201403029349300540,150532053,MN
201403029349300540,150532053,MS
201403029349300540,150532053,MO
201403029349300540,150532053,MT
201403029349300540,150532053,NE
