object_id,ein,FrgnCntryCd
201443189349301799,410693962,AU
201433469349300968,980042539,CA
201443189349300214,410698301,CJ
201443189349300214,410698301,EI
201443189349300214,410698301,BD
201432279349302928,237417722,CS
201401339349304940,113661893,FI
201411359349305136,264078735,IS
201442529349300509,830454800,EC
201443149349301499,731303821,EI
201413009349301051,420680460,CA
201413009349301051,420680460,CJ
201413009349301051,420680460,GK
201423019349300242,580593438,OC
201423039349300627,640303086,UK
201423039349300627,640303086,CJ
201412959349301051,350868181,EI
201433469349300143,237069575,CA
201413449349300111,530196583,IT
201403529349300320,620475691,CJ
201443459349300649,986001141,CA
201403189349307150,141338310,OC
201433189349306488,362167855,UK
201443079349301744,980149857,CS
201412879349300846,410694721,MX
201412879349300846,410694721,GT
201412879349300846,410694721,ES
201412879349300846,410694721,NU
201412879349300846,410694721,WA
201413169349303271,370706154,CJ
201423179349303597,710430687,CJ
201413219349310941,731679393,KS
201433369349300703,590624459,CJ
201433219349312023,752220601,GR
201423529349300812,431658069,KS
201402949349301055,840600653,MX
201433179349305078,362166964,CJ
