object_id,ein,OfAssstncTxt,RgnTxt,RcpntCnt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
202031919349301613,042103580,Student Prizes and Awards,North America (Canada & Mexico only),2,2000,ETF OR CHECK
202031919349301613,042103580,Student Prizes and Awards,Middle East and North Africa,2,1483,ETF OR CHECK
202031919349301613,042103580,Student Prizes and Awards,East Asia and the Pacific,1,1000,ETF OR CHECK
202031919349301613,042103580,Student Prizes and Awards,Europe (Including Iceland and Greenland),1,318,ETF OR CHECK
202011969349302061,381988915,HONORS SCHOLARSHIPS,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",3,30601,SCHOLARSHIPS GIVEN TO STUDENTS ON THE BASIS OF ACADEMIC ACHIEVEMENT
202011969349302061,381988915,HONORS SCHOLARSHIPS,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU",1,17510,SCHOLARSHIPS GIVEN TO STUDENTS ON THE BASIS OF ACADEMIC ACHIEVEMENT
202011969349302061,381988915,HONORS SCHOLARSHIPS,EAST ASIA AND THE PACIFIC,4,64719,SCHOLARSHIPS GIVEN TO STUDENTS ON THE BASIS OF ACADEMIC ACHIEVEMENT
202011969349302061,381988915,HONORS SCHOLARSHIPS & CANADIAN BURSARY SCHOLARSHIPS,"NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES",14,315348,SCHOLARSHIPS GIVEN TO STUDENTS ON THE BASIS OF ACADEMIC ACHIEVEMENT AND FINANCIAL NEED
202011969349302061,381988915,HONORS SCHOLARSHIPS,SUB-SAHARAN AFRICA,1,11694,SCHOLARSHIPS GIVEN TO STUDENTS ON THE BASIS OF ACADEMIC ACHIEVEMENT
202011969349302061,381988915,HONORS SCHOLARSHIPS,RUSSIA AND NEIGHBORING STATES,1,9213,SCHOLARSHIPS GIVEN TO STUDENTS ON THE BASIS OF ACADEMIC ACHIEVEMENT
202011969349302061,381988915,HONORS SCHOLARSHIPS,MIDDLE EAST AND NORTH AFRICA,1,17813,SCHOLARSHIPS GIVEN TO STUDENTS ON THE BASIS OF ACADEMIC ACHIEVEMENT
202131369349301843,314379435,FINANCIAL AID FOR STUDY ABROAD PROGRAMS,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU",8,94673,CHECK/WIRE,0
202131369349301843,314379435,FINANCIAL AID FOR STUDY ABROAD PROGRAMS,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",2,39540,CHECK/WIRE,0
202131369349301843,314379435,FINANCIAL AID FOR STUDY ABROAD PROGRAMS,SOUTH AMERICA,1,12450,CHECK/WIRE,0
202131369349301843,314379435,FINANCIAL AID FOR STUDY ABROAD PROGRAMS,SUB-SAHARAN AFRICA,1,9950,CHECK/WIRE,0
202011349349301611,231365954,INSTITUTIONAL SCHOLARSHIPS FOR STUDENTS STUDYING ABROAD,CENTRAL AMERICA AND THE CARIBBEAN,6,122473,NON-CASH CREDIT TO STUDENT ACCOUNTS,OTHER
202011349349301611,231365954,INSTITUTIONAL SCHOLARSHIPS FOR STUDENTS STUDYING ABROAD,EAST ASIA AND THE PACIFIC,61,1165295,NON-CASH CREDIT TO STUDENT ACCOUNTS,OTHER
202011349349301611,231365954,INSTITUTIONAL SCHOLARSHIPS FOR STUDENTS STUDYING ABROAD,EUROPE (INCLUDING ICELAND & GREENLAND),174,3092623,NON-CASH CREDIT TO STUDENT ACCOUNTS,OTHER
202011349349301611,231365954,INSTITUTIONAL SCHOLARSHIPS FOR STUDENTS STUDYING ABROAD,MIDDLE EAST AND NORTH AFRICA,4,47570,NON-CASH CREDIT TO STUDENT ACCOUNTS,OTHER
202011349349301611,231365954,INSTITUTIONAL SCHOLARSHIPS FOR STUDENTS STUDYING ABROAD,RUSSIA AND NEIGHBORING STATES,11,86435,NON-CASH CREDIT TO STUDENT ACCOUNTS,OTHER
202011349349301611,231365954,INSTITUTIONAL SCHOLARSHIPS FOR STUDENTS STUDYING ABROAD,SOUTH AMERICA,18,446950,NON-CASH CREDIT TO STUDENT ACCOUNTS,OTHER
202011349349301611,231365954,INSTITUTIONAL SCHOLARSHIPS FOR STUDENTS STUDYING ABROAD,SOUTH ASIA,8,187534,NON-CASH CREDIT TO STUDENT ACCOUNTS,OTHER
202011349349301611,231365954,INSTITUTIONAL SCHOLARSHIPS FOR STUDENTS STUDYING ABROAD,SUB-SAHARAN AFRICA,2,13345,NON-CASH CREDIT TO STUDENT ACCOUNTS,OTHER
202001979349302485,041843040,FINANCIAL AID,East Asia and the Pacific,125,408511,CASH,N/A,FMV
202001979349302485,041843040,FINANCIAL AID,Europe (Including Iceland and Greenland),23,282934,CASH,N/A,FMV
202001979349302485,041843040,FINANCIAL AID,South Asia,28,216563,CASH,N/A,FMV
202001979349302485,041843040,FINANCIAL AID,Sub-Saharan Africa,38,169459,CASH,N/A,FMV
202001979349302485,041843040,FINANCIAL AID,South America,21,166459,CASH,N/A,FMV
202001979349302485,041843040,FINANCIAL AID,North America,9,73397,CASH,N/A,FMV
202001979349302485,041843040,FINANCIAL AID,Middle East and North Africa,8,71850,CASH,N/A,FMV
202001979349302485,041843040,FINANCIAL AID,Central America and the Caribbean,8,14480,CASH,N/A,FMV
202001979349302485,041843040,FINANCIAL AID,Russia and the Newly Independent States,2,2177,CASH,N/A,FMV
202011969349302901,060646973,Student stipends and fellowships,Central America and the Caribbean,33,233023,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Student stipends and fellowships,East Asia and the Pacific,296,3428460,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Student stipends and fellowships,Europe (Including Iceland and Greenland),607,6444963,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Student stipends and fellowships,Middle East and North Africa,73,596895,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Student stipends and fellowships,North America (Canada & Mexico only),36,299995,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Student stipends and fellowships,Russia and Neighboring States,21,176532,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Student stipends and fellowships,South America,109,942872,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Student stipends and fellowships,South Asia,35,282519,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Student stipends and fellowships,Sub-Saharan Africa,136,899875,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,Central America and the Caribbean,7,4708,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,East Asia and the Pacific,46,61090,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,Europe (Including Iceland and Greenland),31,61075,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,Middle East and North Africa,17,34442,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,North America (Canada & Mexico only),29,158104,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,Russia and Neighboring States,1,15667,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,South America,32,57308,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,South Asia,5,8908,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Scholarships,Sub-Saharan Africa,20,28738,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,Central America and the Caribbean,2,3603,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,East Asia and the Pacific,24,57648,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,Europe (Including Iceland and Greenland),51,99695,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,Middle East and North Africa,3,4804,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,North America (Canada & Mexico only),7,13211,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,Russia and Neighboring States,1,2402,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,South America,3,4804,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,South Asia,10,16814,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011969349302901,060646973,Health Premium awards,Sub-Saharan Africa,9,18015,"CHECK, ELECTRONIC FUND OR WIRE TRANSFER"
202011979349304161,314379585,UNIVERSITY SCHOLARSHIPS/GRANTS,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",6,26054,STUDENT ACCOUNT CREDIT,0
202011979349304161,314379585,UNIVERSITY SCHOLARSHIPS/GRANTS,EAST ASIA AND THE PACIFIC,8,103213,STUDENT ACCOUNT CREDIT,0
202011979349304161,314379585,UNIVERSITY SCHOLARSHIPS/GRANTS,EUROPE (INCLUDING ICELAND & GREENLAND),60,629506,STUDENT ACCOUNT CREDIT,0
202011979349304161,314379585,UNIVERSITY SCHOLARSHIPS/GRANTS,MIDDLE EAST AND NORTH AFRICA,3,23306,STUDENT ACCOUNT CREDIT,0
202011979349304161,314379585,UNIVERSITY SCHOLARSHIPS/GRANTS,NORTH AMERICA,12,23950,STUDENT ACCOUNT CREDIT,0
202011979349304161,314379585,UNIVERSITY SCHOLARSHIPS/GRANTS,SOUTH AMERICA,7,73015,STUDENT ACCOUNT CREDIT,0
202011979349304161,314379585,UNIVERSITY SCHOLARSHIPS/GRANTS,SUB-SAHARAN AFRICA,3,17316,STUDENT ACCOUNT CREDIT,0
202011369349301841,060646701,Scholarship,Central America and the Caribbean,3,89325
202011369349301841,060646701,Scholarship,East Asia and the Pacific,19,499749
202011369349301841,060646701,Scholarship,Europe (including Iceland and Greenland),35,1362129
202011369349301841,060646701,Scholarship,Middle East and North Africa,3,35566
202011369349301841,060646701,Scholarship,"North America (including Canada and Mexico, but not the United States)",23,1149258
202011369349301841,060646701,Scholarship,Russia and the newly independent States,4,85653
202011369349301841,060646701,Scholarship,South America,2,56625
202011369349301841,060646701,Scholarship,South Asia,4,140940
202011369349301841,060646701,Scholarship,Sub-Saharan Africa,16,434998
202001979349304835,640303084,Scholarships,42,1125447,WIRE
202011979349304206,460224588,INSTITUTIONAL AID,CENTRAL AMERICA AND THE CARIBBEAN,3,60840,STUDENT ACCOUNT,0,N/A,N/A
202011979349304206,460224588,INSTITUTIONAL AID,EAST ASIA AND THE PACIFIC,34,572910,STUDENT ACCOUNT,0,N/A,N/A
202011979349304206,460224588,INSTITUTIONAL AID,EUROPE,17,180500,STUDENT ACCOUNT,0,N/A,N/A
202011979349304206,460224588,INSTITUTIONAL AID,MIDDLE EAST AND NORTH AFRICA,1,11370,STUDENT ACCOUNT,0,N/A,N/A
202011979349304206,460224588,INSTITUTIONAL AID,NORTH AMERICA,1,13320,STUDENT ACCOUNT,0,N/A,N/A
202011979349304206,460224588,INSTITUTIONAL AID,RUSSIA AND NEIGHBORING STATES,3,50370,STUDENT ACCOUNT,0,N/A,N/A
202011979349304206,460224588,INSTITUTIONAL AID,SOUTH AMERICA,4,67450,STUDENT ACCOUNT,0,N/A,N/A
202011979349304206,460224588,INSTITUTIONAL AID,SOUTH ASIA,7,137270,STUDENT ACCOUNT,0,N/A,N/A
202011979349304206,460224588,INSTITUTIONAL AID,SUB-SAHARAN AFRICA,30,557235,STUDENT ACCOUNT,0,N/A,N/A
202001559349301860,910565553,Student financial aid posted while studying abroad,Central America and the Caribbean,2,0,22448,Financial aid posted to student accounts,Book
202001559349301860,910565553,Student financial aid posted while studying abroad,East Asia and the Pacific,24,0,170028,Financial aid posted to student accounts,Book
202001559349301860,910565553,Student financial aid posted while studying abroad,Europe (including Iceland and Greenland),69,0,528519,Financial aid posted to student accounts,Book
202001559349301860,910565553,Student financial aid posted while studying abroad,Middle East and North Africa,1,0,15160,Financial aid posted to student accounts,Book
202001559349301860,910565553,Student financial aid posted while studying abroad,Russia and the newly independent States,3,0,22114,Financial aid posted to student accounts,Book
202001559349301860,910565553,Student financial aid posted while studying abroad,South America,3,0,23724,Financial aid posted to student accounts,Book
202001559349301860,910565553,Student financial aid posted while studying abroad,Sub-Saharan Africa,1,0,9500,Financial aid posted to student accounts,Book
202001559349301720,540506314,STUDY ABROAD SCHOLARSHIPS,Europe (including Iceland and Greenland),57,935122,STUDENT ACCOUNT,0,N/A,N/A
202001559349301720,540506314,STUDY ABROAD SCHOLARSHIPS,East Asia and the Pacific,4,59528,STUDENT ACCOUNT,0,N/A,N/A
202001559349301720,540506314,STUDY ABROAD SCHOLARSHIPS,Sub-Saharan Africa,2,32000,STUDENT ACCOUNT,0,N/A,N/A
202042979349301859,350886846,Scholarships,"North America (including Canada and Mexico, but not the United States)",9,0,224275,Scholarships applied against tuition and fees,Other
202042979349301859,350886846,Scholarships,South America,4,0,75000,Scholarships applied against tuition and fees,Other
202042979349301859,350886846,Scholarships,Central America and the Caribbean,2,0,32000,Scholarships applied against tuition and fees,Other
202042979349301859,350886846,Scholarships,East Asia and the Pacific,1,0,5000,Scholarships applied against tuition and fees,Other
202021979349300832,314379435,FINANCIAL AID FOR STUDY ABROAD PROGRAMS,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",1,11775,CHECK/WIRE,0
202021979349300832,314379435,FINANCIAL AID FOR STUDY ABROAD PROGRAMS,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU",8,109993,CHECK/WIRE,0
202021979349300832,314379435,FINANCIAL AID FOR STUDY ABROAD PROGRAMS,EAST ASIA AND THE PACIFIC,2,22150,CHECK/WIRE,0
202011959349303786,135562985,"SCHOLARSHIPS, FELLOWSHIPS, GRANTS",East Asia and the Pacific,129,3077843,CR. STU. ACC
202011959349303786,135562985,"SCHOLARSHIPS, FELLOWSHIPS, GRANTS",Europe (Including Iceland and Greenland),14,356487,CR. STU. ACC
202011959349303786,135562985,"SCHOLARSHIPS, FELLOWSHIPS, GRANTS",Middle East and North Africa,4,95600,CR. STU. ACC
202011959349303786,135562985,"SCHOLARSHIPS, FELLOWSHIPS, GRANTS",North America,7,164925,CR. STU. ACC
202011959349303786,135562985,"SCHOLARSHIPS, FELLOWSHIPS, GRANTS",Russia and the Newly Independent States,1,22275,CR. STU. ACC
202011959349303786,135562985,"SCHOLARSHIPS, FELLOWSHIPS, GRANTS",South America,6,152649,CR. STU. ACC
202011959349303786,135562985,"SCHOLARSHIPS, FELLOWSHIPS, GRANTS",South Asia,8,185562,CR. STU. ACC
202011959349303786,135562985,"SCHOLARSHIPS, FELLOWSHIPS, GRANTS",Central America and the Caribbean,4,126012,CR. STU. ACC
202041959349302409,520591613,Student Financial Aid,Central America and the Caribbean,13,25548,Credit to student account,Cash value
202041959349302409,520591613,Student Financial Aid,East Asia and the Pacific,19,49749,Credit to student account,cash value
202041959349302409,520591613,Student Financial Aid,Europe (including Iceland and Greenland),77,346780,Credit to student account,Cash value
202041959349302409,520591613,Student Financial Aid,Russia and the newly independent States,1,3876,Credit to student account,Cash value
202041959349302409,520591613,Student Financial Aid,South Asia,3,7126,Credit to student account,Cash value
202041959349302409,520591613,Student Financial Aid,Sub-Saharan Africa,17,27248,Credit to student account,Cash value
202011979349305641,610469267,STUDY ABROAD,Europe (Including Iceland and Greenland),2,2000,STUDENT ACCT
202011979349304846,381357980,SCHOLARSHIPS AND GRANTS,NORTH AMERICA,66,1887560,TUITION SCHOLARSHIPS,N/A
202011979349304846,381357980,SCHOLARSHIPS AND GRANTS,EUROPE (INCLUDING ICELAND & GREENLAND),12,338194,TUITION SCHOLARSHIPS,N/A
202011979349304846,381357980,SCHOLARSHIPS AND GRANTS,EAST ASIA AND THE PACIFIC,4,107013,TUITION SCHOLARSHIPS,N/A
202011979349304846,381357980,SCHOLARSHIPS AND GRANTS,RUSSIA AND NEIGHBORING STATES,1,30905,TUITION SCHOLARSHIPS,N/A
202011979349304846,381357980,SCHOLARSHIPS AND GRANTS,SUB-SAHARAN AFRICA,1,30905,TUITION SCHOLARSHIPS,N/A
202131379349306933,237421224,GRANTS TO INDIVIDUALS (MERIT-BASED),"NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES",223,69348,SCHOLARSHIP,N/A,FMV
202131379349306933,237421224,GRANTS TO INDIVIDUALS (NEED-BASED),NORTH AMERICA,80,57000,SCHOLARSHIP,N/A,FMV
202131379349306933,237421224,GRANTS TO INDIVIDUALS,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",4,12002,SCHOLARSHIP,N/A,FMV
202131379349306933,237421224,GRANTS TO INDIVIDUALS,EUROPE (INCLUDING ICELAND & GREENLAND),2,800,SCHOLARSHIP,N/A,FMV
202022729349300227,271503981,INSTITUTIONAL SCHOLARSHIPS,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",3,14355,TUITION DISCOUNTS
202022729349300227,271503981,INSTITUTIONAL SCHOLARSHIPS,"SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,",15,126269,TUITION DISCOUNTS
202022729349300227,271503981,INSTITUTIONAL SCHOLARSHIPS,"RUSSIA AND NEIGHBORING STATES - ARMENIA, AZERBIJAN, BELARUS,",10,86219,TUITION DISCOUNTS
202022729349300227,271503981,INSTITUTIONAL SCHOLARSHIPS,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA, FASO, BURUNDI,",1,1500,TUITION DISCOUNTS
202022729349300227,271503981,INSTITUTIONAL SCHOLARSHIPS,EUROPE (INCLUDING ICELAND & GREENLAND),1,500,TUITION DISCOUNTS
202121349349307792,951664112,FINANCIAL AID,Sub-Saharan Africa,13,342368,Credit,N/A,N/A
202121349349307792,951664112,FINANCIAL AID,East Asia and the Pacific,80,2181650,Credit,N/A,N/A
202121349349307792,951664112,FINANCIAL AID,Central America and the Caribbean,3,36338,Credit,N/A,N/A
202121349349307792,951664112,FINANCIAL AID,Europe (Including Iceland and Greenland),78,1617933,Credit,N/A,N/A
202121349349307792,951664112,FINANCIAL AID,Middle East and North Africa,3,60234,Credit,N/A,N/A
202121349349307792,951664112,FINANCIAL AID,Russia and the Newly Independent States,2,73944,Credit,N/A,N/A
202121349349307792,951664112,FINANCIAL AID,South America,3,61951,Credit,N/A,N/A
202121349349307792,951664112,FINANCIAL AID,South Asia,1,4812,Credit,N/A,N/A
202013169349303286,362166946,SCHOLARSHIP,EAST ASIA AND THE PACIFIC,15,49300,APPLIED TO COURSE INVOICE,CASH
202013169349303286,362166946,SCHOLARSHIP,SOUTH ASIA,3,37350,APPLIED TO COURSE INVOICE,CASH
202013169349303286,362166946,SCHOLARSHIP,NORTH AMERICA,3,7350,APPLIED TO COURSE INVOICE,CASH
202013169349303286,362166946,SCHOLARSHIP,EUROPE (INCLUDING ICELAND & GREENLAND),1,2450,APPLIED TO COURSE INVOICE,CASH
202013169349303286,362166946,SCHOLARSHIP,SOUTH AMERICA,1,2450,APPLIED TO COURSE INVOICE,CASH
202013029349301401,421164750,Student Aid given to foreign student to study at the Seminary in Indiana.,"North America - Canada and Mexico, but not the United States",2,57952
202013049349301301,340714585,RESEARCH,EUROPE,1,12500,CHECK,0
202013049349301301,340714585,RESEARCH,EAST ASIA AND THE PACIFIC,1,6000,CHECK,0
202013049349301301,340714585,RESEARCH,EAST ASIA AND THE PACIFIC,1,5115,CHECK,0
202013049349301301,340714585,RESEARCH,EUROPE,1,34000,CHECK,0
202013049349301301,340714585,RESEARCH,NORTH AMERICA,1,11991,CHECK,0
202013049349301301,340714585,RESEARCH,RUSSIA & NEIGHBORING STATES,1,5728,CHECK,0
202013049349301301,340714585,RESEARCH,EUROPE,1,8000,CHECK,0
202013049349301301,340714585,RESEARCH,EUROPE,1,9921,CHECK,0
202013049349301301,340714585,RESEARCH,EAST ASIA AND THE PACFIC,1,8025,CHECK,0
202013049349301301,340714585,RESEARCH,EAST ASIA AND THE PACFIC,1,9200,CHECK,0
202030989349301003,231352621,Fellowships and prizes,Central America and the Caribbean,1,10000,Bank Check,FMV
202030989349301003,231352621,Fellowships and prizes,Europe (Including Iceland and Greenland),2,16000,Bank Check,FMV
202030989349301003,231352621,Fellowships and prizes,Russia and the Newly Independent States,1,5400,Bank Check,FMV
202030989349301003,231352621,Fellowships and prizes,Sub-Saharan Africa,3,80000,Bank Check,FMV
202020949349300722,951643992,RESEARCH SCHOLARS,Europe (Including Iceland and Greenland),29,485709,WIRE TRANS,N/A,N/A
202020949349300722,951643992,RESEARCH SCHOLARS,East Asia and the Pacific,70,970275,WIRE TRANS,N/A,N/A
202020949349300722,951643992,RESEARCH SCHOLARS,South Asia,43,880696,WIRE TRANS,N/A,N/A
202020949349300722,951643992,RESEARCH SCHOLARS,Russia and the Newly Independent States,4,26750,WIRE TRANS,N/A,N/A
202020949349300722,951643992,RESEARCH SCHOLARS,Middle East and North Africa,16,366234,WIRE TRANS,N/A,N/A
202020949349300722,951643992,RESEARCH SCHOLARS,South America,1,16000,WIRE TRANS,N/A,N/A
202020949349300722,951643992,RESEARCH SCHOLARS,Sub-Saharan Africa,6,107340,WIRE TRANS,N/A,N/A
202020949349300722,951643992,RESEARCH SCHOLARS,North America,14,254065,WIRE TRANS,N/A,N/A
202030809349300923,580566143,FINANCIAL ASSISTANCE/SCHOLARSHIPS,EAST ASIA AND THE PACIFIC,68,627090,POSTED TO STUDENT ACCOUNT,FMV
202030809349300923,580566143,FINANCIAL ASSISTANCE/SCHOLARSHIPS,EUROPE,5,158704,POSTED TO STUDENT ACCOUNT,FMV
202030809349300923,580566143,FINANCIAL ASSISTANCE/SCHOLARSHIPS,"NORTH AMERICA - CANADA AND MEXICO, BUT",1,6746,POSTED TO STUDENT ACCOUNT,FMV
202030809349300923,580566143,FINANCIAL ASSISTANCE/SCHOLARSHIPS,SOUTH AMERICA,3,147872,POSTED TO STUDENT ACCOUNT,FMV
202030809349300923,580566143,FINANCIAL ASSISTANCE/SCHOLARSHIPS,SUB-SAHARAN AFRICA,2,43150,POSTED TO STUDENT ACCOUNT,FMV
202021059349300112,030179424,SCHOLARSHIPS,EAST ASIA & THE PACIFIC,9,18000,TUITION SCHOLARSHIP,0
202021059349300112,030179424,SCHOLARSHIPS,EUROPE,29,45500,TUITION SCHOLARSHIP,0
202021059349300112,030179424,SCHOLARSHIPS,SOUTH AMERICA,8,14500,TUITION SCHOLARSHIP,0
202021059349300112,030179424,SCHOLARSHIPS,CENTRAL AMERICA & CARIBBEAN,3,6500,TUITION SCHOLARSHIP,0
202131349349306623,042103547,Student Financial Aid,East Asia and the Pacific,163,2499048,tuition,cost
202131349349306623,042103547,Student Financial Aid,Europe (Including Iceland and Greenland),707,11740043,tuition,cost
202131349349306623,042103547,Student Financial Aid,Middle East and North Africa,5,131710,tuition,cost
202131349349306623,042103547,Student Financial Aid,North America,4,104650,tuition,cost
202131349349306623,042103547,Student Financial Aid,South America,23,417370,tuition,cost
202131349349306623,042103547,Student Financial Aid,Sub-Saharan Africa,5,18655,tuition,cost
202141379349308034,560532129,HART FELLOW,SOUTH ASIA,1,6260,WIRE
202141379349308034,560532129,HART FELLOW,SOUTH AMERICA,1,6800,WIRE
202141379349308034,560532129,TUITION/SCHOLARSHIP/BOOK PRIZE,EUROPE (INCLUDING ICELAND & GREENLAND),3,36133,WIRE
202141379349308034,560532129,SPRING TUITION,EAST ASIA AND THE PACIFIC,1,15043,WIRE
202141379349308034,560532129,BOLCH PRIZE,SUB-SAHARAN AFRICA,1,40000,WIRE
202141379349308034,560532129,SUMMER TUITION,SUB-SAHARAN AFRICA,2,4851,WIRE
202100289349300020,231352692,SCHOLARSHIP/TUITION REMISSION,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,",2,18000,OTHER - APPLIED AGAINST TUITION,N/A
202100289349300020,231352692,SCHOLARSHIP/TUITION REMISSION,"RUSSIA AND NEIGHBORING STATES - ARMENIA, AZERBIJAN, BELARUS,",2,65484,OTHER - APPLIED AGAINST TUITION,N/A
202100289349300020,231352692,SCHOLARSHIP/TUITION REMISSION,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",6,76250,OTHER - APPLIED AGAINST TUITION,N/A
202100289349300020,231352692,SCHOLARSHIP/TUITION REMISSION,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU",5,89450,OTHER - APPLIED AGAINST TUITION,N/A
202100289349300020,231352692,SCHOLARSHIP/TUITION REMISSION,"SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,",2,27248,OTHER - APPLIED AGAINST TUITION,N/A
202100289349300020,231352692,SCHOLARSHIP/TUITION REMISSION,"SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,",4,56911,OTHER - APPLIED AGAINST TUITION,N/A
202100289349300020,231352692,SCHOLARSHIP/TUITION REMISSION,CENTRAL AMERICA AND THE CARIBBEAN,1,6000,OTHER - APPLIED AGAINST TUITION,N/A
202100289349300020,231352692,SCHOLARSHIP/TUITION REMISSION,NORTH AMERICA,1,12000,OTHER - APPLIED AGAINST TUITION,N/A
202141349349303034,340714654,Scholarship for Tuition & Fees,Central America and the Caribbean,1,16000,Credit to Student Account
202141349349303034,340714654,Scholarship for Tuition & Fees,East Asia and the Pacific,165,4448024,Credit to Student Account
202141349349303034,340714654,Scholarship for Tuition & Fees,Europe (Including Iceland & Greenland),9,330650,Credit to Student Account
202141349349303034,340714654,Scholarship for Tuition & Fees,Middle East and North Africa,23,935060,Credit to Student Account
202141349349303034,340714654,Scholarship for Tuition & Fees,Russia and Neighboring States,2,58800,Credit to Student Account
202141349349303034,340714654,Scholarship for Tuition & Fees,South America,7,233904,Credit to Student Account
202141349349303034,340714654,Scholarship for Tuition & Fees,South Asia,57,1891078,Credit to Student Account
202141349349303034,340714654,Scholarship for Tuition & Fees,Sub-Saharan Africa,51,2080415,Credit to Student Account
202141349349303034,340714654,Prizes - Academic Achievement & Contests,East Asia and the Pacific,8,1905,Check
202141349349303034,340714654,Student Research,Central America and the Caribbean,3,2456,Travel,FMV
202141349349303034,340714654,Student Research,East Asia and the Pacific,4,2961,Supplies,FMV
202141349349303034,340714654,Student Research,East Asia and the Pacific,3,3075,Travel,FMV
202141349349303034,340714654,Student Research,Europe (Including Iceland & Greenland),7,11313,Travel,FMV
202141349349303034,340714654,Student Research,Sub-Saharan Africa,1,260,Travel,FMV
202141349349303034,340714654,Vocational Grants for Students,East Asia and the Pacific,11,16807,Check
202141349349303034,340714654,Vocational Grants for Students,Europe (Including Iceland & Greenland),1,2900,Check
202141349349303034,340714654,Vocational Grants for Students,South Asia,6,10800,Check
202141349349303034,340714654,Scholarship for Tuition & Fees,North America - Canada and Mexico,9,279800,Credit to Student Account
202141349349303034,340714654,Prizes - Academic Achievement & Contests,Europe (Including Iceland & Greenland),1,490,Check
