object_id,ein,OfAssstncTxt,RgnTxt,RcpntCnt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
202110789349301136,640303069,Scholarships & Grants,Europe (Including Iceland and Greenland),3,30808,WIRE
202110789349301136,640303069,Scholarships & Grants,North America,2,10000,WIRE
202110789349301136,640303069,Scholarships & Grants,South America,1,500,WIRE
202110789349301136,640303069,Scholarships & Grants,South Asia,2,1000,WIRE
202110789349301136,640303069,Scholarships & Grants,Sub-Saharan Africa,6,52827,WIRE
202111349349304341,030179592,Scholarships,Central America and the Caribbean,15,52408,account credit,0,n/a,n/a
202111349349304341,030179592,Scholarships/Small grants,East Asia and the Pacific,131,236834,account credit/wire,0,n/a,n/a
202111349349304341,030179592,Scholarships/Small grants,Europe (including Iceland and Greenland),143,404393,account credit/wire,0,n/a,n/a
202111349349304341,030179592,Scholarships,Middle East and North Africa,101,306444,account credit,0,n/a,n/a
202111349349304341,030179592,Scholarships,South America,130,376002,account credit,0,n/a,n/a
202111349349304341,030179592,Scholarships/Small grants,South Asia,51,181166,account credit/wire,0,n/a,n/a
202111349349304341,030179592,Scholarships/Small grants,Sub-Saharan Africa,137,494362,account credit/wire,0,n/a,n/a
202111349349304341,030179592,Scholarships,"North America (including Canada and Mexico, but not the United States)",13,32553,account credit,0,n/a,n/a
202111349349304341,030179592,Scholarships/Small grants,Russia and the newly independent States,1,4980,account credit/wire,0,n/a,n/a
202131269349301218,141338371,STUDY ABROAD PROGRAM FOR STUDENTS,EUROPE,7,98484,APPLIED TO STUDENTS ACCOUNTS
202131269349301218,141338371,STUDY ABROAD PROGRAM FOR STUDENTS,EAST ASIA AND THE PACIFIC,1,14211,APPLIED TO STUDENTS ACCOUNTS
202131269349301218,141338371,STUDY ABROAD PROGRAM FOR STUDENTS,SOUTH ASIA,1,17334,APPLIED TO STUDENTS ACCOUNTS
202140979349300204,160743040,SCHOLARSHIPS/US CITIZENS STUDYING ABROAD,CENTRAL AMERICA AND THE CARIBBEAN,2,36358,ACCT. CREDIT
202140979349300204,160743040,SCHOLARSHIPS/US CITIZENS STUDYING ABROAD,EAST ASIA AND THE PACIFIC,65,1050823,ACCT. CREDIT
202140979349300204,160743040,SCHOLARSHIPS/US CITIZENS STUDYING ABROAD,EUROPE (INCLUDING ICELAND & GREENLAND),174,2880990,ACCT. CREDIT
202140979349300204,160743040,SCHOLARSHIPS/US CITIZENS STUDYING ABROAD,MIDDLE EAST AND NORTH AFRICA,4,58250,ACCT. CREDIT
202140979349300204,160743040,SCHOLARSHIPS/US CITIZENS STUDYING ABROAD,RUSSIA AND NEIGHBORING STATES,2,18500,ACCT. CREDIT
202140979349300204,160743040,SCHOLARSHIPS/US CITIZENS STUDYING ABROAD,SUB-SAHARAN AFRICA,3,60481,ACCT. CREDIT
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,CENTRAL AMERICA AND THE CARIBBEAN,3,134856,CHARGE AGAINST TUITION,N/A,N/A
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,EAST ASIA AND THE PACIFIC,33,600135,CHARGE AGAINST TUITION,N/A,N/A
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,EUROPE (INCLUDING ICELAND & GREENLAND),4,101985,CHARGE AGAINST TUITION,N/A,N/A
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,MIDDLE EAST AND NORTH AFRICA,CHARGE AGAINST TUITION,N/A,N/A
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,NORTH AMERICA,2,70589,CHARGE AGAINST TUITION,N/A,N/A
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,RUSSIA AND NEIGHBORING STATES,CHARGE AGAINST TUITION,N/A,N/A
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,SOUTH AMERICA,4,115525,CHARGE AGAINST TUITION,N/A,N/A
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,SOUTH ASIA,1,23666,CHARGE AGAINST TUITION,N/A,N/A
202121259349300537,381381271,SCHOLARSHIP - TUITION/BOOKS,SUB-SAHARAN AFRICA,17,536962,CHARGE AGAINST TUITION,N/A,N/A
202121319349303602,251035663,SCHOLARSHIP AND FINANCIAL AID,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU",112,887338,FINANCIAL AID AWARD POSTED ON STUDENT'S ACCOUNT,N/A,N/A
202101049349301335,951643334,Scholarships for Tuition,East Asia and the Pacific,8,34050,CR STUD ACCT
202101049349301335,951643334,Scholarships for Tuition,Europe (Including Iceland and Greenland),94,287329,CR STUD ACCT
202101049349301335,951643334,Scholarships for Tuition,Middle East and North Africa,1,11050,CR STUD ACCT
202101049349301335,951643334,Scholarships for Tuition,South America,1,10000,CR STUD ACCT
202101049349301335,951643334,Scholarships for Tuition,Sub-Saharan Africa,2,11500,CR STUD ACCT
202101049349301335,951643334,SCHOLARSHIPS FOR TUITION,Central America and the Caribbean,41,50173,CR STUD ACCT
202111349349302276,041081650,Scholarship Assistance,Central America and the Caribbean,19,394350,Acct Credit
202111349349302276,041081650,Scholarship Assistance,East Asia and the Pacific,230,2819604,Acct Credit
202111349349302276,041081650,Scholarship Assistance,Europe (Including Iceland and Greenland),32,721637,Acct Credit
202111349349302276,041081650,Scholarship Assistance,Middle East and North Africa,6,140090,Acct Credit
202111349349302276,041081650,Scholarship Assistance,North America,20,712170,Acct Credit
202111349349302276,041081650,Scholarship Assistance,Russia and the Newly Independent States,20,373620,Acct Credit
202111349349302276,041081650,Scholarship Assistance,South America,37,660681,Acct Credit
202111349349302276,041081650,Scholarship Assistance,South Asia,50,499300,Acct Credit
202111349349302276,041081650,Scholarship Assistance,Sub-Saharan Africa,14,273056,Acct Credit
202011649349300421,952944594,SCHOLARSHIPS,NORTH AMERICA,18,8143,TUITION REMISSION,CURRENT RATE
202101329349301755,951644048,Student Scholarship,Australia,1,23000,Student Account
202101329349301755,951644048,Student Scholarship,Bhutan,1,8000,Student Account
202101329349301755,951644048,Student Scholarship,Brazil,1,25000,Student Account
202101329349301755,951644048,Student Scholarship,Canada,3,36000,Student Account
202101329349301755,951644048,Student Scholarship,France,1,19000,Student Account
202101329349301755,951644048,Student Scholarship,Great Britain,3,69000,Student Account
202101329349301755,951644048,Student Scholarship,India,3,51000,Student Account
202101329349301755,951644048,Student Scholarship,Italy,2,39000,Student Account
202101329349301755,951644048,Student Scholarship,Japan,1,24000,Student Account
202101329349301755,951644048,Student Scholarship,Mexico,4,108000,Student Account
202101329349301755,951644048,Student Scholarship,Netherlands,1,21000,Student Account
202101329349301755,951644048,Student Scholarship,New Zealand,1,18000,Student Account
202101329349301755,951644048,Student Scholarship,Peoples Rep of China,2,29000,Student Account
202101329349301755,951644048,Student Scholarship,Saudi Arabia,2,50000,Student Account
202101329349301755,951644048,Student Scholarship,South Africa,1,20000,Student Account
202101329349301755,951644048,Student Scholarship,Sweden,1,27000,Student Account
202101329349301755,951644048,Student Scholarship,Turkey,1,22000,Student Account
202101329349301755,951644048,Student Scholarship,Ukraine,1,6000,Student Account
202101329349301755,951644048,Student Scholarship,Zimbabwe,1,19000,Student Account
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,CENTRAL AMERICA AND THE CARIBBEAN,6,248907,ACCOUNT CREDIT
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,EAST ASIA AND THE PACIFIC,31,1348295,ACCOUNT CREDIT
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,EUROPE (INCLUDING ICELAND & GREENLAND),28,1069019,ACCOUNT CREDIT
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,MIDDLE EAST AND NORTH AFRICA,3,152012,ACCOUNT CREDIT
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,NORTH AMERICA,5,161379,ACCOUNT CREDIT
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,RUSSIA AND NEIGHBORING STATES,14,689673,ACCOUNT CREDIT
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,SOUTH AMERICA,10,454730,ACCOUNT CREDIT
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,SOUTH ASIA,28,1346505,ACCOUNT CREDIT
202101349349303785,030179414,BENNINGTON GRANTS AND SCHOLARSHIPS,SUB-SAHARAN AFRICA,19,915600,ACCOUNT CREDIT
202111249349300946,420698196,"Various Grants, Scholarships and Institutional Loans",Middle East and North Africa,1,32175,Applied to Student Account,0
202111249349300946,420698196,"Various Grants, Scholarships and Institutional Loans",South America,11,259947,Applied to Student Account,0
202111249349300946,420698196,"Various Grants, Scholarships and Institutional Loans",Central America and the Caribbean,2,43350,Applied to Student Account,0
202111249349300946,420698196,"Various Grants, Scholarships and Institutional Loans",East Asia and the Pacific,5,80025,Applied to Student Account,0
202111249349300946,420698196,"Various Grants, Scholarships and Institutional Loans",Sub-Saharan Africa,3,75175,Applied to Student Account,0
202111249349300946,420698196,"Various Grants, Scholarships and Institutional Loans",Europe (including Iceland and Greenland),9,232275,Applied to Student Account,0
202111249349300946,420698196,"Various Grants, Scholarships and Institutional Loans","North America (including Canada and Mexico, but not the United States)",2,54050,Applied to Student Account,0
202111309349302611,630312914,Scholarships,Europe (Including Iceland and Greenland),67,417839,Student account
202111309349302611,630312914,Scholarships,Central America and the Caribbean,1,1200,Student account
202111309349302611,630312914,Scholarships,South America,1,5550,Student account
202111309349302611,630312914,Scholarships,Middle East and North Africa,1,1200,Student account
202111309349302611,630312914,Scholarships,East Asia and the Pacific,1,9200,Student account
202013219349308066,953797687,SCHOLARSHIP AWARDS,EAST ASIA AND THE PACIFIC,28,0,195013,TUITION REDUCTION,FMV
202121329349300727,210634981,Grantmaking,Europe (Including Iceland and Greenland),3,676283,CREDIT ACCT
202121329349300727,210634981,Grantmaking,North America,1,257125,CREDIT ACCT
202121329349300727,210634981,Grantmaking,Sub-Saharan Africa,3,95573,CREDIT ACCT
202121329349300727,210634981,Grantmaking,East Asia and the Pacific,20,83055,CREDIT ACCT
202121329349300727,210634981,Grantmaking,Central America and the Caribbean,8,41385,CREDIT ACCT
202121329349300727,210634981,Grantmaking,South America,1,3381,CREDIT ACCT
202120709349300522,910236600,SCHOLARSHIPS FOR TUITION,EUROPE (INCLUDING ICELAND AND GREENLAND),7,126318,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
202120709349300522,910236600,GRANTS-IN-AID FOR TUITION,EUROPE (INCLUDING ICELAND AND GREENLAND),3,15920,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
202120709349300522,910236600,DISCOUNTS FOR TUITION,EUROPE (INCLUDING ICELAND AND GREENLAND),1,4428,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
202120709349300522,910236600,GRANTS-IN-AID FOR TUITION,MIDDLE EAST AND NORTH AFRICA,1,1090,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
202120709349300522,910236600,SCHOLARSHIPS FOR TUITION,MIDDLE EAST AND NORTH AFRICA,2,37930,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
202101329349302795,381357980,SCHOLARSHIPS AND GRANTS,NORTH AMERICA,56,1670234,TUITION SCHOLARSHIPS,N/A
202101329349302795,381357980,SCHOLARSHIPS AND GRANTS,EUROPE (INCLUDING ICELAND & GREENLAND),15,488928,TUITION SCHOLARSHIPS,N/A
202101329349302795,381357980,SCHOLARSHIPS AND GRANTS,EAST ASIA AND THE PACIFIC,7,160117,TUITION SCHOLARSHIPS,N/A
202101329349302795,381357980,SCHOLARSHIPS AND GRANTS,SUB-SAHARAN AFRICA,1,33029,TUITION SCHOLARSHIPS,N/A
202100819349300410,231352641,COLLEGE GRANT,Central America and the Caribbean,5,110101,FIN AID,FMV
202100819349300410,231352641,COLLEGE GRANT,East Asia and the Pacific,44,691968,FIN AID,FMV
202100819349300410,231352641,COLLEGE GRANT,Europe (Including Iceland and Greenland),215,3235194,FIN AID,FMV
202100819349300410,231352641,COLLEGE GRANT,Middle East and North Africa,17,294436,FIN AID,FMV
202100819349300410,231352641,COLLEGE GRANT,North America,4,121120,FIN AID,FMV
202100819349300410,231352641,COLLEGE GRANT,South America,9,170316,FIN AID,FMV
202100819349300410,231352641,COLLEGE GRANT,South Asia,1,19690,FIN AID,FMV
202100819349300410,231352641,COLLEGE GRANT,Sub-Saharan Africa,18,262441,FIN AID,FMV
202100219349300830,480842156,SILPHIUM RESEARCH,ARGENTINA,1,43000,WIRE TRANSFER
202100219349300830,480842156,LEGME RESEARCH,MEXICO,1,7500,WIRE TRANSFER
202131379349301308,042103594,Public Service Center Grants,East Asia and the Pacific,7,32000,Check
202131379349301308,042103594,Public Service Center Grants,Europe (Including Iceland and Greenland),2,5000,Check
202131379349301308,042103594,Public Service Center Grants,Middle East and North Africa,2,1000,Check
202131379349301308,042103594,Public Service Center Grants,North America (Canada & Mexico only),3,8000,Check
202131379349301308,042103594,Public Service Center Grants,South America,4,10000,Check
202131379349301308,042103594,Public Service Center Grants,South Asia,3,20500,Check
202131379349301308,042103594,Public Service Center Grants,Sub-Saharan Africa,5,44500,Check
202131379349301308,042103594,MISTI Stipend,East Asia and the Pacific,162,415827,Check
202131379349301308,042103594,MISTI Stipend,Europe (Including Iceland and Greenland),333,399198,Check
202131379349301308,042103594,MISTI Stipend,Middle East and North Africa,99,103625,Check
202131379349301308,042103594,MISTI Stipend,North America (Canada & Mexico only),31,31260,Check
202131379349301308,042103594,MISTI Stipend,Russia and Neighboring States,9,23158,Check
202131379349301308,042103594,MISTI Stipend,South America,89,324865,Check
202131379349301308,042103594,MISTI Stipend,South Asia,64,171906,Check
202131379349301308,042103594,MISTI Stipend,Sub-Saharan Africa,39,5497,Check
202131379349301308,042103594,Fellowships,Central America and the Caribbean,12,11558,Check
202131379349301308,042103594,Fellowships,East Asia and the Pacific,17,49821,Check
202131379349301308,042103594,Fellowships,Europe (Including Iceland and Greenland),26,72691,Check
202131379349301308,042103594,Fellowships,Middle East and North Africa,9,8644,Check
202131379349301308,042103594,Fellowships,North America (Canada & Mexico only),1,2000,Check
202131379349301308,042103594,Fellowships,Russia and Neighboring States,4,23600,Check
202131379349301308,042103594,Fellowships,South America,26,46208,Check
202131379349301308,042103594,Fellowships,South Asia,7,8135,Check
202131379349301308,042103594,Fellowships,Sub-Saharan Africa,14,13483,Check
202131379349301308,042103594,Prizes & Awards,Central America and the Caribbean,6,2800,Check
202131379349301308,042103594,Prizes & Awards,East Asia and the Pacific,98,57231,Check
202131379349301308,042103594,Prizes & Awards,Europe (Including Iceland and Greenland),42,56752,Check
202131379349301308,042103594,Prizes & Awards,Middle East and North Africa,18,17588,Check
202131379349301308,042103594,Prizes & Awards,North America (Canada & Mexico only),30,63480,Check
202131379349301308,042103594,Prizes & Awards,Russia and Neighboring States,6,1625,Check
202131379349301308,042103594,Prizes & Awards,South America,5,10904,Check
202131379349301308,042103594,Prizes & Awards,South Asia,30,38499,Check
202131379349301308,042103594,Prizes & Awards,Sub-Saharan Africa,1,150,Check
202131379349301308,042103594,Honoraria,East Asia and the Pacific,10,17748,Check
202131379349301308,042103594,Honoraria,Europe (Including Iceland and Greenland),22,25551,Check
202131379349301308,042103594,Honoraria,North America (Canada & Mexico only),18,11382,Check
202131379349301308,042103594,Honoraria,Russia and Neighboring States,1,2857,Check
202131379349301308,042103594,Honoraria,South America,1,3000,Check
202131379349301308,042103594,Honoraria,South Asia,4,1700,Check
202131379349301308,042103594,Honoraria,Sub-Saharan Africa,7,1770,Check
202111339349301746,546039600,SCHOLARSHIPS,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU",10,239823
202111339349301746,546039600,SCHOLARSHIPS,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",8,229038
202111339349301746,546039600,SCHOLARSHIPS,"NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES",1,18247
202111339349301746,546039600,SCHOLARSHIPS,MIDDLE EAST,1,23896
202111339349301746,546039600,SCHOLARSHIPS,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",2,23548
202101049349300925,350868158,NEED-BASED SCHOLARSHIP,East Asia and the Pacific,1,1000,Credited to student account
202101379349305700,042104847,FINANCIAL AID -SCHOLARSHIPS TO STUDENTS,Russia and Neighboring States,7,15331,CASH PAYMENT,N/A,FMV
202101379349305700,042104847,FINANCIAL AID -SCHOLARSHIPS TO STUDENTS,Europe (Including Iceland and Greenland),10,41320,CASH PAYMENT,N/A,FMV
202101379349305700,042104847,FINANCIAL AID -SCHOLARSHIPS TO STUDENTS,East Asia and the Pacific,13,102393,CASH PAYMENT,N/A,FMV
202101379349305700,042104847,FINANCIAL AID -SCHOLARSHIPS TO STUDENTS,Central America and the Caribbean,2,6105,CASH PAYMENT,N/A,FMV
202101379349305700,042104847,FINANCIAL AID -SCHOLARSHIPS TO STUDENTS,Sub-Saharan Africa,6,16978,CASH PAYMENT,N/A,FMV
202101379349305700,042104847,FINANCIAL AID -SCHOLARSHIPS TO STUDENTS,North America (Canada & Mexico only),9,27650,CASH PAYMENT,N/A,FMV
202101379349305700,042104847,FELLOWSHIPS,Europe (Including Iceland and Greenland),24,696244,CASH PAYMENT,N/A,FMV
202121209349301917,410693960,Educational financial assistance,Sub-Saharan Africa,4,99375,Cash payment,0,FMV
202121209349301917,410693960,Educational financial assistance,East Asia and the Pacific,6,100800,Cash payment,0,FMV
202121209349301917,410693960,Educational financial assistance,Europe (including Iceland and Greenland),1,21000,Cash payment,0,FMV
202121209349301917,410693960,Educational financial assistance,Middle East and North Africa,2,67150,Cash payment,0,FMV
202121209349301917,410693960,Educational financial assistance,"North America (including Canada and Mexico, but not the United States)",2,36000,Cash payment,0,FMV
202121209349301917,410693960,Educational financial assistance,Russia and the newly independent States,1,31000,Cash payment,0,FMV
202121329349301242,640303084,Scholarships,42,1037147,WIRE
202001069349301125,910236600,SCHOLARSHIPS FOR TUITION,EUROPE (INCLUDING ICELAND AND GREENLAND),6,100660,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
202001069349301125,910236600,SCHOLARSHIPS FOR TUITION,EAST ASIA AND THE PACIFIC,1,9500,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
202001069349301125,910236600,GRANTS-IN-AID FOR TUITION,EUROPE (INCLUDING ICELAND AND GREENLAND),1,2820,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
202021359349303627,910567740,STUDENT FINANCIAL AID,East Asia and the Pacific,29,357899,Wire Transfer or check
202021359349303627,910567740,STUDENT FINANCIAL AID,Europe (Including Iceland and Greenland),92,982484,Wire transfer or check
202021359349303627,910567740,STUDENT FINANCIAL AID,South America,13,120461,Wire transfer or check
202021359349303627,910567740,STUDENT FINANCIAL AID,Central America and the Caribbean,27,257138,Wire transfer or check
202021359349303627,910567740,Student Financial Aid,Middle East and North Africa,1,9550,Wire transfer or check
202021359349303627,910567740,Student Financial Aid,Sub-Saharan Africa,6,24475,Wire transfer or check
202130509349300623,390808497,SCHOLARSHIP,EAST ASIA AND THE PACIFIC,126,3342929,SEE PART V,0
202130509349300623,390808497,SCHOLARSHIP,EUROPE,6,213423,SEE PART V,0
202130509349300623,390808497,SCHOLARSHIP,RUSSIA AND NEIGHBORING STATES,3,87064,SEE PART V,0
202130509349300623,390808497,SCHOLARSHIP,SOUTH AMERICA,1,7000,SEE PART V,0
202130509349300623,390808497,SCHOLARSHIP,SUB-SAHARAN AFRICA,11,352101,SEE PART V,0
202130509349300623,390808497,SCHOLARSHIP,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",5,156183,SEE PART V,0
202130509349300623,390808497,SCHOLARSHIP,"NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES",2,32500,SEE PART V,0
202130509349300623,390808497,SCHOLARSHIP,"SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,",55,1670017,SEE PART V,0
202130509349300623,390808497,GRANT,"SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,",30,193428,SEE PART V,0
202130509349300623,390808497,GRANT,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,",3,33698,SEE PART V,0
202130509349300623,390808497,GRANT,EAST ASIA AND THE PACIFIC,38,213811,SEE PART V,0
202130509349300623,390808497,GRANT,"NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES",2,25600,SEE PART V,0
202130509349300623,390808497,GRANT,SOUTH AMERICA,1,49050,SEE PART V,0
202130509349300623,390808497,GRANT,CENTRAL AMERICA AND THE CARIBBEAN,3,56383,SEE PART V,0
202130509349300623,390808497,GRANT,EUROPE (INCLUDING ICELAND & GREENLAND),3,6528,SEE PART V,0
202130509349300623,390808497,GRANT,RUSSIA AND NEIGHBORING STATES,2,59578,SEE PART V,0
202111349349306466,231433899,TUITION AID,NORTH AMERICA,15,77928,DIRECT APPLICATION TO STUDENT ACCOUNT,FINANCIAL AID,FMV
202111349349306466,231433899,TUITION AID,EUROPE,2,3054,DIRECT APPLICATION TO STUDENT ACCOUNT,FINANCIAL AID,FMV
202111349349306466,231433899,TUITION AID,"RUSSIA AND NEIGHBORING STATES - ARMENIA, AZERBIJAN, BELARUS,",1,4000,DIRECT APPLICATION TO STUDENT ACCOUNT,FINANCIAL AID,FMV
202111349349306466,231433899,TUITION AID,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",1,16932,DIRECT APPLICATION TO STUDENT ACCOUNT,FINANCIAL AID,FMV
202111349349306466,231433899,TUITION AID,SUB-SAHARAN AFRICA,1,21181,DIRECT APPLICATION TO STUDENT ACCOUNT,FINANCIAL AID,FMV
202111349349306466,231433899,TUITION AID,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",1,7786,DIRECT APPLICATION TO STUDENT ACCOUNT,FINANCIAL AID,FMV
202111349349306466,231433899,TUITION AID,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",2,29091,DIRECT APPLICATION TO STUDENT ACCOUNT,FINANCIAL AID,FMV
202101339349305170,041958460,Scholarships,Europe (including Iceland and Greenland),73,0,N/A,370349,Tuition offset,FMV
202121379349301712,041843040,FINANCIAL AID,East Asia and the Pacific,68,267970,CASH,N/A,FMV
202121379349301712,041843040,FINANCIAL AID,Europe (Including Iceland and Greenland),30,219390,CASH,N/A,FMV
202121379349301712,041843040,FINANCIAL AID,South Asia,45,422213,CASH,N/A,FMV
202121379349301712,041843040,FINANCIAL AID,Sub-Saharan Africa,57,501940,CASH,N/A,FMV
202121379349301712,041843040,FINANCIAL AID,South America,18,238805,CASH,N/A,FMV
202121379349301712,041843040,FINANCIAL AID,North America,5,9114,CASH,N/A,FMV
202121379349301712,041843040,FINANCIAL AID,Middle East and North Africa,15,73351,CASH,N/A,FMV
202121379349301712,041843040,FINANCIAL AID,Central America and the Caribbean,3,2686,CASH,N/A,FMV
202121379349301712,041843040,FINANCIAL AID,Russia and the Newly Independent States,1,557,cash,N/A,FMV
202031959349301603,042103634,Fellowships,East Asia and the Pacific,6,17911,Electronic Funds Transfer
202031959349301603,042103634,Fellowships,Europe (Including Iceland and Greenland),2,58917,Electronic Funds Transfer/Wire
202031959349301603,042103634,Fellowships,Russia and Neighboring States,1,1500,Check
202031959349301603,042103634,Fellowships,South America,1,3500,Wire
202031959349301603,042103634,Fellowships,South Asia,6,27575,Electronic Funds Transfer/Check
202031959349301603,042103634,Fellowships,Sub-Saharan Africa,17,63141,Wire/Check
202031959349301603,042103634,International Program Advances,Sub-Saharan Africa,4,304270,Wire
202031959349301603,042103634,Scholarships,Central America and the Caribbean,3,21519,Check
202031959349301603,042103634,Scholarships,East Asia and the Pacific,34,160130,Electronic Funds Transfer/Check
202031959349301603,042103634,Scholarships,Europe (Including Iceland and Greenland),42,562073,Electronic Funds Transfer/Check
202031959349301603,042103634,Scholarships,Middle East and North Africa,5,43920,Electronic Funds Transfer/Wire/Check
202031959349301603,042103634,Scholarships,North America (Canada & Mexico only),6,9800,Electronic Funds Transfer/Wire/Check
202031959349301603,042103634,Scholarships,Russia and Neighboring States,19,65386,Wire/Check
202031959349301603,042103634,Scholarships,South America,13,122685,Electronic Funds Transfer/Check
202031959349301603,042103634,Scholarships,South Asia,33,291071,Electronic Funds Transfer/Check
202031959349301603,042103634,Scholarships,Sub-Saharan Africa,47,709064,Electronic Funds Transfer/Check
202031959349301603,042103634,Student Prizes,East Asia and the Pacific,10,5115,Check
202031959349301603,042103634,Student Prizes,Europe (Including Iceland and Greenland),5,2409,Electronic Funds Transfer/Check
202031959349301603,042103634,Student Prizes,Middle East and North Africa,1,1035,Check
202031959349301603,042103634,Student Prizes,North America (Canada & Mexico only),2,6300,Electronic Funds Transfer/Check
202031959349301603,042103634,Student Prizes,South America,2,1430,Electronic Funds Transfer/Check
202031959349301603,042103634,Student Prizes,South Asia,2,536,Check
202031959349301603,042103634,Student Prizes,Sub-Saharan Africa,3,9707,Electronic Funds Transfer/Check
202031959349301603,042103634,Student Stipends,Middle East and North Africa,1,2400,Wire
202031959349301603,042103634,Student Stipends,North America (Canada & Mexico only),1,250,Electronic Funds Transfer
202031959349301603,042103634,Student Stipends,Sub-Saharan Africa,1,3800,Wire
202031959349301603,042103634,Subcontract Research Grants,East Asia and the Pacific,2,33973,Wire
202031959349301603,042103634,Subcontract Research Grants,Sub-Saharan Africa,3,218178,Wire
202031959349301818,160743088,FINANCIAL AID,CENTRAL AMERICA AND THE CARIBBEAN,1,5000,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,FINANCIAL AID,EAST ASIA AND THE PACIFIC,37,293681,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,FINANCIAL AID,EUROPE,1,25000,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,FINANCIAL AID,NORTH AMERICA,2,46765,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,FINANCIAL AID,RUSSIA AND NEIGHBORING STATES,1,6940,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,FINANCIAL AID,MIDDLE EAST AND NORTH AFRICA,1,12000,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,FINANCIAL AID,SOUTH EAST ASIA,1,12020,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,FINANCIAL AID,SOUTH AMERICA,2,5460,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,GRADUATE TUITION ASSISTANCE,CENTRAL AMERICA AND THE CARIBBEAN,1,2790,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,GRADUATE TUITION ASSISTANCE,EAST ASIA AND THE PACIFIC,6,19727,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202031959349301818,160743088,GRADUATE TUITION ASSISTANCE,SOUTH AMERICA,1,2790,CREDIT ON THE STUDENT,FAIR MARKET VALUE
202120969349300742,560529982,FINANCIAL AID,MIDDLE EAST/NORTH AFRICA,2,50100,APPLIED TO STUDENT'S ACCOUNT
202120969349300742,560529982,FINANCIAL AID,SUB-SAHARAN AFRICA,1,46610,APPLIED TO STUDENT'S ACCOUNT
