object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt
202001019349301400,340714818,EUROPE (INCLUDING ICELAND & GREENLAND),GENERAL SUPPORT,838055,ELECTRONIC BANK TRANSFERS,0,N/A,N/A
202030769349301243,530196583,Central America and the Caribbean,LAW CLINIC,14280,WIRE TRANSFER,0
202031959349303053,620476822,Central America and the Caribbean,Research,35020,Wire,Not applicable,Not applicable
202031959349303053,620476822,Central America and the Caribbean,Research,33784,Wire,Not applicable,Not applicable
202031959349303053,620476822,Central America and the Caribbean,Research,48671,Wire,Not applicable,Not applicable
202031959349303053,620476822,Central America and the Caribbean,Research,34445,Wire,Not applicable,Not applicable
202031959349303053,620476822,Central America and the Caribbean,Research,38346,Wire,Not applicable,Not applicable
202031959349303053,620476822,Central America and the Caribbean,Research,8532,Wire,Not applicable,Not applicable
202031959349303053,620476822,Central America and the Caribbean,Research,37981,Wire,Not applicable,Not applicable
202031959349303053,620476822,East Asia and the Pacific,Research,39023,Wire,Not applicable,Not applicable
202031959349303053,620476822,East Asia and the Pacific,Research,84862,Wire,Not applicable,Not applicable
202031959349303053,620476822,East Asia and the Pacific,Research,70857,Wire,Not applicable,Not applicable
202031959349303053,620476822,East Asia and the Pacific,Research,62906,Wire,Not applicable,Not applicable
202031959349303053,620476822,East Asia and the Pacific,Research,50070,Wire,Not applicable,Not applicable
202031959349303053,620476822,Europe (Including Iceland and Greenland),Research,33277,Wire,Not applicable,Not applicable
202031959349303053,620476822,Europe (Including Iceland and Greenland),Research,53957,Wire,Not applicable,Not applicable
202031959349303053,620476822,Europe (Including Iceland and Greenland),Research,5749,Wire,Not applicable,Not applicable
202031959349303053,620476822,Europe (Including Iceland and Greenland),Research,7068,Wire,Not applicable,Not applicable
202031959349303053,620476822,North America (Canada & Mexico only),Research,61667,Wire,Not applicable,Not applicable
202031959349303053,620476822,North America (Canada & Mexico only),Research,55000,Wire,Not applicable,Not applicable
202031959349303053,620476822,South America,Research,49950,Wire,Not applicable,Not applicable
202031959349303053,620476822,South America,Research,8699,Wire,Not applicable,Not applicable
202031959349303053,620476822,South America,Research,45058,Wire,Not applicable,Not applicable
202031959349303053,620476822,Sub-Saharan Africa,Research,50110,Wire,Not applicable,Not applicable
202031959349303053,620476822,Sub-Saharan Africa,Research,47746,Wire,Not applicable,Not applicable
202041969349300229,042104230,Europe (Including Iceland and Greenland),Program Support,67780,check
202041969349300229,042104230,North America,Program Support,9158,check
202041969349300229,042104230,Europe (Including Iceland and Greenland),program supp,19718,check
202031969349303968,760690847,MINISTRY,471620,WIRE & CASH
202131329349304783,361408475,Central America and the Caribbean,SFCA's and Obesity,64775,Wire transf.
202131329349304783,361408475,East Asia and the Pacific,Reduction of Plastic Waste,19398,Wire transf.
202131329349304783,361408475,Europe (Including Iceland and Greenland),Power of the Word Conference,11000,Wire transf.
202131329349304783,361408475,Europe (Including Iceland and Greenland),SFCA's and Obesity,49959,Wire transf.
202131329349304783,361408475,Europe (Including Iceland and Greenland),Pneumococcal Capsule Biosynthesis Research,19637,Wire transf.
202131329349304783,361408475,Middle East and North Africa,Anthrax Research,186791,Wire transf.
202131329349304783,361408475,North America,Cardiac Calcium Transport,188970,Wire transf.
202131329349304783,361408475,South Asia,Anthrax Research,130603,Wire transf.
202131329349304783,361408475,Sub-Saharan Africa,SFCA's and Obesity,54000,Wire transf.
202131329349304783,361408475,SFCA's and Obesity,70663,Wire transf.
202041969349303414,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,80123,CHECK
202041969349303414,041679980,North America,SUB-AWARD,47491,CHECK
202041969349303414,041679980,North America,SUB-AWARD,45000,CHECK
202041969349303414,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,36700,CHECK
202041969349303414,041679980,Middle East and North Africa,SUB-AWARD,28018,CHECK
202041969349303414,041679980,Middle East and North Africa,SUB-AWARD,25873,CHECK
202041969349303414,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,110955,CHECK
202041969349303414,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,140200,CHECK
202041969349303414,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,200032,CHECK
202041969349303414,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,206876,CHECK
202041969349303414,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,307995,CHECK
202111329349300341,020222111,East Asia and the Pacific,Education,6300,Wire Transfer
202041969349305469,751596658,Europe (Including Iceland and Greenland),RESEARCH DONATION,20000,Wire
202131379349300153,560532138,East Asia & Pac,Research Subcon,4441,Check/wire
202131379349300153,560532138,Europe & N. Atl,Research Subcon,95200,Check/wire
