object_id,ein,PrsnNm,RlnDsqlfdPrsnOrgTxt,TrnsctnDsc,TrnsctnCrrctdInd
201921969349302232,141889101,SANDRA ELMAN,FORMER OFFICER,UNSUBSTANTIATED BUSINESS EXPENSES WERE DISCOVERED FROM PRIOR YEARS. ORGANIZATION IS CONTINUING TO GATHER ADDITIONAL INFORMATION.,0
