object_id,ein,DnrAdvsdFndsHldCnt,FndsAndOthrAccntsHldCnt,DnrAdvsdFndsCntrAmt,FndsAndOthrAccntsCntrAmt,DnrAdvsdFndsGrntsAmt,FndsAndOthrAccntsGrntsAmt,DnrAdvsdFndsVlEOYAmt,FndsAndOthrAccntsVlEOYAmt,DsclsdOrgLgCtrlInd,DsclsdFrChrtblPrpsInd,HstrcLndArInd,HstrcStrctrInd,PrtctnNtrlHbttInd,PrsrvtnOpnSpcInd,PrsrvtnPblcUsInd,TtlEsmntsCnt,TtlAcrgCnt,HstrcStrctrEsmntsCnt,HstrcStrctrEsmntsAftrCnt,MdfdEsmntsCnt,SttsEsmntsHldCnt,WrttnPlcyMntrngInd,StffHrsSpntEnfrcmntCnt,ExpnssIncrrdEnfrcmntAmt,Sctn170hRqrStsfdInd,ArtPblcExhbtnAmnts_RvnsInclddAmt,ArtPblcExhbtnAmnts_AsstsInclddAmt,HldWrksArt_RvnsInclddAmt,HldWrksArt_AsstsInclddAmt,SkdD_CllctnUsdPbExhbtnInd,SkdD_CllUsdSchlrlyRsrchInd,SkdD_CllctnUsdPrsrvtnInd,SkdD_CllUsdLnOrExchPrgInd,CllctnUsdOthrPrpss_OthrPrpssDsc,CllctnUsdOthrPrpss_CllctnUsdOthrPrpssInd,SkdD_SlctdAsstsSlInd,AgntTrstEtcInd,BgnnngBlncAmt,AddtnsDrngYrAmt,DstrbtnsDrngYrAmt,EndngBlncAmt,InclEscrwCstdlAcctLbInd,ExplntnPrvddInd,CYEndwmtFnd_BgnnngYrBlncAmt,CYEndwmtFnd_CntrbtnsAmt,CYEndwmtFnd_InvstmntErnngsOrLsssAmt,CYEndwmtFnd_GrntsOrSchlrshpsAmt,CYEndwmtFnd_OthrExpndtrsAmt,CYEndwmtFnd_AdmnstrtvExpnssAmt,CYEndwmtFnd_EndYrBlncAmt,CYMns1YrEndwmtFnd_BgnnngYrBlncAmt,CYMns1YrEndwmtFnd_CntrbtnsAmt,CYMns1YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns1YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns1YrEndwmtFnd_OthrExpndtrsAmt,CYMns1YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns1YrEndwmtFnd_EndYrBlncAmt,CYMns2YrEndwmtFnd_BgnnngYrBlncAmt,CYMns2YrEndwmtFnd_CntrbtnsAmt,CYMns2YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns2YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns2YrEndwmtFnd_OthrExpndtrsAmt,CYMns2YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns2YrEndwmtFnd_EndYrBlncAmt,CYMns3YrEndwmtFnd_BgnnngYrBlncAmt,CYMns3YrEndwmtFnd_CntrbtnsAmt,CYMns3YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns3YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns3YrEndwmtFnd_OthrExpndtrsAmt,CYMns3YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns3YrEndwmtFnd_EndYrBlncAmt,CYMns4YrEndwmtFnd_BgnnngYrBlncAmt,CYMns4YrEndwmtFnd_CntrbtnsAmt,CYMns4YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns4YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns4YrEndwmtFnd_OthrExpndtrsAmt,CYMns4YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns4YrEndwmtFnd_EndYrBlncAmt,SkdD_BrdDsgntdBlncEOYPct,SkdD_PrmnntEndwmntBlncEOYPct,SkdD_TrmEndwmntBlncEOYPct,SkdD_EndwmntsHldUnrltdOrgInd,SkdD_EndwmntsHldRltdOrgInd,SkdD_RltdOrgLstSchRInd,SkdD_TtlBkVlLndBldngsAmt,Lnd_InvstmntCstOrOthrBssAmt,Lnd_OthrCstOrOthrBssAmt,Lnd_BkVlAmt,Bldngs_InvstmntCstOrOthrBssAmt,Bldngs_OthrCstOrOthrBssAmt,Bldngs_DprctnAmt,Bldngs_BkVlAmt,LshldImprvmnts_InvstmntCstOrOthrBssAmt,LshldImprvmnts_OthrCstOrOthrBssAmt,LshldImprvmnts_DprctnAmt,LshldImprvmnts_BkVlAmt,Eqpmnt_InvstmntCstOrOthrBssAmt,Eqpmnt_OthrCstOrOthrBssAmt,Eqpmnt_DprctnAmt,Eqpmnt_BkVlAmt,OthrLndBldngs_InvstmntCstOrOthrBssAmt,OthrLndBldngs_OthrCstOrOthrBssAmt,OthrLndBldngs_DprctnAmt,OthrLndBldngs_BkVlAmt,SkdD_TtlBkVlScrtsAmt,ClslyHldEqtyIntrsts_BkVlAmt,FnnclDrvtvs_BkVlAmt,ClslyHldEqtyIntrsts_MthdVltnCd,FnnclDrvtvs_MthdVltnCd,TtlBkVlPrgrmRltdAmt,TtlBkVlOthrAsstsAmt,TtlLbltyAmt,FdrlIncmTxLbltyAmt,FtntTxtInd,TtlRvEtcAdtdFnclStmtAmt,NtUnrlzdGnsInvstAmt,DntdSrvcsAndUsFcltsAmt,RcvrsPrrYrGrntsAmt,OthrRvnAmt,RvnNtRprtdAmt,RvnSbttlAmt,InvstmntExpnssNtIncldAmt,OthrRvnsNtInclddAmt,RvnNtRprtdFnclStmtAmt,TtlRvnPrFrm990Amt,TtExpnsEtcAdtdFnclStmtAmt,DntdSrvcsUsFcltsAmt,PrrYrAdjstmntsAmt,LsssRprtdAmt,OthrExpnssInclddAmt,ExpnssNtRprtdAmt,ExpnssSbttlAmt,InvstmntExpnssNtIncld2Amt,OthrExpnssNtInclddAmt,ExpnssNtRptFnclStmtAmt,TtlExpnssPrFrm990Amt,TtExpnsEtcAdtdFnclStmtAmt,DntdSrvcsUsFcltsAmt,PrrYrAdjstmntsAmt,LsssRprtdAmt,OthrExpnssInclddAmt,ExpnssNtRprtdAmt,ExpnssSbttlAmt,InvstmntExpnssNtIncld2Amt,OthrExpnssNtInclddAmt,ExpnssNtRptFnclStmtAmt,TtlExpnssPrFrm990Amt
201533179349305948,620497990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,1,X,26350249,359004,959153,886217,1405822,-,25376367,22066833,1124681,4116450,957715,-,-,26350249,20113659,1178983,1761805,987614,-,-,22066833,19252452,840974,958229,937996,-,-,20113659,16415443,664942,3354211,1182144,-,-,19252452,0.09120,0.58830,0.32050,0,0,-,58675592,-,4723340,4723340,3699705,61249047,20161429,44787323,-,-,-,-,-,7671400,3091055,4580345,-,5036332,451748,4584584,-,-,-,-,-,-,-,5155214,-,X,40877734,-510032,-,-,115296,-394736,41272470,169396,12434304,12603700,53876170,39313730,-,-,-,50672,50672,39263058,169396,12484976,12654372,51917430,39313730,-,-,-,50672,50672,39263058,169396,12484976,12654372,51917430
201523209349311307,660258919,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21871902,-,234628,234628,-,45073718,26076781,18996937,-,-,-,-,-,29406090,26891807,2514283,-,811479,685425,126054,-,-,-,-,-,-,5981504,11886467,-,-,60659366,-,-,-,-,-,60659366,-,-,-,60659366,59531766,-,-,-,-,-,59531766,-,-,-,59531766,59531766,-,-,-,-,-,59531766,-,-,-,59531766
201533179349309518,476025325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,560326,21250,-,21250,575718,-,88642,487076,-,-,-,-,74435,-,46827,27608,54595,-,30203,24392,-,-,-,-,-,-,301377,2830,-,X,630842,-,2903,-,24698,27601,603241,-,55243,55243,658484,658867,2903,-,-,24698,27601,631266,-,55243,55243,686509,658867,2903,-,-,24698,27601,631266,-,55243,55243,686509
201503039349300630,956120642,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1360070,3200,34853,37102,-,1742,1359279,908785,377000,104633,28480,1868,-,1360070,889427,18028,64601,61698,1573,-,908785,210648,672786,19952,13959,-,-,889427,209386,-,7301,2700,3339,-,210648,-,-,-,false,false,false,15000,15000,-,15000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1734936,-,-,-,-,-,-,-,-,-,489573,-35256,130826,-,17244,112814,376759,-,-,-,376759,415355,130286,-,-,17244,147530,267825,-,-,-,267825,415355,130286,-,-,17244,147530,267825,-,-,-,267825
201503039349300840,710350954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,843351,400000,-,400000,4725518,-,4389554,335964,-,-,-,-,254391,-,147004,107387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2876381,-,-,-,-,-,2876381,-,-,-,2876381,2818042,-,-,-,-,-,2818042,-,-,-,2818042,2818042,-,-,-,-,-,2818042,-,-,-,2818042
201503079349301720,381359083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DECORATION,X,false,-,-,-,-,-,-,-,116462048,4319649,-7982,5200898,-,810911,114761906,102679827,4171533,15432861,5002907,-,819266,116462048,96751711,157020,11205949,4710557,-,724296,102679827,101187131,1097458,-443922,4430229,-,658727,96751711,86685095,1130446,18484696,4696585,-,416521,101187131,-,0.49850,0.50150,false,false,-,57194760,-,2389360,2389360,-,85950510,32131652,53818858,-,-,-,-,-,16193674,15207132,986542,-,-,-,-,14445588,-,-,-,-,-,-,3871213,-,-,45523965,-8620311,-,-,-299388,-8919699,54443664,810911,24691968,25502879,79946543,46783052,-,-,-,-299388,-299388,47082440,810911,24691968,25502879,72585319,46783052,-,-,-,-299388,-299388,47082440,810911,24691968,25502879,72585319
201543149349301819,620511454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,428996,-,-,X,-,X,-,-,-,0,-,-,-,-,-,-,-,4510260,319786,14660,-,14660,-,4830046,4388791,121469,55698,-,55698,-,4510260,3966202,410423,489138,-,476972,-,4388791,9827146,46642,44753,-,1227394,4724945,3966202,9681903,280115,231423,366295,-,-,9827146,-,1.00000,-,1,0,-,7011648,1875800,175072,2050872,60867,8766143,4661711,4165299,-,-,-,-,-,2694075,2003014,691061,-,708644,604228,104416,876607,-,-,-,-,-,-,-,-,X,5357808,-4670,-,-,15787,11117,5346691,-,1089136,1089136,6435827,5062491,-,-,-,15787,15787,5046704,-,1089136,1089136,6135840,5062491,-,-,-,15787,15787,5046704,-,1089136,1089136,6135840
201513099349301401,222325405,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1647374,41237,105,-,14196,-,1674520,1734183,261328,97,-,348234,-,1647374,1393535,-,-,-,-,-,1393535,1393535,-,-,-,-,-,1393535,1393535,-,-,-,-,-,1393535,-,0.83220,0.16780,0,0,-,117793135,-,2829462,2829462,-,126662970,51467594,75195376,-,2420481,1363133,1057348,-,84873645,57584158,27289487,-,14769111,3347649,11421462,-,-,-,-,-,-,15779479,10621801,-,X,154290131,-3720730,-,-,-17741316,-21462046,175752177,-,-,0,175752177,173621186,-,-,-,23916,23916,173597270,-,4875953,4875953,178473223,173621186,-,-,-,23916,23916,173597270,-,4875953,4875953,178473223
201513089349300746,470418641,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,10834801,485173,314715,-,525863,-,11108826,9990040,76190,1320211,-,551640,-,10834801,9917894,86530,236593,-,250977,-,9990040,8087324,1840126,52721,-,62227,-,9917894,7633748,293345,244141,-,83910,-,8087324,-,0.91000,0.09000,0,0,-,16900569,-,1407135,1407135,-,22150883,8767123,13383760,-,-,-,-,-,5867013,3757339,2109674,-,-,-,-,5246256,-,-,-,-,-,-,91854,-,X,10887889,5376,-,-,45707,51083,10836806,-,50543,50543,10887349,9547174,-,-,-,45707,45707,9501467,-,50543,50543,9552010,9547174,-,-,-,45707,45707,9501467,-,50543,50543,9552010
201543109349300934,952672750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12633314,-,2981646,2981646,-,10153763,2298894,7854869,-,1008482,35073,973409,-,2990093,2547285,442808,-,1288108,907526,380582,12244762,-,-,-,-,-,-,0,0,X,12973321,-56506,-,-,-,-56506,13029827,-,-,-,13029827,12618328,-,-,-,-,-,12618328,-,-,-,12618328,12618328,-,-,-,-,-,12618328,-,-,-,12618328
