object_id,ein,DscrtnrySpndngAcctInd,HsngAllwncOrRsdncInd,PymntsFrUsOfRsdncInd,FrstClssOrChrtrTrvlInd,PrsnlSrvcsInd,IdmnfctnGrssUpPmtsInd,TrvlFrCmpnnsInd,ClbDsOrFsInd,WrttnPlcyRfTAndEExpnssInd,SbstnttnRqrdInd,CmpnstnSrvyInd,CmpnstnCmmttInd,BrdOrCmmttApprvlInd,IndpndntCnsltntInd,Frm990OfOthrOrgnztnsInd,WrttnEmplymntCntrctInd,SvrncPymntInd,SpplmntlNnqlRtrPlnInd,EqtyBsdCmpArrngmInd,CmpBsdOnRvnOfFlngOrgInd,CmpBsdOnRvRltdOrgsInd,CmpBsdNtErnsFlngOrgInd,CmpBsdNtErnsRltdOrgsInd,AnyNnFxdPymntsInd,IntlCntrctExcptnInd,RbttblPrsmptnPrcInd
201931019349300333,141338498,-,-,-,X,-,-,-,X,true,true,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201931019349300218,910236600,-,X,-,X,-,-,-,X,1,1,X,X,X,X,-,-,0,0,0,0,0,0,0,1,0,-
201900429349301195,846024048,-,-,-,-,-,-,-,-,-,1,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201900609349300805,980042539,X,X,-,-,X,-,-,-,1,1,X,X,X,X,-,X,0,0,0,0,0,0,0,0,0,-
201900809349300610,480547702,-,X,-,-,-,-,X,X,true,true,X,X,X,X,X,X,false,false,false,false,false,false,false,false,false,-
201930599349300903,611312812,-,X,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201920459349301537,590668483,-,X,-,-,X,-,X,-,1,1,-,-,X,-,-,X,0,1,0,0,0,0,0,0,0,-
201940089349301129,596046500,-,X,-,X,-,-,X,X,true,true,X,X,X,-,X,-,true,false,false,false,false,false,false,false,false,-
201900999349300535,370661494,-,-,-,X,-,X,-,X,1,1,-,X,X,-,X,X,0,1,0,0,0,0,0,0,0,-
201930099349300203,231424055,-,X,-,-,-,-,-,-,1,1,X,X,X,-,-,-,0,0,0,0,0,0,0,1,0,-
201940799349300809,383001876,-,X,-,-,-,-,-,-,1,1,-,X,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201940569349300119,470376524,-,X,-,-,X,X,X,X,0,1,X,X,X,-,-,-,0,1,0,0,0,0,0,0,0,-
201900519349300615,237133739,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201930509349300228,750851900,-,X,-,X,-,-,-,X,1,1,X,X,X,-,-,X,0,1,0,0,0,0,0,0,0,-
201930749349300603,840402707,-,-,-,X,-,-,-,-,true,true,X,X,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201930459349300823,222586208,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201930609349301043,930386890,-,X,-,-,-,-,-,-,true,false,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201900159349300855,362167773,-,X,-,-,-,-,-,-,0,1,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,-
201930659349300838,520591694,-,X,-,-,-,-,-,-,1,0,X,X,X,-,X,-,0,1,0,0,0,0,0,0,0,-
201900219349300015,592961536,-,X,-,-,-,-,-,-,1,1,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201900599349301365,640303093,-,-,-,-,-,-,X,-,true,true,-,-,X,-,-,X,false,false,false,false,false,false,false,false,false,-
201940359349301054,231352664,-,X,-,-,X,-,X,X,1,1,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201900799349300340,540505922,-,X,-,-,-,-,X,-,1,1,X,X,X,X,-,X,0,0,0,0,0,0,0,0,0,-
201900809349300240,030482006,-,X,-,-,-,-,-,-,0,0,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201910429349300411,135596846,-,X,-,X,X,-,X,-,1,1,X,X,X,X,X,X,1,1,0,0,0,0,0,1,0,-
201930869349300133,930386858,-,X,-,-,-,-,X,X,1,1,X,X,X,-,-,-,0,0,0,0,0,0,0,1,0,-
201910919349300316,231352621,-,X,-,X,X,X,-,-,1,1,X,X,X,-,-,X,0,0,0,0,0,0,0,1,0,-
201910889349300616,042111203,-,X,-,-,-,-,X,X,1,1,X,X,X,X,X,X,0,0,0,0,0,0,0,1,0,-
201930529349300968,620570060,-,X,-,-,-,-,-,-,true,true,-,X,X,-,-,X,false,false,false,false,false,false,false,false,false,false
201920319349300137,030179299,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,false,false,false,false,false,false,false,false,false,false
201930949349300013,221487354,-,X,-,-,X,-,X,X,true,true,X,X,X,X,X,X,false,false,false,false,false,false,false,true,false,-
201920119349300102,131916574,-,-,-,-,X,-,X,-,1,1,X,X,X,-,-,X,0,1,0,1,0,0,0,1,1,1
201920919349300307,340714687,-,X,-,-,-,-,-,X,true,true,X,X,X,X,X,X,false,true,false,false,false,false,false,false,false,-
201900889349300810,370673484,-,-,X,-,-,-,X,-,1,1,X,X,X,-,-,X,1,0,0,0,0,0,0,0,0,-
201930659349300228,510109178,-,-,-,-,-,-,-,-,-,1,X,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
