object_id,ein,GrntRcrdsMntndInd,SbttlOffcsCnt,SbttlEmplysCnt,SbttlSpntAmt,CntnttnTtlOffcCnt,CntnttnTtlOffcCnt,CntnttnTtlEmplyCnt,CntnttnTtlEmplyCnt,CntntnSpntAmt,TtlOffcCnt,TtlEmplyCnt,TtlSpntAmt,Ttl501c3OrgCnt,TtlOthrOrgCnt,TrnsfrTFrgnCrpInd,IntrstInFrgnTrstInd,FrgnCrpOwnrshpInd,PssvFrgnInvstmstCInd,FrgnPrtnrshpInd,BycttCntrsInd
201632419349300203,471994752,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false
201602459349300930,350715530,-,-,16,885747,-,-,-,-,-,-,16,885747,-,-,false,false,false,false,false,false
201622889349301537,420680323,-,0,0,68871,0,0,0,0,0,0,0,68871,-,-,0,0,0,0,0,0
201623029349300717,840600653,-,0,0,1115072,0,0,0,0,0,0,0,1115072,-,-,0,0,0,0,0,0
201642539349301214,010833168,true,-,-,82196,-,-,-,-,-,-,-,82196,-,-,false,false,false,false,false,false
201612669349300781,463103295,0,0,0,11000,0,0,0,0,0,0,0,11000,1,0,0,0,0,0,0,0
201632569349300928,208913609,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false
201612639349300046,462795989,1,0,0,469556,0,0,0,0,32389,0,0,501945,-,-,0,0,0,0,0,0
201643029349301114,450231180,1,0,6,76100,0,0,0,0,0,0,6,76100,-,-,0,0,0,0,0,0
201623069349300122,980149857,true,3,644,97038259,-,-,-,-,-,3,644,97038259,-,-,false,false,false,false,false,false
201642989349301074,710236867,1,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0
201602919349301055,344429091,true,-,-,3683102,-,-,-,-,-,-,-,3683102,-,-,true,false,true,true,true,false
201642749349301024,980150041,0,2,0,346130,0,0,0,0,0,2,0,346130,-,-,0,0,0,0,0,0
201622819349300402,381443369,-,1,1,31714,-,-,-,-,-,1,1,31714,-,-,false,false,false,false,false,false
201623129349302277,912163512,true,-,-,-,-,-,-,-,-,-,-,-,1,-,false,false,false,false,false,false
201603199349305315,591092732,-,0,0,286601,0,0,0,0,0,0,0,286601,-,-,0,0,0,0,0,0
201603069349300525,800406815,true,-,-,119760,-,-,-,-,-,-,-,119760,-,1,false,false,false,false,false,false
201603129349301015,420681049,0,0,0,1170372,0,0,0,0,0,0,0,1170372,-,-,1,0,0,0,0,0
201643149349302579,912120259,-,0,5,107000,0,0,0,0,0,0,5,107000,-,-,0,0,0,0,0,0
201603129349302435,136171197,-,0,0,389401,-,-,-,-,-,0,0,389401,-,-,false,false,false,false,false,false
201603149349301725,480543766,true,-,-,1633983,-,-,-,-,-,-,-,1633983,-,-,false,false,true,true,false,false
201623099349301137,540129860,-,0,1,3917482,0,0,0,0,0,0,1,3917482,-,-,0,0,0,1,0,0
201603099349300500,362167792,-,-,-,809668,-,-,-,-,-,-,-,809668,-,-,false,false,false,false,false,false
201603199349308345,910615846,-,0,0,272573,0,0,0,0,284705,0,0,557278,-,-,0,0,0,0,0,0
201633129349300918,150532053,-,0,0,2740311,0,0,0,0,0,0,0,2740311,-,-,0,0,1,1,0,0
201632889349301163,161476258,-,-,-,-,-,-,-,-,-,0,5,368900,-,-,0,0,0,0,0,0
201622879349300977,522242995,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,0,0,0,0,0
