object_id,ein,GrntRcrdsMntndInd,Ttl501c3OrgCnt,TtlOthrOrgCnt
201903199349311450,980149857,true,1,-
201903579349300855,141463151,1,-,-
201932959349300728,208434503,0,1,0
201933579349300468,201730126,true,-,-
201933129349303308,752760831,1,-,-
201923179349308802,202884155,true,0,0
201923179349302332,954529650,1,-,-
201912889349300246,344429091,true,3,-
201943529349300639,620481463,1,-,-
201913439349300841,620548913,1,-,-
201913519349300816,750827421,true,2,-
202020979349300507,221487354,true,-,-
202030989349301708,391353508,1,-,-
201943189349314139,473609601,false,-,-
201932839349301028,616002351,1,-,-
202041979349305184,042103542,true,6,1
202041979349307414,951664112,true,-,-
202031969349302723,580603153,1,-,-
202021929349302767,820200907,1,-,-
201912849349300401,381443369,true,-,-
202031019349301603,231937954,true,0,0
202041069349300824,160743040,true,3,-
202001909349302800,942340692,1,-,-
202020699349301007,042111203,1,10,0
202020319349300222,620485733,1,-,-
202020639349301012,231627436,true,-,-
201923169349305267,942514843,false,-,-
201942949349301614,640579585,true,-,-
202011689349300911,630312914,true,3,0
202001149349301525,951641455,1,-,-
202000799349300935,520705392,true,-,-
201933369349300203,160909446,1,-,-
202011969349301031,936002614,1,-,-
202010569349300701,560657294,1,-,-
201943579349300209,562476876,1,1,0
201913119349301796,810231774,1,-,-
202010079349300536,362216176,true,-,-
202041369349305314,951664123,1,-,-
202040949349300014,560556753,1,-,-
202040229349300214,363157451,1,-,-
202000379349300105,131624158,1,-,-
201923199349304272,581494136,false,-,-
202010919349301701,952962604,1,1,0
201913119349301786,237050293,1,1,-
202030509349301018,942515428,1,-,-
202021399349300237,540573801,1,-,-
202011899349301786,050312747,0,-,-
202041419349301659,951699394,1,-,-
202021489349300987,420703280,1,-,-
202010729349300726,840402707,true,3,0
202041419349301764,941156566,true,-,-
202031369349300313,560623936,1,-,-
202031369349303828,020274509,true,6,-
202040839349300359,410694747,1,10,0
202041359349301949,591023117,true,-,-
201933129349301853,042104451,1,-,-
202011919349301236,131624067,true,-,-
202041979349301829,450314233,true,-,-
202041979349301854,210634501,true,30,1
202041979349307089,370661219,1,-,-
202010499349300046,381359083,true,-,-
201913199349319751,541954969,1,-,-
202001369349301620,330413730,true,-,-
202021409349300347,362181973,true,-,-
202022309349302522,464588696,true,-,-
202030159349300018,420698196,1,-,-
201902959349300845,581418202,1,1,0
201903179349302475,160743126,true,1,-
201903399349301020,237099472,true,-,-
201923199349305957,231352008,1,-,-
201913129349302851,541863192,1,-,1
202041329349302209,516017306,1,1,0
202021959349303612,050258810,true,-,-
202001919349303150,951644048,true,0,0
202010649349301211,202394946,true,-,-
201923609349300112,452208063,true,-,-
202001949349300600,610444763,1,-,-
202000079349302115,131916574,1,-,-
202020599349301402,956001907,1,-,-
202001089349301300,741109631,true,-,-
202001749349301100,112357063,1,-,-
202030699349301008,986001141,1,0,10
202031979349306293,237367633,true,-,-
202001429349300900,440545813,1,-,-
202041719349300524,381368367,1,-,-
202040599349301229,231501197,true,-,-
201933199349320313,640902475,1,-,-
202031689349300528,362593545,true,3,1
202000769349300545,350867954,1,-,-
202010219349301106,620502739,1,-,-
202030429349300313,741400699,0,-,-
202030169349301308,251491411,true,-,-
202000709349300415,620484185,1,-,-
201923099349300017,137096544,true,1,0
201903169349301975,240795439,1,-,-
201933179349304883,420730347,1,-,-
202030489349300103,620535755,1,-,-
202011059349300036,160755807,1,-,-
202001259349300000,953127273,true,-,-
202001699349301000,390980974,1,-,-
201903189349302870,454620000,1,1,16
202041609349301424,340714363,1,8,0
201913109349302336,463103295,1,-,-
202000339349300250,237032625,false,-,-
202020509349300927,390808497,1,-,-
202031479349301053,362167773,true,-,-
202010429349300541,231352664,1,-,-
202011269349302156,480547702,true,-,-
202041829349301654,562535892,1,2,0
201903189349305390,461001797,true,0,4
202030169349301013,510109178,1,-,-
202010989349300831,930386858,1,6,0
202031699349301613,390806428,1,-,-
202011369349303671,020222182,true,-,-
202011369349303706,141338580,true,1,-
202021049349300412,237223216,true,-,-
202001649349301100,830686168,1,-,-
202040849349300734,410695524,1,-,-
202031929349302573,041591060,1,-,-
202021899349300727,042103558,true,5,-
202021959349301602,060766747,true,0,0
202021959349301617,560529999,1,20,0
202030459349301228,382333042,true,-,-
201923169349300507,541370198,false,0,0
201923169349303357,136192377,true,0,0
202011919349302021,311146505,false,1,-
202030289349301768,420681046,1,-,-
202031479349300958,050258956,1,-,-
202010209349300716,750851900,1,10,0
201903509349300530,350845258,true,-,-
202041489349300644,237424429,1,-,-
202001969349303715,440556862,0,-,-
202002189349301325,030179299,true,0,0
202001969349302350,030179414,true,-,-
202012059349300706,474670026,0,-,-
202030719349301318,830340684,1,-,-
202030559349300523,930461940,1,-,-
202030099349300123,344428207,true,-,-
202041009349300324,464884633,true,1,-
202020459349300812,160871487,1,-,-
202031679349300623,470378777,1,-,-
202032539349300123,730590036,-,-,-
202031059349300313,590637903,1,2,3
202031979349304623,570324915,1,-,-
202041339349302264,042103638,1,-,-
202041339349302344,250969449,1,92,48
202041359349303179,880121831,1,-,-
202011969349301346,030179419,false,0,0
202000879349301400,581363100,1,-,-
202001929349300200,042105776,1,-,-
201943189349305324,273183285,false,-,-
202011369349303121,952261113,1,-,-
202030879349300438,430653369,true,-,-
202000699349300445,204499806,1,-,-
202001199349300140,231352613,1,-,-
202031339349301788,480559090,1,-,-
202041009349300524,231352652,1,-,-
202041689349300649,200059646,true,-,-
202010559349301121,611312812,1,-,-
202010909349301211,042103865,1,2,2
202040739349301419,941339635,true,0,0
202021969349300322,720635884,true,2,-
202021769349300302,581438873,true,-,-
202012539349300006,581494136,false,-,-
202000739349301410,952882724,1,-,-
202000429349300540,310747997,1,-,-
202031149349300113,850365964,true,-,-
202031329349300908,231352683,true,-,-
202011069349300716,411607453,1,-,-
202011069349301111,231352615,1,-,-
201903409349300100,954573427,-,-,-
202011349349301306,237251952,1,5,0
202030919349300633,430764111,1,0,0
202001289349301475,350869045,true,-,-
202041979349304394,240795453,1,-,-
202031979349303368,570314404,1,-,-
202011909349301116,470405319,1,-,-
202031679349300403,941279798,false,-,-
202040569349300909,202173923,1,-,-
202001269349302150,953909672,1,-,-
202020999349300017,410693979,1,-,-
202021009349300737,582624570,1,-,-
202011149349300811,042108376,true,-,-
202021269349302062,540505945,1,-,-
202011369349303136,920158414,true,1,-
202020569349301462,362170142,1,-,-
202031119349301618,956151774,1,8,0
202041009349300444,166031585,1,-,-
202041979349304529,042152671,1,-,-
202041979349301344,135604699,true,-,-
202000719349301410,730739626,1,1,1
202031429349300148,930386892,true,-,-
202001349349302790,111630822,true,-,-
202000239349300700,943204136,1,-,-
202031059349300448,010211810,1,-,-
202040979349300144,330704703,true,-,-
202001969349303880,920023588,true,-,-
202041329349301204,470376583,1,14,0
202021329349300207,250965591,1,306,19
202001419349301100,626001104,1,-,-
202031369349303108,954625327,1,-,-
202031339349301533,231353385,1,5,0
201913189349301541,591092732,1,-,-
202010229349301506,610660795,1,-,-
202000509349300105,150533545,true,-,-
202020519349301127,231409675,1,-,-
202010509349301301,910564993,1,-,-
202010509349301416,951744369,1,-,-
202020839349300902,160743942,1,-,-
202030869349300818,030197728,false,-,-
202031979349305813,591146751,true,-,-
202040349349300714,480543736,true,-,-
202041919349302144,010378758,1,-,-
202001269349300545,941156525,true,-,-
202001269349300605,020222120,1,-,-
202002269349302530,810351900,1,-,-
201903189349303545,201612906,true,2,-
202041009349301029,050465628,1,-,-
202001359349302675,042133255,1,4,0
202010429349300906,391399196,1,-,-
202010429349300946,530219639,true,-,-
202021269349301812,362167725,true,-,-
202021919349302497,200118161,0,2,-
201923189349304737,251065148,1,2,1
202040249349300009,860711495,true,0,0
202041979349304134,570314395,true,5,4
201923029349301652,541919810,1,-,-
201943129349303514,942427596,1,-,-
202012279349300331,237135915,true,-,-
202030639349300003,202394341,true,-,-
202012469349300421,540646523,1,-,-
202020719349301312,391319049,false,-,-
201923199349312582,540568200,1,-,-
202020439349300942,222586208,1,-,-
202041719349301204,310820394,1,-,-
201943179349308369,237034324,1,-,-
202002139349301310,650000627,1,-,-
202031769349300203,540534105,true,-,-
202000649349300020,566049935,1,-,-
202040589349301414,030482006,1,-,-
202010979349300716,362191252,false,0,0
202030979349301043,221494428,true,-,-
202031819349301908,150532200,1,6,0
202041829349301604,200551778,false,1,-
202041779349300719,742606557,true,-,-
202040739349300039,236002304,1,-,-
202010949349300536,370864020,1,-,-
202010949349300801,561065978,1,-,-
202010949349300821,560530242,1,-,-
202032469349301663,451171945,1,-,-
202031209349300938,221500645,true,8,-
202041279349302129,810420650,1,-,-
202041679349300814,660201206,1,-,-
202001009349300435,750995027,true,-,-
202001009349300800,160746864,1,-,-
202020809349300922,350868086,true,-,-
202031009349301553,560529940,true,-,-
202020919349300502,231352641,true,-,-
202010879349300301,131740469,true,-,-
202011299349300336,741109620,true,-,-
202040919349300834,590624401,1,-,-
202010089349300531,660177776,1,-,-
202001409349301025,340714600,1,-,-
202030769349301568,131740445,true,-,-
202020649349300537,311048513,1,-,-
202000519349300500,930391586,true,-,-
202041679349300939,756114836,1,-,-
202000219349300920,610444825,1,-,-
202031339349301123,590624364,1,-,-
202040909349300604,381358014,1,-,-
202040869349300824,010263385,1,-,-
202041819349300909,156019050,1,-,-
202031909349301593,823882005,false,-,-
202021359349302367,231352661,1,-,-
202001359349300440,383001876,1,1,0
202030579349300223,440545914,true,-,-
202030579349300323,541911091,true,-,-
202031699349300433,134304343,1,-,-
202021359349302327,050306206,1,9,-
202011819349301651,060646520,1,-,-
202031069349301118,362515868,1,2,0
202011369349302556,231365971,true,87,24
202011369349302606,542110067,1,-,-
202041979349303804,610444671,true,-,-
202041979349303834,060646936,1,-,-
202031549349301503,954749034,true,-,-
202011369349304291,237421224,1,-,-
202001329349301800,042321292,1,-,-
202020539349300612,800957275,1,1,0
202011209349301021,570314408,1,1,0
202001679349301535,391773613,1,3,0
202031909349302358,620516509,true,-,-
202000309349301565,061013935,1,-,-
202031759349301023,522027415,1,-,-
202040569349300809,410693960,1,1,0
202011899349301686,741554976,true,-,-
201933129349300003,320237828,1,5,0
201942889349301709,562231069,1,-,-
202040979349300944,350867977,true,-,-
202011369349304466,135562167,true,4,-
202041349349302284,042134818,1,-,-
202041349349302444,042300472,true,-,-
202001369349303775,581825259,true,-,-
202001189349300445,956002998,1,-,-
202011069349300021,150545841,true,-,-
201922919349300232,200617900,1,-,-
202021329349301037,436052681,1,-,-
202011969349302676,111797166,1,-,-
202011689349300611,610444788,1,-,-
202021819349300727,042103576,1,-,-
201931349349303268,030179414,true,-,-
202000659349300915,310544271,1,0,0
202001969349305740,943185612,1,-,-
202041929349302624,630417508,1,-,-
202011369349304221,430652675,1,-,-
201943199349300539,200180768,1,-,-
202030839349300558,530199507,true,-,-
202010869349300601,580593414,1,-,-
202011059349301911,750926755,true,2,-
202020349349301102,362662739,1,-,-
202041429349301504,590704726,1,-,-
202041349349302239,350868149,true,-,-
202031979349300128,110461385,1,-,-
202031979349300133,731303821,1,-,-
202031979349306533,710239729,1,-,-
202021989349301537,200909475,true,7,7
202021369349304427,250965438,1,-,-
202021339349301017,041958460,1,-,-
201913109349300006,237242844,1,-,-
202030839349300418,420707120,true,-,-
202031339349302598,430746185,0,-,-
202001789349300340,370673513,1,-,-
202000429349301530,580685908,1,-,-
202021369349305222,540505990,1,-,-
202041359349303369,610444780,true,-,-
202021359349302342,620476301,true,-,-
202001339349302120,350868107,true,3,0
201941099349300709,310970262,1,-,-
201931349349303158,042104847,true,13,1
202000769349300315,370711798,0,-,-
202011909349301571,730774245,false,-,-
202021969349303432,430743910,1,-,-
202001399349300870,310537177,1,-,-
202001349349303510,133508093,true,-,-
202031269349301148,350868125,true,-,1
202010459349301101,430654855,1,-,-
202000149349300400,550788917,false,-,-
202020099349300302,640303069,true,-,-
202010729349300801,410695527,1,-,-
202001329349302080,910564961,1,-,-
202041129349300239,410706151,1,-,-
202000699349300725,222212290,false,-,-
202041749349300714,560529990,1,-,-
202000839349301000,474649648,1,-,-
202021929349301527,010211781,1,1,0
202001199349300820,391467668,1,1,-
202011199349301501,420680344,true,-,-
202001919349301975,560532314,1,-,-
202041279349300509,570967350,true,-,-
202030659349300718,941279803,1,1,0
202031259349301093,260536138,false,-,-
202021129349301212,710430687,false,-,-
202001919349300145,020222111,true,58,1
202031979349305483,750917417,true,-,-
202041689349300144,231653718,1,3,-
201941339349302264,061013935,1,-,-
201941339349302304,231365971,true,90,21
202011299349300021,381367080,true,1,-
202010249349300116,470376524,1,-,-
201903199349308290,250965603,1,-,-
202040509349301019,426081293,1,1,1
202000649349300400,481249429,1,-,-
202041779349300539,721226741,false,0,0
202041349349301004,231355135,true,-,-
202010459349301421,440589787,true,-,-
202001899349300520,381358000,true,-,-
