object_id,ein,BsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,UnrltdOrgTxblPrtnrshp_EIN,UnrltdOrgTxblPrtnrshp_PrmryActvtsTxt,UnrltdOrgTxblPrtnrshp_LglDmclSttCd,UnrltdOrgTxblPrtnrshp_PrdmntIncmDsc,UnrltdOrgTxblPrtnrshp_AllPrtnrsC3SInd,UnrltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,UnrltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,UnrltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,UnrltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,UnrltdOrgTxblPrtnrshp_OwnrshpPct
201432889349300313,420680323,PAXTONPATTERSON LLC,7523 S SAYRE AVENUE,CHICAGO,IL,60638,331084590,SALES OF EDUCATIONAL LAB EQUIPMENT,DE,UNRELATED,0,-77145,1985338,0,0,0.40000
