object_id,ein,RgnTxt,OffcsCnt,EmplyCnt,OfActvtsCndctdTxt,SpcfcSrvcsPrvddTxt,RgnTtlExpndtrsAmt
201703479349300920,910615846,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,DEBATE TRIP,4443
201703479349300920,910615846,NORTH AMERICA,0,0,PROGRAM SERVICES,DEBATE TRIP,4029
201703479349300920,910615846,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,MISSIONS & INSTRUCTIONAL TRIPS & RECRUITING,291732
201703479349300920,910615846,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,MISSIONS & INSTRUCTIONAL TRIPS,175574
201703479349300920,910615846,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICES,MISSIONS & INSTRUCTIONAL TRIPS,33065
201703479349300920,910615846,RUSSIA AND NEIGHBORING STATES,0,0,PROGRAM SERVICES,MISSIONS & INSTRUCTIONAL TRIPS,39363
201703479349300920,910615846,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,MISSIONS & INSTRUCTIONAL TRIPS,68173
201703479349300920,910615846,NORTH AMERICA,0,0,PROGRAM SERVICES,MISSIONS & INSTRUCTIONAL TRIPS,141671
201703479349300920,910615846,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,MISSIONS & INSTRUCTIONAL TRIPS,42974
201703479349300920,910615846,SOUTH ASIA,0,0,PROGRAM SERVICES,MISSIONS & INSTRUCTIONAL TRIPS,44892
201703429349300225,750800653,"Europe (Including Iceland & Greenland) - Albania, Andorra, Austria, Belgium",0,0,Program services,Study abroad program,109144
201713199349303801,160743900,Central America and the Caribbean,0,0,Program Services,Athletics Travel,11955
201713199349303801,160743900,East Asia and the Pacific,0,0,Speaking at Seminars or Conferences,40746
201713199349303801,160743900,East Asia and the Pacific,0,0,Program Services,Faculty Development,14472
201713199349303801,160743900,East Asia and the Pacific,0,0,Program Services,Program Development/Research,19760
201713199349303801,160743900,Europe (including Iceland and Greenland),0,0,Speaking at Seminars or Conferences,38342
201713199349303801,160743900,Europe (including Iceland and Greenland),0,0,Program Services,Study Abroad,48595
201713199349303801,160743900,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Program Development,668
201713199349303801,160743900,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Study Abroad,5176
201713199349303801,160743900,Russia and the newly independent States,0,0,Speaking at Seminars or Conferences,2137
201743179349306289,230973290,EUROPE (INCLUDING ICELAND AND GREENLAND),1,0,PROGRAM SERVICES,GRADUATE EDUCATION,66839
201743179349306289,230973290,NORTH AMERICA,1,0,PROGRAM SERVICES,GRADUATE EDUCATION,2947
