object_id,ein,RgnTxt,OfActvtsCndctdTxt,SpcfcSrvcsPrvddTxt,RgnTtlExpndtrsAmt
201911009349300211,111630830,South America,1,Program Services,Conferences,8852
201911009349300211,111630830,Sub-Saharan Africa,1,Program Services,Conferences,13785
201911009349300211,111630830,East Asia and the Pacific,1,Program Services,Conferences,4523
201911009349300211,111630830,Europe (Including Iceland and Greenland),Grantmaking,Grants to Recipients,5710960
201940939349300234,590859121,Central America and the Caribbean,0,4,Program Services,Instructional,833558
201940939349300234,590859121,East Asia and the Pacific,Program Services,Instructional,203248
201940939349300234,590859121,Europe (Including Iceland and Greenland),1,12,Program Services,Instructional,1121392
201940939349300234,590859121,Middle East and North Africa,Program Services,Instructional,2733
201940939349300234,590859121,Russia and the Newly Independent States,Program Services,Instructional,30860
201940939349300234,590859121,South America,2,Program Services,Instructional,141911
201940939349300234,590859121,South Asia,Program Services,Instructional,208455
201940939349300234,590859121,Central America and the Caribbean,"Investments, program-relate",2440236
201940939349300234,590859121,Europe (Including Iceland and Greenland),"Investments, program-relate",2138646
201940779349300324,231352668,Europe (Including Iceland and Greenland),14,Program Services,Relations Building,24795
201940779349300324,231352668,Central America and the Caribbean,7,Program Services,Relations Building,12929
201940779349300324,231352668,East Asia and the Pacific,1,Program Services,Relations Building,3877
201940779349300324,231352668,North America,8,Program Services,Relations Building,9941
201940779349300324,231352668,Central America and the Caribbean,Investments,10132340
201920579349300612,430652667,Central America and the Caribbean,0,0,Program Services,STUDENT AND FACULTY STUDY,198303
201920579349300612,430652667,East Asia and the Pacific,0,0,Program Services,STUDENT AND FACULTY STUDY,197863
201920579349300612,430652667,Europe (Including Iceland and Greenland),0,0,Program Services,STUDENT AND FACULTY STUDY,927731
201920579349300612,430652667,Central America and the Caribbean,0,0,Investments,116076353
201920579349300612,430652667,Europe (Including Iceland and Greenland),0,0,Investments,20604961
201920579349300612,430652667,North America (Canada & Mexico only),0,0,Investments,1276430
201920579349300612,430652667,South Asia,0,0,Program Services,STUDENT AND FACULTY STUDY,19434
201920579349300612,430652667,South America,0,0,Program Services,Student and Faculty study,214534
201920579349300612,430652667,Sub-Saharan Africa,0,0,Program Services,Student study,173860
201920579349300612,430652667,Middle East and North Africa,0,0,Program Services,Student study,121731
201920579349300612,430652667,North America (Canada & Mexico only),0,0,Program Services,STUDENT STUDY,1900
201930919349300543,362166964,Central America and the Caribbean,0,0,Investments,N/A,979032
201930919349300543,362166964,Europe (Including Iceland and Greenland),0,0,",EDUCATION/STUDY ABROAD PROGRAMS",N/A,54969
201921009349300427,240795506,CENTRAL AMERICA/ CARIBBEAN,0,0,PROGRAM SERVICES,STRATEGIC INITIATIVE AND STUDY ABROAD,161401
201921009349300427,240795506,CENTRAL AMERICA/ CARIBBEAN,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,2912000
201921009349300427,240795506,EAST ASIA AND THE PACIFIC,0,1,PROGRAM SERVICES,RECRUITMENT,14000
201921009349300427,240795506,EUROPE,0,0,PROGRAM SERVICES,INSTRUCTION AND RESEARCH,43310
201921009349300427,240795506,EUROPE,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,222000
201921009349300427,240795506,MIDDLE EAST AND NORTH AFRICA,0,1,PROGRAM SERVICES,RECRUITMENT,57981
201921009349300427,240795506,NORTH AMERICA,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,20000
201921009349300427,240795506,SUB-SAHARAN AFRICA,0,0,INVESTMENTS - ALTERNATIVE INVESTMENTS,2000
201920859349301112,250965557,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDENTS TRAVELING ABROAD AS PART OF THEIR COURSE WORK,31736
201920859349301112,250965557,SOUTH AMERICA,0,0,PROGRAM SERVICES,STUDENTS TRAVELING ABROAD AS PART OF THEIR COURSE WORK,52957
201920859349301112,250965557,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,6894473
201940789349300019,362167804,Europe (Including Iceland and Greenland),1,1,Program Services,INSTRUCTION,12000
201910519349301206,231352620,Central America and the Caribbean,1,1,Program Services,Study Abroad Education,200000
201910519349301206,231352620,Europe (including Iceland and Greenland),6,42,Program Services,Study Abroad Education,22796000
201910519349301206,231352620,South America,1,1,Program Services,Study Abroad Education,150000
201910519349301206,231352620,East Asia and the Pacific,2,12,Program Services,Study Abroad Education,8044000
201910519349301206,231352620,Sub-Saharan Africa,1,3,Program Services,Study Abroad Education,814000
201940429349301179,420686467,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICE,STUDY ABROAD,166833
201940429349301179,420686467,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICE,STUDY ABROAD,177787
201940429349301179,420686467,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,1710000
201940829349300304,820200907,EUROPE,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,161722
201940829349300304,820200907,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,30171
201940829349300304,820200907,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,21300
201940829349300304,820200907,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDY ABROAD & MISSION TRIPS,16029
201931059349300828,042103545,Central America and the Caribbean,54,Program Services,"RSRCH, PUB SERV, INST.",160569
201931059349300828,042103545,North America,211,Program Services,"RSRCH, ATHL, INST",894674
201931059349300828,042103545,Sub-Saharan Africa,37,Program Services,"STUDY ABROAD, RESEARCH",343919
201931059349300828,042103545,East Asia and the Pacific,135,Program Services,"RSRCH, STUDY AB, INSTR",935573
201931059349300828,042103545,Europe (Including Iceland and Greenland),4,608,Program Services,"STUDY AB, INST., RSRCH",7169683
201931059349300828,042103545,Middle East and North Africa,38,Program Services,"INST., STUDY AB, RSRCH",186328
201931059349300828,042103545,Russia and the Newly Independent States,17,Program Services,"INSTRUCTION, RESEARCH",34644
201931059349300828,042103545,South America,62,Program Services,"STUDY AB., RSRCH, INST",356871
201931059349300828,042103545,South Asia,38,Program Services,"INSTRUCTION, RESEARCH",89507
201931059349300828,042103545,Central America and the Caribbean,1,Grantmaking,25000
201931059349300828,042103545,East Asia and the Pacific,1,Grantmaking,20000
201931059349300828,042103545,Sub-Saharan Africa,4,Grantmaking,150300
201931059349300828,042103545,Central America and the Caribbean,2,Fundraising,7631
201931059349300828,042103545,East Asia and the Pacific,3,Fundraising,28840
201931059349300828,042103545,Europe (Including Iceland and Greenland),3,Fundraising,30110
201931059349300828,042103545,Middle East and North Africa,2,Fundraising,8133
201931059349300828,042103545,North America,5,Fundraising,32329
201931059349300828,042103545,Europe (Including Iceland and Greenland),Investments,26048237
201931059349300828,042103545,Sub-Saharan Africa,Investments,12883811
201931059349300828,042103545,Central America and the Caribbean,Investments,608655862
201803189349302700,370706154,CENTRAL AMERICA AND THE CARIBBEAN,INVESTMENTS,1383000
201900499349300015,610444650,Central America and the Caribbean,Investments,169279000
201900499349300015,610444650,Europe (Including Iceland and Greenland),Investments,4848000
201900499349300015,610444650,Central America and the Caribbean,Program Services,INSTRUCTION,107636
201900499349300015,610444650,Europe (Including Iceland and Greenland),Program Services,INSTRUCTION,150756
201900499349300015,610444650,Sub-Saharan Africa,Program Services,INSTRUCTION,154425
201900499349300015,610444650,Central America and the Caribbean,Program Services,STUDY ABROAD,17018
201900499349300015,610444650,East Asia and the Pacific,Program Services,STUDY ABROAD,65176
201900499349300015,610444650,Europe (Including Iceland and Greenland),Program Services,STUDY ABROAD,488819
201900499349300015,610444650,Middle East and North Africa,Program Services,STUDY ABROAD,37215
201900499349300015,610444650,North America (Canada & Mexico only),Program Services,STUDY ABROAD,10808
201900499349300015,610444650,South America,Program Services,STUDY ABROAD,28983
201900499349300015,610444650,South Asia,Program Services,STUDY ABROAD,13193
201900499349300015,610444650,Sub-Saharan Africa,Program Services,STUDY ABROAD,12000
201920399349301112,530199507,Central America and the Caribbean,Investments,8718434
201920399349301112,530199507,Europe (Including Iceland and Greenland),Investments,26125170
201920399349301112,530199507,East Asia and the Pacific,Send agents to seminar,Travel expenditures,2710
201920399349301112,530199507,Europe (Including Iceland and Greenland),Send agents to seminar,Travel expenditures,20174
201920399349301112,530199507,Sub-Saharan Africa,Send agents to seminar,Travel expenditures,955
201920399349301112,530199507,North America,Send agents to seminar,Travel expenditures,7953
201920399349301112,530199507,South America,Send agents to seminar,Travel expenditures,882
201940929349300439,350867954,Central America and the Caribbean,0,0,Program services,Mission trips,6552
201940929349300439,350867954,East Asia and the Pacific,0,0,Program services,Mission trips,11238
201940929349300439,350867954,Europe (Including Iceland & Greenland),0,0,Program services,Mission trips,150853
201940929349300439,350867954,Sub-Saharan Africa,0,0,Program services,Mission trips,182
201940929349300439,350867954,South Asia,0,0,Program Services,Mission trips,1920
201940929349300439,350867954,Middle East and North Africa,0,0,Program Services,Mission trips,2769
201940929349300439,350867954,South America,0,0,Program Services,Mission trips,4364
201940929349300439,350867954,Central America and the Caribbean,0,0,Grants to recipients located in region,176500
201940929349300439,350867954,East Asia and the Pacific,0,0,Grants to recipients located in region,64910
201940929349300439,350867954,Europe (Including Iceland & Greenland),0,0,Grants to recipients located in region,47200
201940929349300439,350867954,Middle East and North Africa,0,0,Grants to recipients located in region,48780
201940929349300439,350867954,North America - Canada and Mexico,0,0,Grants to recipients located in region,24352
201940929349300439,350867954,South Asia,0,0,Grants to recipients located in region,46490
201940929349300439,350867954,Sub-Saharan Africa,0,0,Grants to recipients located in region,247439
201901009349300325,363005527,Europe (Including Iceland & Greenland),0,1,Program Services,Teaching,7800
201901009349300325,363005527,Sub-Saharan Africa,0,2,Program Services,Teaching,3606
201901009349300325,363005527,South America,0,0,Program Services,Study Abroad,400
201910389349301501,952882724,"NORTH AMERICA - CANADA AND MEXICO, BUT BUT NOT THE UNITED STATES",0,5,PROGRAM SERVICES - EDUCATION
201910389349301501,952882724,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",0,0,PROGRAM SERVICES - EDUCATION
201910389349301501,952882724,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",0,0,PROGRAM SERVICES - EDUCATION
201910389349301501,952882724,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",0,0,PROGRAM SERVICES - EDUCATION
201910389349301501,952882724,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",0,0,PROGRAM SERVICES - EDUCATION
201910389349301501,952882724,"SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,",0,0,PROGRAM SERVICES - EDUCATION
201910389349301501,952882724,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICES - EDUCATION
201930649349300708,420707114,NORTH AMERICA,0,0,INVESTMENTS,3065000
201930649349300708,420707114,RUSSIA AND NEIGHBORING STATES,0,1,RECRUITING,15000
201930649349300708,420707114,NORTH AMERICA,0,0,FUNDRAISING,11366
201940949349300609,741159753,Central America and the Caribbean,0,0,Program Services,STUDY ABROAD PROGRAMS/STUDENT GROUP TRIPS,157050
201940949349300609,741159753,Central America and the Caribbean,0,0,Program Services,MISSION TRIPS,344414
201940949349300609,741159753,Central America and the Caribbean,0,0,Program Services,EXCHANGE/AFFILIATION PROGRAMS,6582
201940949349300609,741159753,Central America and the Caribbean,0,0,Program Services,SITE VISITS,9570
201940949349300609,741159753,Central America and the Caribbean,0,0,Program Services,CONFERENCE/PAPER PRESENTATION/RESEARCH/TRAINING,19787
201940949349300609,741159753,Central America and the Caribbean,0,0,Program Services,INTERNATIONAL RECRUITMENT,5483
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,STUDY ABROAD PROGRAMS/STUDENT GROUP TRIPS,519647
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,EXCHANGE/AFFILIATION PROGRAMS,45459
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,CONFERENCE/PAPER PRESENTATION/RESEARCH/TRAINING,87132
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,SITE VISIT TO PARTNER INSTITUTIONS,5465
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,INTERNATIONAL RECRUITMENT,25475
201940949349300609,741159753,East Asia and the Pacific,0,0,Investments,15253452
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,STUDY ABROAD PROGRAMS/STUDENT GROUP TRIPS,5777363
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,EXCHANGE/AFFILIATION PROGRAMS,1108102
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,CONFERENCE/PAPER PRESENTATION/RESEARCH/TRAINING/MEETINGS,447219
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,BU PRESS AUTHOR MEETINGS,4288
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,SITE VISITS,20140
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,INTERNATIONAL RECRUITMENT,4774
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,ATTEND EDUCATIONAL BOOK FAIR,7589
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,SABBATICAL,3795
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Investments,36416662
201940949349300609,741159753,Middle East and North Africa,0,0,Program Services,STUDY ABROAD PROGRAMS/STUDENT GROUP TRIPS,327
201940949349300609,741159753,Middle East and North Africa,0,0,Program Services,INTERNATIONAL RECRUITMENT,4942
201940949349300609,741159753,North America (Canada & Mexico only),0,0,Program Services,CONFERENCE/PAPER PRESENTATION/RESERCH/TRAINING,82378
201940949349300609,741159753,North America (Canada & Mexico only),0,0,Program Services,MISSION TRIPS,41462
201940949349300609,741159753,North America (Canada & Mexico only),0,0,Program Services,ATHLETICS - COMPETITION,33584
201940949349300609,741159753,North America (Canada & Mexico only),0,0,Investments,5100580
201940949349300609,741159753,Russia and Neighboring States,0,0,Program Services,EXCHANGE/AFFILIATION PROGRAMS,7500
201940949349300609,741159753,South America,0,0,Program Services,STUDY ABROAD PROGRAMS/STUDENT GROUP TRIPS,359247
201940949349300609,741159753,South America,0,0,Program Services,EXCHANGE/AFFILIATION PROGRAMS,12000
201940949349300609,741159753,South America,0,0,Program Services,CONFERENCE/PAPER PRESENTATION/RESEARCH/TRAINING,28963
201940949349300609,741159753,South America,0,0,Program Services,TEACHING,3956
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,Commissions for BU Press Sales,1764
201940949349300609,741159753,South Asia,0,0,Program Services,CONFERENCE/PAPER PRESENTATION/RESEARCH/TRAINING,18575
201940949349300609,741159753,South Asia,0,0,Program Services,MISSION TRIPS,31117
201940949349300609,741159753,Sub-Saharan Africa,0,0,Program Services,STUDY ABROAD PROGRAMS/STUDENT GROUP TRIPS,92286
201940949349300609,741159753,Sub-Saharan Africa,0,0,Program Services,MISSION TRIPS,447664
201940949349300609,741159753,Sub-Saharan Africa,0,0,Program Services,CONFERENCE/PAPER PRESENTATION/RESEARCH/TRAINING,9251
201940949349300609,741159753,Central America and the Caribbean,0,0,Investments,360875434
201940949349300609,741159753,Sub-Saharan Africa,0,0,Program Services,ATHLETICS - MBB COACHES CONVENTION,2004
201940949349300609,741159753,East Asia and the Pacific,0,1,Program Services,COMMISSIONS FOR BU PRESS SALES,1221
201940949349300609,741159753,South America,0,0,Investments,461501
201940949349300609,741159753,Middle East and North Africa,0,0,Program Services,CONFERENCES/RESEARCH,27024
201940949349300609,741159753,Central America and the Caribbean,0,0,Program Services,ATHLETICS - WOMEN'S BASKETBALL TOURNAMENT,191995
201940949349300609,741159753,South America,0,0,Program Services,ATHLETICS - RECRUITING,2699
201940949349300609,741159753,Middle East and North Africa,0,0,Program Services,SITE/PARTNER VISIT,226
201940949349300609,741159753,South Asia,0,0,Investments,1232747
201940949349300609,741159753,South Asia,0,0,Program Services,CONTRACT SURVEY COSTS (REEP GRANT),56965
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,BU Press License Advance Payments,12578
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,ATHLETICS - RECRUITING,47706
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,MISSIONS,129740
201940949349300609,741159753,North America (Canada & Mexico only),0,0,Program Services,ATHLETICS - RECRUITING,22041
201940949349300609,741159753,East Asia and the Pacific,0,1,Program Services,COMMISSIONS FOR ADMISSIONS RECRUITING,46486
201940949349300609,741159753,Russia and Neighboring States,0,0,Program Services,CONFERENCE/RESEARCH,285
201940949349300609,741159753,South Asia,0,0,Grantmaking,120200
201940949349300609,741159753,Middle East and North Africa,0,0,Program Services,TEACHING,1360
201940949349300609,741159753,Antarctica,0,0,Program Services,RESEARCH,1161
201940949349300609,741159753,Central America and the Caribbean,0,0,Program Services,TEACHING,1500
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,MISSION TRIPS,81002
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,INTERNSHIPS,945
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,TEACHING,1814
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,FIELD TRIP,1500
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,SABBATICAL,3795
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,FILMING FOR QEP GLOBAL BAYLOR,208
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,ATHLETICS - COMPETITION,1692
201940949349300609,741159753,East Asia and the Pacific,0,0,Program Services,ATHLETICS - SPIRIT SQUAD PERFORMANCE,25662
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Grantmaking,16000
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,Art Residency & Exhibition,6653
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,Teaching,4714
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,Attend Award Ceremony,3857
201940949349300609,741159753,Europe (Including Iceland and Greenland),0,0,Program Services,Athletics - Competition,7004
201940949349300609,741159753,North America (Canada & Mexico only),0,0,Program Services,Student Recruitment,4908
201940949349300609,741159753,North America (Canada & Mexico only),0,0,Program Services,Author Book Launch - BU Press,1325
201940949349300609,741159753,North America (Canada & Mexico only),0,0,Program Services,Performance Tour,1006
201940949349300609,741159753,Russia and Neighboring States,0,0,Program Services,Athletics - Recruiting,4239
201940949349300609,741159753,South America,0,0,Program Services,Athletics - Student Travel,342
201940949349300609,741159753,South Asia,0,0,Program Services,Field Trip,4308
201940949349300609,741159753,South Asia,0,0,Program Services,Site/Partner Visit,1935
201940949349300609,741159753,Sub-Saharan Africa,0,0,Program Services,Teach,310
201940949349300609,741159753,Sub-Saharan Africa,0,0,Program Services,Student Recruitment,1307
201940949349300609,741159753,Sub-Saharan Africa,0,0,Program Services,Externship,3333
201900539349300615,941585735,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,5480848
201900539349300615,941585735,NORTH AMERICA,0,0,GRANTMAKING,1386
201900949349301200,640428676,Central America and the Caribbean,0,0,Investments,3552467
201900949349301200,640428676,East Asia and the Pacific,0,0,Grants to Recipients Located in Region,Scholarships,6395
201900949349301200,640428676,Central America and the Caribbean,0,0,Grants to Recipients Located in Region,Scholarships,858
201900949349301200,640428676,Russia and Neighboring States,0,0,Grants to Recipients Located in Region,Scholarships,515
201900949349301200,640428676,North America,0,0,Grants to Recipients Located in Region,Scholarships,5107
201900949349301200,640428676,Europe,0,0,Grants to Recipients Located in Region,Scholarships,3090
201900949349301200,640428676,Sub-Saharan Africa,0,0,Grants to Recipients Located in Region,Scholarships,1545
201900949349301200,640428676,South America,1,1,Program Services,Instructional,11018
201900949349301200,640428676,East Asia and the Pacific,0,0,Program Services,Instructional,4263
201900949349301200,640428676,Europe,0,0,Program Services,Instructional,1527
201900949349301200,640428676,Middle East and North Africa,0,0,Program Services,Instructional,4205
201900949349301200,640428676,North America,0,0,Program Services,Conference,2187
201940569349300114,042104778,EUROPE,1,0,PROGRAM SERVICES - TUITION PAYMENTS FOR STUDENTS STUDYING ABROAD,TUITION PAYMENTS FOR STUDENTS STUDYING ABROAD,39563
201940569349300924,350868095,East Asia and the Pacific,Program Services,ONLINE PROGRAMS,198496
201900959349301150,350868158,Europe (Including Iceland and Greenland),0,1,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,1902086
201900959349301150,350868158,South America,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,99604
201900959349301150,350868158,East Asia and the Pacific,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,244712
201900959349301150,350868158,Sub-Saharan Africa,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,34424
201900959349301150,350868158,Central America and the Caribbean,0,0,Investments,511724
201900959349301150,350868158,Central America and the Caribbean,0,0,Program Services,INTERNATIONAL STUDY ABROAD PROGRAMS,1716
201920899349300207,340714681,South America,PASSIVE INVESTMENTS,3331237
201920899349300207,340714681,Europe (Including Iceland and Greenland),PASSIVE INVESTMENTS,34987162
201920899349300207,340714681,Middle East and North Africa,PASSIVE INVESTMENTS,1561701
201920899349300207,340714681,East Asia and the Pacific,PASSIVE INVESTMENTS,30655970
201920899349300207,340714681,Central America and the Caribbean,Program Services,STUDY ABROAD,2613
201920899349300207,340714681,East Asia and the Pacific,Program Services,STUDY ABROAD,1416
201920899349300207,340714681,Europe (Including Iceland and Greenland),Program Services,STUDY ABROAD,1057287
201920899349300207,340714681,North America,Program Services,STUDY ABROAD,3711
201920899349300207,340714681,SUB-SAHARAN AFRICA,Program Services,STUDY ABROAD,9204
201920899349300207,340714681,South Asia,Program Services,STUDY ABROAD,3023
201940999349300414,362169157,Europe (Including Iceland and Greenland),0,0,Program Services,STUDY ABROAD,578266
201940999349300414,362169157,Middle East and North Africa,0,0,Program Services,STUDY ABROAD,4366
201940999349300414,362169157,East Asia and the Pacific,0,0,Program Services,STUDY ABROAD,64010
201940999349300414,362169157,Europe (Including Iceland and Greenland),0,1,Program Services,RECRUITMENT,6750
201940929349300744,410695524,South America,0,0,Program Services,January Term-11 Students,38881
201940929349300744,410695524,Europe (including Iceland and Greenland),0,0,Program Services,January Term-157 Students,773610
201940929349300744,410695524,East Asia and the Pacific,0,0,Program Services,January Term-63 Students,453590
201940929349300744,410695524,Europe (including Iceland and Greenland),0,0,Program Services,Student Teaching-4 Students,16587
201940929349300744,410695524,Central America and the Caribbean,0,0,Program Services,Study Abroad-1 Student,6350
201940929349300744,410695524,East Asia and the Pacific,0,0,Program Services,Study Abroad-9 Students,155720
201940929349300744,410695524,Europe (including Iceland and Greenland),0,0,Program Services,Study Abroad-39 Students,641442
201940929349300744,410695524,Middle East and North Africa,0,0,Program Services,Study Abroad-1 Student,12400
201940929349300744,410695524,Russia and the newly independent States,0,0,Program Services,Study Abroad-1 Student,28613
201940929349300744,410695524,South America,0,0,Program Services,Study Abroad-1 Student,16400
201940929349300744,410695524,South Asia,0,0,Program Services,Study Abroad-18 Students,176599
201940929349300744,410695524,Sub-Saharan Africa,0,0,Program Services,Study Abroad-1 Student,6825
201940929349300744,410695524,Central America and the Caribbean,0,0,Investments,3432830
201910949349301021,410695527,CENTRAL AMERICAN AND CARIBBEAN (JAMAICA),1,5,PROGRAM SERVICES,EDUCATION,20000
201910949349301021,410695527,EUROPE (LONDON),1,5,PROGRAM SERVICES,EDUCATION,141506
201910949349301021,410695527,SUB-SAHARA AFRICA (KENYA),1,2,PROGRAM SERVICES,EDUCATION,10000
201910949349301021,410695527,CENTRAL AMERICAN AND CARIBBEAN (CAYMAN),0,0,INVESTMENTS,6871467
201940739349301509,730568096,SOUTH ASIA,0,0,PROGRAM SERVICES,PASTOR TEACHING AND TRAINING,50500
201940609349300904,430653369,CENTRAL AMERICA AND THE CARIBBEAN,PASSIVE INVESTMENTS,7275692
201940609349300904,430653369,CENTRAL AMERICA AND THE CARIBBEAN,PASSIVE INVESTMENTS,60826
201912279349301841,640306253,CENTRAL AMERICA & THE CARIBBEAN,0,0,INVESTMENTS
201912259349302266,362167060,Central America and the Caribbean,0,0,Investments,349698783
201912259349302266,362167060,Central America and the Caribbean,0,0,",Insurance",2539942
201912259349302266,362167060,Central America and the Caribbean,0,0,Program Services,Medical Services,24201
201912259349302266,362167060,East Asia and the Pacific,0,0,Program Services,Medical Conferences,32147
201912259349302266,362167060,East Asia and the Pacific,0,0,Program Services,Medical Supplies,346
201912259349302266,362167060,Europe (Including Iceland and Greenland),0,0,Program Services,Medical Services,4186
201912259349302266,362167060,Europe (Including Iceland and Greenland),0,0,Program Services,Medical Supplies,196172
201912259349302266,362167060,Europe (Including Iceland and Greenland),0,0,Program Services,Medical Conferences,77075
201912259349302266,362167060,Middle East and North Africa,0,0,Program Services,Medical Conferences,8528
201912259349302266,362167060,North America (Canada & Mexico only),0,0,Program Services,Medical Conferences,8418
201912259349302266,362167060,North America (Canada & Mexico only),0,0,Program Services,Medical Supplies,314546
201912259349302266,362167060,South America,0,0,Program Services,Medical Services,4926
201912259349302266,362167060,South America,0,0,Program Services,Medical Conferences,2610
201912259349302266,362167060,South Asia,0,0,Program Services,Medical Services,2000
201912259349302266,362167060,South Asia,0,0,Program Services,Medical Conferences,857
201912259349302266,362167060,Sub-Saharan Africa,0,0,Program Services,Medical Services,677
201912259349302266,362167060,Sub-Saharan Africa,0,0,Program Services,Medical Conferences,2321
201912249349301961,730568096,"SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,",PROGRAM SERVICES,PASTOR TEACHING AND TRAINING,64728
201912249349301961,730568096,SUB-SAHARAN AFRICA,PROGRAM SERVICES,PASTOR TEACHING AND TRAINING,31882
201911629349300016,370662594,"LONDON, ENGLAND",PROGRAM SERVICE,STUDY ABROAD,282009
201911629349300016,370662594,"BARCELONA, SPAIN",PROGRAM SERVICE,STUDY ABROAD,306667
201942289349300734,920021800,CANADA,0,7,CHRISTIAN MISSIONARY,RELIGIOUS SERVICES,310369
201833139349301403,540506331,CENTRAL AMERICA AND THE CARIBBEAN -,0,0,INVESTMENTS,741343
201902279349301575,953432210,Central America and the Caribbean,1,Program Services,Research Symposiums,3847
201902279349301575,953432210,East Asia and the Pacific,28,Program Services,Research Symposiums,94481
201902279349301575,953432210,Europe (Including Iceland and Greenland),63,Program Services,Research Symposiums,294687
201902279349301575,953432210,Middle East and North Africa,11,Program Services,Research Symposiums,53794
201902279349301575,953432210,North America,22,Program Services,Research Symposiums,39420
201902279349301575,953432210,South America,5,Program Services,Research Symposiums,7236
201902279349301575,953432210,Central America and the Caribbean,Investments,111674961
201833389349300933,840442429,Central America and the Caribbean,Investments,197569
201942249349300934,951643307,Central America and the Caribbean,Investments,1017820226
201942249349300934,951643307,Central America and the Caribbean,Program Services,SCIENTIFIC RESEARCH,81365
201942249349300934,951643307,East Asia and the Pacific,Investments,4529326
201942249349300934,951643307,East Asia and the Pacific,Program Services,SCIENTIFIC RESEARCH,2382652
201942249349300934,951643307,Europe (Including Iceland and Greenland),Investments,62332927
201942249349300934,951643307,Europe (Including Iceland and Greenland),2,14,Program Services,SCIENTIFIC RESEARCH,52596216
201942249349300934,951643307,Middle East and North Africa,Investments,1179420
201942249349300934,951643307,Middle East and North Africa,Program Services,SCIENTIFIC RESEARCH,339680
201942249349300934,951643307,North America,Investments,4884998
201942249349300934,951643307,North America,Program Services,SCIENTIFIC RESEARCH,3107940
