object_id,ein,RgnTxt,OfActvtsCndctdTxt,SpcfcSrvcsPrvddTxt,RgnTtlExpndtrsAmt
201911269349301191,590624416,Russia and the newly independent States,0,0,Program Services,Site Visit/Educational Tours - Russia,10733
201911269349301191,590624416,Russia and the newly independent States,0,0,Program Services,Study Abroad - Georgia,3013
201911269349301191,590624416,South America,0,0,Program Services,Recruiting - Latin America,1712
201911269349301191,590624416,South America,0,0,Program Services,Study Abroad - Brazil,10046
201911269349301191,590624416,South America,0,0,Program Services,Study Abroad - Chile,3054
201911269349301191,590624416,South America,0,0,Program Services,Study Abroad - Ecuador,10379
201911269349301191,590624416,South America,0,0,Speaking at Seminars or Conferences,Conference - Brazil,10949
201911269349301191,590624416,South America,0,0,Speaking at Seminars or Conferences,Conference - Venezuela,1042
201911269349301191,590624416,Sub-Saharan Africa,0,0,Program Services,Study Abroad - South Africa,6192
201911269349301191,590624416,Sub-Saharan Africa,0,0,Speaking at Seminars or Conferences,Conference - Kenya,2240
201921139349300237,952944594,C. AMERICA & CARIBBEAN,0,0,INVESTMENTS,2711434
201921139349300237,952944594,C. AMERICA & CARIBBEAN,0,0,Program Services,ACCESO CAP,152
201921139349300237,952944594,NORTH AMERICA,0,0,Program Services,ACCESO CAP,48485
201921139349300237,952944594,NORTH AMERICA,0,14,Program Services,MEXICO RULE OF LAW,1735859
201921139349300237,952944594,SOUTH AMERICA,0,0,PROGRAM SERVICES,CREATIVE PROBLEM SOLVING,3000
201921139349300237,952944594,SOUTH AMERICA,0,0,PROGRAM SERVICES,INTERNATIONAL LEGAL STUDIES,2500
201901059349300415,590624458,Central America & the Caribbean,Program Services,Grants to Recipients,70635
201901059349300415,590624458,East Asia & the Pacific,Program Services,Grants to Recipients,145349
201901059349300415,590624458,Europe,Program Services,Grants to Recipients,1297594
201901059349300415,590624458,Middle East & North Africa,Program Services,Grants to Recipients,114083
201901059349300415,590624458,North America,Program Services,Grants to Recipients,356259
201901059349300415,590624458,South America,Program Services,Grants to Recipients,713389
201901059349300415,590624458,South Asia,Program Services,Grants to Recipients,93409
201901059349300415,590624458,Sub-Saharan Africa,Program Services,Grants to Recipients,1499884
201901059349300415,590624458,Central American and the Caribbean,Program Services,Travel - Institutional Research and Education,145477
201901059349300415,590624458,East Asia & the Pacific,Program Services,Travel - Institutional Research and Education,414998
201901059349300415,590624458,Europe,Program Services,Travel - Institutional Research and Education,1231567
201901059349300415,590624458,Middle East & North Africa,Program Services,Travel - Institutional Research and Education,130342
201901059349300415,590624458,North America,Program Services,Travel - Institutional Research and Education,313345
201901059349300415,590624458,Russia and Neighboring States,Program Services,Travel - Institutional Research and Education,10091
201901059349300415,590624458,South America,Program Services,Travel - Institutional Research and Education,419985
201901059349300415,590624458,South Asia,Program Services,Travel - Institutional Research and Education,80345
201901059349300415,590624458,Sub-Saharan Africa,Program Services,Travel - Institutional Research and Education,139283
201901059349300415,590624458,Central America and the Caribbean,Investments,N/A,104455727
201901059349300415,590624458,Central America and the Caribbean,5,Program Services,Independent Contractors-Institutional Research and Education,40063
201901059349300415,590624458,East Asia and the Pacific,7,Program Services,Independent Contractors-Institutional Research and Education,18999
201901059349300415,590624458,Europe,29,Program Services,Independent Contractors-Institutional Research and Education,875722
201901059349300415,590624458,Middle East and North Africa,2,Program Services,Independent Contractors-Institutional Research and Education,73500
201901059349300415,590624458,North America,25,Program Services,Independent Contractors-Institutional Research and Education,501186
201901059349300415,590624458,South America,11,Program Services,Independent Contractors-Institutional Research and Education,40816
201901059349300415,590624458,South Asia,1,Program Services,Independent Contractors-Institutional Research and Education,70704
201901059349300415,590624458,Sub-Saharan Africa,3,Program Services,Independent Contractors-Institutional Research and Education,11194
201901059349301415,470405319,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDY ABROAD AND MISSION TRIPS,122258
201901059349301415,470405319,SOUTH AMERICA,0,0,PROGRAM SERVICES,MISSION TRIPS,67434
201921349349303577,410518750,EUROPE (INCLUDING ICELAND & GREENLAND),0,3,PROGRAM SERVICES - EDUCATIONAL CURRICULUM,STUDENT PROGRAMS,54372
201921349349303577,410518750,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",0,6,PROGRAM SERVICES - EDUCATIONAL CURRICULUM,STUDENT PROGRAMS,40435
201921349349303577,410518750,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES - EDUCATIONAL CURRICULUM,STUDENT PROGRAMS: AS A MEMBER OF THE CONSORTIUM FOR INNOVATIVE LEGAL EDUCATION (SEE PART V),102875
201911269349301476,440546278,Europe (Including Iceland and Greenland),Program Services,STUDY ABROAD PROGRAM,99680
201901309349302405,251035663,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",0,0,PROGRAM SERVICES,STUDY ABROAD,39688
201901309349302405,251035663,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,15747
201901309349302405,251035663,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",0,0,PROGRAM SERVICES,INSTRUCTIONAL CONFERENCE,804
201901309349302405,251035663,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",0,0,PROGRAM SERVICES,MISSIONARY,10919
201901309349302405,251035663,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",0,0,PROGRAM SERVICES,RECRUITMENT,7774
201901309349302405,251035663,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",0,0,PROGRAM SERVICES,INSTRUCTIONAL CONFERENCE,34744
201901309349302405,251035663,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",0,0,PROGRAM SERVICES,STUDY ABROAD,117790
201901309349302405,251035663,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",0,0,PROGRAM SERVICES,RECRUITMENT,40453
201901309349302405,251035663,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,74989
201901309349302405,251035663,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",0,0,PROGRAM SERVICES,INSTRUCTIONAL CONFERENCE,92841
201901309349302405,251035663,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",2,21,PROGRAM SERVICES,STUDY ABROAD,2947730
201901309349302405,251035663,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",0,0,PROGRAM SERVICES,MISSIONARY,10667
201901309349302405,251035663,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",0,0,PROGRAM SERVICES,RECRUITMENT,21115
201901309349302405,251035663,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,239493
201901309349302405,251035663,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",0,0,PROGRAM SERVICES,FINANCIAL AID/SCHOLARSHIP,1271773
201901309349302405,251035663,"SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,",0,0,PROGRAM SERVICES,INSTRUCTIONAL CONFERENCE,6489
201901309349302405,251035663,"SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,",0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,3096
201901309349302405,251035663,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,8867
201901309349302405,251035663,"RUSSIA AND NEIGHBORING STATES - ARMENIA, AZERBIJAN, BELARUS,",0,0,PROGRAM SERVICES,RECRUITMENT,1917
201901309349302405,251035663,"RUSSIA AND NEIGHBORING STATES - ARMENIA, AZERBIJAN, BELARUS,",0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,4761
201901309349302405,251035663,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,",0,0,PROGRAM SERVICES,INSTRUCTIONAL CONFERENCE,17925
201901309349302405,251035663,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,",0,0,PROGRAM SERVICES,STUDY ABROAD,81317
201901309349302405,251035663,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,",0,0,PROGRAM SERVICES,MISSIONARY,9334
201901309349302405,251035663,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,",0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,34681
201901309349302405,251035663,"NORTH AMERICA -CANADA & MEXICO, NOT US",0,0,PROGRAM SERVICES,INSTRUCTIONAL CONFERENCE,28903
201901309349302405,251035663,"NORTH AMERICA -CANADA & MEXICO, NOT US",0,0,PROGRAM SERVICES,STUDY ABROAD,39
201901309349302405,251035663,"NORTH AMERICA -CANADA & MEXICO, NOT US",0,0,PROGRAM SERVICES,MISSIONARY,879
201901309349302405,251035663,"NORTH AMERICA -CANADA & MEXICO, NOT US",0,0,PROGRAM SERVICES,RECRUITMENT,3835
201901309349302405,251035663,"NORTH AMERICA -CANADA & MEXICO, NOT US",0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,311281
201901309349302405,251035663,SOUTH AMERICA,0,0,PROGRAM SERVICES,INSTRUCTIONAL CONFERENCE,3645
201901309349302405,251035663,SOUTH AMERICA,0,0,PROGRAM SERVICES,RECRUITMENT,9969
201901309349302405,251035663,SOUTH AMERICA,0,0,PROGRAM SERVICES,EDUCATIONAL EXPENSE,31455
201901309349302405,251035663,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",0,0,INVESTMENTS,60961721
201901309349302405,251035663,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",0,0,PROGRAM SERVICES,RECRUITMENT,4731
201901309349302405,251035663,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",0,0,INVESTMENTS,14000
201901229349301370,060646587,East Asia and the Pacific,Program Services,STUDY AWAY PROGRAM,592000
201901229349301370,060646587,Europe (Including Iceland and Greenland),Program Services,STUDY AWAY PROGRAM,2442000
201901229349301370,060646587,Europe (Including Iceland and Greenland),Program Services,SERVICES,4000
201901229349301370,060646587,Europe (Including Iceland and Greenland),Program Services,LICENSE FEE,3000
201901229349301370,060646587,Europe (Including Iceland and Greenland),Program Services,CONFERENCE REGISTR.,2000
201901229349301370,060646587,Middle East and North Africa,Program Services,SERVICES,3000
201901229349301370,060646587,Middle East and North Africa,Program Services,HOUSING AND TRAVEL,2000
201901229349301370,060646587,North America,Program Services,MERCHANDISE,28000
201901229349301370,060646587,South Asia,Program Services,STUDY AWAY PROGRAM,46000
201901229349301370,060646587,South America,Program Services,STUDY AWAY PROGRAM,144000
201901229349301370,060646587,Sub-Saharan Africa,Program Services,STUDY AWAY PROGRAM,116000
201901229349301370,060646587,Central America and the Caribbean,Program Services,STUDY AWAY PROGRAM,50000
201921369349300622,381624684,East Asia and the Pacific,0,3,"Program Service, Study abroad",Recuriting,54977
201921369349300622,381624684,Europe,0,15,Program Service,"Recuriting, Study Abroad",247087
201921369349300622,381624684,South Asia,0,2,Program Service,Recuriting,11208
201921369349300622,381624684,North America,0,1,Program Service,Recuriting,5104
201921369349300622,381624684,Central America & Caribbean,0,2,Program Service,Study Abroad,31407
201921939349301217,381988915,EAST ASIA AND THE PACIFIC,2,13,PROGRAM SERVICES,EDUCATION OF LAW STUDENTS IN A STUDY ABROAD PROGRAM,97850
201921939349301217,381988915,NORTH AMERICA,1,9,PROGRAM SERVICES,EDUCATION OF LAW STUDENTS IN A STUDY ABROAD PROGRAM,50912
201921939349301217,381988915,EUROPE,1,4,PROGRAM SERVICES,EDUCATION OF LAW STUDENTS IN A STUDY ABROAD PROGRAM,54066
201901349349307355,250965438,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",0,PROGRAM SERVICE,INTERNATIONAL TRAVEL,119421
201901349349307355,250965438,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,",0,PROGRAM SERVICE,INTERNATIONAL TRAVEL,12520
201901349349307355,250965438,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",0,PROGRAM SERVICE,INTERNATIONAL TRAVEL,13230
201901349349307355,250965438,"NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES",0,PROGRAM SERVICE,INTERNATIONAL TRAVEL,1000
201921559349300517,460224588,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,N/A,10374121
201921559349300517,460224588,EUROPE,0,0,INVESTMENTS,N/A,3225755
201921349349309732,231386178,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDENT TRIP,22346
201921349349309732,231386178,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDENT TRIP,42892
201921349349309732,231386178,EUROPE,0,0,PROGRAM SERVICES,STUDENT TRIP,23696
201921349349309732,231386178,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,14000000
201910569349300606,591237047,North America,Grantmaking,337999
201910569349300606,591237047,Europe (Including Iceland and Greenland),Grantmaking,1528985
201910569349300606,591237047,South America,Grantmaking,218410
201910569349300606,591237047,Middle East and North Africa,Grantmaking,74408
201910569349300606,591237047,Sub-Saharan Africa,Grantmaking,136487
201910569349300606,591237047,Russia and the Newly Independent States,Grantmaking,49525
201910569349300606,591237047,South Asia,Grantmaking,35735
201910569349300606,591237047,Central America and the Caribbean,Grantmaking,1330789
201910569349300606,591237047,East Asia and the Pacific,Grantmaking,82547
201910729349301161,951744369,Sub-Saharan Africa,1,0,Grants to recipients located in the region.,1260000
201910729349301161,951744369,North America,0,0,Grants to recipients located in the region.,47289
201911339349305476,363649217,"Europe (Including Iceland & Greenland) - Albania, Andorra, Austria, Belgium",2,Program Services,Study Abroad,294247
201941339349305224,041958460,Europe (including Iceland and Greenland),2,2,Program Services,Study abroad,979477
201941339349305224,041958460,South America,0,0,Program Services,Study abroad,34388
201941339349305224,041958460,East Asia and the Pacific,0,0,Program Services,Study abroad,27936
201941339349305224,041958460,Sub-Saharan Africa,0,0,Program Services,Study abroad,18568
201941339349305224,041958460,Europe (including Iceland and Greenland),0,0,Grantmaking,593731
201941339349305224,041958460,Central America and the Caribbean,0,0,Investments,21636443
201941339349305274,620476822,East Asia and the Pacific,0,0,Fundraising,573
201941339349305274,620476822,Europe (Including Iceland and Greenland),0,0,Fundraising,7447
201941339349305274,620476822,South America,0,0,Fundraising,7313
201941339349305274,620476822,Central America and the Caribbean,0,0,Investments,529159340
201941339349305274,620476822,East Asia and the Pacific,0,5,Investments,97616937
201941339349305274,620476822,Europe (Including Iceland and Greenland),0,4,Investments,281761184
201941339349305274,620476822,North America (Canada & Mexico only),0,0,Investments,14185801
201941339349305274,620476822,Sub-Saharan Africa,0,0,Investments,29972946
201941339349305274,620476822,Central America and the Caribbean,0,7,Grantmaking,244526
201941339349305274,620476822,East Asia and the Pacific,0,3,Grantmaking,217427
201941339349305274,620476822,Europe (Including Iceland and Greenland),0,2,Grantmaking,160789
201941339349305274,620476822,North America (Canada & Mexico only),0,2,Grantmaking,130080
201941339349305274,620476822,South America,0,1,Grantmaking,18486
201941339349305274,620476822,Sub-Saharan Africa,0,1,Grantmaking,49860
201941339349305274,620476822,Central America and the Caribbean,0,9,",Send Agents to Attend and Speak at Seminars and Conferences",15450
201941339349305274,620476822,East Asia and the Pacific,0,94,",Send Agents to Attend and Speak at Seminars and Conferences",269342
201941339349305274,620476822,Europe (Including Iceland and Greenland),0,330,",Send Agents to Attend and Speak at Seminars and Conferences",765986
201941339349305274,620476822,Middle East and North Africa,0,7,",Send Agents to Attend and Speak at Seminars and Conferences",16535
201941339349305274,620476822,North America (Canada & Mexico only),0,155,",Send Agents to Attend and Speak at Seminars and Conferences",216874
201941339349305274,620476822,Russia and Neighboring States,0,6,",Send Agents to Attend and Speak at Seminars and Conferences",5857
201941339349305274,620476822,South America,0,20,",Send Agents to Attend and Speak at Seminars and Conferences",30920
201941339349305274,620476822,South Asia,0,14,",Send Agents to Attend and Speak at Seminars and Conferences",42122
201941339349305274,620476822,Sub-Saharan Africa,0,8,",Send Agents to Attend and Speak at Seminars and Conferences",28811
201941339349305274,620476822,Central America and the Caribbean,0,51,Program Services,"Education, Research",267164
201941339349305274,620476822,East Asia and the Pacific,0,139,Program Services,"Education, Research",722132
201941339349305274,620476822,Europe (Including Iceland and Greenland),2,437,Program Services,"Education, Research",1555793
201941339349305274,620476822,Middle East and North Africa,0,44,Program Services,"Education, Research",274608
201941339349305274,620476822,North America (Canada & Mexico only),0,114,Program Services,"Education, Research",159158
201941339349305274,620476822,Russia and Neighboring States,0,9,Program Services,"Education, Research",15815
201941339349305274,620476822,South America,0,83,Program Services,"Education, Research",257115
201941339349305274,620476822,South Asia,0,35,Program Services,"Education, Research",123673
201941339349305274,620476822,Sub-Saharan Africa,0,34,Program Services,"Education, Research",128406
201901349349309920,042103589,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTING,7513506
201901349349309920,042103589,NORTH AMERICA,0,0,INVESTING,2523020
201941339349306459,540525605,Europe (including Iceland and Greenland),0,0,Program Services,"Educational travel, memberships",393000
201941339349306459,540525605,Central America and the Caribbean,0,0,Program Services,"Educational travel, services",322000
201941339349306459,540525605,Sub-Saharan Africa,0,0,Program Services,Educational travel,62000
201941339349306459,540525605,East Asia and the Pacific,0,0,Program Services,Educational travel,55000
201941339349306459,540525605,South America,0,0,Program Services,Educational travel,38000
201941339349306459,540525605,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Services,2000
201941929349300224,264078735,Israel,1,23,Administrative services,Administrative & support servi,1614972
201910779349300011,410747165,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENT ACTIVITIES,8360851
201910779349300011,410747165,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,INVESTMENT ACTIVITIES,2392067
201910779349300011,410747165,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,12390
201910779349300011,410747165,SOUTH ASIA,0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,16107
201941929349301159,135562308,CENTRAL AMERICA,1,70,EDUCATION/RESEARCH,INSTRUCTION,439024
201941929349301159,135562308,EAST ASIA AND THE PACIFIC,2,50,EDUCATION/RESEARCH,INSTRUCTION,4359952
201941929349301159,135562308,EUROPE,8,227,EDUCATION/RESEARCH,INSTRUCTION,64253692
201941929349301159,135562308,MIDDLE EAST AND NORTH AFRICA,2,476,EDUCATION/RESEARCH,INSTRUCTION,193220570
201941929349301159,135562308,SOUTH AMERICA,1,21,EDUCATION/RESEARCH,INSTRUCTION,3468519
201941929349301159,135562308,SUB-SAHARAN AFRICA,3,23,EDUCATION/RESEARCH,INSTRUCTION,2118932
201941929349301159,135562308,SOUTH ASIA,1,27,EDUCATION/RESEARCH,INSTRUCTION,939763
201941929349301159,135562308,NORTH AMERICA,0,44,EDUCATION/RESEARCH,INSTRUCTION,199133
201941929349301159,135562308,RUSSIA AND NEIGHBORING STATES,0,11,EDUCATION/RESEARCH,INSTRUCTION,28456
201941929349301159,135562308,CENTRAL AMERICA,0,0,INVESTMENTS,598068788
201941929349301159,135562308,EAST ASIA AND THE PACIFIC,0,0,INVESTMENTS,39442341
201941929349301159,135562308,EUROPE,0,0,INVESTMENTS,64705528
201910779349300756,420698196,Central America and the Caribbean,0,0,Program Services,Cross Cultural Experience,48946
201910779349300756,420698196,Europe (including Iceland and Greenland),0,0,Program Services,Cross Cultural Experience,211848
201910779349300756,420698196,Middle East and North Africa,0,0,Program Services,Cross Cultural Experience,61897
201910779349300756,420698196,South America,0,0,Program Services,Cross Cultural Experience,10589
201910779349300756,420698196,South Asia,0,0,Program Services,Cross Cultural Experience,5399
201910779349300756,420698196,Sub-Saharan Africa,0,0,Program Services,Cross Cultural Experience,12629
201901209349300635,470378777,Central America and the Caribbean,Investments,3541008
201901209349300635,470378777,Central America and the Caribbean,Program Services,Educational Services,34989
201901209349300635,470378777,East Asia and the Pacific,Program Services,Educational Services,40457
201901209349300635,470378777,Europe (including Iceland and Greenland),Program Services,Educational Services,55253
201901209349300635,470378777,"North America (including Canada and Mexico, but not the United States)",Program Services,Educational Services,14417
201901209349300635,470378777,South Asia,Program Services,Educational Services,654
201911229349301196,050259080,EAST ASIA AND THE PACIFIC,0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,SCHOLARSHIPS TO STUDENTS STUDYING ABROAD,35600
201911229349301196,050259080,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,SCHOLARSHIPS TO STUDENTS STUDYING ABROAD,449675
201911229349301196,050259080,SUB-SAHARAN AFRICA,0,0,GRANTS TO RECIPIENTS LOCATED IN REGION,SCHOLARSHIPS TO STUDENTS STUDYING ABROAD,14250
201911229349301196,050259080,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,11623285
201911219349301486,470376583,Europe (including Iceland and Greenland),0,0,Investments,6202000
201911219349301486,470376583,Central America and the Caribbean,0,0,Investments,73988000
201911219349301486,470376583,"North America (including Canada and Mexico, but not the United States)",0,0,Investments,34115000
201911219349301486,470376583,Europe (including Iceland and Greenland),0,0,Program Services,Group based trips led by faculty,279093
201911219349301486,470376583,Central America and the Caribbean,0,4,Program Services,Group based trips led by faculty,1055568
201911219349301486,470376583,Sub-Saharan Africa,0,0,Program Services,Group based trips led by faculty,28617
201911219349301486,470376583,East Asia and the Pacific,0,0,Program Services,Group based trips led by faculty,116533
201911219349301486,470376583,South Asia,0,0,Program Services,Group based trips led by faculty,13877
201911219349301486,470376583,South America,0,0,Program Services,Group based trips led by faculty,115541
201833549349300738,910473310,CENTRAL AMERICA AND THE CARIBBEAN,1,1,PROGRAM SERVICES - CAPITAL CONTRIBUTIONS TO WHITWORTH COSTA RICA LIMITADA,ACADEMIC INSTRUCTION,122408
201833549349300738,910473310,CENTRAL AMERICA AND THE CARIBBEAN,1,1,CAPITAL CONTRIBUTIONS FOR PLANT INVESTMENT,ACADEMIC INSTRUCTION,180100
201833549349300738,910473310,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENT,9006925
201833549349300738,910473310,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,STUDY ABROAD PROGRAMS,486041
201833549349300738,910473310,SOUTH ASIA,0,0,PROGRAM SERVICES,STUDY ABROAD PROGRAMS,32446
201833549349300738,910473310,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,STUDY ABROAD PROGRAMS,157942
201833549349300738,910473310,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES,STUDY ABROAD PROGRAMS,253140
201901349349301490,042103731,EAST ASIA AND THE PACIFIC,PROGRAM SERVICES,STUDY ABROAD,279261
201901349349301490,042103731,EUROPE (INCLUDING ICELAND AND GREENLAND),PROGRAM SERVICES,STUDY ABROAD,1049001
201901349349301490,042103731,CENTRAL AMERICAN AND THE CARRIBBEAN,PROGRAM SERVICES,STUDY ABROAD,68425
201901349349301490,042103731,EAST ASIA AND THE PACIFIC,GRANTMAKING,76375
201901349349301490,042103731,EUROPE (INCLUDING ICELAND AND GREENLAND),GRANTMAKING,305850
201901349349301490,042103731,CENTRAL AMERICAN AND THE CARRIBBEAN,GRANTMAKING,29375
201911029349300326,410693962,EUROPE,0,0,PROGRAM SERVICE,CLASS TRIP,44062
201911029349300326,410693962,EUROPE,0,0,PROGRAM SERVICE,STUDENT RECRUITMENT,18753
201911029349300326,410693962,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICE,STUDENT RECRUITMENT,45009
201911029349300326,410693962,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICE,STUDENT RECRUITMENT,11253
201911029349300326,410693962,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICE,STUDY ABROAD PROGRAMS,61483
201911029349300326,410693962,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICE,STUDY ABROAD PROGRAMS,747548
201911029349300326,410693962,EUROPE,0,0,PROGRAM SERVICE,STUDY ABROAD PROGRAMS,2708896
201911029349300326,410693962,MIDDLE EAST AND NORTH AFRICA,0,0,PROGRAM SERVICE,STUDY ABROAD PROGRAMS,145083
201911029349300326,410693962,NORTH AMERICA,0,0,PROGRAM SERVICE,STUDY ABROAD PROGRAMS,13550
201911029349300326,410693962,SOUTH AMERICA,0,0,PROGRAM SERVICE,STUDY ABROAD PROGRAMS,693648
201911029349300326,410693962,SOUTH ASIA,0,0,PROGRAM SERVICE,STUDY ABROAD PROGRAMS,51693
201911029349300326,410693962,SUB-SAHARAN AFRICA,0,0,PROGRAM SERVICE,STUDY ABROAD PROGRAMS,410489
201911029349300326,410693962,EUROPE,0,0,INVESTMENTS,8529246
201911029349300326,410693962,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENTS,45857517
201911029349300426,520591623,Central America and the Caribbean,Investments,49570733
201911029349300426,520591623,Central America and the Caribbean,Program Services,International Studies,21693
201911029349300426,520591623,East Asia and the Pacific,2,Program Services,International Studies,1096805
201911029349300426,520591623,Europe (Including Iceland and Greenland),2,5,Program Services,International Studies,5189288
201911029349300426,520591623,Middle East and North Africa,Program Services,International Studies,95006
201911029349300426,520591623,South America,Program Services,International Studies,8541
201911029349300426,520591623,Sub-Saharan Africa,Program Services,International Studies,260319
201911029349300426,520591623,Central America and the Caribbean,Program Services,Financial Aid,4960
201911029349300426,520591623,East Asia and the Pacific,Program Services,Financial Aid,131836
201911029349300426,520591623,Europe (Including Iceland and Greenland),Program Services,Financial Aid,154361
201911029349300426,520591623,Middle East and North Africa,Program Services,Financial Aid,18000
201911029349300426,520591623,North America,Program Services,Financial Aid,96706
201911029349300426,520591623,South Asia,Program Services,Financial Aid,16666
201911029349300426,520591623,Sub-Saharan Africa,Program Services,Financial Aid,31280
201823169349303242,131624135,Central America and the Caribbean,Investments,106613852
201823169349303242,131624135,Central America and the Caribbean,Medical Insurance Premium,13545596
201823169349303242,131624135,Central America and the Caribbean,1,Program Services,PT.LIAISON/BUS DEV,78000
201823169349303242,131624135,Central America and the Caribbean,1,Program Services,PT.LIAISON/BUS DEV,36000
201823169349303242,131624135,Europe (Including Iceland and Greenland),Program Services,PT.LIAISON/BUS DEV,6000
201803379349300080,590624459,Central America and the Caribbean,0,0,Program Services,TRAVEL ABROAD COURSES,199995
201803379349300080,590624459,Central America and the Caribbean,0,0,Program Services,SEMINARS/CONFERENCES,56220
201803379349300080,590624459,East Asia and the Pacific,0,0,Program Services,SEMINARS/CONFERENCES,37373
