object_id,ein,OfAssstncTxt,RgnTxt,RcpntCnt,CshGrntAmt,MnnrOfCshDsbrsmntTxt,VltnMthdUsdDsc
201931019349300333,141338498,Grants for Education,Europe (Including Iceland and Greenland),33,1087425,Other
201931019349300333,141338498,Grants for Education,Middle East and North Africa,4,83895,Other
201931019349300333,141338498,Grants for Education,South America,14,259882,Other
201931019349300333,141338498,Grants for Education,Sub-Saharan Africa,6,245162,Other
201931019349300333,141338498,Grants for Education,Central America and the Caribbean,4,103300,Other
201931019349300333,141338498,Grants for Education,East Asia and the Pacific,8,213345,Other
201931019349300333,141338498,Grants for Education,South Asia,11,202000,Other
201931019349300333,141338498,Grants for Education,North America,11,408481,Other
201931019349300218,910236600,SCHOLARSHIPS FOR TUITION,EUROPE (INCLUDING ICELAND AND GREENLAND),8,71750,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
201931019349300218,910236600,SCHOLARSHIPS FOR TUITION,EAST ASIA AND THE PACIFIC,2,21000,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
201931019349300218,910236600,GRANTS-IN-AID FOR TUITION,EUROPE (INCLUDING ICELAND AND GREENLAND),3,20690,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
201931019349300218,910236600,GRANTS-IN-AID FOR TUITION,EAST ASIA AND THE PACIFIC,1,16810,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
201931019349300218,910236600,DISCOUNTS FOR TUITION,EUROPE (INCLUDING ICELAND AND GREENLAND),1,2027,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
201931019349300218,910236600,GRANTS-IN-AID FOR TUITION,MIDDLE EAST AND NORTH AFRICA,1,5416,TUITION DISCOUNT CREDITED TO STUDENT ACCOUNT
201930659349300838,520591694,FINANCIAL AID,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU",11,41483,0
201930659349300838,520591694,FINANCIAL AID,"MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,",1,3956,0
201930659349300838,520591694,FINANCIAL AID,"SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,",3,10756,0
201900219349300015,592961536,SCHOLARSHIPS,SCHOLARSHIPS,4,19000,ASSISTANCE IN THE FORM OF TUITION REDUCTION & REDUCED RATE FOR ROOM AND BOARD.
201940359349301054,231352664,Financial aid in the form of credit against tuition and fees.,Europe (including Iceland and Greenland),154,0,0,2024602,Financial aid in the form of credit against tuition and fees.,cost of tuition and fees
201940359349301054,231352664,Financial aid in the form of credit against tuition and fees.,East Asia and the Pacific,29,0,0,450418,Financial aid in the form of credit against tuition and fees.,cost of tuition and fees
201940359349301054,231352664,Financial aid in the form of credit against tuition and fees.,Central America and the Caribbean,6,0,0,90605,Financial aid in the form of credit against tuition and fees.,cost of tuition and fees
201940359349301054,231352664,Financial aid in the form of credit against tuition and fees.,Middle East and North Africa,8,0,0,130369,Financial aid in the form of credit against tuition and fees.,cost of tuition and fees
201940359349301054,231352664,Financial aid in the form of credit against tuition and fees.,"North America (including Canada and Mexico, but not the United States)",1,0,0,17500,Financial aid in the form of credit against tuition and fees.,cost of tuition and fees
