object_id,ein,DscrtnrySpndngAcctInd,HsngAllwncOrRsdncInd,PymntsFrUsOfRsdncInd,FrstClssOrChrtrTrvlInd,PrsnlSrvcsInd,IdmnfctnGrssUpPmtsInd,TrvlFrCmpnnsInd,ClbDsOrFsInd,WrttnPlcyRfTAndEExpnssInd,SbstnttnRqrdInd,CmpnstnSrvyInd,CmpnstnCmmttInd,BrdOrCmmttApprvlInd,IndpndntCnsltntInd,Frm990OfOthrOrgnztnsInd,WrttnEmplymntCntrctInd,SvrncPymntInd,SpplmntlNnqlRtrPlnInd,EqtyBsdCmpArrngmInd,CmpBsdOnRvnOfFlngOrgInd,CmpBsdOnRvRltdOrgsInd,CmpBsdNtErnsFlngOrgInd,CmpBsdNtErnsRltdOrgsInd,AnyNnFxdPymntsInd,IntlCntrctExcptnInd,RbttblPrsmptnPrcInd
201903199349311450,980149857,-,-,-,X,-,-,-,-,true,true,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201903579349300855,141463151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201913189349302876,541854399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
201932959349300728,208434503,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201912889349300246,344429091,-,X,-,-,-,-,X,X,true,true,X,X,X,-,-,-,false,false,false,false,false,false,false,false,false,-
201912849349301461,480543782,-,X,-,-,-,-,-,-,1,1,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
201913439349300841,620548913,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201913519349300816,750827421,-,X,-,-,-,-,X,-,true,true,X,-,X,-,X,-,false,false,false,false,false,false,false,false,false,-
202020979349300507,221487354,-,X,-,-,X,-,X,X,true,true,X,X,X,X,X,X,false,false,false,false,false,false,false,true,false,-
202030989349301708,391353508,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,0,0,0,0,0,0,0,0,0,-
202041979349305184,042103542,-,X,X,X,X,X,-,-,true,true,X,X,X,-,-,-,true,true,false,false,false,false,false,true,false,-
202041979349307414,951664112,-,X,-,-,X,-,-,X,true,true,X,X,X,-,-,-,true,false,false,false,false,false,false,false,false,-
202031969349302723,580603153,-,X,-,-,X,-,-,-,1,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202021929349302767,820200907,-,-,-,-,-,-,-,-,-,1,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201912849349300401,381443369,-,X,-,-,-,-,X,X,true,true,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
202041069349300824,160743040,-,X,-,X,X,X,-,X,true,true,X,-,X,X,X,-,true,false,false,false,false,false,false,false,false,-
202001909349302800,942340692,-,X,-,-,-,-,-,-,1,1,X,X,X,X,-,X,0,0,0,0,0,0,0,0,0,-
202020699349301007,042111203,-,X,-,-,-,-,X,X,1,1,X,X,X,X,X,X,0,0,0,0,0,0,0,1,0,-
202020319349300222,620485733,-,X,X,X,X,X,X,X,1,1,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201933269349301003,930386890,-,X,-,-,-,-,-,-,true,false,X,-,X,-,-,-,false,false,false,false,false,false,false,false,false,-
202030449349301658,610445823,-,X,-,-,-,-,X,-,1,1,X,X,X,-,X,-,0,0,0,0,0,0,0,0,0,-
202020639349301012,231627436,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,false,false,false,false,false,false,false,false,false,-
202011689349300911,630312914,-,X,-,-,X,-,X,X,true,true,X,X,X,-,-,-,false,true,false,false,false,false,false,false,false,-
202001149349301525,951641455,-,X,-,-,-,-,-,X,1,1,X,X,X,-,-,X,1,0,0,0,0,0,0,0,0,-
202000799349300935,520705392,-,X,-,-,-,-,X,-,true,true,X,X,X,X,X,-,false,true,false,false,false,false,false,false,false,-
201933369349300203,160909446,-,-,-,-,-,-,-,X,1,1,-,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202010569349300701,560657294,-,X,-,-,X,-,-,X,1,1,X,X,X,-,X,X,0,0,0,0,0,0,0,0,0,-
201943579349300209,562476876,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
201913119349301796,810231774,-,X,-,X,X,-,X,X,1,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202010079349300536,362216176,-,X,-,-,-,-,-,-,true,true,-,-,X,-,X,-,false,false,false,false,false,false,false,false,false,-
202041369349305314,951664123,-,X,-,-,X,X,X,X,1,1,X,X,X,X,X,-,1,1,0,0,0,0,0,0,0,-
202040949349300014,560556753,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,-,0,0,0,0,0,0,0,0,0,-
202040229349300214,363157451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-
202000379349300105,131624158,-,X,-,-,-,-,-,-,1,1,X,X,X,X,X,-,0,1,0,1,0,0,0,1,0,-
201923199349304272,581494136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,-
202010919349301701,952962604,-,X,-,-,X,-,-,X,1,1,X,X,X,X,-,-,0,1,0,0,0,0,0,0,0,-
201913119349301786,237050293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,0,0,0,-
202030509349301018,942515428,-,-,-,X,-,-,X,-,1,1,-,-,-,-,-,-,0,1,0,0,0,0,0,1,0,-
202021399349300237,540573801,-,X,-,-,X,-,-,-,1,1,X,X,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202011899349301786,050312747,-,X,-,-,-,-,-,-,0,1,X,X,X,X,X,X,0,1,0,0,0,0,0,1,1,1
202041419349301659,951699394,X,X,-,X,X,-,X,-,1,1,X,X,X,-,X,-,1,0,0,0,0,0,0,0,0,-
201943199349319864,942933165,-,-,-,-,-,-,-,-,-,1,X,-,X,-,-,X,0,0,0,0,0,0,0,0,0,-
202021489349300987,420703280,-,X,-,-,-,-,-,X,1,1,X,X,X,X,-,-,0,1,0,0,0,0,0,0,0,-
202010729349300726,840402707,-,-,-,X,-,-,-,-,true,true,X,X,X,-,-,-,true,false,false,false,false,false,false,false,false,-
202041419349301764,941156566,-,X,-,-,X,-,-,-,true,true,X,X,X,-,-,-,false,false,false,false,false,false,false,false,false,-
