object_id,ein,FrgnCntryCd
201903199349311450,980149857,CS
201912849349300401,381443369,SN
201912849349300401,381443369,RP
201912849349300401,381443369,TH
201912849349300401,381443369,HK
202020319349300222,620485733,UK
202042249349300309,980391928,IS
202011689349300911,630312914,UK
202001149349301525,951641455,CJ
202001149349301525,951641455,CA
202001149349301525,951641455,HK
202001149349301525,951641455,VQ
202041369349305314,951664123,CJ
202041369349305314,951664123,VI
202041369349305314,951664123,SW
202041369349305314,951664123,AS
202000379349300105,131624158,VI
202000379349300105,131624158,CJ
202000379349300105,131624158,UK
202000379349300105,131624158,CA
202000379349300105,131624158,JA
202040839349300359,410694747,FR
202040839349300359,410694747,NZ
202040839349300359,410694747,SP
202040839349300359,410694747,IN
202040839349300359,410694747,ET
202011919349301236,131624067,CH
202041979349301854,210634501,EI
202041979349301854,210634501,JA
202041979349301854,210634501,AS
202041979349301854,210634501,NL
202041979349301854,210634501,NZ
202041979349301854,210634501,PL
202041979349301854,210634501,SZ
202041979349301854,210634501,UK
202041979349301854,210634501,BR
202041979349301854,210634501,CA
202041979349301854,210634501,CI
202041979349301854,210634501,CH
202041979349301854,210634501,GM
202041979349301854,210634501,GR
201903179349302475,160743126,CJ
201903399349301020,237099472,CA
202021959349303612,050258810,CH
202021959349303612,050258810,HK
202030699349301008,986001141,CA
202020139349300717,381369604,CA
202011059349300036,160755807,CA
202041609349301094,590949880,SP
202020509349300927,390808497,IT
202010429349300541,231352664,BD
202010429349300541,231352664,CJ
202010429349300541,231352664,EI
202010429349300541,231352664,VI
202010989349300831,930386858,GM
202021049349300412,237223216,FR
202021049349300412,237223216,IT
202021049349300412,237223216,UK
202021899349300727,042103558,GK
202031479349300958,050258956,IT
202010209349300716,750851900,GM
202000439349300615,311682468,CA
202020669349300017,980042539,CA
202041339349302344,250969449,AS
202041339349302344,250969449,QA
202041339349302344,250969449,RW
202001929349300200,042105776,IT
202011369349303121,952261113,NP
202011369349303121,952261113,IT
202011369349303121,952261113,BC
202030879349300438,430653369,CJ
202021969349300322,720635884,CJ
202011069349301111,231352615,GK
202011069349301111,231352615,CS
202031059349300448,010211810,MO
202001359349302675,042133255,SP
202030639349300003,202394341,CA
202031769349300203,540534105,FR
202031819349301908,150532200,FR
202031819349301908,150532200,CH
202031819349301908,150532200,SP
202040739349300039,236002304,UK
202010949349300821,560530242,IT
202031209349300938,221500645,LU
202011299349300336,741109620,MI
202011299349300336,741109620,FR
202010089349300531,660177776,PM
202031339349301123,590624364,CJ
202040909349300604,381358014,FR
202040909349300604,381358014,GM
202040909349300604,381358014,KE
202040909349300604,381358014,SP
202011369349302556,231365971,IT
202011369349302556,231365971,JA
202011369349302556,231365971,UK
202011369349302556,231365971,BD
202041979349303804,610444671,FR
202041979349303804,610444671,UK
202011369349304291,237421224,CA
202011209349301021,570314408,CJ
202011209349301021,570314408,EI
202040569349300809,410693960,CJ
202041349349302444,042300472,SP
202022539349301407,237417722,CS
202011369349304221,430652675,CJ
202011369349304221,430652675,UK
202011059349301911,750926755,IT
202021339349301017,041958460,GM
202041849349301499,986001269,LE
202041849349301499,986001269,UK
202040169349300309,237075717,SZ
202001789349300340,370673513,UK
201923589349300007,431658069,KS
202021359349302342,620476301,UK
202001339349302120,350868107,GR
201931349349303158,042104847,UK
202001399349300870,310537177,CJ
202031269349301148,350868125,GM
202031269349301148,350868125,UK
202001329349302080,910564961,FR
202011199349301501,420680344,SP
202021129349301212,710430687,CJ
202001919349300145,020222111,IT
202001919349300145,020222111,NZ
202001919349300145,020222111,SP
202001919349300145,020222111,UK
202001919349300145,020222111,FR
202001919349300145,020222111,GM
201941339349302304,231365971,IT
201941339349302304,231365971,JA
