object_id,ein,TxImpsdAmt,TxRmbrsdAmt,TtlBlncDAmt
201931019349300333,141338498,-,-,-
201931019349300218,910236600,-,-,-
201900809349300610,480547702,-,-,-
201940089349301129,596046500,-,-,-
201900999349300535,370661494,-,-,-
201900999349300230,750983821,-,-,12000
201930099349300203,231424055,-,-,-
201940569349300119,470376524,-,-,-
201930509349300228,750851900,-,-,1161026
201930609349301043,930386890,-,-,-
201920089349300847,381627600,-,-,181306
201900219349300015,592961536,-,-,-
201900799349300340,540505922,-,-,-
201900809349300240,030482006,-,-,-
201910429349300411,135596846,-,-,49117972
201930869349300133,930386858,-,-,-
201910889349300616,042111203,-,-,-
201940329349300824,460872490,-,-,1096
201920919349300307,340714687,-,-,-
201930659349300333,350868096,-,-,-
201900509349300600,750827421,-,-,-
201920159349300102,620535755,-,-,-
201940459349300519,340868798,-,-,-
201930959349300208,560529953,-,-,-
201930979349300603,620485733,-,-,-
201930329349300928,370681530,-,-,-
201900079349300305,350868101,-,-,-
201910919349300006,540505977,-,-,959607
201930639349300998,956002998,-,-,-
201900849349300635,344431169,-,-,-
201930679349301138,390833608,-,-,-
201940999349300919,350868086,-,-,-
201940999349300529,560529999,-,-,-
201900929349300835,250965430,-,-,-
201900929349300865,240795495,-,-,77228
201900929349300910,390808497,-,-,-
201900919349300420,410693979,-,-,-
201920849349300032,390806154,-,-,-
201910889349300401,231352641,-,-,248677
201901019349300135,620465076,-,-,-
201940179349300129,620599339,-,-,-
201920169349300722,233069199,-,-,-
201920949349300927,520591661,-,-,-
201900779349300880,166031585,-,-,-
201920999349300147,314379515,-,-,-
201900109349301770,521555346,-,-,-
201900459349301750,981358092,-,-,-
201900939349300820,540646523,-,-,-
201920479349300307,264663584,-,-,-
201910929349300631,951643992,-,-,-
201900849349301450,160743942,-,-,-
201940459349300149,620488046,-,-,5591010
201930929349300113,381308480,-,-,-
201920319349301202,860711495,-,-,100000
201901009349300800,942155109,-,-,20000
201910599349300706,344427516,-,-,-
201930869349300018,581216007,-,-,-
201920589349300232,250965212,-,-,-
201900389349300330,521010577,-,-,1244828
201940949349300419,570324906,-,-,-
201930949349300733,570474291,-,-,-
201920639349300507,480777079,-,-,-
201910099349300526,386080947,-,-,-
201910729349300631,530196549,-,-,-
201911019349300236,941156628,-,-,325018
201911019349300441,150545841,-,-,-
201911019349301001,480730814,-,-,-
201930809349300813,135562314,-,-,-
201833189349305598,141423161,-,-,-
201910859349300346,610448560,-,-,-
201803199349307340,942933165,-,-,-
201930089349301313,586055244,-,-,-
201931009349300243,750926755,-,-,0
201910919349300611,340714818,-,-,-
201920379349300807,381393841,-,-,164144
201930099349300013,590624401,-,-,-
201900649349300920,420680372,-,-,-
201940169349300519,560547511,-,-,-
201910579349300546,237213309,-,-,132440
201940669349300319,731523469,-,-,-
201920469349301247,272793072,-,-,-
201940939349300234,590859121,-,-,0
201940779349300324,231352668,-,-,-
201930919349300543,362166964,-,-,-
201921009349300427,240795506,-,-,-
201920859349301112,250965557,-,-,-
201940429349300884,161476258,-,-,-
201910519349301206,231352620,-,-,-
201940799349300539,560767736,-,-,-
201900319349300410,310747997,-,-,-
201940829349300304,820200907,-,-,-
201931059349300828,042103545,-,-,2120421
201900499349300020,440545286,-,-,-
201900499349300015,610444650,-,-,-
201930169349300918,381619831,-,-,1435
201940919349300214,160743996,-,-,3821165
201940929349300439,350867954,-,-,-
201900429349301130,800957275,-,-,-
201940979349300304,750859801,-,-,-
201940939349301209,440556862,-,-,-
201900959349300810,630288811,-,-,-
201900379349301120,390821861,-,-,-
201930649349300708,420707114,-,-,-
201940949349300609,741159753,-,-,-
201920989349300232,596155069,-,-,-
201910529349300536,431007642,-,-,-
201900949349301200,640428676,-,-,-
201900379349300975,237099472,-,-,155820
201900959349301150,350868158,-,-,-
201900959349301100,580685908,-,-,-
201920899349300207,340714681,-,-,-
201940999349300414,362169157,-,-,-
201940929349300744,410695524,-,-,-
201940329349300849,370864020,-,-,-
201940609349301024,390477970,-,-,-
201941899349300534,741554976,-,-,-
201932279349302938,113135077,-,-,156566
201803189349308010,541919810,-,-,603929
201901359349311240,570314365,-,-,210000
201941939349300704,950948050,-,-,-
201803199349316850,593722760,-,-,11108
201932259349300513,620730291,-,-,-
201921969349302232,141889101,0,0,-
201942249349300934,951643307,-,-,0
201813179349307921,850164940,-,-,-
201942149349200714,581554537,-,-,-
201823349349300717,560657294,-,-,-
201813529349300826,800454615,-,-,3359
201902349349301550,753140593,-,-,13102
201901139349300240,931139187,-,-,-
201843139349301719,450231180,-,-,-
201941349349302784,231639911,-,-,-
201941349349303034,156019050,-,-,-
201813399349300511,237034324,-,-,-
201823519349300817,620548913,-,-,-
201813199349320751,463187118,-,-,-
201941339349300414,453912932,-,-,-
201941339349300534,520591421,-,-,47405
201941349349310549,953127273,-,-,-
201903119349301020,136171197,-,-,500000
201933099349301903,260069167,-,-,-
201941419349300229,760057699,-,-,95000
201911359349311616,042103547,-,-,0
201911359349307076,472654761,-,-,-
201911359349311381,540505990,-,-,-
201823549349301102,237032625,-,-,135557
201911359349311821,910565553,-,-,-
201913059349300341,410693856,-,-,-
201930179349300818,480554341,-,-,671224
201931209349301243,160743140,-,-,-
201931349349307983,231653718,-,-,-
201900739349300245,440589787,-,-,-
201903129349303170,472237488,-,-,-
201941359349300304,910564993,-,-,-
201900189349301135,237069575,-,-,241660
201900679349301000,620484185,-,-,-
201900749349301420,314379584,-,-,-
201900369349300745,610444671,-,-,-
201931349349309638,042103558,-,-,-
201901149349300335,941156617,-,-,927768
201931209349301318,626001104,-,-,-
201920389349301107,811545781,-,-,-
201910739349301401,240795406,-,-,-
201910789349300721,956001907,-,-,233000
201920359349300107,056015988,-,-,-
201803199349320755,954366755,-,-,130000
201813199349301911,133459531,-,-,-
201940119349301209,522242995,-,-,458261
201920459349301587,591146751,-,-,-
201930449349300103,750950119,-,-,-
201930449349300038,390806325,-,-,-
201833179349301333,311395941,-,-,-
201833179349301503,251065148,-,-,-
201910449349301681,943204136,-,-,-
201920449349301027,160909446,-,-,-
201910249349301151,231501197,-,-,-
201910289349300681,420680466,-,-,-
201910289349300901,060943492,-,-,706794
201803199349318125,263162145,-,-,-
201813199349208406,943396255,-,-,2135
201813189349307481,390806297,-,-,-
201843199349309869,454620000,-,-,-
201930079349300353,344428207,-,-,-
201803199349319240,270497639,-,-,73596
201803179349308380,472237488,-,-,-
201833179349307968,136171197,-,-,500000
201900739349300015,410693977,-,-,1681452
201843199349209474,650473019,-,-,70000
201843189349304869,752684723,-,-,1784337
201931349349301278,591083502,-,-,-
201803199349312665,550753754,-,-,-
201803389349300415,640329300,-,-,-
201803389349300605,370661231,-,-,-
201833189349308858,470377991,-,-,-
201931349349308368,231352630,-,-,-
201940739349300829,420680335,-,-,-
201931279349300908,470376525,-,-,-
201843189349305899,274600814,-,-,-
201813199349301541,581494136,-,-,-
201911359349307716,741277664,-,-,-
201931349349305288,941312349,-,-,350000
201901309349304340,570314408,-,-,-
201901309349304305,581357177,-,-,-
201931349349310718,231416559,-,-,95842
201930939349300228,470376551,-,-,-
201931359349311938,591157081,-,-,643164
201901209349301465,660277132,-,-,-
201940439349300309,930401259,-,-,263610
201911349349306761,810703802,-,-,-
201911349349306696,042152671,-,-,135200
201931649349301308,412096004,-,-,-
201911359349303976,231382408,-,-,-
201901359349304795,060646973,-,-,62315
201931059349300608,231352674,-,-,-
201931339349303848,231352661,-,-,3667
201931309349304203,870212470,-,-,-
201911349349309336,990272261,-,-,-
201911239349300421,390806202,-,-,-
201931059349301338,231526668,-,-,-
201931059349301618,141338562,-,-,-
201900639349300210,590624458,-,-,-
201911349349309416,610444695,-,-,-
201911239349300216,231177930,-,-,-
201931309349304918,042103552,-,-,-
201941229349301334,240795460,-,-,-
201921349349306707,841029228,-,-,-
201931269349300118,135562167,-,-,-
201941229349301604,221500645,-,-,-
201931689349300733,132590811,-,-,-
201911349349307051,460280847,-,-,-
201911349349307041,042103567,-,-,-
201931339349306788,450323401,-,-,-
201931289349301768,250965576,-,-,-
201901339349305650,941279798,-,-,-
201901359349303745,221487164,-,-,-
201931359349302423,050258809,-,-,200000
201931289349302063,141468399,-,-,-
201911359349302421,020274509,-,-,-
201911359349302371,350868125,-,-,-
201940469349301774,131624158,-,-,3453827
201941359349311639,810235407,-,-,-
201930819349301128,910567740,-,-,-
201911359349302941,540505940,-,-,-
201911359349304961,593086453,-,-,-
201901339349303375,370661219,-,-,-
201911359349301301,840402510,-,-,-
201921309349300547,480543772,-,-,-
201940499349300504,231413680,-,-,-
201911349349302061,240795686,-,-,-
201931269349301238,161532850,-,-,-
201911349349310151,823882005,-,-,5000
201931299349300028,381359083,-,-,-
201901339349305860,150532082,-,-,-
201901339349306460,541061178,-,-,-
201911359349312376,930386839,-,-,-
201921309349300207,620475697,-,-,-
