object_id,ein,FrgnCntryCd
201510159349300611,042105776,IT
201500129349300710,131916574,CJ
201500129349301310,390806297,CJ
201500129349301310,390806297,EI
201500129349301310,390806297,UK
201500129349301310,390806297,BD
201520149349301262,620518288,BE
201540219349300119,610444671,FR
201540219349300119,610444671,UK
201540209349300429,980426561,UK
201540209349300429,980426561,EI
201540209349300429,980426561,BE
201540209349300429,980426561,IT
201540209349300429,980426561,NL
201540209349300429,980426561,GR
201540209349300429,980426561,LU
201540209349300429,980426561,AU
201520299349300007,430653369,CJ
201500359349300125,131632522,CJ
201500309349301800,042111203,LU
201510309349300546,340868798,IT
201500349349300965,910473310,CJ
201500349349300965,910473310,CS
201530309349301658,381369604,CA
201510419349300416,440545914,CJ
201500439349301035,042104258,IT
201530439349301688,590949880,SP
201530439349301688,590949880,IT
201530439349301828,150532239,FR
201530439349301828,150532239,KE
201530439349301828,150532239,SP
201530439349301828,150532239,UK
201520409349300407,980072997,IT
201520429349300032,430652675,CJ
201520429349300032,430652675,UK
201530419349300438,135647700,EG
201530429349300323,382410852,CJ
201520379349301252,381374230,BD
201520379349301252,381374230,CJ
201520379349301252,381374230,EI
201520379349301252,381374230,VQ
201500439349302020,131628149,UK
201500419349301715,390477970,BF
201500419349301300,540575812,CA
201500439349300100,951744369,MX
201500439349300100,951744369,SF
201510479349302316,950549600,GM
201510479349301421,941156617,ES
201510479349301421,941156617,UK
201500569349300300,540505977,CJ
201530449349301713,540506306,GK
201500449349301160,160743126,CJ
201540579349300304,344428219,GM
201500559349300515,420680466,IT
201500559349300515,420680466,MT
201500559349300515,420680466,UK
201500559349300515,420680466,GM
201540479349300419,560530242,UK
201540479349300419,560530242,IT
201500479349300710,135596846,LE
201530639349300113,930391586,CS
201520689349300347,930401259,AU
201520659349300232,750926755,IT
201540729349300509,237213309,CA
201520759349300442,941156599,CJ
201510729349300926,420680372,HK
201510729349300926,420680372,MY
201510729349300346,986001062,AE
201510729349300346,986001062,AR
201510729349300346,986001062,AS
201510729349300346,986001062,BE
201510729349300346,986001062,BR
201510729349300346,986001062,BU
201510729349300346,986001062,CA
201510729349300346,986001062,CH
201510729349300346,986001062,CI
201510729349300346,986001062,CO
201510729349300346,986001062,EC
201510729349300346,986001062,EG
201510729349300346,986001062,EZ
201510729349300346,986001062,FR
201510729349300346,986001062,GM
201510729349300346,986001062,GR
201510729349300346,986001062,GT
201510729349300346,986001062,HK
201510729349300346,986001062,HR
201510729349300346,986001062,HU
201510729349300346,986001062,ID
201510729349300346,986001062,IN
201510729349300346,986001062,IT
201510729349300346,986001062,JA
201510729349300346,986001062,KE
201510729349300346,986001062,KS
201510729349300346,986001062,LG
201510729349300346,986001062,LH
201510729349300346,986001062,LO
201510729349300346,986001062,MC
201510729349300346,986001062,MX
201510729349300346,986001062,MY
201510729349300346,986001062,NL
201510729349300346,986001062,NZ
201510729349300346,986001062,PE
201510729349300346,986001062,PK
201510729349300346,986001062,PL
201510729349300346,986001062,PO
201510729349300346,986001062,RI
201510729349300346,986001062,RS
201510729349300346,986001062,SF
201510729349300346,986001062,SN
201510729349300346,986001062,SP
201510729349300346,986001062,SZ
201510729349300346,986001062,TH
201510729349300346,986001062,TU
201510729349300346,986001062,TW
201510729349300346,986001062,TZ
201510729349300346,986001062,UK
201510729349300346,986001062,UP
201510729349300346,986001062,UY
201510729349300346,986001062,VM
201510759349300806,952944594,OC
201530769349301008,930386858,GM
201540779349300624,231352620,AS
201540779349300624,231352620,EI
201540779349300624,231352620,GR
201540779349300624,231352620,IT
201540779349300624,231352620,NZ
201540779349300624,231352620,SF
201540779349300624,231352620,SP
201540779349300624,231352620,TU
201540779349300624,231352620,UK
201510729349300421,530196549,BE
