object_id,ein,SttsWhrCpyOfRtrnIsFldCd
201542269349301474,650000627,FL
201532269349303163,272390050,AZ
201532269349303163,272390050,UT
201532279349300813,592548486,FL
201530129349300863,410695509,MN
201510159349300611,042105776,MA
201510159349301406,350867954,IN
201500149349301025,272793072,SC
201500129349300710,131916574,NY
201540149349301429,943116985,WA
201510099349301271,560547478,NC
201500129349301310,390806297,WI
201520149349301257,560532303,NC
201510129349300731,620548913,TN
201520129349301107,240795495,PA
201520129349301107,240795495,AK
201520129349301107,240795495,AZ
201520129349301107,240795495,CO
201520129349301107,240795495,MA
201520129349301107,240795495,NH
201520129349301107,240795495,WA
201500169349300030,042720310,MA
201510139349301301,042596491,MA
201500129349300125,582533742,GA
201520229349300902,131740285,NY
201500199349300510,222212290,NJ
201530229349300623,271870108,CA
201510199349300201,020309681,NH
201530219349300213,391201561,WI
201530219349300503,381977050,MI
201520169349300027,362216176,CA
201520169349300922,480623882,KS
201520099349301152,310970262,IN
201500219349300245,610444788,KY
201500129349301275,382333042,MI
201520299349300737,510175975,NY
201520239349300007,951716809,CA
201530299349300718,452459482,OH
201520239349300722,430655867,CA
201500239349300505,800477644,DC
201520279349300217,440545280,MO
201500239349300145,460229820,SD
201530269349300908,912037146,NC
201500289349301350,042325504,MA
201520289349300407,941021164,CA
201510239349300106,363005527,IL
201500359349300125,131632522,NY
201500309349301800,042111203,MA
201520369349300042,231608264,PA
201500349349300965,910473310,AK
201500349349300965,910473310,CA
201500349349300965,910473310,WA
201530369349300718,362181973,MD
201500309349300205,350845258,IN
201510369349301501,930309970,OR
201500349349300510,310544271,OH
201500339349300905,233069199,PA
201500339349300705,470377991,CO
201500339349300705,470377991,NE
201530309349301318,620479365,TN
201510339349300726,161476258,NY
201500409349300225,510578495,NY
201520419349301982,540505922,VA
201530439349302343,930845182,OR
201500439349302555,364479457,IL
201530429349300843,930461940,OR
201530409349300913,310536647,AK
201530409349300913,310536647,AZ
201530409349300913,310536647,CO
201530409349300913,310536647,DC
201530409349300913,310536647,MD
201530409349300913,310536647,MA
201530409349300913,310536647,MI
201530409349300913,310536647,NH
201530409349300913,310536647,NY
201530409349300913,310536647,OH
201530409349300913,310536647,OK
201530409349300913,310536647,OR
201530409349300913,310536647,WA
201530379349301253,470378777,AK
201530379349301253,470378777,CO
201530379349301253,470378777,KY
201530379349301253,470378777,MD
201530379349301253,470378777,MI
201530379349301253,470378777,NH
201530379349301253,470378777,NV
201530379349301253,470378777,OR
201530379349301253,470378777,SC
201530379349301253,470378777,WA
201530419349301803,042104778,MA
201530439349301003,640303805,MS
201510419349300416,440545914,AR
201510419349300416,440545914,AZ
201510419349300416,440545914,CA
201510419349300416,440545914,CO
201510419349300416,440545914,FL
201510419349300416,440545914,LA
201510419349300416,440545914,MD
201510419349300416,440545914,ME
201510419349300416,440545914,MI
201510419349300416,440545914,ND
201510419349300416,440545914,NH
201510419349300416,440545914,NY
201510419349300416,440545914,OH
201510419349300416,440545914,OR
201510419349300416,440545914,SC
201510419349300416,440545914,VA
201510419349300416,440545914,WA
201510419349300416,440545914,WI
201530429349301473,941585735,CA
201500439349301035,042104258,MA
201500409349301105,952882724,CA
201510429349300816,042103701,MA
201530439349301828,150532239,NY
201540419349301529,231352236,PA
201520379349301037,941698615,AK
201520379349301037,941698615,KY
201520379349301037,941698615,MA
201520379349301037,941698615,MI
201520379349301037,941698615,MO
201520379349301037,941698615,NH
201520379349301037,941698615,NY
201520379349301037,941698615,OK
201520379349301037,941698615,OR
201520379349301037,941698615,WA
201520429349300812,620484185,TN
201520439349301002,930634049,OR
201520439349301002,930634049,SC
201500379349300110,208939971,OH
201520409349300407,980072997,DE
201520409349300862,391024723,WI
201530419349300438,135647700,NY
201500419349300505,591237047,CA
201510439349301791,956001907,CA
201510439349301791,956001907,CO
201540409349301259,581438873,GA
201530429349300323,382410852,MO
201530429349300323,382410852,OR
201530439349302123,591146751,FL
201500419349301715,390477970,WI
201500439349300400,860949264,AZ
201510439349302136,916033434,WA
201510439349301551,261221063,MN
201520429349301712,630288850,AL
201500379349301315,530199507,AK
201500379349301315,530199507,CO
201500379349301315,530199507,DC
201500379349301315,530199507,KY
201500379349301315,530199507,MD
201500379349301315,530199507,MA
201500379349301315,530199507,NH
201500379349301315,530199507,NY
201500379349301315,530199507,ND
201500379349301315,530199507,OR
201500379349301315,530199507,SC
201500379349301315,530199507,WA
201500419349301315,610445823,MD
201500419349301315,610445823,WA
201500419349301315,610445823,WI
201500439349300100,951744369,CA
201510439349301681,204734568,CA
201540449349301939,941312349,OR
201530509349300018,620475690,TN
201510459349300701,042152671,MA
201510479349302316,950549600,CA
201530479349301653,750917417,TX
201520479349301632,570314374,SC
201510449349302496,530196640,DC
201530479349301393,362593545,IL
201540449349301824,620502739,TN
201540499349300029,941156485,CA
201510479349301421,941156617,CA
201520449349302342,430356250,AK
201520449349302342,430356250,IL
201520449349302342,430356250,KY
201520449349302342,430356250,MD
